Block,Time,BRBCL,BSIUL,CHAMERA3,DADRT2,KKNPPU2,NJPC,PARBATI3,RAMPUR,SALAL,UNCHAHAR2,ANTA_CRF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-I,NLCEXP,TelanganaSTPP,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA2,JHAJJAR,NLCIIST1,RAPPD,RIHAND3,TEHRI,DADRI_GF,KGSU3AND4,PARBATI2,RAPPB,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,AURY_RF,DADRI_RF,KUDGI,NLCIIST2,NNTPP,RAPPC,ANTA_GF,AURY_CRF,KGSU1AND2,KHSTPP-II,KISHANGANGA,KKNP,KOTESHWR,NAPP,RIHAND1,RIHAND2,SIMHST1,TEHRIPSP,UNCHAHAR4,URI,URI2,MAPS,NTPL,RSTPSU7,SEWA2,SINGRAULI,TALA,TALST2,UNCHAHAR3,AURY_LF,DULHASTI,KOLDAM,NLCTS2EXP,SIMHST2,TANAKPUR,VALLURNTECL,AURY_GF
6,01:15-01:30,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,1.08,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,25.19,0,27.69,0,55.38,8.62,0,0,12.81,0,0

7,01:30-01:45,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,1.08,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,25.19,0,27.69,0,55.38,8.62,0,0,12.81,0,0

8,01:45-02:00,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,1.08,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,25.19,0,27.69,0,55.38,8.62,0,0,12.81,0,0

9,02:00-02:15,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,25.19,0,27.69,0,55.38,8.62,0,0,12.81,0,0

10,02:15-02:30,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,25.19,0,27.69,0,55.38,8.62,0,0,12.81,0,0

11,02:30-02:45,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,27.69,0,27.69,0,55.38,8.62,0,0,12.81,0,0

12,02:45-03:00,24.99,13.04,33.94,549.38,0,175.79,32.71,5.7,85.41,45,0,42.15,42.46,20.8,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,35.33,24.94,0,0,0,0,149.08,27.69,0,27.69,0,55.38,8.62,0,0,12.81,0,0

13,03:00-03:15,24.99,19.56,33.94,549.38,0,175.79,37.17,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,29.66,0,27.69,0,55.38,8.62,0,0,11.91,0,0

14,03:15-03:30,24.99,19.56,33.94,549.38,0,175.79,37.17,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,29.66,0,27.69,0,55.38,8.62,0,0,11.91,0,0

15,03:30-03:45,24.99,19.56,33.94,549.38,0,175.79,38.06,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,38.97,0,0,0,0,149.08,29.66,0,27.69,0,55.38,8.62,0,0,11.91,0,0

16,03:45-04:00,24.99,19.56,33.94,549.38,0,175.79,38.06,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,38.97,0,0,0,0,149.08,29.66,0,27.69,0,55.38,8.62,0,0,11.91,0,0

17,04:00-04:15,24.99,19.56,33.94,549.38,0,175.79,38.06,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,38.97,0,0,0,0,149.08,29.64,0,27.69,0,55.38,8.62,0,0,11.91,0,0

18,04:15-04:30,24.99,19.56,33.94,549.38,0,175.79,38.06,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,0,3.22,30.91,38.97,0,0,0,0,149.08,29.89,0,27.69,0,55.38,8.62,0,0,11.91,0,0

19,04:30-04:45,24.99,19.56,33.94,549.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.51,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,29.34,0,27.69,0,55.38,8.62,0,0,11.91,0,0

20,04:45-05:00,24.99,19.56,33.94,549.38,0,175.79,49.06,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,29.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

21,05:00-05:15,24.99,19.56,33.94,689.38,0,175.79,49.06,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,28.99,0,27.69,0,55.38,8.62,0,0,11.91,0,0

22,05:15-05:30,24.99,19.56,33.94,689.38,0,175.79,49.06,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,274.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,28.81,0,27.69,0,55.38,8.62,0,0,11.91,0,0

23,05:30-05:45,24.99,19.56,33.94,689.38,0,175.79,49.06,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,294.75,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,28.6,0,27.69,0,55.38,8.62,0,0,11.91,0,0

24,05:45-06:00,24.99,19.56,33.94,689.38,0,175.79,49.06,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,302.62,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,28.48,0,27.69,0,55.38,8.62,0,0,11.91,0,0

25,06:00-06:15,24.99,19.56,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,310.5,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,28.08,0,27.69,0,55.38,8.62,0,0,11.91,0,0

26,06:15-06:30,24.99,19.56,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,318.38,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,30.91,24.94,0,0,0,0,149.08,27.99,0,27.69,0,55.38,8.62,0,0,11.91,0,0

27,06:30-06:45,24.99,0,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,326.25,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,24.94,0,0,0,0,149.08,27.93,0,27.69,0,55.38,8.62,0,0,11.91,0,0

28,06:45-07:00,24.99,0,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.84,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,334.12,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,24.94,0,0,0,0,149.08,27.87,0,27.69,0,55.38,8.62,0,0,11.91,0,0

29,07:00-07:15,24.99,0,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,25.29,0,0,0,0,0,342,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,29.52,0,27.69,0,55.38,8.62,0,0,11.91,0,0

30,07:15-07:30,24.99,0,33.94,689.38,0,175.79,41.62,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,12.64,0,0,0,0,0,348.98,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,29.52,0,27.69,0,55.38,8.62,0,0,11.91,0,0

31,07:30-07:45,24.99,0,33.94,689.38,0,175.79,35.68,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,36.43,24.94,0,0,0,0,149.08,30.22,0,27.69,0,55.38,8.62,0,0,11.91,0,0

32,07:45-08:00,24.99,0,33.94,689.38,0,175.79,35.68,5.7,80.76,45,0,42.15,42.46,18.76,33.69,0,0,0,51.2,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,79.04,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,36.43,24.94,0,0,0,0,149.08,30.2,0,27.69,0,55.38,8.62,0,0,11.91,0,0

33,08:00-08:15,24.99,0,33.94,689.38,0,175.79,32.71,5.7,80.76,45,0,28.1,42.46,18.76,33.69,0,0,0,50.57,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,36.43,24.94,0,0,0,0,149.08,30.75,0,27.69,0,55.38,8.62,0,0,11.91,0,0

34,08:15-08:30,24.99,0,33.94,689.38,0,175.79,32.71,5.7,80.76,45,0,14.05,42.46,20.02,33.69,0,0,0,50.57,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,36.43,24.94,0,0,0,0,149.08,30.79,0,27.69,0,55.38,8.62,0,0,11.91,0,0

35,08:30-08:45,24.99,0,33.94,689.38,0,175.79,22.3,5.7,80.76,45,0,14.05,42.46,20.8,33.69,0,0,0,50.57,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,39.75,28.06,0,0,0,0,149.08,30.79,0,27.69,0,55.38,8.62,0,0,11.91,0,0

36,08:45-09:00,24.99,0,33.94,689.38,0,175.79,22.3,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,50.57,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,39.75,28.06,0,0,0,0,149.08,30.81,0,27.69,0,55.38,8.62,0,0,11.91,0,0

37,09:00-09:15,24.99,0,33.94,689.38,0,175.79,35.68,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,39.75,28.06,0,0,0,0,149.08,30.58,0,27.69,0,55.38,8.62,0,0,11.91,0,0

38,09:15-09:30,24.99,0,33.94,689.38,0,175.79,35.68,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,39.75,28.06,0,0,0,0,149.08,30.58,0,27.69,0,55.38,8.62,0,0,11.91,0,0

39,09:30-09:45,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,31.46,0,27.69,0,55.38,8.62,0,0,11.91,0,0

40,09:45-10:00,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,31.46,0,27.69,0,55.38,8.62,0,0,11.91,0,0

41,10:00-10:15,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

42,10:15-10:30,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,52.36,38.97,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

43,10:30-10:45,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

44,10:45-11:00,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,49.31,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

45,11:00-11:15,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,48.68,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

46,11:15-11:30,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,48.68,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,31.16,0,27.69,0,55.38,8.62,0,0,11.91,0,0

47,11:30-11:45,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,48.68,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,30.91,32.74,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

48,11:45-12:00,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,48.68,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,30.91,32.74,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

49,12:00-12:15,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,0,42.46,20.8,33.69,0,0,0,48.04,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,30.91,32.74,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

50,12:15-12:30,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,12.99,42.46,20.8,33.69,0,0,0,48.04,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,30.91,32.74,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

51,12:30-12:45,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,25.59,42.46,20.8,33.69,0,0,0,48.04,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,26.49,24.94,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

52,12:45-13:00,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,25.59,42.46,20.8,33.69,0,0,0,48.04,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,26.49,24.94,0,0,0,0,149.08,31.16,0,27.69,0,37.72,8.62,0,0,11.91,0,0

53,13:00-13:15,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,38.55,42.46,20.8,33.69,0,0,0,48.04,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,26.49,24.94,0,0,0,0,149.08,25.43,0,27.69,0,37.72,8.62,0,0,11.91,0,0

54,13:15-13:30,24.99,0,33.94,689.38,0,175.79,31.22,5.7,80.76,45,0,38.71,42.46,20.8,33.69,0,0,0,47.41,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,26.49,24.94,0,0,0,0,149.08,25.43,0,27.69,0,37.72,8.62,0,0,11.91,0,0

55,13:30-13:45,24.99,0,33.94,689.38,0,175.79,22.3,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,47.41,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.43,0,27.69,0,55.38,8.62,0,0,11.91,0,0

