Block,Time Block,KGSU1AND2,FSTPP I & II,DULHASTI,JHAJJAR,DHAULIGNGA,CHAMERA2,DADRT2,CHAMERA1,CHAMERA3,BRBCL,BSIUL,KHSTPP-I,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NTPL,RAMPUR,PARBATI3,NLCIIST2,NLCTS2EXP,NNTPP,RAPPB,RIHAND2,RIHAND1,RAPPC,KUDGI,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,NJPC,NLCIIST1,NAPP,NLCEXP,KGSU3AND4,KHSTPP-II,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0,15.06,0,248.51,0,0,446.28,0,0,13.48,12.52,37.9,0,0,0,0,0,0,0,0,0,0,0,58.25,388.8,0,0.24,0,0.72,0,0,51.31,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.13,0,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,122.71,0,0,0,0,0,0

14,03:15-03:30,0,15.06,0,248.51,0,0,477.42,0,0,13.57,12.52,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,388.8,0,0.24,0,0.72,0,0,51.31,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.13,0,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,122.71,0,0,0,0,0,0

15,03:30-03:45,0,15.06,0,229.5,0,0,477.07,0,0,14.65,6.26,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,388.8,0,0.24,0,0.72,0,0,51.31,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.13,0,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,122.71,0,0,0,0,0,0

16,03:45-04:00,0,15.06,0,229.5,0,0,422.9,0,0,17.16,6.26,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,388.8,0,0.24,0,0.72,0,0,51.31,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.13,0,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,122.71,0,0,0,0,0,0

17,04:00-04:15,0,17.47,0,229.5,0,0,419.66,0,0,17.59,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,393.45,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,16.89,0,0,0,26.98,34.13,0,0,6.46,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

18,04:15-04:30,0,17.47,0,229.5,0,0,420.06,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,16.89,0,0,0,26.98,34.13,0,0,6.46,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

19,04:30-04:45,0,17.47,0,248.24,0,0,478.47,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,20.52,0,0,0,33.37,34.13,10.89,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

20,04:45-05:00,0,17.47,0,248.51,0,0,593.63,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.13,10.89,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

21,05:00-05:15,0,17.47,15.82,248.51,0,0,651.77,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,34.13,22.01,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

22,05:15-05:30,0,17.47,15.82,248.51,0,0,651.77,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,34.13,33.38,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,19.08,0,20,0,0,142.37,0,0,0,0,0,0

23,05:30-05:45,0,17.47,15.82,248.51,8.77,0,655.81,0,0,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,34.13,33.38,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,41.82,0,20,0,0,142.37,0,0,0,0,0,0

24,05:45-06:00,0,17.47,15.82,275.39,8.77,2.55,655.81,12.51,0,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,34.13,33.38,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,67.36,0,20,0,0,142.37,0,0,0,0,0,0

25,06:00-06:15,0,17.47,15.82,332.99,8.77,12.64,598.58,12.89,9.29,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,38.16,33.38,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,67.36,0,20,0,0,142.37,0,0,0,0,0,0

26,06:15-06:30,0,17.47,31.64,275.39,17.54,25.29,550.58,26.93,18.58,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,25.34,0,0,0,40.69,38.16,44.52,0,9.32,0,0,0,0,3.67,0,0,0,0,114.01,88.32,24.97,0,0,25.56,0,0,0,89.82,0,20,0,0,142.37,0,0,0,0,0,0

27,06:30-06:45,0,17.47,47.45,248.51,26.31,37.93,502.58,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,25.34,0,0,0,40.69,38.16,44.52,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,112.27,0,20,0,0,142.37,0,0,0,0,0,0

28,06:45-07:00,0,17.47,47.45,248.51,26.31,37.93,531.38,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,25.34,0,0,0,40.69,38.16,44.52,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,134.74,0,20,0,0,142.37,0,0,0,0,0,0

29,07:00-07:15,0,17.47,47.45,248.51,26.31,37.93,566.9,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,134.74,0,20,0,0,142.37,0,0,0,0,0,0

30,07:15-07:30,0,17.47,47.45,248.51,26.31,37.93,581.3,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,134.74,0,20,0,0,142.37,0,0,0,0,0,0

31,07:30-07:45,0,17.47,47.45,229.5,26.31,37.93,521.59,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,3.43,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,134.74,0,20,0,0,142.37,0,0,0,0,0,0

32,07:45-08:00,0,15.73,47.45,248.51,26.31,37.93,427.34,40.46,27.9,19.2,18.78,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,31.9,21.84,0,0,0,35.08,34.97,44.52,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,134.74,0,20,0,0,142.37,0,0,0,0,0,0

33,08:00-08:15,0,15.06,47.45,248.51,17.54,37.93,379.34,40.46,18.58,19.2,6.26,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,21.84,0,0,0,35.08,34.97,44.52,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,112.27,0,20,0,0,142.37,0,0,0,0,0,0

34,08:15-08:30,0,15.06,47.45,229.5,17.54,37.93,331.34,40.46,9.29,19.2,6.26,37.67,0,0,0,0,0,0,0,0,0,0,0,58.25,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,17.32,0,0,0,27.62,38.16,44.52,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,89.82,0,20,0,0,142.37,0,0,0,0,0,0

35,08:30-08:45,0,13.08,31.64,229.5,8.77,25.29,312.14,40.46,0,19.2,6.26,33.42,0,0,0,0,0,0,0,0,0,0,0,64.58,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,17.32,0,0,0,27.62,38.16,44.39,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,67.36,0,20,0,0,142.37,0,0,0,0,0,0

36,08:45-09:00,0,13.08,31.64,229.5,8.77,12.64,312.14,40.46,0,19.2,6.26,33.42,0,0,0,0,0,0,0,0,0,0,0,70.92,394.2,0,0.24,0,0.72,0,0,36.82,15.18,134.1,0,30.35,17.32,0,0,0,27.62,38.16,43.55,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,41.82,0,20,0,0,142.37,0,0,0,0,0,0

37,09:00-09:15,0,15.06,31.64,229.5,0,12.64,302.54,23.51,0,19.2,6.26,33.11,0,0,0,0,0,0,0,0,0,0,0,77.24,398.84,0,0.24,0,0.72,0,0,25.66,15.18,134.1,0,30.35,17.32,0,0,0,27.62,38.16,32.66,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,19.01,0,20,0,0,142.37,0,0,0,0,0,0

38,09:15-09:30,0,17.47,31.64,229.5,0,0,302.54,23.51,0,19.2,6.26,39.05,0,0,0,0,0,0,0,0,0,0,0,77.24,399.6,0,0.24,0,0.72,0,0,25.66,15.18,134.1,0,30.35,17.32,0,0,0,27.62,34.13,21.77,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

39,09:30-09:45,0,12.92,15.82,229.5,0,0,302.54,11.76,0,19.2,6.26,34.18,0,0,0,0,0,0,0,0,0,0,0,73.84,399.6,0,0.24,0,0.72,0,0,25.66,10.11,134.1,0,30.62,17.88,0,0,0,29.07,34.13,21.77,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,128.03,0,0,0,0,0,0

40,09:45-10:00,0,13.08,15.82,229.5,0,0,302.54,0,0,19.2,6.26,34.18,0,0,0,0,0,0,0,0,0,0,0,77.6,399.6,0,0.24,0,0.72,0,0,25.66,10.11,134.1,0,30.62,17.88,0,0,0,29.07,34.13,10.89,0,6.62,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,109.45,0,0,0,0,0,0

41,10:00-10:15,0,14.96,15.82,229.5,0,0,302.54,0,0,19.2,6.26,34.63,0,0,0,0,0,0,0,0,0,0,0,77.6,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,15.1,0,0,0,23.67,34.97,0,0,5.72,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,110.61,0,0,0,0,0,0

42,10:15-10:30,0,14.96,15.82,229.5,0,0,302.54,0,0,19.2,6.26,34.63,0,0,0,0,0,0,0,0,0,0,0,77.6,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,14.03,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,110.79,0,0,0,0,0,0

43,10:30-10:45,0,14.96,15.82,229.5,0,0,302.54,0,0,19.2,6.26,32.33,0,0,0,0,0,0,0,0,0,0,0,77.6,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,103.82,0,0,0,0,0,0

44,10:45-11:00,0,14.96,15.82,229.5,0,0,302.54,0,0,17.62,6.26,32.33,0,0,0,0,0,0,0,0,0,0,0,77.6,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,103.82,0,0,0,0,0,0

45,11:00-11:15,0,11.6,0,229.5,0,0,302.54,0,0,19.2,6.26,26.67,0,0,0,0,0,0,0,0,0,0,0,88.69,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,109.22,0,0,0,0,0,0

46,11:15-11:30,0,11.6,0,229.5,0,0,302.54,0,0,19.2,6.26,26.67,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,109.22,0,0,0,0,0,0

47,11:30-11:45,0,11.6,0,229.5,0,0,302.54,0,0,19.2,6.26,26.67,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,109.71,0,0,0,0,0,0

48,11:45-12:00,0,11.6,0,229.5,0,0,302.54,0,0,19.2,6.26,26.67,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,134.1,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,109.71,0,0,0,0,0,0

49,12:00-12:15,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,122.2,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,92.15,79.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,101.8,0,0,0,0,0,0

50,12:15-12:30,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,122.2,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,92.15,79.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,101.8,0,0,0,0,0,0

51,12:30-12:45,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,122.2,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,92.15,79.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,101.8,0,0,0,0,0,0

52,12:45-13:00,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,122.2,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,92.15,79.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,101.8,0,0,0,0,0,0

53,13:00-13:15,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,81.29,0,0,0,0,0,0

54,13:15-13:30,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,80.63,0,0,0,0,0,0

55,13:30-13:45,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,79.8,0,0,0,0,0,0

56,13:45-14:00,0,11.6,0,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,79.8,0,0,0,0,0,0

57,14:00-14:15,0,11.6,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,84.92,0,0,0,0,0,0

58,14:15-14:30,0,11.6,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,5.53,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,0,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.33,24.97,0,0,8.52,0,0,0,0,0,20,0,0,84.92,0,0,0,0,0,0

59,14:30-14:45,0,11.6,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,11.13,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.61,24.97,0,0,8.52,0,0,0,0,0,20,0,0,83.44,0,0,0,0,0,0

60,14:45-15:00,0,11.6,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,21.77,0,5.7,0,0,0,0,0,0,0,0,0,76.02,71.61,24.97,0,0,8.52,0,0,0,0,0,20,0,0,78.66,0,0,0,0,0,0

61,15:00-15:15,0,11.6,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,76.02,63.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,78.31,0,0,0,0,0,0

