Block,Time,CHAMERA1,DHAULIGNGA,KGSU3AND4,KISHANGANGA,KOLDAM,SINGRAULI,ANTA_LF,DADRI_RF,KHSTPP-II,KKNP,NLCTS2EXP,RIHAND2,SIMHST2,TALST2,TEHRI,UNCHAHAR2,ANTA_GF,DADRI_LF,DADRT2,KGSU1AND2,MAPS,NNTPP,RSTPSU7,TALA,UNCHAHAR3,UNCHAHAR4,AURY_CRF,AURY_GF,CHAMERA3,KKNPPU2,KUDGI,NLCEXP,NLCIIST1,RSTPSU1TO6,URI,ANTA_CRF,ANTA_RF,CHAMERA2,KHSTPP-I,PARBATI2,PARBATI3,RIHAND1,SIMHST1,TANAKPUR,AURY_LF,DADRI_GF,JHAJJAR,RAPPB,SALAL,SASAN,TANDA2,UNCHAHAR1,AURY_RF,BSIUL,NAPP,NJPC,NTPL,RAPPC,RIHAND3,URI2,VALLURNTECL,BRBCL,DULHASTI,FSTPP I & II,KOTESHWR,NLCIIST2,RAMPUR,RAPPD,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,DADRI_CRF
9,02:00-02:15,42.15,10.95,0,8.63,9.59,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,48.81,45.53,12.02,16.88,97.23,0,0,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,7.22,12.61,0.95,0,0

10,02:15-02:30,42.15,10.95,0,8.63,9.59,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,7.22,12.61,0.95,0,0

11,02:30-02:45,42.15,10.95,0,8.63,9.59,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,7.22,12.61,0.95,0,0

12,02:45-03:00,42.15,10.95,0,8.63,9.59,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,7.22,12.61,0.95,0,0

13,03:00-03:15,42.15,10.95,0,8.63,7.19,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,10.84,12.61,0.95,0,0

14,03:15-03:30,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,10.84,12.61,0.95,0,0

15,03:30-03:45,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,14.44,12.61,0.95,0,0

16,03:45-04:00,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,48.81,45.53,12.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,14.44,12.61,0.95,0,0

17,04:00-04:15,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,18.05,11.48,0.95,0,0

18,04:15-04:30,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,18.05,10.69,0.95,0,0

19,04:30-04:45,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,21.66,10.69,0.95,0,0

20,04:45-05:00,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,21.66,10.69,0.95,0,0

21,05:00-05:15,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,52.22,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,22.02,6.3,0.95,0,0

22,05:15-05:30,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,11.56,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,22.02,6.3,0.95,0,0

23,05:30-05:45,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.3,22.02,0,0.95,0,0

24,05:45-06:00,42.15,10.95,0,8.63,4.79,143.68,0,100.46,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

25,06:00-06:15,42.15,21.88,0,8.63,4.79,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,44.5,0,0,548.92,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

26,06:15-06:30,42.15,21.88,0,8.63,4.79,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,12.78,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

27,06:30-06:45,42.15,21.88,0,8.63,2.18,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,12.78,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

28,06:45-07:00,42.15,21.88,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,12.78,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

29,07:00-07:15,42.15,21.88,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.83,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,12.78,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

30,07:15-07:30,42.15,21.88,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.17,32.53,45.53,15.02,16.88,97.23,0,1.03,0,0,670.67,0,12.78,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

31,07:30-07:45,42.15,21.88,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,34.67,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.17,32.53,45.53,15.02,16.88,97.23,0,0,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

32,07:45-08:00,28.1,21.88,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.17,32.53,45.53,15.02,16.88,97.23,0,0,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

33,08:00-08:15,12.64,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,23.11,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,51.17,32.53,45.53,15.02,16.88,97.23,0,0,0,0,670.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,4.4,22.02,0,0.95,0,0

34,08:15-08:30,12.64,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.24,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,16.88,97.23,0,0,0,0,658.67,0,13.36,418.77,5.7,21.94,80.77,13.04,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,4.4,22.02,0,0.95,0,0

35,08:30-08:45,9.97,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.24,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,0,0,0,658.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

36,08:45-09:00,0,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,0,0,0,608.67,0,0,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

37,09:00-09:15,0,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,0,0,0,608.67,0,53.45,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

38,09:15-09:30,0,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,0,0,0,608.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

39,09:30-09:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,6.27,0,0,578.67,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

40,09:45-10:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,6.27,0,0,578.67,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,82.99,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.3,22.02,0,0.95,0,0

41,10:00-10:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,50.51,32.53,45.53,15.02,4.29,97.23,0,6.27,0,0,558.67,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,55.33,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,2.19,22.02,0,0.95,0,0

42,10:15-10:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,15.02,4.29,97.23,0,6.27,0,0,558.67,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,55.33,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,2.19,22.02,0,0.95,0,0

43,10:30-10:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,15.02,16.88,97.23,0,6.27,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,55.33,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,2.19,22.02,0,0.95,0,0

44,10:45-11:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,15.02,16.88,97.23,0,6.27,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,55.33,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,2.19,22.02,0,0.95,0,0

45,11:00-11:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,27.66,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.1,22.02,0,0.95,0,0

46,11:15-11:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,0,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,0,22.02,0,0.95,0,0

47,11:30-11:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,23.33,0,0,0,0,0,48.57,0,49.86,32.53,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,0,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,0,22.02,0,0.95,0,0

48,11:45-12:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,49.86,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,0,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,0,22.02,0,0.95,0,0

49,12:00-12:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,49.86,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,0,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,0,22.02,0,0.95,0,0

50,12:15-12:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,48.55,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

51,12:30-12:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,48.55,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

52,12:45-13:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,48.55,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

53,13:00-13:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,48.55,16.27,45.53,0,4.29,97.23,0,0,0,0,558.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

54,13:15-13:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.89,16.27,45.53,0,4.29,97.23,0,0,0,0,578.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

55,13:30-13:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.89,16.27,45.53,0,4.29,97.23,0,0,0,0,578.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

56,13:45-14:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,4.29,97.23,0,0,0,0,578.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

