Block,Time,BRBCL,DADRT2,MAPS,RAMPUR,RIHAND2,UNCHAHAR1,UNCHAHAR3,ANTA_RF,BSIUL,CHAMERA3,FSTPP I & II,NLCTS2EXP,RSTPSU1TO6,SALAL,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_LF,AURY_LF,DADRI_CRF,CHAMERA1,JHAJJAR,KGSU1AND2,NAPP,NJPC,RAPPB,RIHAND1,SIMHST1,TALA,TANDA2,TEHRI,AURY_CRF,CHAMERA2,NLCIIST2,PARBATI3,TANAKPUR,UNCHAHAR2,VALLURNTECL,ANTA_GF,AURY_RF,KKNP,SASAN,TALST2,ANTA_CRF,KHSTPP-I,KHSTPP-II,RAPPC,UNCHAHAR4,URI2,DADRI_GF,DHAULIGNGA,DULHASTI,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,NLCEXP,NLCIIST1,NTPL,SINGRAULI,AURY_GF,DADRI_RF,KGSU3AND4,KKNPPU2,NNTPP,RIHAND3,RSTPSU7,SIMHST2,URI,DADRI_LF
64,15:45-16:00,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0.14,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

65,16:00-16:15,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,29.08,0,92,0,0.14,0,0,0,2,0,0,9.61,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

66,16:15-16:30,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0.14,0,0,0,2,0,0,9.61,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

67,16:30-16:45,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,0,0,2,0,0,9.61,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

68,16:45-17:00,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,15.44,0,2,0,0,9.61,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

69,17:00-17:15,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,15.44,0,2,0,0,9.61,42.4,0,0,68.96,0,337.5,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

70,17:15-17:30,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,18.71,0,2,0,0,9.61,42.4,0,0,68.96,0,337.5,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

71,17:30-17:45,15,341.57,0,0,56.7,20.84,0,40.11,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,61.56,0,92,0,0,0,29.87,0,2,0,0,9.61,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

72,17:45-18:00,15,341.57,0,0,56.7,20.84,0,40.11,1.1,9.68,20.8,0,0,12.78,0,0,0,0,0,0,11.85,472.31,0,41.76,80.49,0,92,0,0,0,46.69,0,5.33,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,18.23,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

73,18:00-18:15,15,341.57,0,0,56.7,20.84,0,40.63,6.52,19.36,20.8,0,0,12.78,2.67,0,0,0,0,0,28.1,472.31,0,41.76,99.43,0,92,0,0,0,62.24,0,8,0,0,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,27.48,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

74,18:15-18:30,15,341.57,0,0,56.7,20.84,0,40.63,19.56,30.56,20.8,0,0,12.78,8,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,0,13.06,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

75,18:30-18:45,15,341.57,0,0,56.7,20.84,0,40.63,19.56,30.56,20.8,0,0,12.78,8,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,5.09,13.06,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,6.63,21.92

76,18:45-19:00,15,341.57,0,0,56.7,20.84,0,40.95,19.56,30.56,20.8,0,0,12.78,8,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,7.64,10.89,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

77,19:00-19:15,15,341.57,0,0,56.7,20.84,0,41.16,19.56,30.56,20.8,0,0,26.73,15.81,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,49.01,11.53,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

78,19:15-19:30,15,341.57,0,0,56.7,20.84,0,41.16,19.56,30.56,20.8,0,0,79.38,15.81,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,49.01,11.53,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,4.97,21.92

79,19:30-19:45,15,341.57,0,0,56.7,20.84,0,41.16,19.56,30.56,20.8,0,0,79.38,15.81,0,0,0,0,0,42.15,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,49.01,11.53,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,4.97,21.92

80,19:45-20:00,15,341.57,0,0,56.7,20.84,0,41.16,19.56,30.56,20.8,0,0,79.38,15.81,0,0,0,0,0,34.76,472.31,0,41.76,140.34,0,92,0,0,0,62.24,0,40.79,0,49.01,11.53,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,4.97,21.92

81,20:00-20:15,15,341.57,0,0,56.7,20.84,0,41.16,19.56,30.56,20.8,0,0,79.38,15.73,0,0,0,0,0,27.65,472.31,0,41.76,132.01,0,92,0,0,0,62.24,0,40.79,0,49.01,11.53,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,37.65,49.93,0,0,19.72,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

82,20:15-20:30,15,341.57,0,0,56.7,20.84,0,41.16,6.52,19.36,20.8,0,0,26.73,15.73,0,0,0,0,0,27.65,472.31,0,41.76,99.43,0,92,0,0,0,62.24,0,26.26,0,49.01,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,27.48,49.43,0,0,9.86,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

83,20:30-20:45,15,341.57,0,0,56.7,20.84,0,41.16,6.52,9.68,20.8,0,0,12.78,15.73,0,0,0,0,0,27.65,472.31,0,41.76,80.49,0,92,0,0,0,62.24,0,13.06,0,9.67,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,27.48,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

84,20:45-21:00,15,341.57,0,0,56.7,20.84,0,41.16,6.52,9.68,20.8,0,0,12.78,8,0,0,0,0,0,13.43,472.31,0,41.76,61.56,0,92,0,0,0,55.13,0,12,0,3.82,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

85,21:00-21:15,15,341.57,0,0,56.7,20.84,0,41.16,1.1,9.68,20.8,0,0,12.78,8,0,0,0,0,0,13.43,472.31,0,41.76,39.78,0,92,0,0,0,45.68,0,2,0,0,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

86,21:15-21:30,15,341.57,0,0,56.7,20.84,0,41.16,0,9.68,20.8,0,0,12.78,8,0,0,0,0,0,12.95,472.31,0,41.76,39.78,0,92,0,0.14,0,45.68,0,2,0,0,8.96,42.4,0,0,69.29,0,329.06,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

87,21:30-21:45,15,341.57,0,0,56.7,20.84,0,41.16,0,9.68,20.8,0,0,12.78,8,0,0,0,0,0,12.64,472.31,0,41.76,39.78,0,92,0,0,0,45.68,0,2,0,0,8.96,42.4,0,0,69.29,0,354.38,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

88,21:45-22:00,15,341.57,0,0,56.7,20.84,0,41.16,0,9.68,20.8,0,0,12.78,8,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,2,0,0,8.96,42.4,0,0,69.29,0,365.62,0,0,45.53,148.3,51.78,0,4.44,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

89,22:00-22:15,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,12.78,8,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,2,0,0,8.96,42.4,0,0,69.5,0,376.88,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

90,22:15-22:30,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,12.78,4.4,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,2,0,0,8.96,42.4,0,0,69.5,0,382.5,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

91,22:30-22:45,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,12.78,2.67,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,2,0,0,8.96,42.4,0,0,69.5,0,371.25,0,0,45.53,148.3,51.78,0,5.38,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

92,22:45-23:00,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,2,0,0,8.96,42.4,0,0,69.5,0,354.38,0,0,45.53,148.3,51.78,0,5.38,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,40.85,21.92

93,23:00-23:15,15,341.57,0,0,56.7,20.84,0,42.74,0,9.68,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,12,0,0,8.96,42.4,0,0,69.5,0,331.88,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

94,23:15-23:30,15,341.57,0,0,56.7,20.84,0,42.74,0,9.68,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,12,0,0,8.96,42.4,0,0,69.5,0,331.88,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

95,23:30-23:45,15,341.57,0,0,56.7,20.84,0,42.74,0,9.68,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,12,0,0,8.96,42.4,0,0,69.5,0,331.88,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

96,23:45-24:00,15,341.57,0,0,56.7,20.84,0,42.74,0,9.68,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,31.13,0,12,0,0,8.96,42.4,0,0,69.5,0,331.88,0,0,45.53,148.3,51.78,0,4.44,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

