Block,Time Block,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,SINGRAULI,TEHRI,TANDA2,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,TALA,UNCHAHAR4,URI,URI2,VALLURNTECL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,NLCTS2EXP,NNTPP,RAPPB,NTPL,PARBATI3,RAMPUR,SALAL,SIMHST1,RIHAND2,SEWA2,RIHAND1,SASAN,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,CHAMERA2,CHAMERA3,BSIUL,CHAMERA1,BRBCL,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,DHAULIGNGA,DADRT2,MAPS,KUDGI,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,93.09,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,13.03,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,93.09,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,14.02,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,83.12,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,13.55,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,74.51,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,14.52,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,67.82,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,15.13,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,15.19,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,11.68,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.84,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,10.51,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,8.88,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,11.95,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,53.31,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,14.57,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,53.31,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,14.87,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,53.31,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,15.84,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,39.99,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,66.22,0,0,0,0,1.96,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,39.99,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,109.59,0,0,0,0,0,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,39.99,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,109.71,0,0,0,0,0,0,0,0,0,0.75,4.12,0,11.48,22.37,14.2,0,0,0,0,0,0,8.88,0,91.1,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,357.65,0,0,8.67,0,344.32,0,0,8.49,18.3,77.97,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,109.71,0,0,0,0,5.51,0,0,0,0,0.75,4.12,0,13.68,22.37,17.68,0,0,0,0,0,0,1.34,0,111.66,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,19.91,42.37,0,357.65,0,0,11.03,15.75,344.32,0,0,8.49,25.31,113.82,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,109.71,14.87,0,0,0,5.51,0,0,0,0,0.75,4.12,0,13.68,22.37,17.68,0,0,0,0,0,0,1.34,0,113.51,0,60.54,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,38.29,42.37,0,357.65,0,0,11.07,15.75,344.32,0,0,8.49,25.31,113.82,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,5.51,0,0,0,0,0.75,4.12,0,15.78,27.43,20.33,0,0,0,0,3.65,0,1.34,0,113.51,0,85.09,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,67.08,42.37,8.74,411.08,0,0,13.55,15.75,444.26,0,0,8.49,29.92,133.18,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,5.51,0,0,0,0,0.75,4.12,0,19.4,37.56,24.56,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,2.55,9.24,1.05,0,19.12,0,0,0,74.23,42.37,17.46,515.88,0,0,13.55,31.5,549.44,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,5.51,0,0,0,0,3.16,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,7.65,9.24,6.23,12.08,19.12,0,0,0,89.43,42.37,26.2,576.9,0,0,13.55,31.5,625.45,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,0,0,0,0,0,25.32,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,24.52,19.12,0,0,0,89.43,42.37,26.2,624.7,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,0,0,0,0,0,25.32,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,7.55,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,0,0,0,0,0,25.32,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,15.11,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,0,0,0,0,0,3.16,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,15.11,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,19.1,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,0,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,3.4,0,1.34,0,113.51,15.11,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,17.39,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,5.51,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,15.11,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,16.5,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,5.51,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,8.92,87.94,397.89,0,51.55,0,118.84,25.18,18.53,12.46,26.86,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,13.55,31.5,625.45,0,0,9.43,31.33,141.76,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,0.49,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,12.59,9.24,2.1,11.48,19.12,0,0,0,89.43,42.37,8.74,653.01,0,0,13.55,31.5,625.45,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,0.49,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,12.59,0,0,0,19.12,0,0,0,67.08,42.37,0,653.01,0,0,13.55,31.5,625.45,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,0.49,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,44.73,42.37,0,653.01,0,0,13.55,15.75,594.86,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,0.49,0,0,0,0,16.89,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,19.46,42.37,0,653.01,0,0,13.55,15.75,594.86,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,0.49,0,0,0,0,14.77,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,653.01,0,0,13.55,15.75,547.06,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,13.98,0,0,0,0.49,0,0,0,0,4.22,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,17.47,0,0,0,0,42.37,0,653.01,0,0,13.55,15.75,547.06,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,17.9,0,0,0,0,42.37,0,653.01,0,0,13.55,15.75,547.06,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,17.79,0,0,0,0,42.37,0,653.01,0,0,13.55,15.75,547.06,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,648.99,0,0,13.55,15.75,527.94,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,19.65,40.52,25.23,0,0,0,0,0,0,1.34,0,113.51,0,87.94,397.89,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,648.99,0,0,13.55,15.75,527.94,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,15.54,30.37,20.3,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.15,0,51.55,0,118.84,0,0,0,0,13.85,0,0,0,0,42.37,0,572.71,0,0,13.55,0,500.36,0,0,8.49,32.14,141.76,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,4.22,10.29,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,13.66,0,0,0,0,42.37,0,485.05,0,0,13.55,0,418.15,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,10.55,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,15.01,0,0,0,0,42.37,0,423.55,0,0,13.96,0,346.21,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,10.55,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,15.61,0,0,0,0,42.37,0,343.85,0,0,14.35,0,346.21,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,16.7,0,0,0,0,42.37,0,241.79,0,0,14.35,0,346.21,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,1.22,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,17.83,0,0,0,0,42.37,0,216.18,0,0,14.75,0,346.21,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,14.32,0,0,0,0,42.37,0,216.18,0,0,12.91,0,346.21,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,14.3,0,0,0,0,42.37,0,216.18,0,0,13.21,0,346.21,0,0,8.49,31.33,141.76,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,16.81,0,0,0,0,42.37,0,216.18,0,0,13.01,0,346.21,0,0,8.49,30.91,139.84,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,14.82,30.37,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,16.83,0,0,0,0,42.37,0,216.18,0,0,13.3,0,346.21,0,0,8.49,30.91,139.84,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,91.32,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,14.82,22.28,19.16,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,17.9,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,25.24,104.32,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,91.32,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,11.48,22.28,13.87,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,18.04,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,25.24,104.32,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,91.32,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,11.48,22.28,13.87,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,17.55,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,25.24,104.32,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,91.32,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,11.48,22.28,13.87,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,25.24,104.32,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,13.68,27.72,17.3,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,1.06,4.12,0,13.68,27.72,17.3,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,216.18,0,0,11.79,0,341.96,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,2.11,4.12,0,13.68,27.72,17.3,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,228.09,0,0,13.92,0,341.96,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.74,0,0,0,0,2.11,4.12,0,17.53,27.72,22.65,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,15.7,0,0,0,0,42.37,0,228.09,0,0,13.92,0,341.96,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

