Block,Time,LT-36,L_NR_2012_02,SH-06,L_NR_2023_04,L_NR_2018_61,LT-59,SH-07,L_NR_2012_01,LT-05,L_NR_2012_07,L_NR_2019_11,L_NR_2012_04,LT-31,LT-35,L_NR_2020_02,L_NR_2022_08,L_NR_2019_06,L_NR_2023_07,L_NR_2020_07,L_NR_2023_10,L_NR_2021_13,L_NR_2022_10,L_NR_2020_06,L_NR_2021_17,L_NR_2021_16,L_NR_2019_05,L_NR_2021_15,L_NR_2021_12,L_NR_2019_19,L_NR_2022_09,L_NR_2020_05,L_NR_2019_07,L_NR_2021_14
9,02:00-02:15,0.000000,222.940000,30.880000,29.660000,9.65,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,15.83,0,0,15.71,0,0,51.16,15.72,0,0,0,0,0,0,51.16,47.15,0,0

10,02:15-02:30,0.000000,222.940000,30.880000,29.660000,9.13,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,15.9,0,0,15.52,0,0,51.59,15.52,0,0,0,0,0,0,51.59,46.56,0,0

11,02:30-02:45,0.000000,222.940000,30.880000,29.660000,8.65,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,15.93,0,0,15.32,0,0,52.21,15.34,0,0,0,0,0,0,52.21,46.01,0,0

12,02:45-03:00,0.000000,222.940000,30.880000,29.660000,8.59,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,16.14,0,0,15.13,0,0,52.6,15.12,0,0,0,0,0,0,52.6,45.38,0,0

13,03:00-03:15,0.000000,222.940000,30.880000,29.660000,7.77,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.760000,16.23,0,0,22.55,0,0,53.13,22.54,0,0,0,0,0,0,53.13,67.62,0,0

14,03:15-03:30,0.000000,222.940000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.760000,23.01,0,0,22.37,0,0,59.46,22.38,0,0,0,0,0,0,59.46,67.12,0,0

15,03:30-03:45,0.000000,222.940000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.760000,22.77,0,0,21.62,0,0,59.48,21.61,0,0,0,0,0,0,59.48,64.85,0,0

16,03:45-04:00,0.000000,222.940000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.760000,22.44,0,0,21.59,0,0,59.86,21.6,0,0,0,0,0,0,59.86,64.79,0,0

17,04:00-04:15,0.000000,222.940000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.580000,22.18,0,0,21.46,0,0,60.94,21.45,0,0,0,0,0,0,60.94,64.36,0,0

18,04:15-04:30,0.000000,222.940000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.580000,21.71,0,0,21.35,0,0,61.3,21.36,0,0,0,0,0,0,61.3,64.07,0,0

19,04:30-04:45,0.000000,209.100000,30.880000,29.660000,7.4,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.580000,21.19,0,0,21.23,0,0,60.82,21.22,0,0,0,0,0,0,60.82,63.67,0,0

20,04:45-05:00,0.000000,209.100000,30.880000,29.660000,14.06,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.580000,20.73,0,0,21.06,0,0,68.51,21.07,0,0,0,0,0,0,68.51,63.19,0,0

21,05:00-05:15,0.000000,209.100000,30.880000,29.700000,13.46,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.390000,23.33,0,0,29.31,0,0,68.27,29.3,0,0,0,0,0,0,68.27,87.9,0,0

22,05:15-05:30,0.000000,209.100000,30.880000,29.700000,13.06,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.390000,23.33,0,0,28.85,0,0,67.87,28.83,0,0,0,0,0,0,67.87,86.5,0,0

23,05:30-05:45,0.000000,209.100000,30.880000,29.700000,24.82,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.390000,23.33,0,0,28.25,0,0,67.25,28.24,0,0,0,0,0,0,67.25,84.74,0,0

24,05:45-06:00,0.000000,209.100000,30.880000,29.700000,24.42,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.390000,23.33,0,0,27.64,0,0,66.54,27.63,0.33,0.67,0,0,0.02,0.14628,66.54,82.9,0,0.18

25,06:00-06:15,0.000000,209.100000,30.880000,29.700000,24.02,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.000000,0.000000,10.210000,23.33,4.05,0.43,27.76,0.19,0.01,66.83,27.77,1,2,4.32,0,0.05,3.31568,66.83,83.3,1.48,1.66

26,06:15-06:30,0.150000,209.100000,30.880000,29.700000,23.42,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.150000,0.150000,10.210000,23.33,8.8,2.9,27.9,1.24,0.18,69.96,27.9,1.67,3.33,8.64,0.34,0.93,8.367216,69.96,83.7,3.06,3.79

27,06:30-06:45,0.470000,209.100000,30.880000,29.700000,22.82,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.460000,0.460000,10.210000,24,14.96,7.53,30.05,3.23,0.99,70,30.04,2,4,15.55,1.08,4.94,14.218416,70,90.12,8.16,6.53

28,06:45-07:00,0.960000,209.100000,30.880000,29.700000,22.42,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,0.940000,0.940000,10.210000,24,28.16,13.87,30.45,5.95,2.2,70,30.44,3,6,24.19,2.42,10.99,20.67424,70,91.32,15.3,7.23

29,07:00-07:15,1.470000,209.100000,30.880000,29.700000,9.13,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,1.430000,1.430000,9.980000,24,32.7,22.55,30.71,9.67,3.68,70,30.71,4,8,32.7,4.52,18.38,27.715184,70,92.12,22.44,10.33

30,07:15-07:30,2.030000,209.100000,30.880000,29.700000,8.65,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,1.990000,1.990000,9.980000,25.93,29.98,33.28,31.01,14.27,5.55,70,31.01,4.33,8.67,29.98,7.31,27.73,35.292488,70,93.03,29.99,14.43

31,07:30-07:45,2.990000,209.100000,30.880000,29.700000,8.59,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,2.920000,2.920000,9.980000,23.33,30.67,45.61,31.75,19.55,6.36,70,31.75,6,12,30.67,10.66,31.79,43.113592,70,95.25,30.66,16.1

32,07:45:08:00,3.830000,209.100000,30.880000,29.700000,8.11,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,3.740000,3.740000,9.980000,23.33,30.83,56,32.54,24,9.1,70,32.53,7.67,15.33,30.83,14.49,45.49,51.773368,70,97.61,30.84,21.6

33,08:00-08:15,4.870000,209.100000,30.880000,29.700000,7.91,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,4.760000,4.760000,9.980000,23.33,32.33,66.5,30.55,28.5,10.99,74.88,30.54,9.33,18.67,32.33,17.51,54.95,59.4872,74.88,91.63,32.34,27.43

34,08:15-08:30,5.720000,209.100000,30.880000,30.660000,7.51,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,5.580000,5.580000,9.980000,23.33,32.33,77,30.9,33,13.07,76.25,30.88,11,22,32.33,21.45,65.34,66.489136,76.25,92.65,32.34,33.37

35,08:30-08:45,6.660000,209.100000,30.880000,30.660000,7.4,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,6.490000,6.490000,9.980000,23.33,32.5,87.5,32.02,37.5,13.06,77.37,32.02,14.67,29.33,32.5,25.17,65.3,73.715368,77.37,96.07,32.5,39.13

36,08:45:09:00,7.590000,209.100000,30.880000,31.630000,16.38,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,7.410000,7.410000,9.980000,23.33,32.5,98,33.13,42,15.89,78.59,33.12,17,34,32.5,28.69,79.47,80.99036,78.59,99.38,32.5,43.33

37,09:00:09:15,8.980000,209.100000,30.880000,28.560000,15.35,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,8.760000,8.760000,9.750000,23.33,32.73,108.5,34.03,46.5,17.23,79.94,34.04,19.66,39.34,32.73,30,86.13,87.728992,79.94,102.11,32.74,48.87

38,09:15-09:30,9.780000,209.100000,30.880000,28.560000,14.69,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,9.540000,9.540000,9.750000,31.36,32.73,119,37.66,51,21.13,81,37.66,22.66,45.34,32.73,32,105.67,94.038536,81,112.97,32.74,54.2

39,09:30-09:45,10.660000,209.100000,30.880000,29.520000,14.97,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,10.390000,10.390000,9.750000,32.12,32.9,126,38.37,54,24.06,81.67,38.38,24,48,32.9,33.5,120.29,98.826768,81.67,115.13,32.9,55

40,09:45-10:00,11.190000,209.100000,30.880000,29.520000,15.19,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,10.920000,10.920000,9.750000,32.85,32.9,136.5,38.75,58.5,20.06,81.67,38.74,25.66,51.34,32.9,34.5,100.3,101.596336,81.67,116.22,32.9,56.67

41,10:00-10:15,11.870000,209.100000,30.880000,30.450000,14.69,9.790000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,11.570000,11.570000,9.750000,33.16,32.9,154,39.44,66,21.73,81.67,39.43,27.66,55.34,32.9,36.5,108.63,103.81004,81.67,118.29,32.9,59.33

42,10:15-10:30,11.560000,209.100000,30.880000,30.450000,14.88,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,11.270000,11.270000,9.750000,34.02,32.9,161,39.83,69,23.39,81.67,39.83,32.66,65.34,32.9,38,116.97,106.813656,81.67,119.5,32.9,62.67

43,10:30-10:45,12.050000,209.100000,30.880000,30.450000,14.47,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,11.760000,11.760000,9.750000,34.61,32.9,168,39.98,72,25.06,81.67,39.98,34.33,68.67,32.9,36,125.3,109.719752,81.67,119.94,32.9,66.67

44,10:45-11:00,12.600000,209.100000,30.880000,30.450000,13.8,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.290000,12.290000,9.750000,38.33,32.9,175,40,75,26.73,81.67,40,36,72,32.9,37,133.63,112.167504,81.67,120,32.9,72.78

45,11:00-11:15,12.940000,209.100000,30.880000,30.450000,18.12,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.630000,12.630000,9.550000,38.33,32.9,178.5,40,76.5,29.23,81.67,40,37.66,75.34,32.9,39,146.13,113.747328,81.67,120,32.9,78.55

46,11:15-11:30,13.190000,209.100000,30.880000,30.450000,18.15,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.860000,12.860000,9.550000,38.33,32.9,182,40,78,44.76,81.67,40,38.33,76.67,32.9,40.5,223.8,114.332448,81.67,120,32.9,81

47,11:30-11:45,13.310000,209.100000,30.880000,30.450000,18.09,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,44.76,81.67,40,38.33,76.67,32.9,41,223.8,113.766832,81.67,120,32.9,82.03

48,11:45-12:00,13.310000,209.100000,30.880000,30.450000,18.1,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,45,81.67,40,38.33,76.68,32.9,41.5,225,113.288984,81.67,120,32.9,82.2

49,12:00-12:15,13.310000,209.100000,30.880000,30.450000,18.05,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,45,81.67,40,38.33,76.67,32.9,42,225,97.997848,81.67,120,32.9,82.53

50,12:15-12:30,13.310000,209.100000,30.880000,30.450000,12.57,10.330000,30.880000,101.090000,115.820000,55.470000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,45,81.67,40,38.33,76.67,32.9,42,225,96.515544,81.67,120,32.9,91.12

51,12:30-12:45,13.310000,173.720000,30.880000,30.450000,12.58,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,45,81.67,40,38.33,76.67,32.9,42.5,225,94.64316,81.67,120,32.9,91.24

52,12:45-13:00,13.310000,173.720000,30.880000,30.450000,13.17,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.990000,12.990000,9.550000,38.33,32.9,182,40,78,45,81.67,40,38.33,76.67,32.9,42.5,225,92.761024,81.67,120,32.9,91.59

53,13:00-13:15,13.310000,173.720000,30.880000,30.450000,13.32,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.990000,12.990000,9.700000,38.33,32.9,182,40,78,46.09,81.67,40,38.33,76.67,32.9,42.5,230.47,92.1564,81.67,120,32.9,91.21

54,13:15-13:30,13.260000,173.720000,30.880000,30.450000,13.98,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.940000,12.940000,9.700000,38.33,32.9,182,40,78,46.09,81.67,40,38.33,76.67,32.9,42.5,230.47,91.941856,81.67,120,32.9,90.86

55,13:30-13:45,13.740000,173.720000,30.880000,28.520000,15.63,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,13.410000,13.410000,9.700000,38.33,32.9,182,40,78,46.09,81.67,40,38.33,76.67,32.9,42,230.47,81.097632,81.67,120,32.9,90.41

56,13:45-14:00,13.410000,173.720000,30.880000,28.520000,17.86,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,13.080000,13.080000,9.700000,38.33,32.9,182,40,78,46.09,81.67,40,38.33,76.67,32.9,43,230.47,78.025752,81.67,120,32.9,89.12

57,14:00-14:15,13.090000,173.720000,30.880000,28.520000,19.83,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.770000,12.770000,9.830000,38.33,32.9,178.5,40,76.5,46.09,81.67,40,36,72,32.9,43.61,230.47,75.265936,81.67,120,32.9,88.46

58,14:15-14:30,12.640000,173.720000,30.880000,28.520000,21.66,10.330000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.340000,12.340000,9.830000,38.33,32.9,175,40,75,46.09,81.67,40,34.33,68.67,32.9,42.5,230.47,73.071736,81.67,120,32.9,86.85

59,14:30-14:45,12.400000,173.720000,30.880000,28.520000,22.25,10.370000,30.880000,101.090000,115.820000,55.980000,10.750000,271.430000,12.090000,12.090000,9.830000,38.33,32.9,168,40,72,46.09,81.67,40,33,66,32.9,41.26,230.47,69.9706,81.67,120,32.9,84.62

60,14:45-15:00,11.940000,173.720000,30.880000,28.520000,22.68,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,11.640000,11.640000,9.830000,38.33,32.9,161,40,69,46.09,81.67,40,32.33,64.67,32.9,39.34,230.47,65.572448,81.67,120,32.9,81.28

61,15:00-15:15,11.590000,173.720000,30.880000,28.520000,22.29,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,11.310000,11.310000,10.030000,38.33,32.9,154,40,66,46.09,81.67,40,30.33,60.67,32.9,38.01,230.47,60.832976,81.67,120,32.9,77.66

62,15:15-15:30,10.990000,173.720000,30.880000,28.520000,22.93,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,10.720000,10.720000,10.030000,38.33,32.9,143.5,40,61.5,44.06,81.67,40,29,58,32.9,36.59,220.32,55.771688,81.67,120,32.9,73.72

63,15:30-15:45,10.400000,173.720000,30.880000,28.520000,28.69,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,10.150000,10.150000,10.030000,39.33,32.9,133,37.5,57,40.48,81.67,37.5,27.66,55.34,32.9,34.31,202.39,50.037512,81.67,112.5,32.9,69.55

64,15:45-16:00,9.770000,173.720000,30.880000,28.520000,29.93,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,9.530000,9.530000,10.030000,39.33,32.9,122.5,37.5,52.5,36.99,81.67,37.5,25,50,32.9,31.77,184.98,44.049784,81.67,112.5,32.9,65.05

65,16:00-16:15,9.020000,173.720000,30.880000,28.520000,31.51,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,8.800000,8.800000,10.210000,39.33,32.9,112,37.5,48,34.36,81.67,37.5,22.66,45.34,32.9,28.82,171.81,38.120568,81.67,112.5,32.9,59.66

66,16:15-16:30,8.170000,173.720000,30.880000,28.520000,32.28,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,7.960000,7.960000,10.210000,39.33,32.9,98,37.5,42,31.07,81.67,37.5,20.33,40.67,32.9,26.68,155.34,32.591184,81.67,112.5,32.9,50.55

67,16:30-16:45,7.210000,173.720000,30.880000,28.520000,32.31,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,7.030000,7.030000,9.470000,39.33,32.9,87.5,37.5,37.5,25.58,81.67,37.5,18.66,37.34,32.9,23.25,127.91,27.568904,81.67,112.5,32.9,45.42

68,16:45-17:00,6.310000,173.720000,30.880000,28.520000,33.13,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,6.160000,6.160000,9.470000,39.33,33,77,39.16,33,22.91,81.67,39.17,18.33,36.67,33,20.68,114.53,22.956208,81.67,117.5,25.5,39.69

69,17:00-17:15,5.520000,173.720000,30.880000,30.490000,36.07,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,5.390000,5.390000,9.750000,39.33,33,66.5,39.16,28.5,19.15,81.67,39.17,16.33,32.67,31.1,17.41,95.77,18.684832,81.67,117.5,20.4,34.02

70,17:15-17:30,4.550000,173.720000,30.880000,30.490000,35.97,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,4.430000,4.430000,9.750000,39.33,30.1,56.04,39.16,24.02,16.01,81.67,39.17,14.67,29.33,21.6,16,80.06,14.540232,81.67,117.5,15.3,28.77

71,17:30-17:45,3.670000,173.720000,30.880000,30.490000,35.79,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,3.580000,3.580000,9.750000,39.33,18.62,42.42,39.16,18.18,12.6,81.67,39.17,12.67,25.33,12.96,14.5,63.03,10.522408,81.67,117.5,8.91,23.45

72,17:45-18:00,2.700000,173.720000,30.880000,30.490000,35.53,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,2.640000,2.640000,9.750000,39.33,9.72,31.13,39.16,13.34,10.46,81.67,39.17,12,24,8.64,11,52.29,7.011688,81.67,117.5,2.75,18.52

73,18:00-18:15,1.980000,173.720000,30.880000,30.490000,40.2,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,1.930000,1.930000,10.030000,39.33,0,21.52,39.16,9.22,7.17,81.67,39.17,10.67,21.33,0,8.33,35.83,4.349392,81.67,117.5,0,13.95

74,18:15-18:30,1.400000,173.720000,30.880000,30.490000,40.13,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,1.370000,1.370000,10.030000,39.33,0,13.18,39.16,5.65,4.67,81.67,39.17,8.67,17.33,0,5.69,23.36,2.077176,81.67,117.5,0,10.12

75,18:30-18:45,0.790000,173.720000,30.880000,30.490000,39.51,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.770000,0.770000,10.030000,38.33,0,6.96,39.16,2.98,2.77,81.67,39.17,6.33,12.67,0,3.58,13.83,0.809416,81.67,117.5,0,6.19

76,18:45-19:00,0.340000,173.720000,30.880000,30.490000,38.89,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.330000,0.330000,10.030000,38.33,0,3.12,39.16,1.34,1.55,81.67,39.17,5.67,11.33,0,2,7.73,0.165784,81.67,117.5,0,0.32

77,19:00-19:15,0.120000,173.720000,30.880000,30.490000,38.5,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.120000,0.120000,10.580000,38.33,0,0.88,39.16,0.38,0.69,81.67,39.17,4.33,8.67,0,0.87,3.46,0,81.67,117.5,0,0.03

78,19:15-19:30,0.000000,173.720000,30.880000,30.490000,42.48,10.370000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.580000,38.33,0,0,38.83,0,0.16,81.67,38.82,1.33,2.67,0,0.19,0.78,0,81.67,116.46,0,0

79,19:30-19:45,0.000000,173.720000,30.880000,30.490000,42.08,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.580000,37.57,0,0,38.13,0,0,81.67,38.12,0.33,0.67,0,0,0.03,0,81.67,114.36,0,0

80,19:45-20:00,0.000000,173.720000,30.880000,30.490000,41.95,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.580000,32.89,0,0,36.86,0,0,80.67,36.86,0,0,0,0,0,0,80.67,110.57,0,0

81,20:00-20:15,0.000000,173.720000,30.880000,31.500000,41.75,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,32.11,0,0,34.32,0,0,74.42,34.31,0,0,0,0,0,0,74.42,102.93,0,0

82,20:15-20:30,0.000000,173.720000,30.880000,31.500000,41.77,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,31.46,0,0,34.15,0,0,73.96,34.13,0,0,0,0,0,0,73.96,102.4,0,0

83,20:30-20:45,0.000000,173.720000,30.880000,31.500000,41.6,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,30.19,0,0,34.02,0,0,72.82,34.02,0,0,0,0,0,0,72.82,102.07,0,0

84,20:45-21:00,0.000000,173.720000,30.880000,31.500000,41.28,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,29.23,0,0,33.83,0,0,72.08,33.84,0,0,0,0,0,0,72.08,101.51,0,0

85,21:00-21:15,0.000000,173.720000,30.880000,31.500000,41.14,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,28.46,0,0,34.06,0,0,71.94,34.05,0,0,0,0,0,0,71.94,102.15,0,0

86,21:15-21:30,0.000000,173.720000,30.880000,31.500000,39.14,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,27.99,0,0,34.01,0,0,78.38,34.02,0,0,0,0,0,0,78.38,102.05,0,0

87,21:30-21:45,0.000000,173.720000,30.880000,31.500000,39.3,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,32.02,0,0,35.61,0,0,78.28,35.62,0,0,0,0,0,0,78.28,106.85,0,0

88,21:45-22:00,0.000000,173.720000,30.880000,31.590000,39.71,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,11.140000,31.89,0,0,35.8,0,0,78.07,35.81,0,0,0,0,0,0,78.07,107.42,0,0

89,22:00-22:15,0.000000,173.720000,30.880000,30.620000,39.69,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,31.31,0,0,35.82,0,0,78,35.81,0,0,0,0,0,0,78,107.43,0,0

90,22:15-22:30,0.000000,173.720000,30.880000,30.620000,39.62,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,25.06,0,0,35.85,0,0,77.89,35.84,0,0,0,0,0,0,77.89,107.53,0,0

91,22:30-22:45,0.000000,173.720000,30.880000,30.620000,30.08,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,24.75,0,0,35.88,0,0,77.99,35.89,0,0,0,0,0,0,77.99,107.66,0,0

92,22:45-23:00,0.000000,173.720000,30.880000,30.620000,29.06,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.950000,24.14,0,0,35.84,0,0,78.07,35.83,0,0,0,0,0,0,78.07,107.5,0,0

93,23:00-23:15,0.000000,173.720000,30.880000,29.660000,27.07,10.400000,30.880000,101.090000,115.820000,74.000000,10.750000,271.430000,0.000000,0.000000,10.760000,24.12,0,0,35.84,0,0,78.11,35.83,0,0,0,0,0,0,78.11,107.5,0,0

