Block,Time Block,SALAL,SASAN,KUDGI,NAPP,MAPS,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KKNP,FSTPP I & II,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,JHAJJAR,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,DULHASTI,KOTESHWR,KKNPPU2,KOLDAM,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,SEWA2,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,SIMHST1,UNCHAHAR3,TALST2,ANTA_GF,AURY_CRF,URI,AURY_RF,ANTA_CRF,DADRI_LF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NTPL,RAPPB,RIHAND2,RSTPSU7,PARBATI3,RIHAND1,RIHAND3,RAMPUR,RAPPC,RSTPSU1TO6,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,231.57,6.26,0,0,0,13.6,581.42,0,0,8.51,0,0,0.76,0,0,0,0,40.69,0,120.9,0,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

7,01:30-01:45,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,231.57,6.26,0,0,0,13.47,581.42,0,0,8.51,0,0,0.76,0,0,0,0,40.69,0,120.9,0,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

8,01:45-02:00,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,229.39,6.26,0,0,0,13.09,581.42,0,0,8.51,0,0,0.76,0,0,0,0,40.69,0,120.9,0,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

9,02:00-02:15,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,12.24,546.33,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

10,02:15-02:30,24.54,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,11.91,522.52,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

11,02:30-02:45,68.03,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,13.85,498.7,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

12,02:45-03:00,68.03,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,13.49,428.91,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

13,03:00-03:15,68.03,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,14.76,409.02,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

14,03:15-03:30,68.03,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,229.39,6.26,0,0,0,17.35,409.02,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

15,03:30-03:45,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,142.34,0,43.7,229.39,6.26,0,0,0,16.13,409.02,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

16,03:45-04:00,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,142.34,0,43.7,228.91,6.26,0,0,0,17.07,409.02,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

17,04:00-04:15,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,231.57,1.06,0,0,0,19.04,408.19,0,0,8.51,0,0,0.76,0,0,0,0,28.19,0,120.9,0,15.88,0,0,17.69,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

18,04:15-04:30,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,13.96,0,142.34,0,43.7,231.57,1.06,0,0,0,19.2,484.41,0,0,8.51,0,0,0.76,0,0,0,0,33.8,0,120.9,0,17.84,0,0,21.19,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

19,04:30-04:45,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,231.57,1.06,0,0,0,19.2,497.21,0,0,8.51,0,0,0.76,0,0,0,0,40.69,0,120.9,0,20.01,0,0,25.33,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

20,04:45-05:00,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,285.32,1.06,0,0,0,19.2,548.47,0,0,8.51,0,0,0.76,0,0,0,10.11,40.69,0,120.9,10.76,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

21,05:00-05:15,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,359.05,1.06,0,0,0,19.2,603.1,0,0,8.51,0,0,0.76,0,0,0,10.11,40.69,0,120.9,21.16,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

22,05:15-05:30,12.82,388.72,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,603.1,0,0,8.51,0,0,0.76,0,0,0,10.11,40.69,0,120.9,21.16,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

23,05:30-05:45,12.82,388.72,0,19.38,0,19.18,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,603.1,0,15.82,8.51,0,0,0.76,0,0,0,10.11,40.69,0,105.1,32.65,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

24,05:45-06:00,12.82,388.72,0,19.38,0,39.99,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,2.55,8.77,19.2,603.1,11.76,15.82,8.51,0,0,0.76,0,0,0,10.11,40.69,0,105.1,32.65,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

25,06:00-06:15,12.82,391.23,0,19.38,0,60,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,7.95,12.64,8.77,19.2,515.76,11.76,15.82,8.51,0,0,0.76,1.97,0,0,10.11,40.69,0,105.1,32.65,20.01,0,0,25.34,0,0,0,38.15,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,3.67,88.3,119.33,0,24.72,0,0,0,0,0,0

26,06:15-06:30,12.82,391.42,0,19.38,0,79.98,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,18.57,12.64,17.54,19.2,496.56,26.92,31.64,17.04,0,0,0.76,1.97,0,0,10.11,40.69,0,105.1,42.93,20.01,0,0,25.34,0,0,0,38.15,0,0,0,0,0,0,0,0,23.24,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

27,06:30-06:45,12.82,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.04,0,142.34,0,43.7,414.52,18.77,27.89,37.92,26.31,19.2,495.63,40.46,47.44,37.48,0,0,0.76,1.97,0,0,10.11,35.36,0,105.1,42.93,20.01,0,0,22.39,0,0,0,38.15,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

28,06:45-07:00,12.82,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.04,0,142.34,0,43.7,414.52,18.77,27.89,37.92,26.31,19.2,495.63,40.46,47.44,37.48,0,0,0.76,1.97,0,0,10.11,35.36,0,105.1,42.93,20.01,0,0,22.39,0,0,0,38.15,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

29,07:00-07:15,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.04,0,142.34,0,43.7,380.7,18.77,27.89,37.92,26.31,19.2,495.63,40.46,47.44,37.48,0,0,0.76,1.97,0,0,10.11,35.58,0,105.1,42.93,20.01,0,0,22.58,0,0,0,33.38,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

30,07:15-07:30,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.04,0,142.34,0,43.7,312.99,18.77,27.89,37.92,26.31,19.2,495.63,40.46,47.44,37.48,0,0,0.76,1.97,0,0,10.11,35.58,0,105.1,42.93,20.01,0,0,22.58,0,0,0,33.38,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

31,07:30-07:45,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,13.99,0,142.34,0,38.95,240.68,18.77,27.89,37.92,26.31,19.2,472.78,40.46,47.44,37.48,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

32,07:45-08:00,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,13.99,0,142.34,0,38.95,228.91,18.77,27.89,37.92,26.31,19.2,476.2,40.46,47.44,37.48,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,3.43,88.3,119.33,0,24.72,0,0,0,0,0,0

33,08:00-08:15,13.39,391.42,0,19.38,0,89.8,0,0,0,0,0,0,0,13.99,0,142.34,0,34.74,228.91,6.26,9.29,37.92,17.54,19.2,428.21,40.46,31.64,17.04,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

34,08:15-08:30,68.03,391.42,0,19.38,0,67.35,0,0,0,0,0,0,0,13.99,0,142.34,0,34.17,228.91,6.26,0,12.64,8.87,19.2,428.21,40.46,31.64,8.51,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,38.15,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

35,08:30-08:45,68.03,391.42,0,19.38,0,41.81,0,0,0,0,0,0,0,13.99,0,122.68,0,34.17,228.91,6.26,0,12.64,0,19.2,428.21,40.46,15.82,8.51,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,38.15,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

36,08:45-09:00,68.03,391.42,0,19.38,0,41.81,0,0,0,0,0,0,0,13.99,0,122.68,0,32.33,228.91,6.26,0,12.64,0,19.2,404.22,40.46,15.82,8.51,0,0,0.76,8,0,0,10.11,27.61,0,105.1,42.93,15.88,0,0,17.31,0,0,0,38.15,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

37,09:00-09:15,68.03,391.42,0,19.38,0,19.36,0,0,0,0,0,0,0,13.99,0,122.68,0,34.17,228.91,6.26,0,12.64,0,19.2,361.03,23.51,15.82,8.51,0,0,0.76,8,0,0,10.11,27.61,0,105.1,32.65,15.88,0,0,17.31,0,0,0,38.15,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

38,09:15-09:30,13.39,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,34.17,228.91,6.26,0,0,0,19.2,361.03,23.51,15.82,8.51,0,0,0.76,8,0,0,10.11,27.61,0,105.1,21.77,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

39,09:30-09:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,11.78,15.82,8.51,0,0,0.76,1.97,0,0,10.11,27.61,0,105.1,21.64,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

40,09:45-10:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,15.82,8.51,0,0,0.76,1.97,0,0,10.11,27.61,0,105.1,10.76,15.88,0,0,17.31,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

41,10:00-10:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,1.97,0,0,9.72,27.61,0,105.1,0,15.88,0,0,20.03,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

42,10:15-10:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,1.97,0,0,9.72,27.61,0,105.1,0,15.88,0,0,20.03,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

43,10:30-10:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,1.97,0,0,9.72,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

44,10:45-11:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,1.97,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

45,11:00-11:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,113.35,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

46,11:15-11:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,113.35,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

47,11:30-11:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,113.35,0,32.1,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

48,11:45-12:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,113.35,0,24.49,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

49,12:00-12:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,105.24,0,24.49,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

50,12:15-12:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,105.24,0,24.49,228.91,6.26,0,0,0,19.2,361.03,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

51,12:30-12:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,105.24,0,24.49,228.91,6.26,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

52,12:45-13:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,105.24,0,24.49,228.91,6.26,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

53,13:00-13:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,6.26,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

54,13:15-13:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,6.26,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,2.22,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

55,13:30-13:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,0,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

56,13:45-14:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,10.53,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

57,14:00-14:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,10.53,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

58,14:15-14:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,10.53,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

59,14:30-14:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,78.29,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,10.53,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

60,14:45-15:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,94.72,0,24.49,228.91,0,0,0,0,19.2,303.44,0,0,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,21.16,12,0,0,16.57,0,0,0,33.38,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

61,15:00-15:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,94.72,0,24.49,228.91,0,0,0,0,19.2,303.44,0,15.82,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,21.16,12,0,0,16.57,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

