Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KKNP,KISHANGANGA,KHSTPP-II,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,NJPC,NAPP,NLCTS2EXP,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,PARBATI3,NTPL,RAPPB,RAPPC,RIHAND1,RAMPUR,RIHAND2,RIHAND3,RSTPSU7,SASAN,RSTPSU1TO6,SALAL,SIMHST2,SIMHST1,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,URI,URI2,UNCHAHAR4,AURY_CRF,ANTA_LF,ANTA_CRF,ANTA_RF,ANTA_GF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,15.85,11.09,12.6,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,5.54,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,0,15.85,11.09,14.17,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,15.85,11.09,14.36,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,15.85,11.09,15.65,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,15.85,11.09,14.16,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,15.85,11.09,14.19,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,15.85,11.09,14.12,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,15.85,11.09,13.85,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,15.85,11.09,16.04,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,15.85,11.09,14.13,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,15.85,11.09,15.28,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,91.63,87.68,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,102.63,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,117.99,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,119.56,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,119.56,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,119.56,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,60.88,0,114.2,119.56,0,367.81,0,1.35,0,0,0,91.24,0.35,0,0,0,0,0,29.44,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,29.44,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,29.44,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,15.85,11.09,19.23,0,0,0,360.73,0,0,229.88,0,24.32,0,0,122.91,0,17.07,0,0,0,44.98,42.11,0,0,0,0,0,3.67,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,44.17,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,15.85,11.09,19.23,0,0,2.56,360.73,0,0,229.88,0,27.91,0,0,122.91,0,17.07,0,0,0,67.48,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,44.17,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,7.62,31.69,17.78,19.23,13.51,2.12,5.13,375.13,9.31,0,262.39,0,32.4,0,0,142.61,0,17.07,0,0,0,89.97,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,44.17,8.42,20.2,34.55,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,26.36,31.69,17.78,19.23,26.97,12.54,25.33,446.53,18.64,0,297.45,0,32.4,0,0,142.61,0,17.07,0,0,0,112.46,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,367.81,0,8.93,0,0,7.6,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,26.36,31.69,17.78,19.23,26.97,12.54,25.33,532.18,18.64,0,369.49,0,32.4,0,0,142.61,0,17.07,0,0,0,112.46,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.6,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,26.36,31.69,17.78,19.23,26.97,12.54,25.33,580.26,18.64,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,112.46,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.6,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,26.36,31.69,17.78,18.86,26.97,12.54,25.33,628.34,18.64,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,112.46,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.88,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,26.36,31.69,17.78,17.95,26.97,12.54,25.33,656.57,18.64,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,112.46,42.11,0,0,0,0,0,3.43,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.88,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,26.36,31.69,17.78,19.23,26.97,12.54,25.33,656.57,18.64,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,89.97,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.88,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,26.36,31.69,17.78,19.23,26.97,2.12,3.21,656.57,9.31,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,67.48,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,40.22,0,0,7.88,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,15.31,15.85,17.78,19.23,13.51,0,0,656.57,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,44.98,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,8.93,0,0,0,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,7.62,15.85,17.78,19.23,13.51,0,0,656.57,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,44.98,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,15.85,17.78,19.23,0,0,0,656.57,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,38.25,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.6,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,15.85,17.78,19.23,0,0,0,656.91,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,19.58,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,58.65,9.89,25.39,40.76,0,1.6,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,17.78,19.23,0,0,0,560.75,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,18.21,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,44.17,9.89,25.39,40.76,0,1.6,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,17.78,19.23,0,0,0,512.67,0,0,417.96,0,32.4,0,0,142.61,0,17.07,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,44.17,9.89,25.39,40.76,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,17.78,19.23,0,0,0,443.43,0,0,384.33,0,32.4,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,44.17,9.89,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,17.78,19.23,0,0,0,389.58,0,0,342.59,0,32.4,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,44.17,9.89,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,17.78,19.23,0,0,0,379.97,0,0,323.36,0,32.4,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,29.44,9.89,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,14.06,17.95,0,0,0,379.97,0,0,258.93,0,32.4,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,5.54,0,0,0,29.44,7.92,19.27,30.55,0,3.18,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,16.15,17.14,0,0,0,360.73,0,0,232.01,0,28.97,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,29.44,7.92,19.27,30.55,0,2.13,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,16.15,18.66,0,0,0,360.73,0,0,232.01,0,28.97,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,29.44,7.92,19.27,30.55,0,2.13,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,16.15,19.23,0,0,0,360.73,0,0,232.01,0,28.97,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,29.44,9.3,22.52,30.55,0,2.13,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,16.15,18.84,0,0,0,360.73,0,0,232.01,0,28.79,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,29.44,9.3,22.78,36.18,0,2.13,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,16.15,19.23,0,0,0,360.73,0,0,232.01,0,28.79,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,14.72,9.3,22.78,36.18,0,2.13,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,16.15,19.23,0,0,0,360.73,0,0,232.01,0,28.79,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,14.72,9.3,22.78,36.18,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,14.06,19.23,0,0,0,312.65,0,0,232.01,0,28.79,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,14.72,7.92,19.27,30.55,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,14.06,19.23,0,0,0,283.81,0,0,232.01,0,24.32,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,0,7.92,19.27,30.55,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,14.06,19.23,0,0,0,264.57,0,0,229.88,0,24.32,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,24.49,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,18.41,0,0,104,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,18.41,0,0,104,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,0,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,18.41,0,0,104,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,18.41,0,0,104,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,14.72,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,11.09,19.23,0,0,0,264.57,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,28.11,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,11.09,19.23,0,0,0,312.65,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,114.2,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,28.11,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,28.11,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

