Column1,Time,GNA/NR/2025/04/01/8964,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/04/01/4420,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/04/01/2597,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/6216
6,01:15-01:30,0,24,0,31.33,0,0,73,73,0,7,0,31.33,0,0,0,94.01,0,0,0,0,0,29.27,0,26.93,2.76,26.93,86.82,7.68,260.45,0,0,0,52.5,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.66,2.79,115.09,48.12,9.62

7,01:30-01:45,0,23.67,0,31,0,0,72.67,72.66,0,7,0,31,0,0,0,93,0,0,0,0,0,29.27,0,26.93,2.76,26.93,86.82,7.68,260.45,0,0,0,52.5,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.66,2.79,115.09,48.12,9.62

8,01:45-02:00,0,23,0,30.67,0,0,71.33,71.34,0,7,0,30.67,0,0,0,91.99,0,0,0,0,0,28.77,0,26.93,2.76,26.93,86.82,7.68,260.45,0,0,0,52.5,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.66,2.79,115.09,48.12,9.62

9,02:00-02:15,0,23,0,30.33,0,0,69.67,69.66,0,7,0,30.33,0,0,0,91.01,0,0,0,0,0,28.77,0,26.93,2.69,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,66.04,48.12,9.62

10,02:15-02:30,0,22.67,0,30,0,0,68,68,0,7,0,30,0,0,0,90,0,0,0,0,0,28.27,0,26.93,2.69,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,66.04,48.12,9.62

11,02:30-02:45,0,26.67,0,29.67,0,0,75,75,0,7,0,29.67,0,0,0,88.99,0,0,0,0,0,28.27,0,26.93,2.69,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,66.04,48.12,9.62

12,02:45-03:00,0,26.33,0,29.17,0,0,74.33,74.34,0,7,0,29.17,0,0,0,87.49,0,0,0,0,0,28.27,0,26.93,2.69,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,66.04,48.12,9.62

13,03:00-03:15,0,26,0,28.83,0,0,73.67,73.66,0,7,0,28.83,0,0,0,86.51,0,0,0,0,0,28.27,0,26.93,2.69,26.93,68.9,7.68,229.43,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

14,03:15-03:30,0,25.67,0,28.67,0,0,73,73,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,2.69,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

15,03:30-03:45,0,25.33,0,28.67,0,0,72.33,72.34,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.77,0,26.93,2.69,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

16,03:45-04:00,0,25,0,28.67,0,0,71.67,71.66,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,2.69,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

17,04:00-04:15,0,28.34,0,28.67,0,0,71.33,71.34,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,3.15,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

18,04:15-04:30,0,27.66,0,28.67,0,0,70.33,70.34,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,3.15,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

19,04:30-04:45,0,26.66,0,28.67,0,0,73.33,73.34,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,3.15,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

20,04:45-05:00,0,26,0,28.67,0,0,72.67,72.66,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.27,0,26.93,3.15,26.93,68.9,5.29,200.56,0,0,0,0,272.15,9.62,6.63,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.64,66.04,48.12,9.62

21,05:00-05:15,0,25,0,28.17,0,0,72,72,0,8,0,28.17,0,0,0,84.49,0,0,0,0,0,28.27,0,26.93,3.07,26.93,56.7,5.29,164.28,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.64,66.04,48.12,9.62

22,05:15-05:30,0,23.34,0,27.5,0,0,71.33,71.34,0,7.6,0,27.5,0,0,0,82.5,0,0,0,0,0,28.27,0,26.93,3.07,26.93,56.7,5.29,164.28,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.64,66.04,48.12,9.62

23,05:30-05:45,0,22.66,0,29.67,0,0,76.14,76.15,0,7.2,0,29.67,0,0,0,88.99,0,0,0,0,0,28.27,0,26.93,3.07,26.93,56.7,5.29,164.28,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.64,66.04,48.12,9.62

24,05:45-06:00,0,21.66,0,29.33,0,0,74.9,74.9,0,6.8,0,29.33,0,0,0,88.01,0,0,0,0,0,27.76,0,26.93,3.07,26.93,56.7,5.29,164.28,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.64,66.04,48.12,9.62

25,06:00-06:15,0,20,0,26.33,0,0,66.67,66.66,0,7,0,26.33,0,0,0,79.01,0,0,0.08,3.9,0,27.26,0,30,3.07,26.26,56.7,5.29,200.56,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

26,06:15-06:30,0,19.34,0,25.83,0,0.24,66,66,0,7,0,25.83,0.4,0,0,77.51,1,3.5,2.63,12.5,1.22,26.75,0,30,3.07,26.26,56.7,5.29,200.56,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

27,06:30-06:45,0,17.34,0,25,1,0.39,65,65,1,6.4,0,25,0.16,1,0,75,4,12.3,6.48,26.65,1.93,26.25,0,30,3.07,26.26,56.7,5.29,200.56,0,0,0,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

28,06:45-07:00,0,16.66,1,24.17,3,1.59,63.33,63.34,4,6,1,24.17,1.44,2,1,72.49,9,22.2,12.31,32.28,7.96,25.24,0,30,3.07,26.26,56.7,5.29,145.03,0.7,0.7,0.7,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

29,07:00-07:15,0,0,6,21.83,5,3.37,61.67,61.66,14,4.4,7,21.83,4.55,3,3,65.51,14,28.6,19.81,28.6,16.86,24.74,0,26.93,2.99,26.93,46.2,5.29,109.72,1.38,1.38,1.38,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

30,07:15-07:30,0,0,12,20.83,7,5.83,56.7,56.71,28,4,10,20.83,8.65,8,5,62.51,22,26.1,28.43,26.1,29.14,24.74,0,26.93,2.99,26.93,46.2,5.29,109.72,2.29,2.29,2.29,0,272.15,9.62,6.54,100.27,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

31,07:30-07:45,0,0,18,20,12,9.11,56,56,42,3.8,17,20,14.16,13,8,60,26.9,26.9,37.56,26.9,45.55,24.23,0,26.93,2.99,26.93,46.2,2.41,109.72,3.24,3.24,3.24,0,231,9.62,6.54,71.4,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

32,07:45-08:00,0,0,24,19.17,16,12.36,55,55,56,3.6,27,19.17,21.27,19,13,57.49,27.4,27.4,46.73,27.4,61.81,24.23,0,26.93,2.99,26.93,46.2,2.41,109.72,4.35,4.35,4.35,0,192.5,9.62,6.54,52.94,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.56,66.04,48.12,9.62

33,08:00-08:15,0,0,27,18.33,21,17.7,53.33,53.34,63,3.6,33,18.33,29.26,30,17,55.01,29.47,29.46,55.98,29.47,88.49,25.23,0,26.93,2.92,26.93,46.2,2.41,109.72,5.55,5.55,5.55,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.79,66.04,48.12,9.62

34,08:15-08:30,0,0,36,17.67,25,22.07,51.67,51.66,84,3.6,40,17.67,37.32,39,20,52.99,30.3,30.3,65.2,30.3,110.33,24.73,0,26.93,2.92,26.93,46.2,2.41,109.72,6.8,6.8,6.8,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.79,70.19,48.12,9.62

35,08:30-08:45,0,0,43,16.83,28,25.76,51.67,51.66,102,3.4,49,16.83,45.79,45,24,50.51,31.9,31.9,73.92,31.9,128.8,24.73,0,26.93,2.92,26.93,46.2,2.41,109.72,8.13,8.13,8.13,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.79,70.19,48.12,9.62

36,08:45-09:00,0,0,51,16.17,31,29.98,50,50,119,3.4,57,16.17,54.15,53,28,48.49,31.9,31.9,82.36,31.9,149.9,24.22,0,26.93,2.92,26.93,46.2,2.41,109.72,9.3,9.3,9.3,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.47,2.79,70.19,48.12,9.62

37,09:00-09:15,0,0,57,16,34,34.03,48.33,48.34,133,3.2,63,16,62.37,59,32,48,32.23,32.24,94.42,32.23,170.16,24.22,0,26.94,2.76,26.94,46.2,4.24,109.72,10.46,10.46,10.46,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

38,09:15-09:30,0,0,63,15.67,36,37.88,47.67,47.66,147,3,72,15.67,70.02,67,36,46.99,32.23,32.24,101.64,32.23,189.42,23.21,0,26.94,2.76,26.94,46.2,4.21,109.72,11.27,11.27,11.27,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

39,09:30-09:45,0,0,69,15.5,39,41.46,38.33,38.34,161,4,79,15.5,77.26,74,39,46.5,32.5,32.5,107.63,32.5,207.27,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.57,11.57,11.57,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

40,09:45-10:00,0,0,75,15.33,41,44.75,37.67,37.66,175,4,87,15.33,84.01,80,43,46.01,32.5,32.5,113.18,32.5,223.72,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.48,11.48,11.48,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

41,10:00-10:15,0,14,79,14.67,43,45.27,37.33,37.34,186,4,90,14.67,89.96,85,45,43.99,32.5,32.5,117.64,32.5,226.36,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.42,11.42,11.42,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

42,10:15-10:30,0,15,82,15,45,47.36,37.33,37.34,193,4,93,15,95.75,89,47,45,32.5,32.5,121.26,32.5,236.78,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.29,11.29,11.29,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

43,10:30-10:45,0,6,85,15.33,48,48.33,38.33,38.34,200,4,98,15.33,100,93,49,46.01,32.5,32.5,122.08,32.5,241.67,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.4,11.4,11.4,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

44,10:45-11:00,0,6.33,88,15.83,48,48.33,39.33,39.34,207,4,100,15.83,100,95,50,47.51,32.5,32.5,121.13,32.5,241.67,23.21,0,26.94,2.76,26.94,46.2,4.1,109.72,11.28,11.28,11.28,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

45,11:00-11:15,0,7.67,90,16.33,49,48.33,41.33,41.34,210,4,100,16.33,100,98,50,49.01,32.5,32.5,119.29,32.5,241.67,23.21,0,26.94,2.61,26.94,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

46,11:15-11:30,0,9,90,17.5,49,48.33,44,44,210,4,100,17.5,100,98,50,52.5,32.5,32.5,124.28,32.5,241.67,23.21,0,26.94,2.61,26.94,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

47,11:30-11:45,0,18.33,90,19.17,50,48.33,47.67,47.66,210,4,100,19.17,100,98,50,57.49,32.5,32.5,130.93,32.5,241.67,23.21,0,26.94,2.92,26.94,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

48,11:45-12:00,0,20,90,20.83,50,48.33,51.67,51.66,210,4,100,20.83,100,98,50,62.51,32.5,32.5,136.86,32.5,241.67,23.21,0,26.94,2.92,26.94,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.79,70.19,48.12,9.62

49,12:00-12:15,0,22.67,90,27.5,50,48.33,54.33,54.34,210,4,100,27.5,100,98,50,82.5,32.5,32.5,142.4,32.5,241.67,23.21,0,26.95,2.92,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.79,70.19,48.12,9.62

50,12:15-12:30,0,25,90,28,50,48.33,59.33,59.34,210,4,100,28,100,98,50,84,32.5,32.5,146.75,32.5,241.67,23.21,0,26.95,2.92,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.79,70.19,48.12,9.62

51,12:30-12:45,0,30,90,32.5,49,48.33,73.33,73.34,210,4,100,32.5,100,98,50,97.5,32.5,32.5,145.88,32.5,241.67,23.21,0,26.95,2.92,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

52,12:45-13:00,0,32.33,90,32.5,49,48.33,73.33,73.34,210,4.4,100,32.5,100,98,50,97.5,32.5,32.5,145.13,32.5,241.67,23.21,0,26.95,2.92,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

53,13:00-13:15,0,41.67,90,36.67,49,48.33,80,80,210,4.8,100,36.67,100,98,50,109.99,32.5,32.5,143.94,32.5,241.67,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

54,13:15-13:30,0,41.67,90,36.67,49,48.33,81.67,81.66,210,5,100,36.67,100,98,50,109.99,32.5,32.5,141.97,32.5,241.67,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

55,13:30-13:45,0,41.67,90,36.67,48,49.78,81,81,210,5.4,99,36.67,100,98,49,109.99,32.5,32.5,138.55,32.5,248.92,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

56,13:45-14:00,0,41.67,90,36.33,48,49.78,80,80,210,5.6,97,36.33,100,98,48,109.01,32.5,32.5,134.32,32.5,248.92,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.64,70.19,48.12,9.62

57,14:00-14:15,0,41.67,84,36.17,47,49.78,78.33,78.34,196,6,93,36.17,100,97,47,108.49,32.5,32.5,129.51,32.5,248.92,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.9,2.64,70.19,48.12,9.62

58,14:15-14:30,0,41.67,82,35.83,46,49.78,77.33,77.34,193,6.2,92,35.83,100,95,46,107.51,32.5,32.5,124.35,32.5,248.92,24.22,0,26.95,2.99,26.95,46.2,4.1,109.72,11.45,11.45,11.45,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.9,2.64,70.19,48.12,9.62

59,14:30-14:45,0,41.67,79,35.5,45,49.78,76.67,76.66,186,6.4,89,35.5,100,93,44,106.5,32.5,32.5,119.7,32.5,248.92,23.22,0,26.95,2.99,26.95,46.2,4.1,109.72,10.73,10.73,10.73,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.9,2.64,70.19,48.12,9.62

60,14:45-15:00,0,41.67,76,35.33,43,49.67,76,76,179,6.8,85,35.33,100,92,43,106.01,32.5,32.5,114.61,32.5,248.33,24.74,0,26.95,2.99,26.95,46.2,4.1,109.72,10.42,10.42,10.42,0,149.68,9.62,6.35,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,2.9,2.64,70.19,48.12,9.62

61,15:00-15:15,0,41.67,73,35,41,48.53,75,75,172,7,82,35,100,87,41,105,32.67,32.66,109.12,32.67,242.65,25.24,0,26.95,3.07,26.95,46.2,4.1,109.72,10.3,10.3,10.3,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.08,2.79,70.19,48.12,9.62

62,15:15-15:30,0,41.67,69,34.67,39,46.22,74,74,161,7.4,77,34.67,98.87,83,38,103.99,32.67,32.66,102.92,32.67,231.07,25.24,0,26.95,3.07,26.95,46.2,4.1,109.72,10.2,10.2,10.2,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.08,2.79,70.19,48.12,9.62

63,15:30-15:45,0,41.67,64,34.17,36,43.22,73.33,73.34,151,8,72,34.17,92.9,75,36,102.49,32.67,32.66,95.62,32.67,216.12,25.74,0,26.95,3.07,26.95,46.2,4.1,109.72,10.11,10.11,10.11,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.08,2.79,70.19,48.12,9.62

64,15:45-16:00,0,41.67,60,33.83,33,40.17,72.67,72.66,140,8.2,67,33.83,86.76,70,33,101.51,32.67,32.66,87.92,32.67,200.87,25.74,0,26.95,3.07,26.95,46.2,4.1,109.72,9.4,9.4,9.4,0,149.68,9.62,6.45,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.08,2.79,70.19,48.12,9.62

65,16:00-16:15,0,41.67,55,35,31,36.72,76.67,76.66,130,8.6,62,35,78.62,63,31,105,32.67,32.66,71.57,32.67,183.57,25.74,50,26.95,3.22,26.95,46.2,4.1,109.72,9.28,9.28,9.28,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

66,16:15-16:30,0,41.67,49,35,27,33.13,76.67,76.66,116,9,55,35,72.25,57,28,105,32.67,32.66,62.32,32.67,165.62,25.74,50,26.95,3.22,26.95,46.2,4.1,109.72,8.76,8.76,8.76,0,149.68,9.62,6.54,52.94,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

67,16:30-16:45,0,41,43,35,22,27.91,76.67,76.66,102,8.6,49,35,64.71,48,24,105,32.67,32.66,53.32,32.67,139.53,26.25,50,26.95,3.22,26.95,46.2,4.03,110.69,7.85,7.85,7.85,0,173.25,9.62,6.54,81.81,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

68,16:45-17:00,0,40.67,36,35,19,24.01,76.67,76.66,84,9,40,35,57.13,42,20,105,32,33,44.23,33,120.03,26.25,50,26.95,3.22,26.95,46.2,4.03,110.69,6.53,6.53,6.53,0,192.5,9.62,6.54,100.27,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

