Block,Time Block,BRBCL,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,DHAULIGNGA,DADRT2,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,JHAJJAR,KOLDAM,KHSTPP-I,FSTPP I & II,KUDGI,KOTESHWR,NLCEXP,MAPS,NJPC,NLCIIST1,NLCIIST2,NAPP,RSTPSU7,NNTPP,SALAL,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,SIMHST1,SASAN,RIHAND1,RAMPUR,RSTPSU1TO6,SEWA2,NLCTS2EXP,RAPPC,SIMHST2,TALST2,SINGRAULI,TANAKPUR,TALA,TANDA2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_CRF,AURY_GF,AURY_RF,AURY_CRF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,19.22996433,12.54,40.54,30.85,42.53,38.85,438.06,0,35.39,0,129.13,0,0,2.77,366.35,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,14.87,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.78,0,0.43,0,32.761,32.92,51.12,16.34,0,0,34.67,20.97,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

23,05:30-05:45,19.22996433,12.54,40.54,30.85,42.53,38.85,438.06,0,35.39,0,129.13,0,0,2.77,386.28,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,8.11,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.47,0,0.43,0,32.761,32.92,51.12,16.31,0,0,34.67,20.63,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

24,05:45-06:00,19.22996433,12.54,40.54,30.85,42.53,38.85,434.03,0,35.39,0,129.13,0,0,2.77,327.88,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.24,0,0.43,0,32.761,32.92,51.12,16.38,0,0,19.89,20.97,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

25,06:00-06:15,19.22996433,12.54,40.54,30.85,42.53,38.85,484.23,0,35.39,0,129.13,0,0,2.77,384.67,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.19,0,0.43,0,38.044,32.92,51.12,19.34,0,0,19.89,24.77,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

26,06:15-06:30,19.22996433,12.54,40.54,30.85,42.53,38.85,532.31,0,35.39,0,129.13,0,0,2.77,385.54,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8,0,0.43,0,39.544,32.92,51.12,19.4,0,0,19.89,24.77,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

27,06:30-06:45,19.22996433,12.54,40.54,30.85,42.53,38.85,532.31,0,35.39,0,129.13,0,0,2.77,385.54,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.02,0,0.43,0,39.544,32.92,51.12,19.4,0,0,19.89,24.77,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

28,06:45-07:00,19.22996433,12.54,40.54,30.85,42.53,38.85,484.23,0,35.39,0,129.13,0,0,2.77,386.28,5.15,42.61,13.75,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.18,0,0.43,0,39.544,32.92,51.12,19.4,0,0,19.89,24.77,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

29,07:00-07:15,19.22996433,12.54,40.54,30.85,42.53,38.85,434.03,0,35.39,0,129.13,0,0,2.77,299.03,5.15,42.61,9.18,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,35.14,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.26,0,0.43,0,27.503,32.92,51.12,13.65,0,0,19.89,20.27,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

30,07:15-07:30,19.22996433,12.54,40.54,30.85,42.53,38.85,434.03,0,35.39,0,129.13,0,0,2.77,279.8,5.15,42.61,11.08,0,18.58,0,0,160.7,0,0,43.37,0,0,75.98,0,122.71,16.89,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.31,0,0.43,0,27.501,32.92,51.12,16.38,0,0,19.89,20.97,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

31,07:30-07:45,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,108,0,0,2.77,241.87,5.15,31.59,11.08,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,8.99,0,0.43,0,28.858,35.03,51.12,14.24,0,0,19.89,18.37,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

32,07:45-08:00,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,108,0,0,2.77,241.87,5.15,31.59,11.08,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,9.11,0,0.43,0,28.858,35.03,51.12,14.24,0,0,19.89,18.37,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

33,08:00-08:15,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,92.42,0,0,2.77,145.7,5.15,25.7,9.95,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.04,0,0.43,0,23.23,35.03,51.12,11.77,0,0,22.74,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

34,08:15-08:30,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,92.42,0,0,2.77,110.69,5.15,25.7,9.18,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.04,0,0.43,0,23.23,35.03,51.12,11.77,0,0,22.74,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

35,08:30-08:45,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,108,0,0,2.77,110.69,5.15,31.59,9.18,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.32,0,0.43,0,23.23,44.59,51.12,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

36,08:45-09:00,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,108,0,0,2.77,110.69,5.15,31.59,9.18,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.32,0,0.43,0,23.23,44.59,51.12,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

37,09:00-09:15,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,108,0,0,2.77,110.69,5.15,27.74,7.62,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.32,0,0.43,0,23.23,32.92,51.12,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

38,09:15-09:30,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,92.99,0,0,2.77,110.69,5.15,26.53,7.62,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,117.05,0,394.89,32.15,3.4,0,0,0,58.21,0,0,89.9,11.33,10.32,0,0.43,0,23.23,32.92,34.08,11.77,0,0,20.61,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

39,09:30-09:45,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,92.99,0,0,2.77,110.69,5.15,26.53,7.62,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,10.32,0,0.43,0,23.23,32.92,34.08,11.77,0,0,20.61,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

40,09:45-10:00,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,92.99,0,0,2.77,110.69,5.15,26.53,7.62,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,20.27,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,10.32,0,0.43,0,23.23,32.92,34.08,11.77,0,0,20.61,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

41,10:00-10:15,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,114.12,0,0,2.77,110.69,5.15,37.56,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,20.27,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,10.77,0,0.43,0,23.23,32.92,17.04,11.77,0,0,20.61,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

42,10:15-10:30,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,114.12,0,0,2.77,110.69,5.15,37.56,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,20.27,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,10.77,0,0.43,0,23.23,32.92,17.04,11.77,0,0,20.61,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

43,10:30-10:45,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,114.12,0,0,2.77,110.69,5.15,37.56,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,9.17,0,0.43,0,23.23,32.92,17.04,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.97,0,0,0,0,0,0,0,0

44,10:45-11:00,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,114.12,0,0,2.77,110.69,5.15,37.56,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,9.17,0,0.43,0,23.23,32.92,17.04,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

45,11:00-11:15,18.70708658,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,9.17,0,0.43,0,23.23,44.59,17.04,11.77,0,0,34.67,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

46,11:15-11:30,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,394.89,32.15,3.4,0,0,0,58.21,0,0,71.04,11.33,9.17,0,0.43,0,23.23,44.59,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

47,11:30-11:45,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,362.9644,32.15,3.4,0,5.49,0,58.21,0,0,71.04,11.33,11.56,0,0.43,0,23.23,32.92,17.04,11.77,0,0,21.31,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

48,11:45-12:00,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,327.8144,32.15,3.4,0,10.99,0,58.21,0,0,71.04,11.33,11.56,0,0.43,0,23.23,32.92,17.04,11.77,0,0,21.31,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

49,12:00-12:15,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,271.8044,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,11.56,0,0.43,0,23.23,37.16,17.04,11.77,0,0,21.31,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

50,12:15-12:30,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,259.6344,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,11.56,0,0.43,0,23.23,37.16,17.04,11.77,0,0,21.31,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

51,12:30-12:45,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,259.6344,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,14.12,0,0.43,0,23.23,37.16,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

52,12:45-13:00,19.22996433,12.54,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,259.6344,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,14.12,0,0.43,0,23.23,37.16,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

53,13:00-13:15,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,261.2428,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,10.46,0,0.43,0,23.23,44.59,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

54,13:15-13:30,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,98.05,16.89,0,103.43,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,71.04,11.33,10.46,0,0.43,0,23.23,44.59,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

