Block,Time,NR/16022024/29022024/HP-38,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/79,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/19022024/29022024/NVVN/OA/16907,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-45,NR/16022024/29022024/HP-40,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01012024/31032024/ ChanjuII,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/16022024/29022024/HP-36,NR/19022024/19022024/DD20240219NR22875,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2020_06,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10
6,01:15-01:30,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,95,0,31.67,0,0,0,0,31.66,0,0,23,0,0,0,0,76.67,0,0,76.67

7,01:30-01:45,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,26.66,0,0,0,0,82.67,0,0,82.67

8,01:45-02:00,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,27,0,0,0,0,82.67,0,0,82.67

9,02:00-02:15,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,23.120000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,27.34,0,0,0,0,82.67,0,0,82.67

10,02:15-02:30,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,23.120000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,27.66,0,0,0,0,84.33,0,0,84.33

11,02:30-02:45,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,36.66,0,0,0,0,84.33,0,0,84.33

12,02:45-03:00,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.840000,1.390000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,105,0,35,0,0,0,0,35,0,0,36.66,0,0,0,0,84.33,0,0,84.33

13,03:00-03:15,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,110.39,0,36.8,0,0,0,0,36.79,0,0,36.66,0,0,0,0,84.33,0,0,84.33

14,03:15-03:30,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,110.27,0,36.76,0,0,0,0,36.75,0,0,36.66,0,0,0,0,84.33,0,0,84.33

15,03:30-03:45,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,117.5,0,39.17,0,0,0,0,39.16,0,0,36.66,0,0,0,0,84.33,0,0,84.33

16,03:45-04:00,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.370000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,7.01,0,0,117.5,0,39.17,0,0,0,0,39.16,0,0,32.34,0,0,0,0,84.33,0,0,84.33

17,04:00-04:15,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.930000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,9.06,0,0,117.5,0,39.17,0,0,0,0,39.16,0,0,32,0,0,0,0,84.33,0,0,84.33

18,04:15-04:30,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.690000,1.740000,1.340000,4.820000,25.930000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,9.1,0,0,117.5,0,39.17,0,0,0,0,39.16,0,0,31.66,0,0,0,0,84.33,0,0,84.33

19,04:30-04:45,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,9.15,0,0,110,0,36.67,0,0,0,0,36.66,0,0,30,0,0,0,0,83,0,0,83

20,04:45-05:00,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,155.120000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,35.130000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,113.690000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,9.18,0,0,107.5,0,35.83,0,0,0,0,35.84,0,0,29.34,0,0,0,0,82.33,0,0,82.33

21,05:00-05:15,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,173.430000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,111.770000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,8.94,0,0,104.5,0,34.83,0,0,0,0,34.84,0,0,29,0,0,0,0,81.33,0,0,81.33

22,05:15-05:30,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,192.700000,33.720000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,135.850000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,8.71,0,0,100,0,33.33,0,0,0,0,33.34,0,0,28.66,0,0,0,0,80,0,0,80

23,05:30-05:45,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,212.930000,44.320000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,8.54,0,0,100,0,33.33,0,0,0,0,33.34,0,0,28,0,0,0,0,79,0,0,79

24,05:45-06:00,128.130000,96.350000,0.000000,8.190000,5.780000,19.270000,212.930000,57.440000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,8.3,0,0,100,0,33.33,0,0,0,0,33.34,0,0,27.66,0,0,0,0,78.33,0,0,78.33

25,06:00-06:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,57.440000,11.560000,23.120000,6.740000,0.000000,39.110000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,0.000000,18.310000,0,0,8.16,0,0,99,0,33,0,0,0,0,33,0,0,31.66,0,0,0,0,73.33,0,0,73.33

26,06:15-06:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,23.120000,6.740000,0.000000,39.110000,33.050000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,0.000000,6.740000,0.950000,30.830000,82.860000,0.000000,0.000000,18.310000,0,0,8.11,0,0,97.5,0.01,32.5,0,0,0,0,32.5,0,0,31.66,0,0,0,0,72.67,0,0,72.67

27,06:30-06:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,23.120000,6.740000,0.000000,39.110000,57.790000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,0.000000,6.740000,0.950000,25.370000,99.840000,0.000000,0.000000,18.310000,0,0,7.01,0,0,88.5,0.01,29.5,0,0,0,0,29.5,0,0,30,0,0,0,0,76.67,0,0.5,76.67

28,06:45-07:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,23.120000,6.740000,0.000000,39.110000,57.790000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,0.000000,6.740000,0.950000,25.370000,99.840000,0.000000,0.000000,18.310000,0,0,7.01,0,0,87.5,0.02,29.17,2.42,0,0,0,29.16,0,0,29.34,0,0,0,0,76.67,0.448132,2,76.67

29,07:00-07:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,0.000000,0.000000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,96.350000,6.740000,0.950000,25.370000,99.840000,0.000000,0.000000,18.310000,0,4.91,7.01,0.22,0,86.5,1.08,28.83,6.89,0,0,0,28.84,0,0,31,1,0.5,0,0,78.33,4.296222,7,78.33

30,07:15-07:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,0.100000,0.090000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,96.350000,6.740000,0.950000,25.370000,99.840000,0.000000,0.090000,18.310000,1,11.23,7.01,0.44,0,85,2.18,28.33,15.48,0,1,0,28.34,0,0,31,4,1,0,0,78.33,11.018202,13,78.33

31,07:30-07:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,0.440000,0.430000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,144.520000,6.740000,0.950000,22.510000,99.840000,0.000000,0.430000,18.310000,4,19.33,7.01,1.18,0,102.5,5.92,34.17,31.72,0,3,0,34.16,0,0,31,11,2,0.31,1,81.85,18.26625,25,81.85

32,07:45:08:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,1.190000,1.170000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,144.520000,6.740000,0.950000,22.510000,99.840000,0.000000,1.170000,18.310000,7,30.16,7.01,5.27,0,101.5,26.37,33.83,30.17,0,8,0,33.84,0,0,31,18,4,4.7,4,81.74,26.478756,30.17,81.74

33,08:00-08:15,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,2.240000,2.190000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,144.520000,6.740000,0.950000,24.920000,99.840000,0.000000,2.190000,18.310000,10,30.34,7.01,7.23,0,117.5,36.14,39.17,30.33,0,17,0,39.16,0,0,31,25,8.1,9.63,8,81.59,36.72734,30.33,81.59

34,08:15-08:30,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,85.910000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,3.510000,3.430000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,144.520000,6.740000,0.950000,24.920000,99.840000,0.000000,3.430000,18.310000,19,30.34,7.01,11.38,0,117.5,56.9,39.17,30.33,0,27,0,39.16,0,0,31,46,13.44,18.63,13,81.51,48.748968,30.33,81.51

35,08:30-08:45,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,5.170000,5.030000,0.660000,1.740000,1.340000,4.820000,30.830000,258.130000,0.000000,144.520000,6.740000,0.950000,24.920000,70.930000,0.000000,5.030000,18.310000,24,32,7.01,14.58,0,117.5,72.92,39.17,32,0,39,0,39.16,0,0,35.34,56,16.81,27.44,19,83.33,61.686344,32,83.33

36,08:45:09:00,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,6.680000,6.510000,0.660000,1.740000,1.340000,4.820000,30.830000,224.720000,0.000000,144.520000,6.740000,0.950000,24.920000,53.960000,0.000000,6.510000,18.310000,33,32,7.01,17.41,0,117.5,87.04,39.17,32,0,48,0,39.16,0,0,35.34,77,22.61,36.12,24,83.33,74.594494,32,83.33

37,09:00:09:15,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,8.020000,7.830000,0.660000,1.660000,1.340000,4.820000,30.830000,224.720000,0.000000,144.520000,6.740000,0.950000,30.830000,53.960000,0.000000,7.830000,18.310000,42,32,7.01,20.97,0,117.5,104.88,39.17,32,0,50,0,39.16,0,0,35.34,98,26.31,44.2,25,83.33,84.90153,32,83.33

38,09:15-09:30,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,9.270000,9.040000,0.660000,1.660000,1.340000,4.820000,30.830000,224.720000,0.000000,144.520000,6.740000,0.950000,30.830000,53.960000,0.000000,9.040000,18.310000,49,32,7.01,24.54,0,117.5,122.7,39.17,32,0,57,0,39.16,0,0,35.34,116,29.64,51.47,28,83.33,96.173024,32,83.33

39,09:30-09:45,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,10.480000,10.220000,0.660000,1.660000,1.340000,4.820000,30.830000,224.720000,0.000000,144.520000,6.740000,0.950000,30.830000,53.960000,0.000000,10.220000,18.310000,52,32,7.01,23.89,0,117.5,119.44,39.17,32,0,69,0,39.16,0,0,35.34,123,32.78,58.25,35,83.33,106.57748,32,83.33

40,09:45-10:00,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,21.200000,6.740000,0.000000,39.110000,57.790000,11.570000,11.280000,0.660000,1.660000,1.340000,4.820000,30.830000,224.720000,0.000000,144.520000,6.740000,0.950000,30.830000,53.960000,0.000000,11.280000,18.310000,58,32.5,7.01,26.92,0,117.5,134.6,39.17,32.5,0,76,0,39.16,0,0,35.34,137,35.44,64.52,38,83.33,115.73496,32.5,83.33

41,10:00-10:15,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,12.470000,12.170000,0.660000,1.660000,1.390000,4.820000,30.830000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,12.170000,18.310000,61,32.5,7.01,25,0,117.5,125,39.17,32.5,0,70,0,39.16,0,0,35.66,144,37.94,70.24,35,83.33,123.752626,32.5,83.33

42,10:15-10:30,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,13.310000,12.990000,0.660000,1.660000,1.390000,4.820000,30.830000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,12.990000,18.310000,67,32.5,7.01,26.67,0,117.5,133.33,39.17,32.5,0,75,0,39.16,0,0,36,158,40.11,75.42,38,83.33,130.435638,32.5,83.33

43,10:30-10:45,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,14.160000,13.820000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,13.820000,18.310000,69,32.5,7.01,29.17,0,117.5,145.83,39.17,32.5,0,79,0,39.16,0,0,36.66,161,42.08,79.83,39,83.33,139.758732,32.5,83.33

44,10:45-11:00,0.000000,96.350000,48.180000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,14.880000,14.520000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,14.520000,18.310000,73,32.5,7.01,35,0,117.5,175,39.17,32.5,0,82,0,39.16,0,0,36.66,172,43.86,83.36,41,83.33,144.103664,32.5,83.33

45,11:00-11:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,15.480000,15.110000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,15.110000,18.310000,76,32.5,7.01,45.83,0,117.5,229.17,39.17,32.5,0,89,0,39.16,0,0,36.66,179,45.27,85.9,44,83.33,148.312208,32.5,83.33

46,11:15-11:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,15.960000,15.570000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,15.570000,18.310000,78,32.5,7.01,45.83,0,117.5,229.17,39.17,32.5,0,89,0,39.16,0,0,36.66,182,46.45,86.75,44,83.33,152.384364,32.5,83.33

47,11:30-11:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,47.210000,16.310000,15.920000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,15.920000,18.310000,82,32.5,7.01,46.33,0,117.5,231.67,39.17,32.5,0,91,0,39.16,0,0,36.66,193,48,92,46,83.33,155.297222,32.5,83.33

48,11:45-12:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,75.390000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,16.660000,16.250000,0.660000,1.660000,1.390000,4.820000,24.920000,224.720000,0.000000,0.000000,6.740000,0.950000,30.830000,53.960000,0.000000,16.250000,18.310000,82,32.5,7.01,46.33,0,117.5,231.67,39.17,32.5,0,91,0,39.16,0,0,36.66,193,48,91.99,46,83.33,157.615818,32.5,83.33

49,12:00-12:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,51.670000,11.560000,0.000000,6.740000,0.000000,39.110000,57.790000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,176.540000,0.000000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,16.430000,18.310000,82,32.5,7.01,46.33,0,117.5,231.67,39.17,32.5,0,91,0,39.16,0,0,36.66,193,48,91.97,45,83.33,154.566572,32.5,83.33

