Block,Time,PARBATI3,RSTPSU1TO6,SEWA2,TANAKPUR,TelanganaSTPP,URI,ANTA_GF,DHAULIGNGA,KGSU1AND2,KKNP,KOTESHWR,NLCIIST2,NNTPP,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,CHAMERA3,DADRT2,KHSTPP-II,NAPP,NLCIIST1,NLCTS2EXP,SASAN,SIMHST1,ANTA_CRF,ANTA_RF,DULHASTI,KISHANGANGA,KOLDAM,RAPPC,RIHAND1,RSTPSU7,TALA,TALST2,UNCHAHAR2,AURY_GF,FSTPP I & II,JHAJJAR,KHSTPP-I,KKNPPU2,NTPL,RAPPB,RIHAND3,SIMHST2,TANDA2,URI2,ANTA_LF,AURY_CRF,AURY_LF,DADRI_GF,DADRI_LF,MAPS,RAMPUR,UNCHAHAR4,BRBCL,KUDGI,NLCEXP,UNCHAHAR1,VALLURNTECL,BSIUL,CHAMERA1,CHAMERA2,KGSU3AND4,NJPC,RIHAND2,SINGRAULI_HYDRO,AURY_RF,DADRI_CRF,DADRI_RF
6,01:15-01:30,0,0,0,0.51,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,18.83,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

7,01:30-01:45,0,0,0,0.51,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,18.83,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

8,01:45-02:00,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

9,02:00-02:15,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

10,02:15-02:30,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

11,02:30-02:45,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

12,02:45-03:00,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

13,03:00-03:15,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

14,03:15-03:30,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

15,03:30-03:45,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

16,03:45-04:00,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

17,04:00-04:15,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

18,04:15-04:30,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

19,04:30-04:45,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

20,04:45-05:00,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

21,05:00-05:15,0,0,0,0,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

22,05:15-05:30,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,18.94,118.76,0,0,36.72,7.12

23,05:30-05:45,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,0,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,37.88,118.76,0,0,36.72,7.12

24,05:45-06:00,0,0,0,6.27,0,1.33,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,4,0,56.82,118.76,0,0,36.72,7.12

25,06:00-06:15,3.82,0,0,0,0,1.11,0,7.93,0,0,8.87,0,0,1.4,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,13.17,0,94.7,118.76,0,0,36.72,7.12

26,06:15-06:30,16.55,0,0,0,0,1.11,0,15.98,0,0,26.62,0,0,1.4,125.97,62.24,26.39,9.68,683.14,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,26.34,0,116.95,118.76,0,0,36.72,7.12

27,06:30-06:45,16.55,0,5.27,0,0,1.11,0,36.55,0,0,39.83,0,0,9.29,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,12.01,26.34,0,140.34,118.76,0,0,36.72,7.12

28,06:45-07:00,16.55,0,5.27,0,0,1.11,0,36.55,0,0,39.83,0,0,41.83,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,7.12

29,07:00-07:15,16.55,0,5.27,0,0,1.11,0,36.55,0,0,39.83,0,0,41.83,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,7.12

30,07:15-07:30,16.55,0,5.27,0,0,1.11,0,36.55,0,0,39.83,0,0,41.83,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,7.12

31,07:30-07:45,16.55,0,5.27,0,0,1.11,0,36.55,0,0,39.83,0,0,41.83,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,393.75,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,7.12

32,07:45-08:00,3.56,0,5.27,0,0,26.49,0,36.55,0,0,39.83,0,0,41.83,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,393.75,0,30.35,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,14.05,26.34,0,116.95,118.76,0,0,36.72,7.12

33,08:00-08:15,0,0,0,0,0,26.49,0,15.98,0,0,19.72,0,0,41.83,125.97,62.24,26.39,1.91,682.79,98.87,43.46,0,0,393.75,0,30.03,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,14.05,26.34,0,90.34,118.76,0,0,36.72,6.58

34,08:15-08:30,0,0,0,0,0,3.31,0,8.06,0,0,8.87,0,0,9.29,125.97,46.69,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,13.17,0,61.56,118.76,0,0,36.72,6.58

35,08:30-08:45,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,9.33,0,20.17,118.76,0,0,36.72,6.58

36,08:45-09:00,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

37,09:00-09:15,0,0,0,6.27,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,624.81,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

38,09:15-09:30,0,0,0,6.27,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,624.81,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

39,09:30-09:45,0,0,0,6.27,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,682.79,98.87,43.46,0,0,393.75,0,30.03,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,604.81,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

40,09:45-10:00,0,0,0,0,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,673.71,98.87,43.46,0,0,393.75,0,30.03,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,604.81,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

41,10:00-10:15,0,0,0,0,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

42,10:15-10:30,0,0,0,0,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

43,10:30-10:45,0,0,0,0,0,3.31,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

44,10:45-11:00,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

45,11:00-11:15,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

46,11:15-11:30,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

47,11:30-11:45,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,10.76,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

48,11:45-12:00,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

49,12:00-12:15,0,0,0,1.15,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

50,12:15-12:30,0,0,0,1.15,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,29.09,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

51,12:30-12:45,0,0,0,0,0,2.76,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

52,12:45-13:00,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

53,13:00-13:15,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

54,13:15-13:30,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

55,13:30-13:45,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

56,13:45-14:00,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

57,14:00-14:15,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

58,14:15-14:30,0,0,0,0,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

59,14:30-14:45,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

60,14:45-15:00,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.88,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

61,15:00-15:15,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

62,15:15-15:30,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,0,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

63,15:30-15:45,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,5.48,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

64,15:45-16:00,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

