Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9061,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/5474,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12
19,04:30-04:45,5.24,5.26,13.33,15.77,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,94.53,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

20,04:45-05:00,4.92,4.92,13.33,14.77,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,94.53,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

21,05:00-05:15,4.74,4.75,13.33,14.25,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

22,05:15-05:30,4.66,4.67,13.33,14,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

23,05:30-05:45,4.66,4.67,13.33,14,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

24,05:45-06:00,4.66,4.67,13.33,14,0,13.33,5.34,0,0,0,53.1,27.75,2.41,26.87,0,70.39,2.33,231.72,57.64,3.78,2.61,26.33,95.12,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,285.39,0,0,0,0,0,0,7.2,0,0,0,0,0

25,06:00-06:15,4.66,4.67,13.33,14,2,13.33,5.34,0,0,0,53.1,27.25,2.37,26.87,0,70.39,2.02,231.72,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,0,0,0,1,0,0,0,7.2,8.3,8.8,0,0,0

26,06:15-06:30,4.66,4.67,13.33,14,8,13.33,5.34,0,0,0,53.1,26.74,2.37,26.87,0,70.39,2.02,231.72,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0,90.67,0,0,0,2,0,1,0,7.2,17.77,18.73,0,0,0

27,06:30-06:45,4.66,4.67,13.33,14,10,13.33,5.34,0,0.32,0,53.1,26.24,2.37,26.87,0.32,70.39,2.02,231.72,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.32,90.67,0,2.58,0,5,0,3,0,7.2,25.76,25.77,0,0,0.01

28,06:45-07:00,4.66,4.67,13.33,14,13,13.33,5.34,0,0.72,0,53.1,25.73,2.37,26.87,0.72,70.39,2.02,231.72,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,0.73,90.67,0,10.06,2,8,0.1,4,0,7.2,26.95,26.95,1,2,0.53

29,07:00-07:15,4.66,4.67,13.33,14,17,13.33,5.34,0,1.33,0,53.1,25.73,2.37,26.87,1.33,70.39,2.02,231.72,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,1.37,90.67,0,17.78,5,10,0.97,5,1,7.2,25.2,25.2,4,4,4.88

30,07:15-07:30,4.66,4.67,13.33,14,23,13.33,5.34,0,2.23,0,53.1,25.73,2.37,26.87,2.23,70.39,2.02,193.1,57.64,3.78,2.46,26.33,0,26.33,26.87,17.55,8.78,8.78,26.33,2.27,90.67,0,25.56,7,15,2.85,7,4,7.2,25.2,25.2,11,8,14.27

31,07:30-07:45,4.66,4.67,13.33,14,25.8,13.33,5.34,0,3.08,0,53.1,25.73,2.37,26.87,3.08,70.39,2.02,193.1,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,3.16,90.67,0,35.28,8,18,5.69,9,9,7.2,25.8,25.8,21,13,28.48

32,07:45-08:00,4.66,4.67,13.33,14,27.2,13.33,5.34,0,4.03,0,53.1,25.73,2.37,26.87,4.03,70.39,2.02,193.1,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,4.14,90.67,0,46.32,11,25,9.25,12,13,7.2,27.2,27.2,32,18,46.23

33,08:00-08:15,4.66,4.67,13.33,14,28.03,13.33,5.34,0,5.1,0,53.1,26.24,2.37,26.87,5.1,70.39,2.02,193.1,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,5.22,90.67,0,57.8,16,25,13.14,12,18,7.2,28.04,28.03,42,25,65.68

34,08:15-08:30,4.66,4.67,13.33,14,29.2,13.33,5.34,0,6.18,0,53.1,26.74,2.37,26.87,6.18,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,6.33,90.67,0,68.85,20,32,17.04,15,24,7.2,29.2,29.2,56,33,85.19

35,08:30-08:45,4.66,4.67,13.33,14,30.23,13.33,5.34,0,7.48,0,53.1,27.25,2.37,26.87,7.48,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,7.66,90.67,0,78.83,24,39,20.91,18,30,7.2,30.24,30.23,70,40,104.53

36,08:45-09:00,4.66,4.67,13.33,14,30.23,13.33,5.34,0,8.53,0,53.1,27.25,2.37,26.87,8.53,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,8.75,90.67,0,88.07,27,45,24.58,22,36,7.2,30.24,30.23,84,48,122.93

37,09:00-09:15,4.66,4.67,13.33,14,32.07,13.33,5.34,0,9.64,0,53.1,26.74,2.37,26.87,9.64,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,9.87,90.67,0,96.81,29,51,27.99,24,42,7.2,32.06,32.07,98,54,139.97

38,09:15-09:30,4.66,4.67,13.33,14,32.07,13.33,5.34,0,10.74,0,53.1,27.75,2.37,26.87,10.74,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,11.01,90.67,0,104.7,32,59,31.12,28,48,7.2,32.06,32.07,112,60,155.61

39,09:30-09:45,4.66,4.67,13.33,14,32.23,13.33,5.34,0,11.71,0,53.1,28.26,2.37,26.87,11.71,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,11.99,90.67,0,111.68,34,64,34.08,31,52,7.2,32.24,32.23,123,63,170.42

40,09:45-10:00,4.66,4.67,13.33,14,32.23,13.33,5.34,0,12.69,0,53.1,28.26,2.37,26.87,12.69,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,13.01,90.67,0,117.74,36,69,36.85,33,57,7.2,32.24,32.23,133,70,184.25

41,10:00-10:15,4.66,4.67,13.33,14,32.5,13.33,5.34,0,13.34,0,53.1,28.26,2.41,26.87,13.34,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,13.68,90.67,0,122.7,38,72,39.42,35,60,6.8,32.5,32.5,140,74,197.12

42,10:15-10:30,4.66,4.67,13.33,14,32.5,13.33,5.34,0,14.32,0,53.1,28.26,2.41,26.87,14.32,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,14.67,90.67,0,126.87,40,76,41.68,37,63,6.8,32.5,32.5,147,79,208.42

43,10:30-10:45,4.66,4.67,13.33,14,32.67,13.33,5.34,0,14.96,0,53.1,27.75,2.41,26.87,14.96,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.34,90.67,0,130.41,42,81,43.65,39,66,6.8,32.66,32.67,154,86,218.27

44,10:45-11:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,27.75,2.41,26.87,15.47,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,90.67,0,133.41,43,88,45.31,42,69,6.8,32.84,32.83,161,89,226.53

45,11:00-11:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,27.75,2.41,26.87,15.47,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,66.62,0,135.54,44,88,46.67,42,72,6.8,32.84,32.83,168,90,233.33

46,11:15-11:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,27.75,2.41,26.87,15.47,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,66.62,0,136.8,44,88,46.67,42,73,6.8,32.84,32.83,172,90,233.33

47,11:30-11:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,27.75,2.41,26.87,15.47,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,137.29,45,88,46.67,42,75,6.8,32.84,32.83,175,91,233.33

48,11:45-12:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,27.75,2.41,26.87,15.47,70.39,2.02,165.52,57.64,3.78,2.31,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,137.07,45,88,46.67,42,75,6.8,32.84,32.83,175,91,233.33

49,12:00-12:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,26.24,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,143.26,45,88,46.67,42,75,6.8,32.84,32.83,175,91,233.33

50,12:15-12:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,26.24,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,142.33,45,88,46.67,42,75,6.8,32.84,32.83,175,91,233.33

51,12:30-12:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,26.24,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,140.42,45,88,47.5,42,75,6.8,32.84,32.83,175,91,237.5

52,12:45-13:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,26.24,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.46,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,137.75,45,88,47.5,42,75,6.8,32.84,32.83,175,91,237.5

53,13:00-13:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,25.73,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.61,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,134.03,44,85,47.5,41,75,6.8,32.84,32.83,175,90,237.5

54,13:15-13:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,25.73,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.61,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,129.49,43,85,47.17,40,70,7,32.84,32.83,165,90,235.83

55,13:30-13:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,25.73,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.61,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,125.36,42,82,46.83,39,72,7.2,32.84,32.83,168,90,234.17

56,13:45-14:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,15.47,0,53.1,25.73,2.46,26.87,15.47,70.39,2.17,165.52,57.64,3.78,2.61,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.86,67.58,0,119.6,41,80,46.67,38,69,7.2,32.84,32.83,161,89,233.33

57,14:00-14:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,14.98,0,53.1,25.73,2.55,26.87,14.98,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,15.36,67.58,0,113.11,38,75,45.9,36,66,7.2,32.84,32.83,154,87,229.52

58,14:15-14:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,14.53,0,53.1,25.73,2.55,26.87,14.53,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,14.89,67.58,0,105.71,37,72,44.2,35,63,7.4,32.84,32.83,147,83,220.98

59,14:30-14:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,14.06,0,53.1,26.24,2.55,26.87,14.06,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,14.4,67.58,0,97.45,35,66,42.01,32,60,8.4,32.84,32.83,140,77,210.05

60,14:45-15:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,13.16,0,53.1,26.24,2.55,26.87,13.16,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,13.48,67.58,0,88.7,34,62,39.59,29,54,9,32.84,32.83,126,73,197.97

61,15:00-15:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,12.33,0,53.1,26.74,2.55,26.87,12.33,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,12.64,67.58,0,79.76,32,55,37.04,27,48,11,32.84,32.83,112,65,185.18

62,15:15-15:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,10.47,0,53.1,26.74,2.55,26.87,10.47,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,10.73,67.58,0,70.33,29,49,34.2,24,42,10.4,32.84,32.83,98,58,171.02

63,15:30-15:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,9.66,0,53.1,26.74,2.55,26.87,9.66,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,9.89,67.58,0,60.4,26,43,31,20,36,10,32.84,32.83,84,55,154.98

64,15:45-16:00,4.66,4.67,13.33,14,32.83,13.33,5.34,0,8.92,0,53.1,27.25,2.55,26.87,8.92,70.39,2.17,165.52,57.64,3.78,2.68,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,9.15,67.58,0,50.06,24,37,27.6,17,30,9.8,32.84,32.83,70,49,138.03

65,16:00-16:15,4.66,4.67,13.33,14,32.83,13.33,5.34,0,8.05,0,53.1,27.25,2.51,26.87,8.05,70.39,2.48,165.52,57.64,3.78,2.92,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,8.25,67.58,0,39.33,20,28,23.78,14,25,9.6,32.84,32.83,60,42,118.91

66,16:15-16:30,4.66,4.67,13.33,14,32.83,13.33,5.34,0,7.19,0,53.1,28.26,2.51,26.87,7.19,70.39,2.48,165.52,57.64,3.78,2.92,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,7.37,67.58,0,28.77,16,22,19.89,10,21,9.4,32.84,32.83,49,35,99.48

67,16:30-16:45,4.66,4.67,13.33,14,32.83,13.33,5.34,0,6.25,0,53.1,28.26,2.41,26.87,6.25,70.39,2.48,165.52,57.64,3.78,2.92,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,6.4,67.58,0,19.25,12,14,15.04,6,15,7.4,32.84,32.83,35,27,75.18

68,16:45-17:00,4.66,4.67,13.33,14,21,13.33,5.34,0,5.29,0,53.1,28.26,2.41,26.87,5.29,70.39,2.48,165.52,57.64,3.78,2.92,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,5.42,67.58,0,11.93,8,10,11.24,5,10,7.4,33,33,25,20,56.22

69,17:00-17:15,4.66,4.67,13.33,14,14,13.33,5.34,0,4.41,0,82.07,28.26,2.41,26.87,4.41,70.39,2.8,193.1,68.14,3.78,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,4.52,97.6,0,7.45,7,6,7.62,3,6,7.4,29.73,31.58,14,15,38.13

70,17:15-17:30,4.66,4.67,13.33,14,9,13.33,5.34,0,3.61,0,100.59,28.26,2.41,26.87,3.61,70.39,2.8,231.72,68.14,3.78,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,3.71,97.6,0,3.99,5,3,4.33,1,3,7.4,15.64,16.62,7,10,21.63

71,17:30-17:45,4.66,4.67,13.33,14,2,13.33,5.34,0,2.76,0,100.59,29.26,2.41,26.87,2.76,70.39,2.8,273,68.14,3.78,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,2.83,97.6,0,0.75,2,1,1.91,1,0,7.4,3.03,3.2,1,7,9.58

72,17:45-18:00,4.66,4.67,13.33,14,0,13.33,5.34,0,2,0,100.59,29.26,2.41,26.87,2,70.39,2.8,273,68.14,3.78,3.07,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,2.05,97.6,0,0,0,1,0.52,0,0,7.4,2.01,2.14,0,3,2.62

73,18:00-18:15,4.66,4.67,13.33,14,0,13.33,5.34,50,1.44,150,100.59,30.28,2.37,26.87,1.44,70.39,2.8,273,87.09,3.87,3.22,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,1.47,97.6,0,0,0,0,0,0,0,7.4,0,0,0,2,0

74,18:15-18:30,4.66,4.67,13.33,14,0,13.33,5.34,50,1.01,150,100.59,31.28,2.37,26.87,1.01,70.39,2.8,273,87.09,3.87,3.22,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,1.04,97.6,0,0,0,0,0,0,0,7.4,0,0,0,0,0

75,18:30-18:45,4.66,4.67,14,14,0,14,5.34,50,0.53,150,100.59,31.28,2.37,26.87,0.53,70.39,2.8,273,87.09,3.87,3.22,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.54,97.6,0,0,0,0,0,0,0,7.32,0,0,0,0,0

76,18:45-19:00,4.66,4.67,15.33,14,0,15.33,5.34,50,0.25,150,100.59,31.28,2.37,26.87,0.25,70.39,2.8,273,87.09,3.87,3.22,33.35,0,33.35,26.87,22.24,11.11,11.11,33.35,0.26,97.6,0,0,0,0,0,0,0,7,0,0,0,0,0

