Time,Block,NR/2024/18274/C,NR/2023/18183/A/2759,NR/2023/18204/A/2632,NR/2023/18074/A/2624,NR/2024/18272/C,NR/2024/18271/C,WR/2023/20937/A/2758,WR/2023/20914/A/2753,Total
39,09:30-09:45,0.000000,0.000000,5.760000,0.860000,0.000000,3.21,0.000000,0.000000,9.83

40,09:45-10:00,0.000000,0.000000,5.760000,0.860000,0.000000,4,0.000000,0.000000,10.62

41,10:00-10:15,0.000000,0.000000,5.760000,0.860000,0.000000,4.37,0.000000,0.000000,10.99

42,10:15-10:30,0.000000,0.000000,5.760000,0.860000,0.000000,4.77,0.000000,0.000000,11.39

43,10:30-10:45,0.000000,0.000000,5.760000,0.860000,0.000000,5.03,0.000000,0.000000,11.65

44,10:45-11:00,0.000000,0.000000,5.760000,0.860000,0.000000,5.46,0.000000,0.000000,12.08

45,11:00-11:15,0.000000,0.000000,5.760000,0.860000,0.000000,5.76,0.000000,0.000000,12.38

46,11:15-11:30,3.360000,0.000000,5.760000,0.860000,4.320000,5.94,0.000000,0.000000,20.24

47,11:30-11:45,3.360000,0.000000,5.760000,0.860000,4.320000,6.18,0.000000,0.000000,20.48

48,11:45-12:00,3.360000,0.000000,5.760000,0.860000,4.320000,6.24,0.000000,0.000000,20.54

49,12:00-12:15,3.360000,0.000000,5.760000,0.860000,4.320000,6.32,0.000000,0.000000,20.62

50,12:15-12:30,3.360000,0.000000,5.760000,0.860000,4.320000,6.32,0.000000,0.000000,20.62

51,12:30-12:45,3.360000,0.000000,5.760000,0.860000,4.320000,6.37,0.000000,0.000000,20.67

52,12:45-13:00,3.360000,0.000000,5.760000,0.860000,4.320000,6.32,0.000000,0.000000,20.62

53,13:00-13:15,3.360000,0.000000,5.760000,0.770000,4.320000,6.3,0.000000,0.000000,20.51

54,13:15-13:30,3.360000,0.000000,5.760000,0.770000,4.320000,6.18,0.000000,0.000000,20.39

55,13:30-13:45,3.360000,0.000000,5.760000,0.770000,4.320000,6.02,0.000000,0.000000,20.23

56,13:45-14:00,3.360000,0.000000,5.760000,0.770000,4.320000,5.79,0.000000,0.000000,20

57,14:00-14:15,3.360000,0.000000,5.760000,0.770000,4.320000,5.55,0.000000,0.000000,19.76

58,14:15-14:30,3.360000,0.000000,5.760000,0.770000,4.320000,5.32,0.000000,0.000000,19.53

59,14:30-14:45,3.360000,0.000000,5.760000,0.770000,4.320000,5.01,0.000000,0.000000,19.22

60,14:45-15:00,3.360000,0.000000,5.760000,0.770000,4.320000,4.68,0.000000,0.000000,18.89

61,15:00-15:15,3.360000,0.000000,5.760000,0.670000,4.320000,4.34,0.000000,0.000000,18.45

62,15:15-15:30,3.360000,0.000000,5.760000,0.670000,4.320000,3.87,0.000000,0.000000,17.98

63,15:30-15:45,3.360000,0.000000,5.760000,0.670000,4.320000,3.43,0.000000,0.000000,17.54

64,15:45-16:00,3.360000,0.000000,5.760000,0.670000,4.320000,2.94,0.000000,0.000000,17.05

65,16:00-16:15,3.360000,0.000000,5.760000,0.480000,4.320000,2.47,0.000000,0.000000,16.39

66,16:15-16:30,0.000000,0.000000,5.760000,0.480000,0.000000,1.98,0.000000,0.000000,8.22

67,16:30-16:45,0.000000,0.000000,5.760000,0.480000,0.000000,1.55,0.000000,0.000000,7.79

68,16:45-17:00,0.000000,0.000000,5.760000,0.480000,0.000000,1.17,0.000000,0.000000,7.41

69,17:00-17:15,0.000000,0.000000,5.760000,0.480000,0.000000,0.78,0.000000,0.000000,7.02

70,17:15-17:30,0.000000,0.000000,5.760000,0.480000,0.000000,0.41,0.000000,0.000000,6.65

71,17:30-17:45,0.000000,0.000000,5.760000,0.480000,0.000000,0.15,0.000000,0.000000,6.39

72,17:45-18:00,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,0.000000,6.24

73,18:00-18:15,0.000000,0.000000,5.760000,0.480000,0.000000,0,25.000000,55.000000,86.24

74,18:15-18:30,0.000000,0.000000,5.760000,0.480000,0.000000,0,25.000000,55.000000,86.24

75,18:30-18:45,0.000000,0.000000,5.760000,0.480000,0.000000,0,25.000000,55.000000,86.24

76,18:45-19:00,0.000000,0.000000,5.760000,0.480000,0.000000,0,25.000000,55.000000,86.24

77,19:00-19:15,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

78,19:15-19:30,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

79,19:30-19:45,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

80,19:45-20:00,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

81,20:00-20:15,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

82,20:15-20:30,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

83,20:30-20:45,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

84,20:45-21:00,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

85,21:00-21:15,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

86,21:15-21:30,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

87,21:30-21:45,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

88,21:45-22:00,0.000000,158.480000,5.760000,0.580000,0.000000,0,25.000000,55.000000,244.82

89,22:00-22:15,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,55.000000,61.24

90,22:15-22:30,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,55.000000,61.24

91,22:30-22:45,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,55.000000,61.24

92,22:45-23:00,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,55.000000,61.24

93,23:00-23:15,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,0.000000,6.24

94,23:15-23:30,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,0.000000,6.24

95,23:30-23:45,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,0.000000,6.24

96,23:45-24:00,0.000000,0.000000,5.760000,0.480000,0.000000,0,0.000000,0.000000,6.24

