Block,Time,CHAMERA2,KHSTPP-I,KUDGI,RSTPSU7,SIMHST1,SIMHST2,TALA,TALST2,TANAKPUR,TANDA2,UNCHAHAR2,AURY_RF,DADRT2,FSTPP I & II,KKNP,NLCIIST1,RAPPC,RIHAND3,RSTPSU1TO6,UNCHAHAR4,BSIUL,KOTESHWR,RIHAND1,SASAN,URI,AURY_LF,DHAULIGNGA,DULHASTI,JHAJJAR,NLCEXP,NLCIIST2,NTPL,PARBATI3,RAPPB,DADRI_LF,CHAMERA3,KGSU1AND2,KGSU3AND4,KKNPPU2,KOLDAM,NLCTS2EXP,SALAL,TEHRI,ANTA_CRF,KISHANGANGA,NJPC,SEWA2,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_GF,BRBCL,CHAMERA1,MAPS,NNTPP,RIHAND2,SINGRAULI,ANTA_RF,DADRI_GF,DADRI_RF,KHSTPP-II,NAPP,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR1,URI2,VALLURNTECL,ANTA_GF,ANTA_LF,DADRI_CRF
15,03:30-03:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

16,03:45-04:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

17,04:00-04:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

18,04:15-04:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

19,04:30-04:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

20,04:45-05:00,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,21.3,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

21,05:00-05:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,35.33,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.84,0,44.7,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

22,05:15-05:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,1.1,8.87,92,348.98,35.33,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,30.87,42.84,0,68.09,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

23,05:30-05:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,92,348.98,1.66,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,30.87,42.84,0,91.48,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

24,05:45-06:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,92,348.98,1.66,0,18.27,14.12,654.31,0,0,0,0,0,22.47,1.27,0,0,0,0,0,13.95,45.68,42.84,0,116.95,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

25,06:00-06:15,4,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,92,348.98,1.66,0,27.4,32.96,654.31,0,0,0,3.82,0,22.47,9.68,0,0,0,0,0,69.72,62.24,42.84,0,116.95,0,0,26.39,70.59,0,20,12.64,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

26,06:15-06:30,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,92,348.98,1.66,0,36.55,49.43,654.31,0,0,0,16.55,0,22.47,29.06,0,0,0,0,0,69.72,62.24,42.84,0,140.34,5.27,0,26.39,70.59,0,20,28.05,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

27,06:30-06:45,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,92,348.98,1.66,0,36.55,49.43,654.31,0,0,0,16.55,0,22.47,29.06,0,0,0,0,0,69.72,62.24,42.84,0,140.34,10.54,0,26.39,70.59,0,20,42.1,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

28,06:45-07:00,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,92,348.98,1.66,0,36.55,49.43,654.31,0,0,0,16.55,0,22.47,29.06,0,0,0,0,0,69.72,62.24,42.84,0,140.34,10.54,0,26.39,70.59,0,20,42.1,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

29,07:00-07:15,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,92,348.98,1.66,0,36.55,49.43,654.31,0,0,0,16.55,0,22.47,29.06,0,0,0,0,0,13.36,62.24,42.84,0,140.34,10.54,0,26.39,70.59,0,20,28.05,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

30,07:15-07:30,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,92,348.98,3.31,0,36.55,49.43,654.31,0,0,0,16.55,0,22.47,29.06,0,0,0,0,0,12.78,62.24,42.84,0,140.34,5.27,0,26.39,70.59,0,20,12.64,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

31,07:30-07:45,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,92,348.98,35.33,0,27.4,32.96,654.31,0,0,0,16.55,0,22.47,1.91,0,0,0,0,0,12.78,46.31,42.84,0,116.95,0,0,26.39,70.59,0,20,12.64,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

32,07:45-08:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,92,348.98,35.33,0,18.27,14.12,654.31,0,0,0,3.56,0,22.47,0,0,0,0,0,0,12.78,30.87,42.84,0,93.56,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

33,08:00-08:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,1.1,8.87,92,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.63,0,70.17,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

34,08:15-08:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.63,0,68.84,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

35,08:30-08:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.63,0,20.83,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

36,08:45-09:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.63,0,20.83,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

37,09:00-09:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

38,09:15-09:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,2.21,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

39,09:30-09:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

40,09:45-10:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,2.21,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

41,10:00-10:15,0,45.22,0,0,0,0,0,0,3.2,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,35.33,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

42,10:15-10:30,0,45.22,0,0,0,0,0,0,3.2,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,35.33,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

43,10:30-10:45,0,45.22,0,0,0,0,0,0,3.2,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,2.21,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

44,10:45-11:00,0,45.22,0,0,0,0,0,0,3.2,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

45,11:00-11:15,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,18.83,0,0,0,66.85

46,11:15-11:30,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

47,11:30-11:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.66,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

48,11:45-12:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,1.11,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

49,12:00-12:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

50,12:15-12:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

51,12:30-12:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

52,12:45-13:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

53,13:00-13:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

54,13:15-13:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

55,13:30-13:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

56,13:45-14:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,92,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,41.37,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

57,14:00-14:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,83,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

58,14:15-14:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

59,14:30-14:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

60,14:45-15:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,8.13,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

61,15:00-15:15,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

62,15:15-15:30,0,45.22,0,0,0,0,0,0,10.25,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,5.74,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

63,15:30-15:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,0,40.95,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

64,15:45-16:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,0,40.95,0,2.84,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

