Time,Block,NR/2023/16929/C,NR/2023/16855/D,NR/2023/13253/A,NR/2023/13383/A,NR/2023/13387/A,NR/2023/13385/A,NR/2023/16520/F,NR/2023/13242/A,NR/2023/16291/F,NR/2023/16933/C,NR/2023/16921/D,NR/2023/13519/A,NR/2023/16185/A,NR/2023/16191/A,NR/2023/15770/A,NR/2023/16073/A,NR/2023/13376/A,NR/2023/16854/D,NR/2023/13908/A,NR/2023/16291/F/II,NR/2023/13165/A,NR/2023/13148/A,ER/2023/10728/C,NR/2023/13150/A,NR/2023/16943/C,NR/2023/13254/A,ER/2023/10737/C,NR/2023/16077/A,NR/2023/16931/C,NR/2023/16437/F,NR/2023/13636/A,NR/2023/16932/C,Total

3,00:30-00:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.810000,10.000000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.060000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1325.21

4,00:45-01:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.810000,10.000000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.060000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1325.21

5,01:00-01:15,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.470000,9.910000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.160000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1324.88

6,01:15-01:30,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.470000,9.910000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.160000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1324.88

7,01:30-01:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.470000,9.910000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.160000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1324.88

8,01:45-02:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.470000,9.910000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.160000,22.310000,36.610000,0.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1324.88

9,02:00-02:15,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.820000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1384.79

10,02:15-02:30,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.820000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1384.79

11,02:30-02:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.820000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1384.79

12,02:45-03:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.820000,0,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,36.610000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1384.79

13,03:00-03:15,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.720000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.44

14,03:15-03:30,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.720000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.44

15,03:30-03:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.720000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.44

16,03:45-04:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.630000,9.720000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.44

17,04:00-04:15,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.580000,9.630000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.3

18,04:15-04:30,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.580000,9.630000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.3

19,04:30-04:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.580000,9.630000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.3

20,04:45-05:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,29.690000,0.580000,9.630000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1289.3

21,05:00-05:15,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,0.000000,0.580000,9.540000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1259.52

22,05:15-05:30,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,0.000000,0.580000,9.540000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1259.52

23,05:30-05:45,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,0.000000,0.580000,9.540000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1259.52

24,05:45-06:00,6.050000,67.910000,48.510000,46.280000,100.420000,30.720000,0.000000,0.000000,0.580000,9.540000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,107.980000,0.000000,148.580000,19.230000,0.000000,1259.52

25,06:00-06:15,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.450000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1105.27

26,06:15-06:30,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.450000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1105.27

27,06:30-06:45,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.450000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1105.27

28,06:45-07:00,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.450000,0,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,60.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1105.27

29,07:00-07:15,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.350000,0.49,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1045.66

30,07:15-07:30,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.350000,0.66,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1045.83

31,07:30-07:45,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.350000,0.82,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1045.99

32,07:45:08:00,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.680000,9.350000,1.18,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1046.35

33,08:00-08:15,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,1.58,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1046.96

34,08:15-08:30,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,2.45,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1047.83

35,08:30-08:45,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,2.8,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1048.18

36,08:45:09:00,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,3.35,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1048.73

37,09:00:09:15,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,3.26,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1102.01

38,09:15-09:30,6.050000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,5.28,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1104.03

39,09:30-09:45,8.070000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,5.66,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1106.43

40,09:45-10:00,8.070000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.270000,4.13,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1104.9

41,10:00-10:15,8.070000,67.910000,48.510000,0.000000,100.420000,30.720000,0.000000,0.000000,0.970000,9.170000,3.43,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1104.1

42,10:15-10:30,8.070000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,2.29,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1122.45

43,10:30-10:45,8.070000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,4.79,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1124.95

44,10:45-11:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,5.33,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1127.51

45,11:00-11:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,7.2,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1129.38

46,11:15-11:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,5.03,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1127.21

47,11:30-11:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,4.02,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1126.2

48,11:45-12:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,4.95,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1127.13

49,12:00-12:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,4.57,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1126.75

50,12:15-12:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,7.21,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1129.39

51,12:30-12:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,7.27,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1129.45

52,12:45-13:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.170000,6.64,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1128.82

53,13:00-13:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.270000,2.95,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1125.23

54,13:15-13:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.270000,3.79,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1126.07

55,13:30-13:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.270000,5.8,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1128.08

56,13:45-14:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.270000,3.27,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1125.55

57,14:00-14:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.350000,7.12,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1188.12

58,14:15-14:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.350000,2.72,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.72

59,14:30-14:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.350000,2.46,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.46

60,14:45-15:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.970000,9.350000,3.82,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1184.82

61,15:00-15:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.870000,9.450000,1.89,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1182.89

62,15:15-15:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.870000,9.450000,2.16,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.16

63,15:30-15:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.870000,9.450000,2.98,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.98

64,15:45-16:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.870000,9.450000,2.7,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.7

65,16:00-16:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.630000,1.68,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1182.81

66,16:15-16:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.630000,2.01,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1183.14

67,16:30-16:45,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.630000,1.6,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1182.73

68,16:45-17:00,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.630000,1.02,58.640000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,16.01,19.690000,0.000000,0.000000,29.110000,148.580000,19.230000,8.250000,1182.15

69,17:00-17:15,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.720000,0.45,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1069.66

70,17:15-17:30,10.090000,67.910000,48.510000,0.000000,100.420000,50.210000,0.000000,0.000000,0.820000,9.720000,0.22,0.000000,77.620000,142.620000,63.060000,24.260000,20.370000,4.850000,175.680000,0.000000,22.310000,0.000000,0.000000,63.260000,0,19.690000,0.000000,0.000000,0.000000,148.580000,19.230000,0.000000,1069.43

