Block,Time,KGSU1AND2,RAMPUR,RAPPB,RAPPC,SALAL,SASAN,ANTA_CRF,BSIUL,JHAJJAR,KHSTPP-II,KOLDAM,KUDGI,NLCEXP,SEWA2,PARBATI3,RIHAND2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,AURY_RF,FSTPP I & II,KHSTPP-I,TANAKPUR,URI,AURY_LF,CHAMERA1,NAPP,NLCIIST1,NLCTS2EXP,SINGRAULI,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_LF,CHAMERA3,KGSU3AND4,KKNP,KKNPPU2,KOTESHWR,RIHAND1,SINGRAULI_HYDRO,TALA,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,DULHASTI,KISHANGANGA,MAPS,NLCIIST2,NNTPP,NTPL,RSTPSU7,SIMHST1,SIMHST2,TALST2,URI2,ANTA_GF,DADRI_RF,BRBCL,CHAMERA2,DADRT2,DHAULIGNGA,NJPC,RIHAND3,RSTPSU1TO6,TANDA2,TEHRI,ANTA_RF,AURY_CRF
65,16:00-16:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,52.1,27.72,0

66,16:15-16:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,27.72,0

67,16:30-16:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,18.94,62.16,0,0,53.68,27.72,0

68,16:45-17:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,8.19,41.67,62.16,0,0,53.68,27.82,0

69,17:00-17:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,8.32,62.51,62.16,0,0,53.68,27.82,0

70,17:15-17:30,0,0,0,26.14,1.4,413.44,0,2.2,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,0.55,0,13.2,43.79,0,0,139.69,26.4,0,0,0,1.27,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,2.66,683.14,18.27,83.33,62.16,0,0,53.68,27.82,0

71,17:30-17:45,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,0.55,0,24.09,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,116.95,62.16,0,0,53.68,27.93,0

72,17:45-18:00,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,0.55,0,28.05,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,116.95,62.16,0,0,53.68,28.14,0

73,18:00-18:15,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,28.05,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,116.95,62.16,0,0,53.68,28.14,0

74,18:15-18:30,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,24.09,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,53.68,28.46,0

75,18:30-18:45,0,0,0,26.14,1.4,413.44,0,6.52,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,24.09,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,53.68,28.56,0

76,18:45-19:00,0,0,0,26.14,1.4,413.44,0,6.52,434.65,148.3,0,0,0,7.9,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,13.22,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,39.51,682.84,18.27,83.43,62.16,0,0,53.68,28.66,0

77,19:00-19:15,0,0,0,26.14,1.4,413.44,0,1.1,434.65,148.3,0,0,0,0,3.82,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,8.92,0,0,0,26.82,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,90.42,20,2,682.84,18.27,62.51,62.16,0,0,53.68,28.77,0

78,19:15-19:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,8.92,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,682.84,9.14,41.67,62.16,0,0,53.68,28.77,0

79,19:30-19:45,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,7.64,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,682.84,9.14,18.94,62.16,0,0,53.68,28.77,0

80,19:45-20:00,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,7.64,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,682.84,0,0,62.16,0,0,53.68,28.88,0

81,20:00-20:15,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,7.64,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,28.88,0

82,20:15-20:30,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,29.08,0

83,20:30-20:45,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,16.54,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,2.76,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,29.19,0

84,20:45-21:00,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,3.57,118.76,19.98,42.39,0,70.81,20.8,33.38,6.79,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,29.08,0

85,21:00-21:15,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,29.08,0

86,21:15-21:30,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,53.68,29.19,0

87,21:30-21:45,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.19,0

88,21:45-22:00,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.19,0

89,22:00-22:15,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.19,0

90,22:15-22:30,0,0,0,26.14,13.95,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.29,0

91,22:30-22:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.29,0

92,22:45-23:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,26.49,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.29,0

93,23:00-23:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,18.9,0,683.14,0,0,62.16,0,0,26.83,29.29,0

94,23:15-23:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,18.02,0,683.14,0,0,62.16,0,0,26.83,29.29,0

95,23:30-23:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,17.14,0,683.14,0,0,62.16,0,0,26.83,29.29,0

96,23:45-24:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.81,20.8,33.38,0,0,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,15,0,683.14,0,0,62.16,0,0,26.83,29.29,0

