Block,Time,LT-31,L_NR_2020_05,L_NR_2023_10,L_NR_2012_02,SH-07,L_NR_2019_05,L_NR_2021_13,L_NR_2022_09,SH-06,LT-35,L_NR_2012_07,L_NR_2021_15,LT-36,LT-59,L_NR_2020_02,L_NR_2012_01,L_NR_2023_04,L_NR_2023_07,L_NR_2021_14,L_NR_2020_06,L_NR_2021_17,L_NR_2019_19,LT-05,L_NR_2019_11,L_NR_2019_06,L_NR_2022_08,L_NR_2018_61,L_NR_2019_07,L_NR_2022_10,L_NR_2012_04,L_NR_2020_07,L_NR_2021_16,L_NR_2021_12
19,04:30-04:45,0.000000,50.27,0,261.750000,31.590000,0,0,45.85,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,16.76,0,0,58.040000,8.620000,0,9.68,7.4,0,45.85,272.050000,16.75,0,0

20,04:45-05:00,0.000000,49.19,0,261.750000,31.590000,0,0,44.95,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,16.4,0,0,58.040000,8.620000,0,9.58,7.4,0,44.95,272.050000,16.4,0,0

21,05:00-05:15,0.000000,47.8,0,261.750000,31.590000,0,0,44.14,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,15.93,0,0,58.040000,8.620000,0,9.3,7.4,0,44.14,272.050000,15.94,0,0

22,05:15-05:30,0.000000,46.14,0,261.750000,31.590000,0,0,43.43,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,15.38,0,0,58.040000,8.620000,0,9.3,7.4,0,43.43,272.050000,15.38,0,0

23,05:30-05:45,0.000000,44.48,0,261.750000,31.590000,0,0,42.4,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,14.83,0,0,58.040000,8.620000,0,9.25,7.4,0,42.4,272.050000,14.82,0,0

24,05:45-06:00,0.000000,42.99,0,261.750000,31.590000,0,0,41.3,31.590000,0.000000,74.170000,0,0.000000,8.720000,7.070000,101.320000,29.730000,0,0,14.33,0,0,58.040000,8.620000,0,9.25,7.4,0,41.3,272.050000,14.32,0,0

25,06:00-06:15,0.000000,41.67,0,261.750000,31.590000,4.32,0,39.54,31.590000,0.000000,74.170000,0,0.000000,8.410000,6.890000,101.320000,31.830000,0,0,13.89,0.33,0.448592,58.040000,8.310000,4.37,9.24,7.4,1.88,39.54,272.050000,13.88,0.67,0

26,06:15-06:30,0.020000,40.37,0.49,261.750000,31.590000,8.64,0,37.87,31.590000,0.020000,74.170000,0.21,0.020000,8.410000,6.890000,101.320000,31.830000,1.13,0,13.46,1.33,1.813872,58.040000,8.310000,9.5,9.19,7.4,6.66,37.87,272.050000,13.44,2.67,0

27,06:30-06:45,0.260000,32.92,1.48,261.750000,31.590000,15.54,0.23,33.89,31.590000,0.260000,74.170000,0.67,0.270000,8.410000,6.890000,101.320000,31.830000,3.44,0.33,10.97,2,4.076336,58.040000,8.310000,15.53,9.17,7.4,10.45,33.89,272.050000,10.97,4,1.15

28,06:45-07:00,0.790000,31.71,3.64,261.750000,31.590000,19.85,0.92,33.78,31.590000,0.790000,74.170000,1.9,0.810000,8.410000,6.890000,101.320000,31.830000,8.48,1.67,10.57,3.67,7.245736,58.040000,8.310000,19.85,9.07,7.4,19.85,33.78,272.050000,10.57,7.33,4.58

29,07:00-07:15,1.510000,32.97,6.84,261.750000,31.590000,20.52,2.06,33.63,31.590000,1.510000,74.170000,3.86,1.550000,8.410000,6.790000,101.320000,31.830000,15.95,3.33,10.99,5,11.31232,58.040000,8.310000,20.51,9.07,7.4,20.52,33.63,272.050000,10.98,10,10.32

30,07:15-07:30,2.350000,31.95,10.77,261.750000,31.590000,21.02,3.67,32.7,31.590000,2.350000,74.170000,6.58,2.410000,8.410000,6.790000,101.320000,31.830000,25.12,6.67,10.65,7.33,19.094416,58.040000,8.310000,21.01,9.06,7.4,21.02,32.7,272.050000,10.66,14.67,18.34

31,07:30-07:45,4.120000,33.47,15.58,261.750000,31.590000,21.52,6.41,32.64,31.590000,4.120000,74.170000,9.89,4.210000,8.410000,6.790000,101.320000,31.830000,36.36,10,11.16,9.67,28.583112,58.040000,8.310000,21.51,8.95,7.4,21.52,32.64,272.050000,11.15,19.33,32.08

32,07:45:08:00,5.020000,33.22,24,261.750000,31.590000,22.35,9.68,32.7,31.590000,5.020000,74.170000,13.72,5.150000,8.410000,6.790000,101.320000,31.830000,56,18.78,11.07,13,39.407832,58.040000,8.310000,22.35,8.64,7.2,22.35,32.7,272.050000,11.08,26,48.41

33,08:00-08:15,6.110000,34.46,28.5,261.750000,31.590000,24.35,17.57,37.48,31.590000,6.110000,74.170000,17.97,6.260000,8.250000,6.660000,101.320000,30.870000,66.5,25.48,11.49,14.67,50.193544,58.040000,8.000000,24.35,7.52,7.2,24.35,37.48,272.050000,11.47,29.33,87.85

34,08:15-08:30,7.190000,35.97,33,261.750000,31.590000,26.15,21.04,37.88,31.590000,7.190000,74.170000,22.24,7.370000,8.250000,6.660000,101.320000,30.870000,77,32.31,11.99,18.33,60.189344,58.040000,8.000000,26.15,7.66,7.2,26.15,37.88,272.050000,11.99,36.67,105.19

35,08:30-08:45,8.270000,35.72,39,261.750000,31.590000,27.15,24.56,38.22,31.590000,8.270000,74.170000,26.18,8.480000,8.250000,6.660000,101.320000,30.870000,91,39.22,11.91,20.33,70.233904,58.040000,8.000000,27.15,7.95,7.2,27.15,38.22,272.050000,11.9,40.67,122.79

36,08:45:09:00,9.360000,35.96,45,261.750000,31.590000,27.82,28.01,25.11,31.590000,9.360000,74.170000,29.74,9.590000,8.100000,6.660000,101.320000,30.870000,105,46.16,11.99,22.66,79.829872,58.040000,8.000000,27.81,8.44,7.2,27.82,25.11,272.050000,11.97,45.34,140.07

37,09:00:09:15,10.340000,36.37,51,261.750000,31.590000,27.82,31.28,25.47,31.590000,10.340000,74.170000,33.09,10.600000,8.100000,6.660000,101.320000,28.890000,119,52.66,12.12,25,93.658208,58.040000,7.690000,27.81,8.74,7.2,27.82,25.47,272.050000,12.12,50,156.38

38,09:15-09:30,11.340000,30.29,57,261.750000,31.590000,28.82,34.53,26.1,31.590000,11.340000,74.170000,36.11,11.610000,8.100000,6.660000,101.320000,28.890000,133,58.8,10.1,27.33,101.498816,58.040000,7.690000,28.81,8.99,7.2,28.82,26.1,272.050000,10.09,54.67,172.68

39,09:30-09:45,12.320000,30.67,64.5,261.750000,31.590000,28.82,37.89,26.53,31.590000,12.320000,74.170000,38.69,12.630000,8.100000,6.660000,101.320000,28.890000,150.5,64.6,10.22,31,108.569016,58.040000,7.690000,28.81,10.87,11.07,28.82,26.53,272.050000,10.24,62,189.45

40,09:45-10:00,13.310000,31.29,69,261.750000,31.590000,28.82,41.12,27.21,31.590000,13.310000,56.100000,39.8,13.650000,8.100000,6.660000,101.320000,28.890000,161,69.9,10.43,32.33,115.46368,58.040000,7.690000,28.81,11.14,10.47,28.82,27.21,272.050000,10.43,64.67,205.6

41,10:00-10:15,14.080000,31.79,72,261.750000,32.570000,28.82,43.9,28.19,32.570000,14.080000,56.100000,40,14.420000,7.930000,6.510000,101.320000,28.890000,168,74.75,10.6,34.66,121.392896,58.040000,7.690000,28.81,11.42,10.07,28.82,28.19,272.050000,10.59,69.34,219.5

42,10:15-10:30,14.830000,33.62,75,261.750000,32.570000,28.82,46.44,29.64,32.570000,14.830000,56.100000,41,15.200000,7.930000,6.510000,101.320000,27.930000,175,79.31,11.21,35.33,126.561456,58.040000,7.690000,28.81,11.66,10,28.82,29.64,272.050000,11.21,70.67,232.18

43,10:30-10:45,15.600000,35.17,78,261.750000,32.570000,28.82,48.81,31.84,32.570000,15.600000,56.100000,41.7,15.990000,7.930000,6.510000,101.320000,26.960000,182,83.23,11.72,37,131.417952,58.040000,7.690000,28.81,11.95,19.14,28.82,31.84,272.050000,11.74,74,244.03

44,10:45-11:00,16.250000,36.34,79.8,261.750000,32.570000,28.82,49.31,33.95,32.570000,16.250000,56.100000,42.5,16.660000,7.930000,6.510000,101.320000,26.960000,186.2,86.71,12.11,39.33,135.474784,58.040000,7.690000,28.81,12.39,18.88,28.82,33.95,272.050000,12.12,78.67,246.54

45,11:00-11:15,16.270000,42.67,79.8,261.750000,32.570000,29.65,49.31,35.86,32.570000,16.270000,56.100000,44,16.680000,7.930000,6.510000,101.320000,26.960000,186.2,89.67,14.23,39.33,137.035104,58.040000,7.690000,29.65,12.92,18.48,29.65,35.86,272.050000,14.22,78.67,246.54

46,11:15-11:30,16.350000,43.99,79.8,261.750000,32.570000,29.65,49.31,37.96,32.570000,16.350000,56.100000,44.5,16.760000,7.930000,6.510000,101.320000,26.960000,186.2,92.43,14.66,39.33,136.13792,58.040000,7.690000,29.65,13.47,18.14,29.65,37.96,272.050000,14.68,78.67,246.54

47,11:30-11:45,16.480000,45.87,79.8,261.750000,32.570000,29.98,49.31,39.66,32.570000,16.480000,56.100000,45.5,16.890000,7.930000,6.510000,101.320000,26.960000,186.2,93.73,15.29,39.33,135.279744,58.040000,7.690000,29.99,14.17,17.68,29.98,39.66,272.050000,15.29,78.67,246.54

48,11:45-12:00,16.660000,48.02,79.8,261.750000,32.570000,29.98,49.31,41.23,32.570000,16.660000,56.100000,45.5,17.080000,7.930000,6.510000,101.320000,26.960000,186.2,93.88,16.01,39.33,134.499584,58.040000,7.690000,29.99,14.8,16.86,29.98,41.23,272.050000,16,78.67,246.54

49,12:00-12:15,16.580000,49.71,79.8,213.390000,30.950000,29.98,49.31,42.65,30.950000,16.580000,56.100000,45.5,16.990000,7.930000,6.420000,101.320000,27.930000,186.2,94.24,16.57,39.33,133.6024,58.040000,8.080000,29.99,15.54,16.48,29.98,42.65,272.050000,16.56,78.67,246.54

50,12:15-12:30,16.540000,50.54,81,201.560000,30.950000,29.98,49.31,44.08,30.950000,16.540000,56.100000,45.5,16.950000,7.930000,6.420000,101.320000,27.930000,189,94.66,16.85,39.33,133.6024,58.040000,8.080000,29.99,15.78,23.16,29.98,44.08,272.050000,16.85,78.67,246.54

51,12:30-12:45,16.570000,61.34,81,201.560000,30.950000,29.98,49.31,49.17,30.950000,16.570000,47.330000,45.5,16.980000,7.930000,6.420000,101.320000,27.930000,189,94.64,20.45,39.33,133.6024,58.040000,8.080000,29.99,15.99,23.4,29.98,49.17,272.050000,20.44,78.67,246.54

52,12:45-13:00,16.660000,62.12,81,201.560000,30.950000,29.98,49.31,50.15,30.950000,16.660000,47.330000,45.5,17.080000,7.930000,6.420000,101.320000,27.930000,189,94.66,20.71,39.33,133.6024,58.040000,8.080000,29.99,16.08,23.68,29.98,50.15,272.050000,20.7,78.67,246.54

53,13:00-13:15,16.470000,63.08,81,201.560000,30.950000,29.98,49.31,51.01,30.950000,16.470000,47.390000,45.5,16.880000,8.100000,6.420000,80.480000,27.890000,189,94.19,21.03,39.33,133.6024,58.040000,8.310000,29.99,16.65,23.94,29.98,51.01,272.050000,21.03,78.67,246.54

54,13:15-13:30,16.400000,63.88,81,201.560000,30.950000,29.98,49.31,52.34,30.950000,16.400000,47.390000,45.5,16.810000,8.100000,6.420000,70.420000,27.890000,189,93.9,21.29,39.33,133.6024,58.040000,8.310000,29.99,17.35,24.35,29.98,52.34,272.050000,21.3,78.67,246.54

55,13:30-13:45,16.330000,64.68,81,201.560000,30.950000,29.98,49.31,53.69,30.950000,16.330000,47.390000,45.5,16.740000,8.100000,6.420000,70.420000,27.890000,189,93.26,21.56,39.33,133.6024,58.040000,8.310000,29.99,18.18,23.65,29.98,53.69,272.050000,21.57,78.67,246.54

56,13:45-14:00,16.330000,65.57,81,201.560000,30.950000,29.98,49.31,59.55,30.950000,16.330000,47.330000,44,16.730000,8.100000,6.420000,70.420000,27.890000,189,91.46,21.86,39.33,133.6024,58.040000,8.310000,29.99,19.02,22.81,29.98,59.55,272.050000,21.84,78.67,246.54

57,14:00-14:15,16.040000,70.32,81,201.560000,30.950000,29.98,49.31,60.88,30.950000,16.040000,47.330000,43,16.450000,8.330000,6.420000,70.420000,27.890000,189,90.43,23.44,37.66,133.339096,58.040000,8.620000,29.99,19.68,22.48,29.98,60.88,272.050000,23.45,75.34,246.54

58,14:15-14:30,15.810000,71.18,78,201.560000,30.950000,29.98,49.31,62.08,30.950000,15.810000,47.330000,42,16.220000,8.330000,6.420000,70.420000,27.890000,182,87.38,23.73,36.33,131.144896,58.040000,8.620000,29.99,20.21,22.34,29.98,62.08,272.050000,23.71,72.67,246.54

59,14:30-14:45,15.270000,71.62,76.5,201.560000,30.950000,29.98,49.23,64.14,30.950000,15.270000,47.330000,41,15.650000,8.330000,6.420000,70.420000,27.890000,178.5,84.25,23.88,34,128.931192,58.040000,8.620000,29.99,20.64,21.8,29.98,64.14,272.050000,23.87,68,246.18

60,14:45-15:00,14.630000,72.75,73.5,201.560000,30.950000,29.98,47.26,65.49,30.950000,14.630000,47.330000,39,14.990000,8.330000,6.420000,70.420000,27.890000,171.5,80.25,24.25,33.33,121.919504,58.040000,8.620000,29.99,20.93,22.3,29.98,65.49,272.050000,24.26,66.67,236.28

61,15:00-15:15,13.700000,75.3,70.5,201.560000,30.950000,29.98,44.54,66.88,30.950000,13.700000,56.100000,37.2,14.050000,8.560000,6.510000,99.440000,27.890000,164.5,76.19,25.1,31.66,102.942112,58.040000,9.080000,29.99,21.29,16.08,29.98,66.88,272.050000,25.1,63.34,222.71

62,15:15-15:30,12.790000,80.39,66,201.560000,30.950000,29.98,41.83,64.07,30.950000,12.790000,56.100000,35.88,13.100000,8.560000,6.510000,101.320000,27.890000,154,71.68,26.8,30.33,97.071408,58.040000,9.080000,29.99,22.24,15.53,29.98,64.07,272.050000,26.78,60.67,209.15

63,15:30-15:45,11.860000,80.76,61.5,201.560000,30.950000,29.98,39.01,64.15,30.950000,11.860000,56.100000,34.3,12.160000,8.560000,6.510000,101.320000,27.890000,143.5,66.51,26.92,29.33,88.314112,58.040000,9.080000,29.99,22.43,15.08,29.98,64.15,272.050000,26.92,58.67,195.06

64,15:45-16:00,10.940000,81.21,55.5,201.560000,30.950000,29.98,36.07,64.33,30.950000,10.940000,56.100000,32.28,11.210000,8.560000,6.510000,101.320000,27.890000,129.5,60.99,27.07,27,78.562112,58.040000,9.080000,29.99,22.56,14.98,29.98,64.33,272.050000,27.06,54,180.37

65,16:00-16:15,9.860000,81.07,49.5,201.560000,30.950000,29.98,32.74,64.38,30.950000,9.860000,56.100000,29.79,10.100000,8.950000,6.660000,101.320000,26.790000,115.5,55.41,27.02,24.66,74.99288,58.040000,9.610000,29.99,22.35,13.95,29.98,64.38,272.050000,27.03,49.34,163.7

66,16:15-16:30,8.780000,80.65,43.5,201.560000,30.950000,29.98,31.65,63.92,30.950000,8.780000,56.100000,26.95,9.000000,8.950000,6.660000,101.320000,26.790000,101.5,48.76,26.89,22.66,68.254248,58.040000,9.610000,29.99,22.23,14.11,29.98,63.92,272.050000,26.88,45.34,158.27

67,16:30-16:45,7.700000,80.21,37.5,201.560000,30.950000,29.98,27.93,57.67,30.950000,7.700000,56.100000,23.75,7.890000,8.950000,6.660000,101.320000,26.790000,87.5,42.18,26.74,20.66,61.63264,58.040000,9.610000,29.99,19.66,14.67,29.98,57.67,272.050000,26.74,41.34,139.63

68,16:45-17:00,6.610000,56.9,31.5,201.560000,30.950000,29.98,24.14,58.9,30.950000,6.610000,56.100000,20.36,6.780000,8.950000,6.660000,101.320000,26.790000,73.5,35.45,18.97,18.33,55.167064,58.040000,9.610000,29.99,19.22,18.45,29.98,58.9,272.050000,18.97,36.67,120.7

69,17:00-17:15,5.590000,55.85,27,201.560000,30.950000,32.46,20.42,58.35,30.950000,5.590000,56.100000,16.97,5.720000,9.720000,7.070000,101.320000,27.720000,63,28.49,18.61,16.33,45.483328,58.040000,9.610000,32.45,19.17,18.8,18.86,58.35,272.050000,18.62,32.67,102.11

70,17:15-17:30,4.560000,54.78,22.5,201.560000,30.950000,23.83,16.7,57.9,30.950000,4.560000,56.100000,17.41,4.670000,9.720000,7.070000,101.320000,27.720000,52.5,21.72,18.26,14.33,35.965376,58.040000,9.610000,32.51,19.21,18.78,6.66,57.9,272.050000,18.27,28.67,83.49

71,17:30-17:45,3.520000,53.88,18,201.560000,30.950000,14.3,13.02,57.81,30.950000,3.520000,56.100000,13.2,3.610000,9.810000,7.070000,101.320000,27.720000,42,15.3,17.96,12,26.96428,58.040000,9.610000,20.11,18.95,35.08,1.11,57.81,272.050000,17.96,24,65.12

72,17:45-18:00,2.490000,53.08,13.5,201.560000,30.950000,9.53,9.43,57.39,30.950000,2.490000,56.100000,9.34,2.550000,9.810000,7.070000,101.320000,27.720000,31.5,9.39,17.69,9.33,18.021696,58.040000,9.610000,10.5,18.85,35.01,0.05,57.39,272.050000,17.71,18.67,47.13

73,18:00-18:15,1.910000,52.74,9,249.920000,30.950000,0,6.98,48.9,30.950000,1.910000,56.100000,6.14,1.960000,9.810000,7.540000,101.320000,27.670000,21,1.08,17.58,7.67,13.233464,58.040000,9.850000,0,16.08,34.66,0,48.9,272.050000,17.57,15.33,34.91

74,18:15-18:30,1.340000,56.51,6,261.750000,30.950000,0,4.73,48.68,30.950000,1.340000,56.100000,3.72,1.370000,9.810000,7.540000,101.320000,27.670000,14,0.33,18.84,5.67,8.533,58.040000,9.850000,0,15.51,34.17,0,48.68,272.050000,18.83,11.33,23.63

75,18:30-18:45,0.750000,56.79,3,261.750000,30.950000,0,2.66,48.41,30.950000,0.750000,56.100000,2.18,0.770000,9.810000,7.540000,101.320000,27.670000,7,0,18.93,4.67,3.432704,58.040000,9.850000,0,15.17,32.62,0,48.41,272.050000,18.93,9.33,13.29

76,18:45-19:00,0.420000,57.06,1.5,261.750000,30.950000,0,0.75,48.05,30.950000,0.420000,56.100000,0.96,0.430000,9.810000,7.540000,101.320000,27.670000,3.5,0,19.02,3.33,0.68264,58.040000,9.850000,0,14.75,42.16,0,48.05,272.050000,19.01,6.67,3.76

77,19:00-19:15,0.090000,57.27,0,261.750000,30.950000,0,0.3,47.62,30.950000,0.090000,74.170000,0,0.090000,9.960000,7.900000,101.320000,27.670000,0,0,19.09,1.67,0,58.040000,9.850000,0,14.89,42.24,0,47.62,272.050000,19.09,3.33,1.48

78,19:15-19:30,0.000000,57.49,0,261.750000,30.950000,0,0.13,47.18,30.950000,0.000000,74.170000,0,0.000000,9.960000,7.900000,101.320000,27.670000,0,0,19.16,0.33,0,58.040000,9.850000,0,18.56,42.15,0,47.18,272.050000,19.17,0.67,0.66

79,19:30-19:45,0.000000,57.67,0,261.750000,30.950000,0,0.03,46.99,30.950000,0.000000,74.170000,0,0.000000,9.960000,7.900000,101.320000,27.670000,0,0,19.22,0,0,58.040000,9.850000,0,18.2,42.12,0,46.99,272.050000,19.22,0,0.16

80,19:45-20:00,0.000000,49.42,0,261.750000,30.950000,0,0,41.67,30.950000,0.000000,74.170000,0,0.000000,9.960000,7.900000,101.320000,27.670000,0,0,16.48,0,0,58.040000,9.850000,0,17.55,42.06,0,41.67,272.050000,16.47,0,0

81,20:00-20:15,0.000000,48.42,0,261.750000,30.950000,0,0,42.34,30.950000,0.000000,74.170000,0,0.000000,9.960000,7.900000,101.320000,27.670000,0,0,16.14,0,0,58.040000,9.850000,0,16.7,41.92,0,42.34,272.050000,16.13,0,0

82,20:15-20:30,0.000000,46.88,0,261.750000,30.950000,0,0,41.67,30.950000,0.000000,74.170000,0,0.000000,9.960000,7.900000,101.320000,27.670000,0,0,15.63,0,0,58.040000,9.850000,0,15.95,41.72,0,41.67,272.050000,15.63,0,0

83,20:30-20:45,0.000000,45.38,0,261.750000,30.950000,0,0,41.08,30.950000,0.000000,74.170000,0,0.000000,8.560000,7.900000,101.320000,27.670000,0,0,15.13,0,0,58.040000,9.850000,0,15.25,41.66,0,41.08,272.050000,15.12,0,0

84,20:45-21:00,0.000000,43.87,0,261.750000,30.950000,0,0,40.01,30.950000,0.000000,74.170000,0,0.000000,9.720000,7.900000,101.320000,27.670000,0,0,14.62,0,0,58.040000,9.850000,0,9.34,41.52,0,40.01,272.050000,14.62,0,0

85,21:00-21:15,0.000000,35.62,0,261.750000,30.950000,0,0,28.33,30.950000,0.000000,74.170000,0,0.000000,9.720000,7.440000,101.320000,27.670000,0,0,11.88,0,0,58.040000,9.610000,0,9.67,41.32,0,28.33,272.050000,11.87,0,0

86,21:15-21:30,0.000000,36.12,0,261.750000,30.950000,0,0,28.33,30.950000,0.000000,74.170000,0,0.000000,9.720000,7.440000,101.320000,27.670000,0,0,12.04,0,0,58.040000,9.610000,0,9.84,42.02,0,28.33,272.050000,12.04,0,0

87,21:30-21:45,0.000000,36.26,0,261.750000,30.950000,0,0,28.33,30.950000,0.000000,74.170000,0,0.000000,9.720000,7.440000,101.320000,27.670000,0,0,12.09,0,0,58.040000,9.610000,0,9.87,42.02,0,28.33,272.050000,12.08,0,0

88,21:45-22:00,0.000000,36.62,0,261.750000,30.950000,0,0,28.33,30.950000,0.000000,74.170000,0,0.000000,9.720000,7.440000,101.320000,27.670000,0,0,12.21,0,0,58.040000,9.610000,0,9.63,42.02,0,28.33,272.050000,12.21,0,0

89,22:00-22:15,0.000000,36.76,0,261.750000,30.950000,0,0,28.84,30.950000,0.000000,74.170000,0,0.000000,9.570000,7.350000,101.320000,28.690000,0,0,12.25,0,0,58.040000,9.460000,0,9.69,42.02,0,28.84,272.050000,12.26,0,0

90,22:15-22:30,0.000000,37.26,0,261.750000,30.950000,0,0,29.84,30.950000,0.000000,74.170000,0,0.000000,9.570000,7.350000,101.320000,27.720000,0,0,12.42,0,0,58.040000,9.460000,0,9.95,41.92,0,29.84,272.050000,12.42,0,0

91,22:30-22:45,0.000000,37.97,0,261.750000,30.950000,0,0,31.17,30.950000,0.000000,74.170000,0,0.000000,9.570000,7.350000,101.320000,27.720000,0,0,12.66,0,0,58.040000,9.460000,0,10.23,41.72,0,31.17,272.050000,12.64,0,0

92,22:45-23:00,0.000000,34.35,0,261.750000,30.950000,0,0,39.74,30.950000,0.000000,74.170000,0,0.000000,9.570000,7.350000,101.320000,27.720000,0,0,11.45,0,0,58.040000,9.460000,0,10.6,39.72,0,39.74,272.050000,11.44,0,0

