Column1,Block,GNA/WR/2025/04/01/4420,NR/30092023/31122025/SH-07,NR/2025/25791/A/63453,NR/2025/25790/A/63454,NR/2025/25792/A/63452,GNA/NR/2025/04/01/9334,NR/2025/25794/A/63451,NR/2025/25924/A/63412,NR/2025/25795/A/63448,WR/2025/27350/A/63161,GNARE/NR/2024/12/20/3668,NR/2025/25940/C,WR/2025/27369/A/63533,WR/2025/27361/A/63481,NR/2025/25752/A/63067,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/11/4172,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/11/3573,GNA/NR/2025/04/01/7960,NR/30092023/26122029/SH-06,GNA/NR/2025/04/11/9952,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,Total
64,15:45-16:00,0,27,21.88,10.93,32.81,2.89,32.81,5.78,10.93,0,77.69,288.75,48.12,48.12,6.35,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,6.81,776.3

65,16:00-16:15,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,71.34,288.75,48.12,48.12,3.47,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,6.91,818.13

66,16:15-16:30,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,64.51,288.75,48.12,48.12,3.37,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,6.91,811.1999999999999

67,16:30-16:45,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,57.43,288.75,48.12,48.12,3.37,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,6.91,804.12

68,16:45-17:00,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,49.86,288.75,48.12,48.12,3.37,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,6.91,796.55

69,17:00-17:15,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,42.2,288.75,48.12,48.12,0,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,7,785.61

70,17:15-17:30,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,34.74,271.42,48.12,48.12,0,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,7,760.8199999999999

71,17:30-17:45,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,26.08,271.42,48.12,48.12,0,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,7,752.16

72,17:45-18:00,50,27,21.88,10.93,32.81,2.89,32.81,6.74,10.93,0,17.54,271.42,48.12,48.12,0,0,9.62,1.92,9.62,0,48.12,0,43.75,27,0,2.89,2.89,9.62,7,743.62

73,18:00-18:15,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,9.75,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,0,2.89,2.89,9.62,7.28,803.8499999999999

74,18:15-18:30,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,5.06,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,0,2.89,2.89,9.62,7.28,799.16

75,18:30-18:45,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,2.89,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,0,2.89,2.89,9.62,7.28,796.9899999999999

76,18:45-19:00,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,1.49,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,0,2.89,2.89,9.62,7.28,795.5899999999999

77,19:00-19:15,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,0.59,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,38.5,2.89,2.89,9.62,7.56,833.4699999999999

78,19:15-19:30,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,0.35,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,38.5,2.89,2.89,9.62,7.56,833.2299999999999

79,19:30-19:45,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,38.5,2.89,2.89,9.62,7.56,832.8799999999999

80,19:45-20:00,50,32,21.88,10.93,32.81,2.89,32.81,6.74,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,0,43.75,32,38.5,2.89,2.89,9.62,7.56,832.8799999999999

81,20:00-20:15,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

82,20:15-20:30,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

83,20:30-20:45,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

84,20:45-21:00,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

85,21:00-21:15,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

86,21:15-21:30,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

87,21:30-21:45,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

88,21:45-22:00,50,32,21.88,10.93,32.81,2.89,32.81,5.78,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,61.6,43.75,32,38.5,2.89,2.89,9.62,7.83,893.79

89,22:00-22:15,50,32,21.88,10.93,32.81,2.89,32.81,4.81,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,940.94

90,22:15-22:30,50,32,21.88,10.93,32.81,2.89,32.81,4.81,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,940.94

91,22:30-22:45,50,32,21.88,10.93,32.81,2.89,32.81,4.81,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,940.94

92,22:45-23:00,50,32,21.88,10.93,32.81,2.89,32.81,4.81,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,940.94

93,23:00-23:15,50,32,21.88,10.93,32.81,2.89,32.81,3.85,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,939.98

94,23:15-23:30,50,32,21.88,10.93,32.81,2.89,32.81,3.85,10.93,48.12,0,232.92,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,939.98

95,23:30-23:45,50,32,21.88,10.93,32.81,2.89,32.81,3.85,10.93,48.12,0,213.68,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,920.74

96,23:45-24:00,50,32,21.88,10.93,32.81,2.89,32.81,3.85,10.93,48.12,0,213.68,48.12,48.12,0,0,9.62,1.92,9.62,48.12,48.12,109.72,43.75,32,38.5,2.89,2.89,9.62,7.83,920.74

