Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/15122023/15122023/HPX-TAMCTG-141223-05389,NR/01122023/15122023/HP-15,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/30092023/31122025/SH-07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/08122023/15122023/HP-19,NR/15122023/15122023/DD20231215NR21789,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07
22,05:15-05:30,1.700000,55.180000,0.000000,57.030000,0.000000,229.820000,25.850000,1.120000,71.250000,0.000000,22.980000,197.490000,1.140000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,27.67,0.000000,100.300000,0,0,0,0,9.45,0,21.62,0,28.34,0,7,0,0,21.62,0,0,0,9.44,0,0

23,05:30-05:45,1.700000,74.010000,0.000000,57.030000,0.000000,269.320000,25.850000,1.120000,71.250000,0.000000,22.980000,259.130000,1.140000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,27.94,0.000000,100.300000,0,0,0,0,7.33,0,21.52,0,22,0,7,0,0,21.52,0,0,0,7.34,0,0

24,05:45-06:00,1.700000,86.380000,0.000000,57.030000,0.000000,269.320000,25.850000,1.120000,67.030000,0.000000,22.980000,259.130000,1.140000,47.88,25.850000,95.760000,0.000000,127.340000,0.000000,28.17,0.000000,100.300000,0,0,0,0,7.33,0,21.56,0,22,0,7,0,0,21.56,0,0,0,7.34,0,0

25,06:00-06:15,1.700000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.080000,75.650000,0.000000,22.980000,259.130000,1.140000,47.88,25.300000,95.760000,0.000000,230.480000,0.000000,28.13,0.000000,100.300000,0,0,0,0,7.33,0,21.05,0,22,0,7,0,0,21.05,0,0,0,7.34,0,0

26,06:15-06:30,1.700000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.080000,84.270000,0.000000,22.980000,259.130000,1.140000,47.88,23.150000,95.760000,0.000000,230.480000,0.000000,27.12,0.000000,100.300000,2.04,0,0,0,7.33,0,20.2,0,22,0,7,0,0,20.2,0,0,0,7.34,0,0

27,06:30-06:45,1.700000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.080000,92.890000,0.000000,22.980000,259.130000,1.140000,47.88,0.000000,95.760000,0.000000,230.480000,0.000000,30.25,0.000000,100.300000,5.85,0,1.1,0,7.33,0,19.83,0,22,0,7,0.23,0,19.83,0,0,0,7.34,0,0

28,06:45-07:00,1.700000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.080000,101.510000,0.000000,22.980000,259.130000,1.140000,47.88,0.000000,95.760000,0.000000,230.480000,0.000000,29.85,0.000000,100.300000,13.04,0,4.1,0,7.33,0,20.03,0,22,0,7,4.31,0,20.03,0,0,0,7.34,0,0

29,07:00-07:15,1.700000,86.380000,0.000000,0.000000,0.000000,269.320000,30.640000,1.080000,117.210000,0.000000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,0.000000,230.480000,153.220000,29.5,0.000000,100.300000,22.31,0,11.6,0,7.33,0,20.01,2.092595,22,0,7,12.2,0,20.01,0,0,0,7.34,0,0

30,07:15-07:30,1.700000,86.380000,0.000000,0.000000,0.110000,269.320000,30.640000,1.080000,117.210000,0.110000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,0.110000,230.480000,153.220000,29.03,0.000000,100.300000,32.36,0,20.3,1,7.33,0,20.26,8.000526,22,0,7,24.23,0,20.26,0,0,0,7.34,1,1

31,07:30-07:45,1.700000,86.380000,0.000000,0.000000,0.390000,269.320000,30.640000,1.080000,117.210000,0.400000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,0.390000,230.480000,153.220000,28.47,0.000000,100.300000,30.17,0,30.17,3,7.33,5.07,21.41,15.125082,22,0,7,30.16,1,21.41,1,1.01,0.33,7.34,4,11

32,07:45:08:00,1.700000,86.380000,0.000000,0.000000,0.920000,269.320000,30.640000,1.080000,117.210000,0.940000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,0.920000,230.480000,153.220000,28,0.000000,100.300000,30.17,0,30.17,5,7.33,14.84,21.48,23.417598,22,0,7,30.16,3,21.48,3,2.97,1,7.34,9,21

33,08:00-08:15,1.700000,86.380000,0.000000,0.000000,1.680000,269.320000,30.640000,1.080000,117.210000,1.720000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,1.680000,230.480000,153.220000,25.18,0.000000,100.300000,30.33,0,30.33,10,7.33,33.29,21.8,33.374457,22,0,7,30.34,6,21.8,5,6.66,6.14,7.34,10,25

34,08:15-08:30,1.700000,86.380000,0.000000,0.000000,2.660000,269.320000,30.640000,1.080000,117.210000,2.730000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,2.660000,230.480000,153.220000,24.87,0.000000,100.300000,30.33,0,30.33,17,7.33,57.01,21.82,44.528475,22,0,7,30.34,9,21.82,8,11.4,14.53,7.34,18,42

35,08:30-08:45,1.700000,86.380000,0.000000,0.000000,4.290000,269.320000,30.640000,1.080000,117.210000,4.390000,22.020000,259.130000,1.140000,47.88,30.640000,95.760000,4.290000,230.480000,0.000000,24.54,0.000000,100.300000,32,0,32,27,7.33,81.85,15.39,55.536498,22,0,6,32,13,15.39,13,16.37,22.85,7.34,24,56

36,08:45:09:00,1.700000,86.380000,0.000000,0.000000,5.930000,269.320000,30.640000,1.080000,117.210000,6.070000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,5.930000,230.480000,0.000000,24.28,0.000000,100.300000,32,0,32,33,7.33,102.68,15.36,65.688017,22,0,6,32,18,15.36,17,20.54,29.72,7.34,31,74

37,09:00:09:15,1.700000,86.380000,0.000000,0.000000,7.350000,269.320000,30.640000,1.080000,117.210000,7.530000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,7.350000,230.480000,0.000000,24.08,0.000000,100.300000,32,0,32,45,7.17,123.03,14.44,75.489148,21.5,0,6,32,22,14.44,22,24.6,39.4,7.16,37,85

38,09:15-09:30,1.700000,86.380000,0.000000,0.000000,8.630000,269.320000,30.640000,1.010000,117.210000,8.850000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,8.630000,230.480000,0.000000,24.12,0.000000,100.300000,32,0,32,51,7,141.13,14.11,84.735498,21,0,6,32,27,14.11,26,28.23,48.09,7,43,100

39,09:30-09:45,1.700000,86.380000,0.000000,0.000000,9.790000,269.320000,30.640000,1.010000,117.210000,10.030000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,9.790000,230.480000,0.000000,24.14,0.000000,100.300000,32,0,32,60,6.67,158.14,13.77,93.456266,20,0,6,32,29.63,13.77,30,31.63,55.71,6.66,51,119

40,09:45-10:00,1.700000,86.380000,0.000000,0.000000,10.860000,269.320000,30.640000,1.010000,117.210000,11.140000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,10.860000,230.480000,0.000000,23.94,0.000000,100.300000,32.5,0,32.5,66,6.67,174.03,13.21,101.476258,20,0,5.34,32.5,31.94,13.21,33,34.81,61.94,6.66,57,133

41,10:00-10:15,1.700000,86.380000,0.000000,0.000000,11.810000,269.320000,30.640000,1.010000,104.280000,12.110000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,11.810000,230.480000,0.000000,23.73,0.000000,100.300000,32.5,0,32.5,73,6.67,188.46,19.15,108.688411,20,0,5.34,32.5,34.53,19.15,37,37.69,67.96,6.66,63,147

42,10:15-10:30,1.700000,86.380000,0.000000,0.000000,12.630000,269.320000,30.640000,1.010000,99.970000,12.950000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,12.630000,230.480000,0.000000,23.76,0.000000,100.300000,32.5,0,32.5,77,6.67,201.37,18.72,114.94673,20,0,5.34,32.5,36.74,18.72,38,40.27,73.35,6.66,67,158

43,10:30-10:45,1.700000,74.010000,0.000000,0.000000,13.350000,269.320000,30.640000,1.010000,95.660000,13.690000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,13.350000,230.480000,0.000000,19.13,0.000000,100.300000,32.5,0,32.5,75,6.67,212.28,18.58,126.33434,20,0,5.34,32.5,38.93,18.58,38,42.46,78.53,6.66,72,168

44,10:45-11:00,1.700000,74.010000,0.000000,0.000000,13.950000,269.320000,30.640000,1.010000,94.230000,14.310000,21.070000,259.130000,1.140000,47.88,30.640000,95.760000,13.950000,230.480000,0.000000,18.93,0.000000,100.300000,32.5,0,32.5,79,6.67,222.44,18.55,130.402734,20,0,5.34,32.5,39.88,18.55,39,44.49,83.04,6.66,75,175

45,11:00-11:15,1.700000,86.380000,0.000000,0.000000,14.440000,269.320000,30.640000,1.010000,94.230000,14.800000,21.070000,259.130000,1.220000,47.88,30.640000,95.760000,14.440000,230.480000,0.000000,18.13,0.000000,100.300000,32.5,0,32.5,83,6.67,229.9,18.34,133.254503,20,0,5.34,32.5,40.49,18.34,41,45.98,86.54,6.66,73,172

46,11:15-11:30,1.700000,86.380000,0.000000,0.000000,14.800000,269.320000,30.640000,1.010000,94.230000,15.170000,21.070000,259.130000,1.220000,47.88,30.640000,95.760000,14.800000,230.480000,0.000000,18.13,0.000000,100.300000,32.5,0,32.5,85,6.67,233.33,17.76,135.424962,20,0,5.34,32.5,41.64,17.76,42,46.67,89.61,6.66,75,175

47,11:30-11:45,1.700000,86.380000,0.000000,0.000000,15.090000,269.320000,30.640000,1.010000,94.230000,15.470000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,15.090000,230.480000,0.000000,18.17,0.000000,100.300000,32.5,0,32.5,87,6.67,233.33,17.2,137.030907,20,0,5.34,32.5,41.5,17.2,43,46.67,91.49,6.66,76,179

48,11:45-12:00,1.700000,86.380000,0.000000,0.000000,13.860000,269.320000,30.640000,1.010000,94.230000,14.200000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,13.860000,230.480000,0.000000,18.13,0.000000,100.300000,32.5,0,32.5,91,6.67,233.33,16.37,138.481124,20,0,5.34,32.5,41.75,16.37,46,46.67,91.49,6.66,76,179

49,12:00-12:15,1.750000,86.380000,0.000000,0.000000,14.050000,269.320000,30.640000,1.010000,94.230000,14.400000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,14.050000,230.480000,0.000000,21.12,0.000000,100.300000,32.5,0,32.5,89,6.67,233.33,12.67,141.770878,20,0,5.34,32.5,43.24,12.67,45,46.67,91.49,6.66,77,181

50,12:15-12:30,1.750000,86.380000,0.000000,0.000000,14.240000,269.320000,30.640000,1.010000,94.230000,14.590000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,14.240000,230.480000,0.000000,20.98,0.000000,100.300000,32.5,0,32.5,88,6.67,233.33,12.67,141.332893,20,0,5.34,32.5,43,12.67,44,46.67,91.49,6.66,77,181

51,12:30-12:45,1.750000,86.380000,0.000000,0.000000,14.330000,269.320000,30.640000,1.010000,94.230000,14.690000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,14.330000,230.480000,0.000000,20.7,0.000000,100.300000,32.5,0,32.5,88,5.38,233.33,12.67,140.009205,16.15,0,5,32.5,43,12.67,44,46.67,91.49,5.39,77,181

52,12:45-13:00,1.750000,86.380000,0.000000,0.000000,14.340000,269.320000,30.640000,1.010000,94.230000,14.710000,21.070000,259.130000,1.220000,47.88,25.300000,95.760000,14.340000,230.480000,0.000000,20.32,0.000000,100.300000,32.5,0,32.5,87,5.24,233.33,12.67,137.731683,15.73,0,5,32.5,42.56,12.67,43,46.67,91.49,5.24,77,181

53,13:00-13:15,1.750000,67.540000,0.000000,0.000000,14.110000,269.320000,25.850000,1.080000,94.230000,14.470000,21.070000,248.900000,1.290000,47.88,25.850000,95.760000,14.110000,230.480000,0.000000,25.14,0.000000,100.300000,32.5,0,32.5,87,5,233.33,12.67,134.617123,15,0,5,32.5,42.13,12.67,43,46.67,91.49,5,76,179

54,13:15-13:30,1.750000,67.540000,0.000000,0.000000,13.830000,229.820000,25.850000,1.080000,67.030000,14.180000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,13.830000,230.480000,0.000000,23.83,0.000000,100.300000,32.5,0,32.5,87,5,233.33,12.67,130.918583,15,0,5,32.5,41.67,12.67,43,46.67,91.49,5,75,175

55,13:30-13:45,1.750000,54.770000,0.000000,0.000000,13.580000,269.320000,25.850000,1.080000,67.030000,13.910000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,13.580000,230.480000,0.000000,22.72,0.000000,100.300000,32.5,0,32.5,83,5,233.33,12.67,128.426935,15,0,5,32.5,41.02,12.67,41,46.67,88.69,5,73,172

56,13:45-14:00,1.750000,73.610000,0.000000,0.000000,13.290000,269.320000,25.850000,1.080000,67.030000,13.630000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,13.290000,230.480000,0.000000,21.67,0.000000,100.300000,32.5,0,32.5,80,5,232.55,12.67,122.703931,15,0,5,32.5,39.5,12.67,40,46.51,86.41,5,72,168

57,14:00-14:15,1.750000,73.610000,0.000000,0.000000,12.870000,269.320000,25.850000,1.080000,94.230000,13.200000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,12.870000,230.480000,0.000000,15.73,0.000000,100.300000,32.5,0,32.5,77,5,227.2,12.67,116.338549,15,0,5,32.5,38.45,12.67,38,45.44,84.32,5,67,158

58,14:15-14:30,1.750000,73.610000,0.000000,0.000000,12.260000,269.320000,25.850000,1.080000,94.230000,12.570000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,12.260000,230.480000,0.000000,15.06,0.000000,100.300000,32.5,0,32.5,73,5,218.53,12.67,109.311323,15,0,5,32.5,37.48,12.67,37,43.7,80.32,5,64,151

59,14:30-14:45,1.750000,73.610000,0.000000,0.000000,11.490000,269.320000,25.850000,1.080000,98.540000,11.780000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,11.490000,230.480000,0.000000,11.14,0.000000,100.300000,32.5,0,32.5,68,5,208.33,12.67,101.476258,15,0,5,32.5,35.6,12.67,34,41.66,75.26,5,61,142

60,14:45-15:00,1.750000,73.610000,0.000000,0.000000,10.620000,269.320000,25.850000,1.080000,102.850000,10.890000,21.070000,224.000000,1.290000,47.88,25.850000,95.760000,10.620000,230.480000,0.000000,11.14,0.000000,100.300000,32.5,0,32.5,63,5,197.42,12.67,92.765223,15,0,5,32.5,33.39,12.67,32,39.48,69.77,5,57,133

61,15:00-15:15,1.750000,73.610000,0.000000,0.000000,9.640000,269.320000,25.850000,1.160000,107.160000,9.870000,21.070000,259.130000,1.370000,47.88,25.850000,95.760000,9.640000,230.480000,0.000000,9.07,0.000000,100.300000,32.5,0,32.5,55,5,183.97,12.67,83.528606,15,0,5,32.5,31.3,12.67,28,36.79,64.68,5,49,116

62,15:15-15:30,1.750000,73.610000,0.000000,0.000000,8.550000,269.320000,25.850000,1.160000,110.120000,8.770000,21.070000,259.130000,1.370000,47.88,25.850000,95.760000,8.550000,230.480000,0.000000,8.65,0.000000,100.300000,32.5,0,32.5,50,5,168.78,12.67,73.133762,15,0,5,32.5,28.32,12.67,25,33.75,59.13,5,43,102

63,15:30-15:45,1.750000,73.610000,0.000000,0.000000,7.380000,269.320000,25.850000,1.160000,110.120000,7.560000,22.020000,259.130000,1.370000,47.88,25.850000,95.760000,7.380000,230.480000,0.000000,8.27,0.000000,100.300000,32.5,0,32.5,43,5,153.09,12.67,62.135472,15,0,5,32.5,25.21,12.67,22,30.62,52.77,5,37,88

64,15:45-16:00,1.750000,73.610000,0.000000,0.000000,6.160000,269.320000,30.640000,1.160000,110.120000,6.310000,22.020000,259.130000,1.370000,47.88,25.300000,95.760000,6.160000,230.480000,0.000000,7.85,0.000000,100.300000,32.5,0,32.5,37,5,136.25,12.67,50.6116,15,0,5,32.5,21.85,12.67,18,27.25,45.36,5,33,77

65,16:00-16:15,1.800000,86.380000,0.000000,0.000000,4.780000,269.320000,30.640000,1.240000,110.120000,4.910000,22.980000,259.130000,1.450000,47.88,23.150000,95.760000,4.780000,230.480000,0.000000,7.59,0.000000,100.300000,33,0,25.1,28,5,118.35,12.67,40.187557,15,0,5,33,17.31,12.67,14,23.67,37.25,5,27,63

66,16:15-16:30,1.800000,86.380000,0.000000,0.000000,3.480000,269.320000,30.640000,1.240000,110.120000,3.560000,22.980000,259.130000,1.450000,47.88,23.150000,95.760000,3.480000,230.480000,0.000000,7.5,0.000000,100.300000,33,0,12.2,21,5,98.93,12.67,26.600289,15,0,5,24.85,11.8,12.67,11,19.78,28.69,5,24,56

67,16:30-16:45,1.800000,86.380000,0.000000,0.000000,2.330000,269.320000,30.640000,1.240000,110.120000,2.390000,23.940000,259.130000,1.450000,47.88,0.000000,95.760000,2.330000,230.480000,0.000000,7.54,0.000000,100.300000,20.87,0,4.1,13,5,78.39,12.67,18.307773,15,0,5,13.46,9,12.67,7,15.68,19.55,5,18,42

68,16:45-17:00,1.800000,86.380000,0.000000,0.000000,1.490000,269.320000,29.690000,1.240000,110.120000,1.530000,23.940000,259.130000,1.450000,47.88,29.690000,95.760000,1.490000,230.480000,0.000000,7.32,0.000000,100.300000,10.97,0,0.7,10,5,55.1,12.67,10.852295,15,0,5,5.31,6,12.67,5,11.02,10.38,5,12,28

69,17:00-17:15,1.800000,86.380000,95.760000,0.000000,0.810000,269.320000,29.690000,1.310000,110.120000,0.840000,23.940000,259.130000,1.370000,47.88,29.690000,95.760000,0.810000,230.480000,57.460000,6.93,0.000000,100.300000,4.08,0,0,7,5,33.37,13.44,4.340918,15,0,5,1.02,3,13.44,3,6.67,1.87,5,6,14

