Block,Time,DULHASTI,JHAJJAR,KHSTPP-I,KKNP,KKNPPU2,NJPC,RAPPB,SIMHST2,TANDA2,URI,ANTA_RF,DADRI_RF,NLCIIST2,NNTPP,NTPL,PARBATI2,PARBATI3,RSTPSU1TO6,SASAN,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,ANTA_LF,AURY_GF,AURY_LF,AURY_RF,DADRI_GF,BSIUL,CHAMERA2,RAMPUR,SIMHST1,TALA,TALST2,KGSU1AND2,MAPS,NLCIIST1,TEHRI,VALLURNTECL,ANTA_GF,DADRI_CRF,DADRI_LF,BRBCL,KOLDAM,RIHAND2,RSTPSU7,TANAKPUR,URI2,CHAMERA3,KGSU3AND4,KISHANGANGA,KUDGI,RAPPC,RAPPD,SINGRAULI,UNCHAHAR1,UNCHAHAR3,CHAMERA1,DHAULIGNGA,KOTESHWR,NAPP,NLCTS2EXP,SALAL,SEWA2,DADRT2,FSTPP I & II,KHSTPP-II,NLCEXP,RIHAND1,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF
17,04:00-04:15,59.5,418.67,45.53,0,0,110.67,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,4.33,0,0,0,0,0,0,12.12,0,0,0,0,20,1.93,124.58,0,0,34.54,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

18,04:15-04:30,59.5,418.67,45.53,0,0,110.67,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,4.33,0,0,0,0,0,0,12.12,0,0,0,0,20,1.93,124.58,0,0,34.54,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

19,04:30-04:45,59.5,418.67,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,24.23,0,0,0,0,20,1.93,124.58,0,6.27,34.54,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

20,04:45-05:00,59.5,418.67,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,24.23,0,0,0,0,20,1.93,124.58,0,6.27,34.54,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,21.88,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

21,05:00-05:15,59.5,460.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.04,0,0,0,0,20,1.93,124.58,0,6.27,35.34,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

22,05:15-05:30,59.5,461.27,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,1.93,124.58,0,6.27,35.34,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

23,05:30-05:45,59.5,461.27,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,0.51,35.34,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

24,05:45-06:00,59.5,461.27,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,0.51,35.34,23.33,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

25,06:00-06:15,59.5,418.67,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,0.51,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

26,06:15-06:30,59.5,418.67,45.53,0,0,75.04,0,0,5.7,50.23,53.54,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,0.51,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

27,06:30-06:45,59.5,418.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

28,06:45-07:00,59.5,670.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,48.81,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.55,18.2,148.3,0,97.23,130.79,1,44.5,0

29,07:00-07:15,59.5,600.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,32.53,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,4.79,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,44.5,0

30,07:15-07:30,59.5,600.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,2.3,0,0,0,0,85.48,0,0,32.53,2.98,0,0,0,0,0,0,25.19,0,0,0,0,20,2.4,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,42.15,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

31,07:30-07:45,59.5,600.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,32.53,2.98,0,0,0,0,0,0,12.35,0,0,0,0,20,2.16,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,150.34,21.64,27.68,28.1,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

32,07:45-08:00,59.5,600.67,45.53,0,0,75.04,0,0,5.7,50.23,53.27,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,32.53,2.98,0,0,0,0,0,0,12.12,0,0,0,0,20,0,124.58,0,1.79,35.34,18.42,0,8.63,0,68.56,30,131.54,21.64,27.68,26.02,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

33,08:00-08:15,59.5,550.67,45.53,0,0,47.04,0,0,5.7,49.68,53.01,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,32.53,1.87,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,25.28,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

34,08:15-08:30,59.5,550.67,45.53,0,0,47.04,0,0,5.7,49.68,53.01,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,32.53,1.87,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,12.64,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

35,08:30-08:45,59.5,500.67,45.53,0,0,47.04,0,0,5.7,49.68,53.01,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,32.53,1.87,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,12.16,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

36,08:45-09:00,59.5,500.67,45.53,0,0,27.66,0,0,5.7,49.68,53.01,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,16.27,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,35.34,0,0,8.63,0,68.56,30,131.54,21.64,27.68,12.16,10.95,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

37,09:00-09:15,59.5,500.67,45.53,0,0,27.66,0,0,5.7,16.56,52.74,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,16.27,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,38.56,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

38,09:15-09:30,59.5,430.67,45.53,0,0,27.66,0,0,5.7,5.52,52.74,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,16.27,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,3.07,38.56,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

39,09:30-09:45,59.5,430.67,45.53,0,0,27.66,0,0,5.7,5.52,52.74,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,16.27,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,38.56,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

40,09:45-10:00,59.5,410.67,45.53,0,0,27.66,0,0,5.7,16.56,52.74,112.08,0,0,0,16.53,16.88,0,413.44,0,3.2,0,0,0,0,85.48,0,0,16.27,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,38.56,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

41,10:00-10:15,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,52.22,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

42,10:15-10:30,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,52.22,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,150.34,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

43,10:30-10:45,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,52.22,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

44,10:45-11:00,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,52.22,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

45,11:00-11:15,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,51.7,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

46,11:15-11:30,59.5,410.67,45.53,0,0,27.66,0,0,5.7,52.36,51.7,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

47,11:30-11:45,59.5,410.67,45.53,0,0,27.66,0,0,5.7,49.68,51.7,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

48,11:45-12:00,59.5,410.67,45.53,0,0,27.66,0,0,5.7,49.68,51.7,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

49,12:00-12:15,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.7,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

50,12:15-12:30,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

51,12:30-12:45,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

52,12:45-13:00,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.79,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

53,13:00-13:15,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

54,13:15-13:30,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

55,13:30-13:45,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

56,13:45-14:00,59.5,273.78,45.53,0,0,27.66,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,85.48,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

57,14:00-14:15,59.5,273.78,45.53,0,0,55.33,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

58,14:15-14:30,59.5,273.78,45.53,0,0,55.33,0,0,5.7,49.68,51.17,112.08,0,0,0,22.54,19.64,0,413.44,0,3.2,0,0,0,0,84.67,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,20,0,124.58,0,1.15,35.34,0,0,8.63,0,68.56,30,131.5,21.64,27.68,0,0,10.43,25.51,0,0,18.9,688.92,18.2,148.3,0,97.23,130.79,1,45,0

