Block,Time,BRBCL,CHAMERA1,CHAMERA3,FSTPP I & II,RIHAND3,SASAN,TANAKPUR,BSIUL,DADRT2,KHSTPP-II,NAPP,RAPPB,RSTPSU1TO6,ANTA_LF,AURY_CRF,AURY_GF,AURY_RF,KISHANGANGA,MAPS,NTPL,RIHAND1,SALAL,SIMHST2,UNCHAHAR1,URI,VALLURNTECL,DADRI_RF,DHAULIGNGA,JHAJJAR,KOLDAM,NLCIIST1,NNTPP,AURY_LF,CHAMERA2,KHSTPP-I,KKNPPU2,NJPC,PARBATI3,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,KGSU3AND4,KKNP,KUDGI,NLCEXP,SEWA2,TEHRI,URI2,ANTA_RF,DADRI_CRF,DADRI_GF,DULHASTI,RIHAND2,SIMHST1,TALST2,UNCHAHAR2,ANTA_GF,KGSU1AND2,KOTESHWR,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPC,TALA,TANDA2,ANTA_CRF,DADRI_LF
32,07:45-08:00,20,42.15,29.06,18.2,124.33,414,0,19.56,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,67,12.78,0,20.85,34.78,0,59.73,27.41,434.65,0,0,0,0,39.51,45.53,0,116.95,3.57,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,43.84,33.23,28.98,0,0,0,118.76,0,0,42.39,0,0,39.05,0,0,0,25.76,0,0,0,0

33,08:00-08:15,20,24.49,19.35,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,67,12.78,0,20.85,34.78,0,59.73,9.24,434.65,0,0,0,0,39.51,45.53,0,93.56,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,43.84,28.25,28.88,0,0,0,118.76,0,0,42.39,0,0,17.75,0,0,0,25.76,0,0,0,0

34,08:15-08:30,20,23.7,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,67,12.78,0,20.85,39.75,0,59.73,9.24,434.65,0,0,0,0,13.17,45.53,0,70.17,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,43.84,28.25,28.66,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

35,08:30-08:45,20,12.26,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,67,12.78,0,20.85,39.75,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,23.39,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,43.84,26.9,28.56,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

36,08:45-09:00,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,67,12.78,0,20.85,39.75,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,43.84,26.9,28.56,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

37,09:00-09:15,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,75,12.78,0,20.85,39.75,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,32.89,24.21,28.35,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

38,09:15-09:30,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,83,12.78,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,32.89,24.21,28.14,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

39,09:30-09:45,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,25.57,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,21.92,24.21,27.93,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

40,09:45-10:00,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.53,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.53,10.97,24.21,27.93,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

41,10:00-10:15,20,0,9.68,18.2,124.33,414,0.25,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.13,10.97,24.21,27.72,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

42,10:15-10:30,20,0,9.68,18.2,124.33,414,6.27,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,70.88,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.13,0,24.21,27.62,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

43,10:30-10:45,20,0,9.68,18.2,124.33,414,6.27,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,10.13,0,24.21,27.41,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

44,10:45-11:00,20,0,9.68,18.2,124.33,414,6.27,6.52,683.14,148.3,32.04,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,27.41,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

45,11:00-11:15,20,0,0,18.2,124.33,414,6.27,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.3,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

46,11:15-11:30,20,0,0,18.2,124.33,414,6.27,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.3,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

47,11:30-11:45,20,0,0,18.2,124.33,414,6.27,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.19,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

48,11:45-12:00,20,0,0,18.2,124.33,414,6.27,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.19,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

49,12:00-12:15,20,0,0,18.2,124.33,414,6.27,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.23,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.19,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

50,12:15-12:30,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.23,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,33.23,27.09,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

51,12:30-12:45,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,27.09,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

52,12:45-13:00,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,27.09,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

53,13:00-13:15,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

54,13:15-13:30,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

55,13:30-13:45,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,0,24.21,26.88,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

56,13:45-14:00,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.8,0,26.4,0,0,0,0,0,0,10.97,24.21,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

57,14:00-14:15,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.97,24.21,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

58,14:15-14:30,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,13.36,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.97,24.21,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

59,14:30-14:45,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,10.97,24.21,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

60,14:45-15:00,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,24.21,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

61,15:00-15:15,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

62,15:15-15:30,20,0,0,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,0,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

63,15:30-15:45,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,4,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,0,21.92,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

64,15:45-16:00,20,0,9.68,18.2,124.33,414,0,6.52,683.14,148.3,34.5,0,0,0,0,0,52.67,0,0,0,92,2.33,0,20.85,34.78,0,59.73,0,434.65,0,0,0,0,13.17,45.83,0,0,0,0,139.69,0.79,0,26.4,0,0,0,0,0,10.53,21.92,26.9,26.77,0,0,0,118.76,0,0,42.39,0,0,8.87,0,0,0,25.76,0,0,0,0

