Column1,Time,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/08/22/7956,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/jitpl,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2024/08/22/6290,NR/01102023/22052037/LT-59,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM)
78,19:15-19:30,14,56.5,0,18,18.84,0,48.33,48.33,0,18.83,0,0,0,0.49,0,0,1,0,0.1,77.26,273.05,6.39,96.57,0.01,21.25,0.01,262.19,5.9,115.4,0,96.57,31.29,16.87,0.01,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

79,19:30-19:45,13.4,56,0,17.34,18.66,0,55,55,0,18.67,0,0,0,0.08,0,0,0,0,0.01,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.9,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

80,19:45-20:00,12.8,55,0,16.66,18.34,0,53.33,53.33,0,18.33,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.9,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

81,20:00-20:15,12.41,52.5,0,14.34,17.5,0,46,46,0,17.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

82,20:15-20:30,12.01,50,0,14,16.66,0,43,43,0,16.67,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

83,20:30-20:45,8.01,47.5,0,13.34,15.84,0,42.33,42.33,0,15.83,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

84,20:45-21:00,7.61,45,0,13,15,0,41.33,41.33,0,15,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

85,21:00-21:15,7.41,39,0,12.66,13,0,35,35,0,13,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

86,21:15-21:30,7.41,37.5,0,11.66,12.5,0,33.33,33.33,0,12.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

87,21:30-21:45,7.41,32.5,0,10.34,10.84,0,32.33,32.33,0,10.83,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

88,21:45-22:00,7.41,32,0,10,10.66,0,32,32,0,10.67,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.67,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

89,22:00-22:15,7.41,37.5,0,11.66,12.5,0,38.33,38.33,0,12.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.48,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

90,22:15-22:30,7.41,37.5,0,11.66,12.5,0,38.33,38.33,0,12.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.48,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

91,22:30-22:45,7.41,37.5,0,11.66,12.5,0,41.67,41.67,0,12.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.48,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

92,22:45-23:00,7.41,37.5,0,11.66,12.5,0,40.67,40.67,0,12.5,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.48,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

93,23:00-23:15,7.41,38.5,0,11.66,12.84,0,39.33,39.33,0,12.83,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.34,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

94,23:15-23:30,7.41,39,0,11.66,13,0,38.33,38.33,0,13,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.34,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

95,23:30-23:45,7.41,39.5,0,11.66,13.16,0,37.67,37.67,0,13.17,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.34,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

96,23:45-24:00,7.41,40,0,11.66,13.34,0,37.33,37.33,0,13.33,0,0,0,0,0,0,0,0,0,77.26,273.05,6.39,96.57,0,21.25,0,262.19,5.34,115.4,0,96.57,31.29,16.87,0,24.68,0,30.5,0,91.22,30.5,125.54,0,96.57,12.44,48.28,24.14

