Time,Block,NR/2023/14745/A,NR/2023/12167/A,NR/2023/13635/A,NR/2023/12591/A,NR/2023/14898/A,NR/2023/12168/A,NR/2023/15910/C,NR/2023/15306/F,NR/2023/15057/F,ER/2023/9874/C,NR/2023/13862/A,NR/2023/12422/A,NR/2023/12148/A,NR/2023/15402/F,NR/2023/15309/F,NR/2023/15304/F,NR/2023/12347/A,NR/2023/15900/D,NR/2023/15694/F,NR/2023/14737/A,NR/2023/12052/A,NR/2023/12053/A,NR/2023/15905/C,NR/2023/12592/A,NR/2023/12431/A,NR/2023/15303/F,NR/2023/15898/D,NR/2023/14746/A,NR/2023/15296/F,NR/2023/14895/A,NR/2023/15918/C,NR/2023/15896/D,NR/2023/15919/C,Total

3,00:30-00:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.28

4,00:45-01:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.870000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.28

5,01:00-01:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.09

6,01:15-01:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.09

7,01:30-01:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.09

8,01:45-02:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1161.09

9,02:00-02:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.580000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1160.99

10,02:15-02:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.580000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1160.99

11,02:30-02:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.580000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1160.99

12,02:45-03:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.580000,0.000000,23.090000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,36.410000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1160.99

13,03:00-03:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

14,03:15-03:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

15,03:30-03:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

16,03:45-04:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

17,04:00-04:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

18,04:15-04:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

19,04:30-04:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

20,04:45-05:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,98.440000,0.000000,193.020000,62.730000,62.970000,0.000000,6.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1101.44

21,05:00-05:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1002

22,05:15-05:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1002

23,05:30-05:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1002

24,05:45-06:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.530000,0.000000,0.000000,33.300000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,77.690000,0.970000,95.540000,18.840000,0,0,1002

25,06:00-06:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,0,0,890.98

26,06:15-06:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,0,0,890.98

27,06:30-06:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,0.13,0,891.11

28,06:45-07:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,0.58,0,891.56

29,07:00-07:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,1.1,0,892.08

30,07:15-07:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,1.53,0,892.51

31,07:30-07:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,1.97,0,892.95

32,07:45:08:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.680000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,0.000000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,0.000000,0.000000,0.970000,95.540000,18.660000,2.33,0,893.31

33,08:00-08:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.970000,0.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,2.9,0,945.32

34,08:15-08:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.970000,70.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,3.54,0,1015.96

35,08:30-08:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.970000,70.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,4.16,0,1016.58

36,08:45:09:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,0.000000,0.930000,0.970000,117.000000,0.000000,0.000000,22.200000,0.000000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,5.050000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,4.34,0,1063.76

37,09:00:09:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,90.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.570000,4.63,17.37,1094.07

38,09:15-09:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,110.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.570000,4.83,17.37,1114.27

39,09:30-09:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,81.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.570000,5.02,17.37,1085.46

40,09:45-10:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,0.000000,38.600000,193.020000,62.730000,62.970000,0.000000,9.080000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.570000,5.41,17.37,1080.85

41,10:00-10:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,81.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,5.6,17.37,1171.78

42,10:15-10:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,5.98,17.37,1167.16

43,10:30-10:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,6.27,17.37,1167.45

44,10:45-11:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,6.78,17.37,1167.96

45,11:00-11:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.13,17.37,1168.31

46,11:15-11:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.33,17.37,1168.51

47,11:30-11:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.53,17.37,1168.71

48,11:45-12:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.72,17.37,1168.9

49,12:00-12:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,8.2,17.37,1169.38

50,12:15-12:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,8.49,17.37,1169.67

51,12:30-12:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,8.69,17.37,1169.87

52,12:45-13:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,8.88,17.37,1170.06

53,13:00-13:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,9.17,17.37,1170.35

54,13:15-13:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,8.49,17.37,1169.67

55,13:30-13:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.72,17.37,1168.9

56,13:45-14:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,76.000000,0.000000,0.000000,22.200000,6.760000,4.830000,0.580000,90.720000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,12.580000,7.24,17.37,1168.42

57,14:00-14:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,116.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,6.95,17.37,1252.74

58,14:15-14:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,140.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,6.76,17.37,1276.55

59,14:30-14:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,140.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,6.27,17.37,1276.06

60,14:45-15:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.970000,140.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,18.660000,5.79,17.37,1275.58

61,15:00-15:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.920000,140.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,5.48,17.37,1272.54

62,15:15-15:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.920000,136.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,5.52,17.37,1268.58

63,15:30-15:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.920000,71.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,5.31,17.37,1203.37

64,15:45-16:00,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.920000,112.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,5.08,17.37,1244.14

65,16:00-16:15,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.820000,140.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,3.46,17.37,1270.42

66,16:15-16:30,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.820000,93.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,3.19,17.37,1223.15

67,16:30-16:45,24.130000,24.130000,21.230000,42.450000,69.970000,46.520000,28.950000,0.930000,0.820000,25.000000,23.090000,0.000000,22.200000,6.760000,4.830000,0.580000,106.160000,38.600000,193.020000,62.730000,62.970000,0.000000,10.090000,84.910000,108.570000,0.910000,12.550000,0.000000,0.970000,95.540000,15.980000,3.63,17.37,1155.59

