Block,Time Block,NAPP,RIHAND2,NTPL,PARBATI3,RIHAND1,PARBATI2,RAPPB,NLCEXP,RAPPD,NLCIIST1,RAMPUR,NJPC,NLCIIST2,RAPPC,NLCTS2EXP,NNTPP,KOLDAM,KISHANGANGA,KUDGI,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KGSU3AND4,KGSU1AND2,FSTPP I & II,DADRT2,DULHASTI,CHAMERA1,BRBCL,JHAJJAR,CHAMERA3,CHAMERA2,DHAULIGNGA,BSIUL,KHSTPP-I,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TALST2,TANAKPUR,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,24.65,119.78,0,18.88,51.5,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,525.74,57.21,27.02,14.9,420.59,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,6.03,25.61,0,0,42.08,0,47.77,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,49.16,12.12,125.75,0,0,0,0,0

16,03:45-04:00,24.65,119.78,0,18.88,59.67,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,510.35,57.21,27.02,15.4,420.59,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,6.03,25.61,0,0,42.08,0,47.77,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,49.16,12.12,125.75,0,0,0,0,0

17,04:00-04:15,24.65,119.78,0,18.88,65.14,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,488.94,57.21,27.02,16.48,420.59,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,6.03,25.61,0,0,42.08,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,49.16,12.12,125.75,0,0,0,0,0

18,04:15-04:30,24.65,119.78,0,18.88,65.56,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,470.67,57.21,13.45,19.06,410.98,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,6.03,25.61,0,0,42.08,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,49.16,12.12,125.75,0,0,0,0,0

19,04:30-04:45,24.65,119.78,0,18.88,69.74,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,411.26,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,0,25.61,0,0,42.08,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,38.55,12.12,125.75,0,0,0,0,0

20,04:45-05:00,24.65,119.78,0,18.88,74.81,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,411.26,22.43,31.28,10.53,12.54,43.78,1.87,20.19,0,1.83,0,0,25.61,0,0,42.08,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,400.22,0,0.96,0,0,0,0,138.15,38.55,12.12,125.75,0,0,0,0,0

21,05:00-05:15,24.65,119.78,0,18.88,75.48,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,399.07,22.43,31.28,10.53,12.54,43.78,1.87,15.89,0,0.91,0,0,19.74,0,0,32.47,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,38.55,6.06,125.75,0,0,0,0,0

22,05:15-05:30,24.65,119.78,0,18.88,79.65,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,399.07,22.43,31.28,10.53,12.54,43.78,1.87,15.89,0,0.79,0,0,19.74,0,0,32.47,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,38.55,0,125.75,0,0,0,0,0

23,05:30-05:45,24.65,119.78,0,18.88,80.45,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,399.07,22.43,31.28,10.53,12.54,43.78,1.87,15.89,0,0.79,0,0,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,38.55,0,125.75,0,0,0,0,0

24,05:45-06:00,24.65,119.78,0,18.88,83.93,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,399.07,11.22,31.28,10.53,12.54,43.78,1.87,15.89,0,0.79,0,0,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,38.55,0,125.75,0,0,0,0,0

25,06:00-06:15,24.65,119.78,0,18.88,88,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,13.45,19.23,399.07,11.22,31.28,0,12.54,43.78,1.87,15.89,0,0.79,0,1.97,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,38.55,0,125.75,0,0,0,0,0

26,06:15-06:30,24.65,119.78,0,18.88,92.06,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,0,19.23,399.07,11.22,31.28,0,12.54,43.78,1.87,15.89,0,0.79,0,1.97,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,53.62,0,125.75,0,0,0,0,0

27,06:30-06:45,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,401.11,57.21,0,19.23,379.62,11.22,31.28,0,12.54,43.78,1.87,15.89,0,0.79,0,1.97,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

28,06:45-07:00,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,397.39,57.21,0,19.23,379.62,11.22,31.28,0,12.54,43.78,1.87,15.89,0,0.79,0,1.97,19.74,0,0,32.47,22.68,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

29,07:00-07:15,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,364.53,57.21,0,19.19,330.64,11.22,31.28,0,12.54,43.78,1.87,14.24,0,0.79,0,1.97,16.3,0,0,26.68,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

30,07:15-07:30,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,335.69,57.21,0,19.23,226.76,11.22,31.28,0,12.54,43.78,3.03,14.84,0,0.79,0,1.97,16.41,0,0,26.68,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

31,07:30-07:45,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,327.05,57.21,0,19.23,118.06,11.22,15.64,0,12.54,43.78,3.03,11.91,0,0.82,0,1.97,15.47,0,0,25.01,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

32,07:45-08:00,24.65,119.78,0,18.88,92.36,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,142.59,0,0,0,0,18.97,327.05,57.21,0,19.23,105.75,11.22,15.64,0,12.54,43.78,3.03,11.91,0,0.82,0,1.97,15.47,0,0,25.01,11.11,48.3,0,0,0,0,0,0,0,0,0,0,0,0,329.91,0,0.96,0,0,0,0,138.15,76.32,0,125.75,0,0,0,0,0

33,08:00-08:15,24.65,104.02,0,18.88,84.53,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,123.54,0,0,0,0,17.24,327.05,57.21,0,19.23,124.98,11.22,15.64,0,12.54,37.73,3.03,11.86,0,0.82,0,1.97,14.63,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.39,0,0.96,0,0,0,0,107.82,52.51,0,125.75,0,0,0,0,0

34,08:15-08:30,24.65,104.02,0,18.88,80.14,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,122.9,0,0,0,0,17.24,327.05,57.21,0,19.23,124.55,11.22,15.64,0,12.54,37.73,3.03,11.86,0,0.82,0,1.97,16.72,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,107.82,51.39,0,125.75,0,0,0,0,0

35,08:30-08:45,24.65,104.02,0,18.88,80.14,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,122.9,0,0,0,0,17.24,327.05,57.21,0,19.23,124.55,11.22,15.64,0,12.54,37.73,3.03,11.86,0,0.82,0,1.97,16.72,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,121.44,51.39,0,125.75,0,0,0,0,0

36,08:45-09:00,24.65,104.02,0,18.88,80.14,18.06,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,105.91,0,0,0,0,14.09,327.05,57.21,0,19.23,124.55,11.22,15.64,0,12.54,32.38,3.03,11.86,0,0.82,0,1.97,16.72,0,0,23.8,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,91.48,51.39,0,125.75,0,0,0,0,0

37,09:00-09:15,24.65,104.02,0,18.88,80.14,5.79,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,105.91,0,0,0,0,14.09,284.75,57.21,0,19.23,124.55,11.22,15.64,0,12.54,32.38,3.03,11.92,0,0.82,0,1.97,16.72,0,0,24.52,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,91.48,51.39,0,125.75,0,0,0,0,0

38,09:15-09:30,24.65,104.02,0,16.23,80.14,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,105.91,0,0,0,0,14.09,284.75,57.21,0,19.23,124.55,11.22,15.64,0,12.54,32.38,3.03,11.92,0,0.82,0,1.97,16.72,0,0,24.52,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,91.48,51.39,0,125.75,0,0,0,0,0

39,09:30-09:45,24.65,104.02,0,16.23,80.14,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,105.91,0,0,0,0,14.09,284.75,57.21,0,19.23,124.55,11.22,15.64,0,12.54,32.38,3.03,11.92,0,0.82,0,1.97,16.72,0,0,24.52,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,91.48,51.39,0,125.75,0,0,0,0,0

40,09:45-10:00,24.65,104.02,0,16.23,80.14,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,105.91,0,0,0,0,14.09,284.75,57.21,0,19.23,124.55,11.22,15.64,0,12.54,32.38,3.03,11.92,0,0.82,0,1.97,16.72,0,0,24.52,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,101.09,51.39,0,125.75,0,0,0,0,0

41,10:00-10:15,24.65,104.02,0,4.12,49.6,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,78.43,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,11.88,0,0.82,0,1.97,16.72,0,0,24.5,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,121.44,51.39,0,125.75,0,0,0,0,0

42,10:15-10:30,24.65,104.02,0,4.12,49.6,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,78.43,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,11.88,0,0.82,0,1.97,16.72,0,0,24.5,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,121.44,51.39,0,125.75,0,0,0,0,0

43,10:30-10:45,24.65,104.02,0,4.12,49.6,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,78.43,0,0,0,0,10.7,284.75,57.21,0,18.22,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,24.5,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,121.44,51.39,0,125.75,0,0,0,0,0

44,10:45-11:00,24.65,104.02,0,4.12,49.6,0,0,0,28.84,0,2.06,51.69,0,66.41,0,0,0,8.3,0,0,10.03,78.43,0,0,0,0,10.7,284.75,57.21,0,17.63,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,24.5,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,121.44,51.39,0,125.75,0,0,0,0,0

45,11:00-11:15,24.65,94.23,0,0,61.82,0,0,0,28.84,0,0.95,23.9,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,16.48,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,51.39,0,109.54,0,0,0,0,0

46,11:15-11:30,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,17.34,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,51.39,0,90.78,0,0,0,0,0

47,11:30-11:45,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.04,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,51.39,0,90.78,0,0,0,0,0

48,11:45-12:00,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,51.39,0,90.78,0,0,0,0,0

49,12:00-12:15,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

50,12:15-12:30,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

51,12:30-12:45,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

52,12:45-13:00,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

53,13:00-13:15,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

54,13:15-13:30,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

55,13:30-13:45,24.65,92.39,0,0,61.82,0,0,0,28.84,0,0,0,0,66.41,0,0,0,8.3,0,0,10.03,96.44,0,0,0,0,10.7,284.75,57.21,0,19.23,115.36,11.22,15.64,0,12.54,24.54,1.59,12.63,0,0.82,0,1.97,16.72,0,0,28.37,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,332.62,0,0.96,0,0,0,0,124.66,38.55,0,90.78,0,0,0,0,0

