Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31102037/L_NR_2019_11,NR/26072023/25122043/L_NR_2023_10,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/9061,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/1868,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/5474,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/WR/2024/10/15/7089,NR/01102023/19072037/LT-05
82,20:15-20:30,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.32,0,28.82,0,2.14,0,100.09,33.62,0,0,24.98,8.65,0,271.64,0,7.98,1.81,231.13,8.65,0,27.26,50,0,76.17,0,28.82,200,65.9

83,20:30-20:45,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,28.82,0,2.14,0,91.27,33.62,0,0,24.98,8.65,0,271.64,0,7.98,1.81,226.32,8.65,0,27.26,50,0,76.17,0,28.82,200,70.04

84,20:45-21:00,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,28.82,0,2.14,0,76.86,33.62,0,0,24.98,8.65,0,271.64,0,7.98,1.81,226.32,8.65,0,27.26,50,0,76.17,0,28.82,200,70.04

85,21:00-21:15,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,0,271.64,0,7.89,1.81,178.29,8.65,0,27.26,50,0,57.35,0,25.94,200,70.04

86,21:15-21:30,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,0,271.64,0,7.89,1.81,170.66,8.65,0,27.26,50,0,57.35,0,25.94,200,70.04

87,21:30-21:45,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,0,271.64,0,7.89,1.81,170.66,8.65,0,28.26,50,0,57.35,0,25.94,200,70.04

88,21:45-22:00,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,0,271.64,0,7.89,1.81,170.66,8.65,0,28.26,50,0,57.35,0,25.94,200,70.04

89,22:00-22:15,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,67.25,25.94,0,0,24.98,8.65,63.42,271.64,0,7.7,1.81,170.66,8.65,0,28.26,50,190.26,57.35,0,25.94,200,70.04

90,22:15-22:30,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,62.45,25.94,0,0,24.98,8.65,63.42,271.64,0,7.7,1.81,170.66,8.65,0,28.26,50,190.26,57.35,0,25.94,200,70.04

91,22:30-22:45,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,63.42,271.64,0,7.7,1.81,170.66,8.65,0,27.75,50,190.26,57.35,0,25.94,200,70.04

92,22:45-23:00,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.47,0,25.94,0,2.07,0,52.84,25.94,0,0,24.98,8.65,63.42,230.57,0,7.7,1.81,170.66,8.65,0,27.75,50,190.26,57.35,0,25.94,200,70.04

93,23:00-23:15,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,25.94,0,1.99,0,52.84,25.94,0,0,24.98,8.65,63.42,192.14,0,7.52,1.81,170.66,8.65,0,27.26,50,190.26,57.35,0,25.94,200,70.04

94,23:15-23:30,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,25.94,0,1.99,0,52.84,25.94,0,0,24.98,8.65,63.42,192.14,0,7.52,1.81,170.66,8.65,0,27.26,50,190.26,57.35,0,25.94,200,70.04

95,23:30-23:45,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,25.94,0,1.99,0,52.84,25.94,0,0,24.98,8.65,63.42,192.14,0,7.52,1.81,170.66,8.65,0,26.75,50,190.26,57.35,0,25.94,200,70.04

96,23:45-24:00,0,0,7.4,0,0,21.49,13.33,6.67,0,0,7.17,13.34,7.17,0,0,0,1.39,0,25.94,0,1.99,0,52.84,25.94,0,0,24.98,8.65,63.42,192.14,0,7.52,1.81,170.66,8.65,0,26.75,50,190.26,57.35,0,25.94,200,70.04

