Block,Time Block,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,RIHAND2,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,TALST2,TANAKPUR,TALA,TEHRI,TANDA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,NTPL,PARBATI3,RAPPB,RAMPUR,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,KKNPPU2,KUDGI,NAPP,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_RF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,KGSU3AND4,KHSTPP-I,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.07,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,5.52,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,13.23,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

7,01:30-01:45,40.07,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,5.52,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,12.98,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

8,01:45-02:00,40.07,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,5.52,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,13.66,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

9,02:00-02:15,8.9,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,14.39,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

10,02:15-02:30,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,14.58,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

11,02:30-02:45,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,13.35,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

12,02:45-03:00,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,13.76,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

13,03:00-03:15,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,16.37,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

14,03:15-03:30,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,16.65,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

15,03:30-03:45,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,15.27,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

16,03:45-04:00,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,16.13,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

17,04:00-04:15,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,15.42,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

18,04:15-04:30,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,17.89,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

19,04:30-04:45,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,18.52,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

20,04:45-05:00,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,18.52,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

21,05:00-05:15,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

22,05:15-05:30,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,78.14,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

23,05:30-05:45,1.34,0,119.1,0,91.3,398.77,109.95,60.67,0,0,0,24.68,0,0,0,0,0,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,20.41,0,0,0,0,0,42.35,0,0,0,8.51,93.4,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,18.34,0,0,0,0,0,0

24,05:45-06:00,1.34,0,119.1,0,113.76,398.77,120.67,85.28,0,0,0,24.68,0,0,0,0,14.3,0,0,10.96,15.79,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,44.82,0,0,0,0,0,42.35,0,0,0,8.51,114,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,5.75,22.33,13.9,0,21.46,0,0,0,0,0,0

25,06:00-06:15,1.34,0,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,14.3,0,0,15.71,15.79,358.71,0,0,0,0,0,0,0,19.16,407.15,0,0,0,0,67.22,0,0,0,0,0,42.35,0,0,0,8.51,138.4,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,9.84,40.61,16.68,0,30.51,0,0,0,0,0,0

26,06:15-06:30,1.34,0,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,28.61,0,7.59,19.93,15.79,358.71,0,0,0,0,0,0,0,19.16,455.05,0,3.19,0,0,89.63,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,9.84,40.61,22.22,0,31.69,0,0,0,0,0,0

27,06:30-06:45,1.34,0,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,42.91,0,10.13,19.93,31.57,377.73,0,0,0,0,0,11.51,2.11,19.16,502.95,9.26,12.62,0,0,89.63,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

28,06:45-07:00,1.34,0,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,59.63,0,15.89,19.93,31.57,448.58,0,0,0,0,0,11.74,12.49,19.16,626.07,18.57,25.23,0,0,89.63,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,5.29,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

29,07:00-07:15,8.9,7.57,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,59.63,0,18.98,19.93,31.57,496.17,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,89.63,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,6.35,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

30,07:15-07:30,40.07,7.57,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,59.63,0,26.26,19.93,31.57,550.18,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,89.63,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,6.35,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

31,07:30-07:45,40.07,7.85,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,59.63,0,26.26,19.93,31.57,550.18,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,98.71,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,6.35,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

32,07:45-08:00,40.07,7.85,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,0,0,59.63,0,26.26,19.93,31.57,550.18,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,98.71,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,6.35,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

33,08:00-08:15,40.07,7.85,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,5.52,0,59.63,0,26.26,19.93,31.57,531.02,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,98.71,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,25.38,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

34,08:15-08:30,40.07,7.85,119.1,0,113.76,398.77,120.67,88.14,0,0,0,24.68,0,0,5.52,0,59.63,0,26.26,19.93,31.57,531.02,0,0,0,0,0,26.92,12.49,19.16,654.45,18.57,25.23,0,0,98.71,0,0,0,0,0,42.35,0,0,0,9.45,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,25.38,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

35,08:30-08:45,40.07,0,119.1,0,113.76,401.03,120.67,88.14,0,0,0,24.68,0,0,5.52,0,59.63,0,15.57,19.93,15.79,531.02,0,0,0,0,0,11.51,2.11,19.16,654.45,9.26,12.62,0,0,98.71,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,25.38,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

36,08:45-09:00,8.9,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,5.52,0,44.72,0,8.74,19.93,15.79,531.02,0,0,0,0,0,0,0,19.16,654.45,9.26,12.62,0,0,95.98,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

37,09:00-09:15,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,42.31,0,8.74,19.93,15.79,502.28,0,0,0,0,0,0,0,19.16,654.45,9.26,12.62,0,0,70.4,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

38,09:15-09:30,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,29.81,0,0,19.93,15.79,502.28,0,0,0,0,0,0,0,19.16,654.45,9.26,12.62,0,0,43.55,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

39,09:30-09:45,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,29.81,0,0,19.93,0,502.28,0,0,0,0,0,0,0,19.16,654.45,9.26,3.19,0,0,20.23,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

40,09:45-10:00,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,14.3,0,0,19.93,0,502.28,0,0,0,0,0,0,0,19.16,654.45,9.26,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

41,10:00-10:15,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,626.07,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

42,10:15-10:30,1.34,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,578.17,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

43,10:30-10:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,654.45,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

44,10:45-11:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,19.93,0,626.82,0,0,0,0,0,0,0,19.16,654.45,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,2.12,0,0,0,0,9.84,40.61,25.28,0,31.69,0,0,0,0,0,0

45,11:00-11:15,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,18.12,0,513.91,0,0,0,0,0,0,0,19.16,502.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,25.38,0,0,0,0,9.25,36.14,22.79,0,31.69,0,0,0,0,0,0

46,11:15-11:30,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,425.77,0,0,0,0,0,0,0,19.16,426.31,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,25.38,0,0,0,0,9.25,36.04,22.7,0,31.69,0,0,0,0,0,0

47,11:30-11:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,365.64,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,25.38,0,0,0,0,7.23,27.97,17.53,0,31.69,0,0,0,0,0,0

48,11:45-12:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,344.76,0,0,0,0,0,0,0,19.16,311.35,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,3.17,0,0,0,0,7.23,27.97,17.53,0,31.69,0,0,0,0,0,0

49,12:00-12:15,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,3.17,0,0,0,0,7.23,27.97,17.53,0,28.43,0,0,0,0,0,0

50,12:15-12:30,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,3.17,0,0,0,0,7.23,27.97,17.53,0,28.43,0,0,0,0,0,0

51,12:30-12:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,18.04,0,0,0,0,0,0,3.17,0,0,0,0,7.23,27.97,17.53,0,28.43,0,0,0,0,0,0

52,12:45-13:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,17.74,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,18.14,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,3.17,0,0,0,0,7.23,27.97,17.53,0,28.43,0,0,0,0,0,0

53,13:00-13:15,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,12.82,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,22.68,0,0,0,0,0,42.35,0,0,0,8.51,124.43,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,6.43,22.33,13.9,0,28.43,0,0,0,0,0,0

54,13:15-13:30,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,0.49,0,0,0,0,12.82,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,122.5,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

55,13:30-13:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,12.82,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,122.5,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

56,13:45-14:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,12.82,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,122.5,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

57,14:00-14:15,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,10.96,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,4.22,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

58,14:15-14:30,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,10.96,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,4.22,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

59,14:30-14:45,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,13.55,0,344.76,0,0,0,0,0,0,0,19.16,264.55,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

60,14:45-15:00,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,13.55,0,344.76,0,0,0,0,0,0,0,19.16,331.61,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,10.58,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

61,15:00-15:15,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,13.55,0,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

62,15:15-15:30,2.23,0,119.1,0,113.76,401.18,120.67,88.14,0,0,0,24.68,0,0,1.1,0,0,0,0,13.55,0,344.76,0,0,0,0,0,0,0,19.16,359.95,0,0,0,0,0,0,0,0,0,0,42.35,0,0,0,8.51,142.07,0,0,0,0,0,4.13,0,0,0,0,0,0,11.64,0,0,0,0,5.75,22.33,13.9,0,28.43,0,0,0,0,0,0

