Block,Time,CHAMERA2,KGSU3AND4,KHSTPP-II,RAPPC,RAPPD,SIMHST1,TelanganaSTPP,AURY_RF,DADRI_CRF,KOLDAM,KUDGI,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR3,UNCHAHAR4,ANTA_LF,AURY_CRF,BRBCL,DHAULIGNGA,NLCIIST2,NLCTS2EXP,RAPPB,RIHAND2,SEWA2,URI2,ANTA_GF,DADRI_LF,CHAMERA3,KHSTPP-I,MAPS,SALAL,TANAKPUR,UNCHAHAR2,VALLURNTECL,AURY_GF,NTPL,PARBATI3,TALA,TANDA2,URI,ANTA_CRF,AURY_LF,BSIUL,KKNP,NNTPP,RSTPSU1TO6,TEHRI,UNCHAHAR1,DADRT2,FSTPP I & II,JHAJJAR,KGSU1AND2,KISHANGANGA,KKNPPU2,NJPC,NLCEXP,NLCIIST1,PARBATI2,RIHAND3,SIMHST2,SINGRAULI,DADRI_RF,CHAMERA1,DULHASTI,KOTESHWR,NAPP,RIHAND1,RSTPSU7,SASAN,TALST2,ANTA_RF,DADRI_GF
10,02:15-02:30,48.81,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,6.3,38.1,0,0,23.33,45.53,0,79.38,1.15,45,0,0,0,18.41,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,18.78,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,51.83,0

11,02:30-02:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,79.38,1.15,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

12,02:45-03:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,79.38,1.15,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

13,03:00-03:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,79.38,0.51,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

14,03:15-03:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

15,03:30-03:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

16,03:45-04:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,19.64,0,5.7,37.53,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

17,04:00-04:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,19.64,0,5.7,52.99,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

18,04:15-04:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,19.64,0,5.7,52.99,0,0,13.04,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,414,0,52.22,0

19,04:30-04:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.79,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,23.02,0,5.7,52.99,0,0,13.04,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,52.22,0

20,04:45-05:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,10.95,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,23.02,0,5.7,52.99,0,0,13.04,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,52.22,0

21,05:00-05:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.99,0,0,19.56,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,52.22,0

22,05:15-05:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.99,0,0,19.56,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

23,05:30-05:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

24,05:45-06:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,100.46,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

25,06:00-06:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,31.29,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

26,06:15-06:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,20.87,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

27,06:30-06:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,23.33,45.53,0,66.82,0.51,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,10.43,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

28,06:45-07:00,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,6.27,45,0,0,0,36.83,0,5.7,52.36,0,0,19.56,0,0,0,10.43,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

29,07:00-07:15,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,6.27,45,0,0,0,38.36,0,5.7,52.36,0,0,19.56,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.83,0

30,07:15-07:30,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,6.27,45,0,0,0,38.36,0,5.7,52.36,0,0,19.56,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.17,0

31,07:30-07:45,32.53,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,6.27,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.17,0

32,07:45-08:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,4.36,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,3.07,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.17,0

33,08:00-08:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,4,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,3.07,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,51.17,0

34,08:15-08:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,4,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,1.79,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,50.51,0

35,08:30-08:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,3.88,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,50.51,0

36,08:45-09:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,3.88,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,670.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,418.77,0,50.51,0

37,09:00-09:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,3.88,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,50.51,0

38,09:15-09:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,5.42,0.98,27.68,3.2,0,0,15,21.88,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,608.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,50.51,0

39,09:30-09:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,5.42,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,578.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,50.51,0

40,09:45-10:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,5.42,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,578.67,0,8.63,0,138.33,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,50.51,0

41,10:00-10:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,4.04,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,101.93,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,50.51,0

42,10:15-10:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,1.93,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,13.04,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,82.99,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

43,10:30-10:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,3.3,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,82.99,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

44,10:45-11:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.78,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,44.81,0,0,28.56,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

45,11:00-11:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.78,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,44.81,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

46,11:15-11:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0.9,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,38.36,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,22.4,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

47,11:30-11:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0.9,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,22.4,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

48,11:45-12:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,53.45,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,0,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,405,0,49.86,0

49,12:00-12:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,65.07,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,0,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,49.86,0

50,12:15-12:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,65.07,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,0,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,48.55,0

51,12:30-12:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,0,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,48.55,0

52,12:45-13:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,0,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,66.82,0.77,45,0,0,0,23.02,0,5.7,52.36,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,0,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,48.55,0

53,13:00-13:15,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.1,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,73.21,0.77,45,0,0,0,19.94,0,5.7,52.99,0,0,6.52,0,0,0,0,21.94,548.92,20.8,558.67,0,8.63,0,27.66,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,48.55,0

54,13:15-13:30,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.1,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,73.21,0.77,45,0,0,0,19.94,0,5.7,52.99,0,0,6.52,0,0,0,0,21.94,548.92,20.8,578.67,0,8.63,0,27.66,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.89,0

55,13:30-13:45,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.1,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,79.38,0.77,45,0,0,0,19.94,0,5.7,52.99,0,0,6.52,0,0,0,0,21.94,548.92,20.8,578.67,0,8.63,0,27.66,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.89,0

56,13:45-14:00,16.27,0,148.3,69.23,22.02,0,0,80.77,0,0,0,1.1,0.98,27.68,3.2,0,0,15,0,0,0,0,124.58,0,38.1,0,0,11.67,45.53,0,79.38,0.77,45,0,0,0,19.94,0,5.7,52.99,0,0,6.52,0,0,0,0,21.94,548.92,20.8,578.67,0,8.63,0,27.66,0,0,18.78,130.79,0,150.34,98.41,0,59.5,10.43,26.03,97.23,0,410.62,0,47.24,0

