Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/9072,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,GNA/NR/2024/10/16/4393,NR/01102023/22052037/LT-59,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05
14,03:15-03:30,0,20,6.66,0,6.67,6.66,16,0,0,6.61,0,0,16,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,75.18,28.77,2.78,26.91,70.27

15,03:30-03:45,0,20,6.66,0,6.67,6.66,15,0,0,6.61,0,0,15,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

16,03:45-04:00,0,20,6.66,0,6.67,6.66,14.33,0,0,6.61,0,0,14.33,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

17,04:00-04:15,0,20,6.66,0,6.67,6.66,13.67,0,0,6.61,0,0,13.67,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

18,04:15-04:30,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

19,04:30-04:45,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

20,04:45-05:00,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,67.98,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

21,05:00-05:15,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,86.93,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

22,05:15-05:30,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,86.93,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

23,05:30-05:45,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,86.93,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

24,05:45-06:00,0,20,6.66,0,6.67,6.66,13.33,0,0,6.61,0,0,13.33,0,0,0,0,0,0,205.82,0,0,86.93,272.51,2.76,0,26.91,0,37.23,4.97,37.23,12.41,95.13,2.32,31.71,37.23,12.41,53.01,28.77,2.78,26.91,70.27

25,06:00-06:15,3,20,6.66,0,6.67,6.66,13.33,0,8.63,6.61,1,7.8,13.33,0,0,0,0,0,0,172.17,0,0,76.42,272.51,2.68,0,26.91,0,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

26,06:15-06:30,9,20,6.66,0.62,6.67,6.66,13.33,1,18.45,6.61,2,16.7,13.33,0,0,1,0,0,0,190.49,0,0,80.27,272.51,2.68,0,26.91,0,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,53.01,28.26,2.78,26.91,70.27

27,06:30-06:45,12,20,6.66,5.25,6.67,6.66,13.33,3,30.71,6.61,5,27.81,13.33,0,0.45,4,0.09,2,1,205.82,0.38,0,86.93,272.51,2.68,0.37,26.91,0.37,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,57.83,28.26,2.78,26.91,70.27

28,06:45-07:00,15,20,6.66,12.94,6.67,6.66,13.33,4,33,6.61,8,33,13.33,2,1.61,7,0.32,3,3,205.82,0.68,0,86.93,272.51,2.68,0.66,26.91,0.66,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,62.65,28.26,2.78,26.91,70.27

29,07:00-07:15,18,20,6.66,20.6,6.67,6.66,13.33,5,32.5,6.61,10,32.5,13.33,5,8.04,14,1.61,7,6,205.82,1.24,0,86.93,272.51,2.68,1.21,26.91,1.21,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,72.28,28.26,2.78,26.91,70.27

30,07:15-07:30,25,20,6.66,28.9,6.67,6.66,13.33,7,33,6.61,15,33,13.33,7,18.4,25,3.68,10,10,205.82,2.24,0,86.93,272.51,2.68,2.19,26.91,2.19,37.23,4.88,37.23,12.41,0,2.32,0,37.23,12.41,72.28,27.26,2.78,26.91,70.27

31,07:30-07:45,32.5,20,6.66,38.97,6.67,6.66,13.33,7,32.5,6.61,15,32.5,13.33,8,32.79,39,6.56,13,16,205.82,3.05,0,86.93,231.31,2.68,2.98,26.91,2.98,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,27.26,2.78,26.91,70.27

32,07:45-08:00,32.83,20,6.66,50.16,6.67,6.66,13.33,9,32.84,6.61,18,32.83,13.33,10,49.31,53,9.86,19,22,205.82,3.86,0,57.54,192.76,2.68,3.76,26.91,3.76,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,27.26,2.78,26.91,70.27

33,08:00-08:15,33,20,6.66,61.45,6.67,6.66,13.33,12,33,6.61,25,33,13.33,14,67.66,56,13.53,21,24,171.21,4.83,0,57.54,149.88,2.68,4.72,26.91,4.72,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.26,2.78,26.91,70.27

34,08:15-08:30,33,20,6.66,72.06,6.67,6.66,13.33,16,33,6.61,32,33,13.33,18,86.97,70,17.39,27,30,171.21,5.81,0,57.54,149.88,2.68,5.66,26.91,5.66,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.26,2.78,26.91,70.27

35,08:30-08:45,33,20,6.66,81.73,6.67,6.66,13.33,18,33,6.61,39,33,13.33,20,105.78,81,21.15,35,34,171.21,6.78,0,57.54,149.88,2.68,6.61,26.91,6.61,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

36,08:45-09:00,33,20,6.66,90.78,6.67,6.66,13.33,22,33,6.61,46,33,13.33,23,124.16,91,24.83,42,39,171.21,7.75,0,57.54,149.88,2.68,7.55,26.91,7.55,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

37,09:00-09:15,33,20,6.66,99.29,6.67,6.66,13.33,25,33,6.61,53,33,13.33,26,141.85,98,28.37,46,42,170.25,8.6,0,57.54,149.88,2.68,8.39,26.91,8.39,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

38,09:15-09:30,33,20,6.66,107.05,6.67,6.66,13.33,28,33,6.61,59,33,13.33,29,158.56,112,31.71,52,48,170.25,9.5,0,57.54,149.88,2.68,9.26,26.91,9.26,37.23,4.88,37.23,12.41,0,2.55,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

39,09:30-09:45,33,20,6.66,113.9,6.67,6.66,13.33,30,33,6.61,62,33,13.33,29,174.23,126,34.84,56,54,170.25,10.41,0,67.98,149.88,2.68,10.15,26.91,10.15,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,62.65,29.27,2.78,26.91,70.27

40,09:45-10:00,33,20,6.66,119.93,6.67,6.66,13.33,32,33,6.61,68,33,13.33,31,188.37,140,37.67,60,60,179.88,11.51,0,57.54,149.88,2.68,11.22,26.91,11.22,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,29.27,2.78,26.91,70.27

41,10:00-10:15,33,17.5,5.84,125.32,5.83,5.66,12.33,35,33,6.61,73,33,12.33,34,183.8,147,36.76,63,63,183.74,12.15,0,57.54,149.88,2.68,11.85,26.91,11.85,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,29.27,2.78,26.91,70.27

42,10:15-10:30,33,17.5,5.84,129.99,5.83,5.66,12.33,36,33,6.61,76,33,12.33,36,195.83,161,39.17,70,69,188.56,13.17,0,57.54,149.88,2.68,12.84,26.91,12.84,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,29.27,2.78,26.91,70.27

43,10:30-10:45,33,17.5,5.84,134.11,5.83,5,12.33,40,33,6.61,84,33,12.33,38,208.33,172,41.67,72,73,185.67,13.85,0,57.54,149.88,2.68,13.51,26.91,13.51,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

44,10:45-11:00,33,17.5,5.84,137.63,5.83,5,12.33,41,33,6.61,87,33,12.33,39,220.83,179,44.17,73,76,190.49,14.54,0,57.54,149.88,2.68,14.19,26.91,14.19,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.77,2.78,26.91,70.27

45,11:00-11:15,33,17.5,5.84,140.29,5.83,5,12.33,40,33,6.4,85,33,12.33,39,220.83,175,44.17,73,75,172.17,11.19,0,67.98,149.88,2.68,10.93,26.91,10.93,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

46,11:15-11:30,33,17.5,5.84,142.07,5.83,5,12.33,41,33,6.4,87,33,12.33,39,220.83,179,44.17,73,76,179.88,11.4,0,67.98,149.88,2.68,11.13,26.91,11.13,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

47,11:30-11:45,33,17.5,5.84,143.08,5.83,5,12.33,42,33,6.4,88,33,12.33,40,220.83,182,44.17,82,78,192.41,11.62,0,67.98,149.88,2.68,11.34,26.91,11.34,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

48,11:45-12:00,33,17.5,5.84,143.34,5.83,5,12.33,43,33,6.4,90,33,12.33,40,220.83,182,44.17,82,78,197.23,11.85,0,67.98,149.88,2.68,11.57,26.91,11.57,37.23,4.88,37.23,12.41,0,2.72,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

49,12:00-12:15,33,17.5,5.84,143.41,5.83,5,12.33,43,33,6.4,90,33,12.33,40,220.83,179,44.17,80,76,201.09,12,0,67.98,149.88,2.76,11.71,26.91,11.71,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

50,12:15-12:30,33,17.5,5.84,140.88,5.83,5,12.33,43,33,6.4,90,33,12.33,40,220.83,182,44.17,80,78,205.82,12.17,0,67.98,149.88,2.76,11.87,26.91,11.87,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

51,12:30-12:45,33,17.5,5.84,137.31,5.83,5,12.33,43,33,6.8,90,33,12.33,40,220.83,189,44.17,83,81,205.82,12.36,0,67.98,149.88,2.76,12.05,26.91,12.05,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,28.26,2.87,26.91,70.27

52,12:45-13:00,33,17.5,5.84,133.11,5.83,5,12.33,43,33,6.8,90,33,12.33,40,220.83,182,44.17,83,78,205.82,12.56,0,67.98,149.88,2.76,12.25,26.91,12.25,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,28.77,2.87,26.91,70.27

53,13:00-13:15,33,17.5,5.84,128.76,5.83,5,12.33,41,33,6.8,87,33,12.33,41,211.28,186,42.26,85,79,197.23,12.46,0,67.98,149.88,2.91,12.16,26.91,12.16,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,28.77,2.97,26.91,70.27

54,13:15-13:30,33,17.5,5.84,124.17,5.83,5,12.33,40,33,6.8,85,33,12.33,40,206.57,186,41.31,85,79,187.59,12.42,0,67.98,149.88,2.91,12.11,26.91,12.11,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,29.27,2.97,26.91,70.27

55,13:30-13:45,33,17.5,5.84,109.64,5.83,5,12.33,39,33,7,83,33,12.33,40,203.51,186,40.7,85,79,177.96,12.42,0,67.98,149.88,2.91,12.11,26.91,12.11,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,29.27,2.97,26.91,70.27

56,13:45-14:00,33,17.5,5.84,102.86,5.83,5,12.33,38,33,7,80,33,12.33,39,201.28,186,40.26,83,79,185.67,12.46,0,67.98,149.88,2.91,12.17,26.91,12.17,37.23,4.78,37.23,12.41,0,2.8,0,37.23,12.41,53.01,29.27,2.97,26.91,70.27

57,14:00-14:15,33,17.5,5.84,96.28,5.83,5,12.33,37,33,7,76,33,12.33,34,190.61,165,38.12,75,70,205.82,12.15,0,67.98,149.88,2.99,11.85,26.91,11.85,37.23,4.78,37.23,12.41,0,2.87,0,37.23,12.41,100.41,29.27,2.97,26.91,70.27

58,14:15-14:30,33,17.5,5.84,89.55,5.83,5,12.33,35,33,7,73,33,12.33,33,182.08,158,36.41,70,67,205.82,11.75,0,67.98,149.88,2.99,11.46,26.91,11.46,37.23,4.78,37.23,12.41,0,2.87,0,37.23,12.41,100.41,29.27,2.97,26.91,70.27

59,14:30-14:45,33,17.5,5.84,82.37,5.83,5,12.33,32,33,7,68,33,12.33,31,163.33,147,32.66,67,63,205.82,11.19,0,67.98,149.88,2.99,10.92,26.91,10.92,37.23,4.78,37.23,12.41,0,2.87,0,37.23,12.41,100.41,29.27,2.97,26.91,66.12

60,14:45-15:00,33,17.5,5.84,74.84,5.83,5,12.33,30,33,7,63,33,12.33,30,147.72,140,29.54,63,60,205.82,10.64,0,67.98,149.88,2.99,10.38,26.91,10.38,37.23,4.78,37.23,12.41,0,2.87,0,37.23,12.41,100.41,30.28,2.97,26.91,66.12

61,15:00-15:15,33,17.5,5.84,67.11,5.83,5,12.33,26,33,7.6,55,33,12.33,28,137.78,123,27.56,60,52,205.82,9.71,0,67.98,149.88,3.14,9.47,25.74,9.47,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,30.28,3.06,25.74,66.12

62,15:15-15:30,33,17.5,5.84,59.23,5.83,5,12.33,24,33,9.2,51,33,12.33,25,127.47,109,25.49,57,46,205.82,8.79,0,67.98,149.88,3.14,8.58,25.74,8.58,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,30.28,3.06,25.74,66.12

63,15:30-15:45,33,18,6,51.14,6,5,12.67,15,33,7,30,33,12.67,23,109.9,81,21.98,55,34,205.82,7.87,0,67.98,192.76,3.14,7.68,3.78,7.68,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,66.12

64,15:45-16:00,33,18.5,6.16,42.88,6.17,5,13,13,33,7.6,27,33,13,21,101.45,70,20.29,52,30,205.82,6.94,0,67.98,231.31,3.14,6.77,3.78,6.77,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,66.12

65,16:00-16:15,33,19,6.34,34.54,6.33,5,13.33,11,33,6.83,24,33,13.33,18,109.53,60,21.91,45,25,205.82,5.95,0,67.98,272.51,3.3,5.81,3.78,5.81,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,66.12

66,16:15-16:30,33,19.5,6.5,26.32,6.5,5.34,13.33,9,33,7.22,18,33,13.33,14,95.23,49,19.05,40,21,205.82,4.96,0,67.98,272.51,3.3,4.83,3.78,4.83,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,66.12

67,16:30-16:45,33,20,6.66,18.54,6.67,5.34,13.33,7,33,7.22,15,33,13.33,11,75.56,39,15.11,27,16,261.67,3.96,0,86.93,272.51,3.3,3.87,3.78,3.87,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,115.23

68,16:45-17:00,21,20,6.66,11.77,6.67,5.66,13.33,6,33,7.22,14,33,13.33,8,62.1,28,12.42,22,12,261.67,2.97,0,86.93,272.51,3.3,2.89,3.78,2.89,37.23,4.88,37.23,12.41,0,2.95,0,37.23,12.41,100.41,31.28,3.06,3.78,115.23

69,17:00-17:15,15,20,6.66,6.97,6.67,6,13.33,5,31.1,7.22,12,27.78,13.33,6,48.28,21,9.65,16,9,261.67,2.29,0,86.93,272.51,2.68,2.24,3.78,2.24,39.52,4.88,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.97,3.78,115.23

70,17:15-17:30,8,20,6.66,4.38,6.67,6.34,13.33,4,13.31,7.22,8,12.45,13.33,5,34.77,14,6.95,13,6,261.67,1.62,0,86.93,272.51,2.68,1.59,0,1.59,39.52,4.88,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.97,0,115.23

71,17:30-17:45,2,20,6.66,1.79,6.67,6.66,13.33,2,1.23,7.41,4,2.03,13.33,2,20.83,7,4.16,10,3,261.67,0.96,0,86.93,272.51,2.68,0.94,0,0.94,39.52,4.88,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.97,0,115.23

72,17:45-18:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7.61,1,0,13.33,0,11.21,4,2.24,7,1,261.67,0.29,0,86.93,272.51,2.68,0.28,0,0.28,39.52,4.88,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.97,0,115.23

73,18:00-18:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7.61,0,0,13.33,0,4.85,1,0.97,4,0,261.67,0.16,125,86.93,272.51,2.83,0.15,32,0.15,39.52,4.97,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.78,32,115.23

74,18:15-18:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7.8,0,0,13.33,0,1.41,0,0.28,2,0,261.67,0.08,125,86.93,272.51,2.83,0.07,32,0.07,39.52,4.97,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.78,32,115.23

75,18:30-18:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7.61,0,0,13.33,0,0.27,0,0.05,0,0,261.67,0.02,125,86.93,272.51,2.83,0.02,32,0.02,39.52,4.97,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.78,32,115.23

76,18:45-19:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7.22,0,0,13.33,0,0.04,0,0.01,0,0,261.67,0,125,86.93,272.51,2.83,0,32,0,39.52,4.97,39.52,12.41,0,3.1,0,39.52,12.41,85.68,31.28,2.78,32,115.23

77,19:00-19:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7.2,0,0,13.33,0,0.03,0,0.01,0,0,261.67,0,125,86.93,272.51,2.83,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,32,115.23

78,19:15-19:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,125,86.93,272.51,2.83,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,32,115.23

79,19:30-19:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,125,86.93,272.51,2.83,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,32,115.23

80,19:45-20:00,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,125,86.93,272.51,2.83,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,32,115.23

81,20:00-20:15,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,3.06,0,31.5,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,31.5,66.12

82,20:15-20:30,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,3.06,0,31.5,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,31.5,66.12

83,20:30-20:45,0,20,6.66,0,6.67,6.66,13.33,0,0,7,0,0,13.33,0,0,0,0,0,0,261.67,0,200,86.93,272.51,3.06,0,32,0,39.52,5.06,39.52,12.41,0,2.95,0,39.52,12.41,85.68,31.28,2.69,0,66.12

