Block,Time Block,BSIUL,BRBCL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNP,KKNPPU2,KUDGI,KOLDAM,MAPS,KHSTPP-II,KOTESHWR,NJPC,NAPP,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,RAPPC,RAPPB,NTPL,PARBATI3,RIHAND1,RIHAND2,RSTPSU1TO6,RIHAND3,TANDA2,TEHRI,RSTPSU7,SALAL,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,SIMHST2,TALA,SASAN,SINGRAULI,SEWA2,UNCHAHAR4,UNCHAHAR1,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,TelanganaSTPP,URI,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,0,19.21,0,1.8,9.3,0,369.75,13.09,15.83,231.73,0,31.56,0,0,0,0,0,0,0,78.31,8.52,18.19,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,29.9,0,1.34,0,0,8,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,1.06,19.21,0,1.8,9.3,7.62,398.57,13.09,15.83,231.73,0,36.83,0,0,0,0,0,0,0,78.31,8.52,38.2,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,29.9,0,13.4,0,0,8,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,6.26,19.21,0,12.54,9.3,10.15,427.38,13.09,15.83,231.73,0,36.83,0,0,0,0,0,0,0,78.31,8.52,59.76,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,44.84,0,66.96,0,0,8,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.26,19.21,0,12.54,18.59,19.03,379.36,14.45,31.65,231.73,0,36.83,0,0,0,0,0,0,0,78.31,8.52,89.86,41.74,0,0,0,0,0,0,50.94,0,0,3.67,88.14,114.06,0,119.4,0,59.78,0,66.96,0,0,3.94,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,12.52,19.21,0,25.3,27.91,35.1,388.96,14.45,31.65,231.73,0,36.83,0,0,0,0,0,0,0,78.31,18.94,112.32,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,66.96,0,0,3.94,0,0,0,402.19,134.15,5.06,0,15.4,0,18.81,4.39,15.66,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,12.52,19.21,11.38,25.3,27.91,35.1,393.76,14.45,31.65,231.73,0,36.83,0,0,0,0,0,0,0,78.31,18.94,134.78,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,66.96,0,0,3.94,0,0,0,402.19,134.15,10.12,0,15.4,0,18.81,4.39,15.66,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,12.52,19.21,26.94,25.3,27.91,35.1,470,14.45,31.65,231.73,0,36.83,0,0,0,0,0,0,0,78.31,18.94,134.78,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,13.4,0,0,3.94,0,0,0,402.19,134.15,10.12,0,15.4,0,18.81,4.39,15.66,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,12.52,19.21,26.94,25.3,27.91,35.1,499.41,16.69,31.65,303.76,0,43.43,0,0,0,0,0,0,0,94.95,18.94,134.78,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,2.24,0,0,3.94,0,0,0,402.19,134.15,10.12,0,18.95,0,23.57,4.39,19.87,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,6.26,19.21,26.94,25.3,27.91,26.31,513.81,16.69,31.65,368.66,0,43.43,0,0,0,0,0,0,0,94.95,18.94,134.78,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,2.24,0,0,3.94,0,0,0,402.19,134.15,5.06,0,19.75,0,25.34,4.39,20.35,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,6.26,19.21,26.94,12.54,1.22,26.31,565.83,16.69,31.65,418.47,0,43.43,0,0,0,0,0,0,0,94.95,8.52,112.32,41.74,0,0,0,0,0,0,50.94,0,0,15.89,88.14,114.06,0,119.4,0,59.78,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,6.26,19.21,26.94,1.8,0,26.31,585.04,16.69,31.65,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,89.86,41.74,0,0,0,0,0,0,50.94,0,0,3.42,88.14,114.06,0,119.4,0,59.78,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,1.06,19.21,11.76,1.8,0,8.77,627.64,16.69,15.83,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,67.39,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,44.84,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,19.21,11.76,1.8,0,8.77,608.43,16.69,15.83,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,67.39,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,44.84,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,19.21,0,1.8,0,0,608.43,16.69,15.83,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,44.93,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,29.9,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,19.21,0,1.8,0,0,608.43,16.69,15.83,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,16.37,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,14.94,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,19.21,0,1.8,0,0,656.09,16.69,15.83,418.93,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,19.21,0,1.8,0,0,614.04,16.69,15.83,361.94,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.94,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,19.21,0,1.8,0,0,590.03,16.69,15.83,303.35,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,19.75,0,25.34,4.39,20.35,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,19.21,0,1.8,0,0,542.01,16.69,15.83,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,17.69,0,22.78,4.39,18.07,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,19.21,0,1.8,0,0,489.95,14.45,15.83,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,19.21,0,1.8,0,0,446.73,13.09,15.83,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,18.44,0,1.8,0,0,427.52,13.09,15.83,231.73,0,37.93,0,0,0,0,0,0,0,93.99,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,22.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,16.39,0,1.8,0,0,389.11,13.09,15.83,231.73,0,37.93,0,0,0,0,0,0,0,93.99,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,22.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,18.53,0,1.8,0,0,350.69,13.09,15.83,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,15.59,0,1.8,0,0,331.48,13.09,15.83,231.73,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,18.92,0,1.8,0,0,312.27,13.09,15.83,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,19.21,0,1.8,0,0,312.27,13.09,15.83,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,19.21,0,1.8,0,0,307.47,13.09,0,230.41,0,37.93,0,0,0,0,0,0,0,88.13,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,19.21,0,1.8,0,0,297.87,13.09,0,230.41,0,37.93,0,0,0,0,0,0,0,88.13,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,2.24,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,19.21,0,1.8,0,0,287.3,13.09,0,230.41,0,37.93,0,0,0,0,0,0,0,88.13,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,19.21,0,1.8,0,0,263.29,13.09,0,230.41,0,37.93,0,0,0,0,0,0,0,88.13,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,19.21,0,1.8,0,0,217.19,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,8,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,19.21,0,1.8,0,0,196.07,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,8,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,19.21,0,1.8,0,0,196.07,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,19.21,0,1.8,0,0,196.07,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,19.21,0,1.8,0,0,201.83,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,19.21,0,1.8,0,0,204.71,13.09,0,230.41,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.07,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,12.49,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,19.21,0,1.8,0,0,196.07,13.09,0,231.73,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,8,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,19.21,0,1.8,0,0,208.55,13.09,0,231.73,0,31.33,0,0,0,0,0,0,0,65.71,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.7,0,0,0,402.19,134.15,0,0,15.4,0,18.81,4.39,15.66,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,19.21,0,1.8,0,0,229.68,13.09,0,230.41,0,43.43,0,0,0,0,0,0,0,94.95,8.52,0,41.74,0,0,0,0,0,0,50.94,0,0,0,88.14,114.06,0,119.4,0,0,0,12.27,0,0,3.7,0,0,0,402.19,134.15,0,0,11.53,0,13.94,4.39,11.63,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

