Column1,Time,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/06/01/7782,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/16/8791,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/7786,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/2569,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/9257,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07)
20,04:45-05:00,0,28.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,105.45,20.85,20.54,11.92,41.07,0,0,0,0,16.33,0,14,100.68,53.39,70.46,10.45,0,29.26,56.26,0,4,6.09,0,20.54,15.33,5.81,26.93,20.54,15.54,26.93,0,16.33,0,49.01,0,0

21,05:00-05:15,0,28.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,107.71,20.85,20.54,11.92,41.07,0,0,0,0,12.04,0,8.33,100.68,53.39,70.46,10.45,0,28.76,67.19,0,3.56,5.62,0,20.54,15.33,5.81,26.93,20.54,15.44,26.93,0,12.04,0,36.11,0,0

22,05:15-05:30,0,28.01,0,0,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,268.67,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,0,0,0,0,11.89,0,8.33,100.68,53.39,70.46,10.45,0,28.26,67.19,0,4.02,5.62,0,20.54,15.33,5.81,26.93,20.54,15.44,26.93,0,11.89,0,35.64,0,0

23,05:30-05:45,0,28.01,0,1.94,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,82.47,20.85,20.54,11.92,41.07,0,0.39,0,0,11.92,0,8.33,100.68,53.39,70.46,10.45,0,28.77,49.2,0,3.96,5.62,0,20.54,15.33,5.81,26.93,20.54,15.44,26.93,0,11.92,0.77,35.74,0,0

24,05:45-06:00,1,28.01,0,2.96,0,0,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,82.47,20.85,20.54,11.92,41.07,0.65,0.59,0,0,12.01,0,8.33,100.68,53.39,70.46,10.45,0,28.27,49.2,0,3.96,5.62,0,20.54,15.33,5.81,26.93,20.54,15.44,26.93,0,12.01,2.67,36.01,0,0

25,06:00-06:15,1,26.81,1,9.84,1,1,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,80.54,20.85,20.54,11.92,41.07,1.98,1.97,0,0,10,0,8.33,100.68,53.39,70.46,10.28,0,28.27,49.2,0,3.96,5.62,0,20.54,15.33,5.81,26.93,20.54,15.36,26.93,7.87,10,4.67,30,12.23,0

26,06:15-06:30,3,26.81,2,16.72,2,2,0,11.91,10.71,41.07,-0,41.07,29.06,273.25,19.33,164.29,15.32,80.54,20.85,20.54,11.92,41.07,3.3,3.35,1,0,10,0,8.33,100.68,53.39,70.46,10.28,0,28.27,49.2,0,3.96,5.62,0,20.54,15.33,5.81,26.93,20.54,15.36,26.93,12.5,10,7.03,30,19.89,0

27,06:30-06:45,5,25.61,3,23.61,3,3,0,11.91,10.71,41.07,-0,41.07,29.06,234.59,19.33,164.29,15.32,70.88,20.85,20.54,11.92,41.07,8.33,4.72,2,0,10.33,0,8.33,100.68,53.39,70.46,10.28,1.16,27.76,49.2,1.5,3.96,5.62,1.5,20.54,15.33,5.81,26.93,20.54,15.36,26.93,18.56,10.33,10.23,31.01,29.31,3

28,06:45-07:00,6,25.61,6,30.49,7,4,0,11.91,10.71,41.07,-0,41.07,29.06,195.94,19.33,164.29,15.32,70.88,20.85,20.54,11.92,41.07,11.68,6.1,3,0,11.33,0,8.33,100.68,53.39,70.46,10.28,2.35,28.26,38.27,3.04,3.96,5.62,3.04,20.54,11.07,3.24,26.93,20.54,15.36,26.93,26.86,11.33,14.21,34.01,33,6

29,07:00-07:15,7,26.01,11,42.23,13,5,0,11.91,10.71,41.07,-0,41.07,17.4,157.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,16.21,8.45,7,0,10.13,0,10.1,100.68,53.39,70.46,10.28,3.15,28.26,38.27,4.08,3.96,5.62,4.08,20.54,8.13,3.24,26.93,20.54,15.26,26.93,33,10.13,18.67,30.36,33,10

30,07:15-07:30,10,27.01,14,53.97,17,6,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,20.78,10.79,8,0,11.21,0,10.33,100.68,53.39,70.46,10.28,3.95,28.76,38.27,5.11,3.96,5.62,5.11,20.54,8.13,3.24,26.93,20.54,15.26,26.93,33,11.21,23.49,33.6,33,16

31,07:30-07:45,6,27.81,18,65.71,7,7,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,25.44,13.14,3,0,12.55,0,10.67,100.68,53.39,70.46,10.28,4.75,29.27,38.27,6.15,3.96,5.62,6.15,20.54,8.13,3.24,26.93,20.54,15.26,26.93,33,12.55,28.61,37.66,33,24

32,07:45-08:00,7,29.81,21,77.44,10,11,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,30.54,15.49,5,0,13.56,0,11.67,100.68,53.39,70.46,10.28,5.55,29.77,38.27,7.18,3.96,5.62,7.18,20.54,8.13,3.24,26.93,20.54,15.26,26.93,32.6,13.56,33.69,40.67,32.6,32.6

33,08:00-08:15,9,28.01,22,90.59,13,15,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,29.27,18.12,7,0,15,0,14.05,100.68,53.39,70.46,10.13,6.35,29.27,38.27,8.22,3.96,5.43,8.22,20.54,8.13,3.24,26.93,20.54,15.17,26.93,33,15,38.69,45,33,33

34,08:15-08:30,10,29.61,24,103.74,17,18,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,34.85,20.75,8,0,16.67,0,15.53,100.68,53.39,70.46,10.13,7.11,29.77,38.27,9.2,3.96,5.43,9.2,20.54,8.13,3.24,26.93,20.54,15.17,26.93,33,16.67,43.93,49.99,33,33

35,08:30-08:45,19,23.01,32,97.02,20,18,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,41.42,19.4,10,0,9.17,0,11.33,100.68,53.39,70.46,10.52,7.7,29.26,38.27,9.96,3.96,5.43,9.96,20.54,8.13,3.24,26.93,20.54,15.17,26.93,33,9.17,49.56,27.49,33,33

36,08:45-09:00,22,23.01,35,110.02,23,21,0,11.91,10.71,41.07,-0,41.07,17.4,150.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,48.24,22.01,12,0,9.33,0,12.33,100.68,53.39,70.46,10.52,8.27,29.77,38.27,10.7,3.96,5.43,10.7,20.54,8.13,3.24,26.93,20.54,15.17,26.93,33,9.33,55.41,28.01,33,33

37,09:00-09:15,34,23.01,38,122.84,43,23,0,11.91,10.71,41.07,-80.05,41.07,17.4,193.28,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,54.5,24.57,22,0,9.67,0,12.67,100.68,53.39,70.46,10.52,8.76,30.28,38.27,11.34,3.96,6.56,11.34,20.54,8.13,3.24,26.95,20.54,15.08,26.95,33,9.67,60.88,28.99,33,33

38,09:15-09:30,37,23.81,42,135.22,47,26,0,11.91,10.71,41.07,-80.05,41.07,17.4,231.94,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,60.11,27.05,23,0,10.33,0,13,100.68,53.39,70.46,10.52,9.23,31.28,38.27,11.96,3.96,6.56,11.96,20.54,8.13,3.24,26.95,20.54,15.08,26.95,33,10.33,65.43,31.01,33,33

39,09:30-09:45,40,24.61,48,146.74,43,27,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,65.75,29.35,22,0,9.17,0,8.33,100.68,53.39,70.46,10.52,8.25,30.78,38.27,10.69,3.96,6.56,10.69,20.54,8.13,5.81,26.95,20.54,15.08,26.95,33,9.17,69.41,27.49,33,33

40,09:45-10:00,43,25.61,55,157.41,47,28,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,69.94,31.48,23,0,9.5,0,8.33,100.68,53.39,70.46,10.52,8.65,30.78,38.27,11.2,3.96,6.56,11.2,20.54,8.13,5.81,26.95,20.54,15.08,26.95,33,9.5,73.71,28.5,33,33

41,10:00-10:15,45,40.02,62,166.93,63,30,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,81.3,33.39,32,0,10,0,8.33,100.68,53.39,70.46,10.52,8.91,30.78,58.24,11.53,3.96,6.37,11.53,20.54,8.13,5.81,26.95,20.54,14.89,26.95,33,10,78.95,30,33,33

42,10:15-10:30,48,40.42,65,175.44,68,32,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,84.94,35.09,34.5,0,10.33,0,8.33,100.68,53.39,70.46,10.52,9.17,30.78,58.24,11.86,3.96,6.37,11.86,20.54,8.13,5.81,26.95,20.54,14.89,26.95,33,10.33,84.91,31.01,33,33

43,10:30-10:45,61,41.02,63,182.97,73,30,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,88.47,36.6,37,0,11.67,0,10,100.68,53.39,70.46,10.52,9.44,30.78,58.24,12.2,3.96,6.37,12.2,20.54,8.13,5.81,26.95,20.54,14.89,26.95,33,11.67,90.65,34.99,33,33

44,10:45-11:00,64,41.82,67,189.72,77,32,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,91.69,37.94,38,0,11.5,0,10,100.68,53.39,70.46,10.52,9.7,30.28,58.24,12.56,3.96,6.37,12.56,20.54,8.13,5.81,26.95,20.54,14.89,26.95,33,11.5,95.57,34.5,33,33

45,11:00-11:15,70,42.22,67,195.52,83,30,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,85.55,39.11,42,0,12,0,10.33,100.68,53.39,70.46,10.52,9.83,30.78,38.27,12.72,4.03,5.62,12.72,20.54,8.63,3.24,26.95,20.54,14.71,26.95,33,12,98.31,36,33,33

46,11:15-11:30,75,44.62,67,200.62,83,32,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,86.88,40.12,42,0,11.67,0,10.33,100.68,53.39,70.46,10.52,9.97,30.78,39.24,12.9,4.03,5.62,12.9,20.54,8.63,3.24,26.95,20.54,14.71,26.95,33,11.67,98.76,34.99,33,33

47,11:30-11:45,69,45.02,75,204.78,80,33,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,111.54,20.85,20.54,11.92,41.07,80.59,40.96,40,0,11.5,0,10.67,71.69,53.39,70.46,10.52,7.29,30.78,58.2,9.43,3.98,5.62,9.43,20.54,8.63,3.24,26.95,20.54,14.71,26.95,33,11.5,98.17,34.5,33,33

48,11:45-12:00,69,45.02,77,207.71,80,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,111.54,20.85,20.54,11.92,41.07,83.69,41.54,40,0,11.33,0,11,51.36,53.39,70.46,10.52,7.4,30.78,57.23,9.58,3.98,5.62,9.58,20.54,8.63,3.24,26.95,20.54,14.71,26.95,33,11.33,96.97,34.01,33,33

49,12:00-12:15,69,45.02,67,209.55,73,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,85.7,41.91,37,0,11.33,0,10.67,51.36,53.39,70.46,10.52,7.4,30.78,41.17,9.57,3.98,6.09,9.57,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,11.33,97.88,34.01,33,33

50,12:15-12:30,69,44.82,67,210.72,73,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,79.53,20.85,20.54,11.92,41.07,86,42.14,37,0,11.33,0,10.67,51.36,53.39,70.46,10.52,7.4,31.29,41.17,9.58,3.98,6.09,9.58,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,11.33,100.2,34.01,33,33

51,12:30-12:45,52,44.82,77,204.17,60,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,90.73,40.83,30,0,11.33,0,11.33,51.36,53.39,70.46,10.52,8.9,31.29,38.27,11.53,4.03,6.09,11.53,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,11.33,105.19,34.01,33,33

52,12:45-13:00,52,45.02,78,204.17,61,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,51.66,20.85,20.54,11.92,41.07,90.3,40.83,31,0,11.33,0,11.67,51.36,53.39,70.46,10.52,8.95,31.29,38.27,11.57,4.03,6.09,11.57,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,11.33,105.43,34.01,33,33

53,13:00-13:15,48,44.82,77,225,53,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,83.67,20.85,20.54,11.92,41.07,89.81,45,27,0,12,0,7.33,51.36,53.39,70.46,10.6,8.88,31.29,56.26,11.49,4.03,6.09,11.49,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,12,105.35,36,33,33

54,13:15-13:30,48,45.02,75,222.29,52,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,83.67,20.85,20.54,11.92,41.07,89.31,44.46,26,0,12.5,0,7.33,51.36,53.39,70.46,10.6,8.83,31.29,56.26,11.44,4.03,6.09,11.44,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,12.5,102.6,37.5,33,33

55,13:30-13:45,60,45.02,78,214.87,63,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,83.67,20.85,20.54,11.92,41.07,88.62,42.97,31,0,13,0,7.33,51.36,53.39,70.46,10.6,8.82,31.29,56.26,11.42,4.03,6.09,11.42,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,13,98.35,39,33,33

56,13:45-14:00,60,45.02,77,207.45,62,34,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,83.67,20.85,20.54,11.92,41.07,87.8,41.49,31,0,13.5,0,7.33,51.36,53.39,70.46,10.6,8.83,31.29,56.26,11.44,4.03,6.09,11.44,20.54,8.63,3.24,26.97,20.54,14.61,26.97,33,13.5,93.97,40.5,33,33

57,14:00-14:15,57,44.82,77,204.17,59,33,0,11.91,10.71,41.07,-80.05,41.07,17.4,246.8,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,90.96,40.83,30,0,12.83,0,6,100.68,53.39,70.46,10.6,8.72,31.29,67.19,11.28,4.03,6.37,11.28,20.54,8.63,3.24,26.97,20.54,14.8,26.97,33,12.83,91.01,38.51,33,33

58,14:15-14:30,54,45.02,75,199.72,58,33,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,89.34,39.95,29,0,12.67,0,6,100.68,53.39,70.46,10.6,8.61,31.29,67.19,11.14,4.03,6.37,11.14,20.54,8.63,3.24,26.97,20.54,14.8,26.97,33,12.67,88.63,37.99,33,33

59,14:30-14:45,51,45.02,73,202.02,53,32,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,86.8,40.41,27,0,8.33,0,6,100.68,53.39,70.46,10.6,8.53,31.29,67.19,11.04,4.02,6.37,11.04,20.54,8.63,3.24,26.97,20.54,14.8,26.97,33,8.33,85.45,25.01,33,33

60,14:45-15:00,51,44.82,67,190.88,52,31,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,83.65,38.18,26,0,8.33,0,6,100.68,53.39,70.46,10.6,8.47,31.29,67.19,10.96,4.02,6.37,10.96,20.54,8.63,3.24,26.97,20.54,14.8,26.97,33,8.33,81.21,25.01,33,33

61,15:00-15:15,51,44.82,66,182.23,53,30,0,11.91,10.71,41.07,-80.05,41.07,17.4,273.25,19.33,164.29,15.32,102.88,20.85,20.54,11.92,41.07,79.43,36.44,27,0,8.33,0,6,100.68,53.39,70.46,10.6,7.98,31.29,67.19,10.34,4.02,7.03,10.34,20.54,8.63,3.24,26.97,20.54,15.08,26.97,33,8.33,75.05,25.01,33,33

