Block,Time,L_NR_2020_02,L_NR_2019_11,LT-59,LT-31,L_NR_2012_02,L_NR_2012_04,SH-06,L_NR_2023_04,LT-05,LT-36,SH-07,L_NR_2012_07,LT-35,L_NR_2012_01,L_NR_2020_05,L_NR_2020_07,L_NR_2019_06,L_NR_2019_19,L_NR_2020_06,L_NR_2022_10,L_NR_2019_07,L_NR_2022_09,L_NR_2022_08,L_NR_2019_05,L_NR_2018_61,L_NR_2021_12,L_NR_2021_16,L_NR_2021_17,L_NR_2023_07,L_NR_2023_10,L_NR_2021_13,L_NR_2021_15,L_NR_2021_14
16,03:45-04:00,6.910000,9.260000,9.520000,0.000000,221.120000,272.870000,25.550000,28.870000,35.380000,0.000000,31.050000,59.330000,0.000000,101.630000,35.04,11.69,0,0,11.68,31.18,0,31.18,11.22,0,7.4,0,0,0,0,0,0,0,0

17,04:00-04:15,6.810000,8.880000,9.210000,0.000000,221.120000,272.870000,25.550000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,34.27,11.43,0,0,11.42,31.46,0,31.46,11.53,0,7.4,0,0,0,0,0,0,0,0

18,04:15-04:30,6.810000,8.880000,9.210000,0.000000,221.120000,272.870000,25.550000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,33.51,11.16,0,0,11.17,32.36,0,32.36,11.85,0,7.4,0,0,0,0,0,0,0,0

19,04:30-04:45,6.810000,8.880000,9.210000,0.000000,221.120000,272.870000,25.550000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,45.58,15.19,0,0,15.19,43.56,0,43.56,12.18,0,7.4,0,0,0,0,0,0,0,0

20,04:45-05:00,6.810000,8.880000,9.210000,0.000000,221.120000,272.870000,25.550000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,45.38,15.13,0,0,15.13,43.61,0,43.61,12.5,0,7.4,0,0,0,0,0,0,0,0

21,05:00-05:15,6.710000,8.490000,9.210000,0.000000,221.120000,272.870000,24.500000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,46.05,15.35,0,0,15.35,42.74,0,42.74,14.72,0,7.4,0,0,0,0,0,0,0,0

22,05:15-05:30,6.710000,8.490000,9.210000,0.000000,221.120000,272.870000,24.500000,27.900000,33.290000,0.000000,31.050000,59.330000,0.000000,101.630000,46.71,15.57,0,0,15.57,43.04,0,43.04,15.1,0,7.4,0,0,0,0,0,0,0,0

23,05:30-05:45,6.710000,8.490000,8.430000,0.000000,262.540000,272.870000,24.500000,27.900000,58.210000,0.000000,31.050000,74.390000,0.000000,101.630000,47.51,15.82,0,0,15.84,43.27,0,43.27,15.44,0,7.4,0,0,0,0,0,0,0,0

24,05:45-06:00,6.710000,8.490000,8.430000,0.000000,262.540000,272.870000,24.500000,27.900000,58.210000,0.000000,31.050000,74.390000,0.000000,101.630000,48.49,16.16,0,0,16.16,54.45,0,54.45,22.05,0,7.4,0,0.67,0.33,0,0,0,0,0

25,06:00-06:15,6.630000,8.490000,8.430000,0.000000,262.540000,272.870000,24.500000,27.900000,58.210000,0.000000,31.050000,74.390000,0.000000,101.630000,67.82,22.61,0,0.3409,22.61,54.82,1.45,54.82,22.04,3.55,7.4,0,2,1,0,0,0,0,0

26,06:15-06:30,6.630000,8.490000,8.430000,0.010000,262.540000,272.870000,24.500000,27.900000,58.210000,0.010000,31.050000,74.390000,0.010000,101.630000,69.32,23.11,0,3.05836,23.11,55.19,3,55.19,22.21,8.75,7.4,0,3.33,1.67,0.36,0.16,0,0,0

27,06:30-06:45,6.630000,8.490000,8.280000,0.170000,262.540000,272.870000,24.500000,27.900000,58.210000,0.170000,31.050000,74.390000,0.170000,101.630000,70.66,23.56,0,6.65242,23.55,55.08,8,55.08,22.26,15.49,7.4,1.28,4,2,2.08,0.89,0.25,1,0.33

28,06:45-07:00,6.630000,8.490000,8.280000,0.540000,262.540000,272.870000,24.500000,27.900000,58.210000,0.560000,31.050000,74.390000,0.540000,101.630000,71.16,23.72,15.3,10.5679,23.72,55.32,15,55.32,22.6,22.29,7.4,6.36,6.67,3.33,6.36,2.72,1.27,2,1.67

29,07:00-07:15,6.530000,8.490000,8.280000,1.130000,262.540000,272.870000,24.500000,27.900000,58.210000,1.160000,31.050000,74.390000,1.130000,101.630000,71.93,23.97,21.02,15.097,23.98,56.79,21.01,56.79,22.65,21.02,7.4,14.34,5,2,13.07,5.6,2.87,4,3.33

30,07:15-07:30,6.530000,8.490000,8.280000,1.820000,262.540000,272.870000,24.500000,27.900000,35.380000,1.870000,31.050000,74.390000,1.820000,101.630000,74.8,24.94,21.52,19.99622,24.93,58.53,21.51,58.53,22.74,21.52,7.4,24.39,5,3,21.64,9.28,4.88,7,6.67

31,07:30-07:45,6.530000,8.490000,8.280000,2.700000,262.540000,272.870000,24.500000,27.900000,35.380000,2.770000,31.050000,74.390000,2.700000,101.630000,77.66,25.88,22.02,23.5708,25.89,59.51,22.01,59.51,22.78,22.02,7.4,38.27,14,6.5,31.55,13.52,7.65,9,10

32,07:45:08:00,6.530000,8.490000,8.280000,3.680000,202.160000,272.870000,24.500000,27.900000,35.380000,3.770000,31.050000,56.270000,3.680000,101.630000,79.56,26.51,22.85,28.20704,26.52,59.58,22.85,59.58,22.82,22.85,7.4,53.02,19,10,42.57,18.24,10.6,8.72,18.03

33,08:00-08:15,6.440000,8.100000,8.040000,4.720000,202.160000,272.870000,24.500000,27.940000,35.380000,4.840000,31.050000,56.270000,4.720000,101.630000,89.86,29.95,24.85,32.4829,29.95,59.43,24.85,59.43,24.04,24.85,7.4,68.53,24,12,53.58,22.96,13.71,11.43,25.07

34,08:15-08:30,6.440000,8.100000,8.040000,5.780000,202.160000,272.870000,24.500000,27.940000,35.380000,5.920000,31.050000,56.270000,5.780000,101.630000,90.07,30.02,27.32,36.39838,30.02,60.01,27.31,60.01,25.42,27.32,7.4,86.83,33,16,63.78,27.34,17.37,13.69,32.49

35,08:30-08:45,6.440000,8.100000,8.040000,6.820000,202.160000,272.870000,24.500000,27.940000,35.380000,6.980000,31.050000,56.270000,6.820000,101.630000,91.1,30.37,28.32,40.57684,30.36,61.41,28.31,61.41,27.13,28.32,7.69,96.13,38,19,73.84,31.65,19.23,15.65,39.88

36,08:45:09:00,6.440000,8.100000,8.040000,7.830000,202.160000,272.870000,24.500000,27.940000,35.380000,8.030000,31.050000,56.270000,7.830000,101.630000,76.49,25.49,28.98,44.91114,25.5,57.33,28.99,57.33,22.15,28.98,7.93,108.63,44,22,83.52,35.79,21.73,17.32,47.08

37,09:00:09:15,6.350000,7.710000,7.800000,8.790000,202.160000,272.870000,24.500000,25.960000,35.380000,9.010000,31.050000,47.080000,8.790000,101.630000,76.78,25.6,28.98,39.934,25.59,57.52,28.99,57.52,22.83,28.98,8.05,121.13,51,25,93.32,40,24.23,18.82,53.86

38,09:15-09:30,6.350000,7.710000,7.800000,9.680000,202.160000,272.870000,24.500000,25.960000,35.380000,9.920000,31.050000,47.080000,9.680000,101.630000,78.15,26.05,29.98,43.56702,26.05,58.13,29.99,58.13,23.04,29.98,9.54,137.8,54,27,103.08,44.18,27.56,20.26,60.35

39,09:30-09:45,6.350000,7.710000,7.800000,10.490000,167.540000,272.870000,24.500000,25.960000,35.380000,10.750000,31.050000,47.080000,10.490000,101.630000,78.99,26.33,29.98,46.57668,26.33,57.98,29.99,57.98,23.68,29.98,9.74,152.45,65,33,126,54,30.49,23,58.51

40,09:45-10:00,6.350000,7.710000,7.800000,11.210000,167.540000,272.870000,24.500000,25.960000,35.380000,11.490000,31.050000,47.080000,11.210000,101.630000,80.45,26.81,30.48,49.0409,26.82,59.2,30.49,59.2,24.48,30.48,10.14,162.51,77,38,136.5,58.5,32.5,25,63.27

41,10:00-10:15,6.250000,7.710000,7.800000,11.820000,111.570000,272.870000,24.500000,23.980000,35.380000,12.120000,31.050000,33.940000,11.820000,101.630000,82.07,27.36,30.48,51.34928,27.35,71.88,30.49,71.88,24.88,30.48,10.54,169.43,82,41,148.4,63.6,33.89,27,67.67

42,10:15-10:30,6.250000,7.710000,7.800000,12.310000,111.570000,272.870000,24.500000,23.980000,35.380000,12.620000,31.050000,33.940000,12.310000,101.630000,84.8,28.26,30.48,53.7161,28.27,71.88,30.49,71.88,25.15,30.48,11.14,176.36,85,42,157.5,67.5,35.27,29,71.5

43,10:30-10:45,6.250000,7.710000,7.800000,12.740000,146.190000,272.870000,24.500000,23.980000,35.380000,13.050000,31.050000,33.940000,12.740000,72.520000,87.4,29.14,30.48,35.65814,29.13,71.88,30.49,71.88,25.4,30.48,11.54,183.28,82,41,161,69,36.65,34.5,74.94

44,10:45-11:00,6.250000,7.710000,7.800000,13.080000,146.190000,272.870000,24.500000,23.980000,35.380000,13.410000,31.050000,33.940000,13.080000,48.510000,105.18,35.05,30.48,36.59318,35.06,71.88,30.49,71.88,25.59,30.48,9.16,204.47,81,40,168,72,40.89,36.5,76.77

45,11:00-11:15,6.160000,7.710000,7.800000,13.360000,146.190000,272.870000,24.500000,24.990000,35.380000,13.690000,31.050000,33.940000,13.360000,48.510000,105.32,35.11,31.32,37.86912,35.11,71.88,31.31,71.88,30.12,31.32,9.3,212.8,51,25,168,72,42.56,38.5,78.42

46,11:15-11:30,6.160000,7.710000,7.800000,13.550000,146.190000,272.870000,24.500000,24.990000,35.380000,13.890000,31.050000,33.940000,13.550000,48.510000,105.29,35.09,31.32,39.5444,35.1,71.88,31.31,71.88,30.2,31.32,9.55,216.67,82,41,168,72,43.33,40.5,79.9

47,11:30-11:45,6.160000,8.100000,7.800000,13.620000,146.190000,272.870000,24.600000,24.990000,35.380000,13.960000,31.050000,33.940000,13.620000,48.510000,105.32,35.11,31.65,41.13202,35.11,71.88,31.65,71.88,30.23,31.65,9.92,216.67,83,42,168,72,43.33,41,81.25

48,11:45-12:00,6.160000,8.100000,7.800000,13.690000,146.190000,272.870000,24.600000,24.990000,35.380000,14.040000,31.050000,33.940000,13.690000,48.510000,106.32,35.45,31.65,41.95018,35.44,72.78,31.65,72.78,30.22,31.65,10.4,216.67,85,42,168,72,43.33,42,83.33

49,12:00-12:15,6.060000,8.260000,7.800000,13.700000,146.190000,272.870000,25.630000,24.990000,35.380000,14.050000,31.050000,33.940000,13.700000,48.510000,107.69,35.89,31.65,30.88554,35.9,73.76,31.65,73.76,30.26,31.65,19.08,216.67,84,42,168,72,43.33,42.5,85

50,12:15-12:30,6.060000,8.260000,7.800000,13.660000,146.190000,272.870000,25.630000,24.990000,35.380000,14.000000,31.050000,33.940000,13.660000,48.510000,109.18,36.39,31.65,30.52516,36.39,75.25,31.65,75.25,30.29,31.65,20.07,216.67,82,41,168,72,43.33,43,86.81

51,12:30-12:45,6.060000,8.260000,8.430000,13.660000,112.930000,272.870000,25.630000,24.990000,35.380000,14.000000,31.050000,33.940000,13.660000,48.510000,112.68,37.55,31.65,30.37906,37.56,75.47,31.65,75.47,38.22,31.65,20.45,216.67,81,40,168,72,43.33,43,86.84

52,12:45-13:00,6.060000,8.260000,8.430000,12.150000,112.930000,272.870000,25.630000,24.990000,35.380000,12.450000,31.050000,33.940000,12.150000,48.510000,112.68,37.55,31.65,31.0219,37.56,76.78,31.65,76.78,38.22,31.65,20.7,216.67,80,40,168,72,43.33,43,86.78

53,13:00-13:15,6.060000,8.260000,8.590000,12.170000,112.930000,213.440000,25.630000,24.990000,35.380000,12.470000,31.050000,33.940000,12.170000,48.510000,112.68,37.55,31.65,31.64526,37.56,76.78,31.65,76.78,38.22,31.65,20.9,216.67,83,41,168,72,43.33,43,86.78

54,13:15-13:30,6.060000,8.260000,8.590000,12.200000,112.930000,213.440000,25.630000,24.990000,35.380000,12.510000,31.050000,33.940000,12.200000,48.510000,112.68,37.55,31.65,32.17122,37.56,76.78,31.65,76.78,38.22,31.65,21.28,216.67,89,44,179,76,43.33,43,86.77

55,13:30-13:45,6.060000,8.260000,8.590000,12.180000,112.930000,272.870000,26.190000,24.990000,35.380000,12.470000,26.190000,33.940000,12.180000,48.510000,112.68,37.55,31.65,42.28134,37.56,76.78,31.65,76.78,38.22,31.65,15.14,216.67,95,47,179,76,43.33,42,86.61

56,13:45-14:00,6.060000,8.260000,8.590000,11.940000,112.930000,272.870000,26.190000,24.990000,35.380000,12.230000,26.190000,33.940000,11.940000,48.510000,112.68,37.55,31.65,43.01184,37.56,76.78,31.65,76.78,38.22,31.65,16.18,216.67,99,50,179,76,43.33,38,85.53

57,14:00-14:15,6.160000,8.640000,8.740000,11.790000,110.820000,272.870000,26.190000,24.990000,35.380000,12.090000,26.190000,35.170000,11.790000,48.950000,112.68,37.55,31.65,43.72286,37.56,76.78,31.65,76.78,38.22,31.65,17.68,203.72,90,45,175,75,40.74,35,83.59

58,14:15-14:30,6.160000,8.640000,8.740000,11.460000,113.250000,272.870000,26.190000,24.990000,35.380000,11.750000,26.190000,35.170000,11.460000,48.950000,112.68,37.55,31.65,43.07028,37.56,76.78,31.65,76.78,38.22,31.65,19.31,200.14,83,42,119,51,40.03,33,81.44

59,14:30-14:45,6.160000,8.950000,8.740000,10.990000,161.760000,272.870000,26.190000,24.990000,35.380000,11.270000,26.190000,47.470000,10.990000,50.450000,112.68,37.55,31.65,42.0281,37.56,76.78,31.65,76.78,38.22,31.65,20.76,194.81,77,39,119,51,38.96,32,79.52

60,14:45-15:00,6.160000,8.950000,8.740000,10.490000,168.900000,272.870000,26.190000,24.990000,35.380000,10.750000,26.190000,47.470000,10.490000,50.450000,112.68,37.55,31.65,40.20672,37.56,76.78,31.65,76.78,38.22,31.65,21.97,184.04,73,36,119,51,36.81,31,75.85

61,15:00-15:15,6.160000,9.260000,8.900000,10.050000,168.900000,272.870000,26.190000,25.960000,35.380000,10.290000,26.190000,47.470000,10.050000,50.450000,112.68,37.55,31.65,37.57692,37.56,76.78,31.65,76.78,38.22,31.65,23.6,174.35,77,38,112,48,34.87,30,71.8

62,15:15-15:30,6.160000,9.260000,8.900000,9.550000,168.900000,272.870000,26.190000,25.960000,35.380000,9.790000,26.190000,47.470000,9.550000,50.450000,112.68,37.55,31.65,34.5283,37.56,76.78,31.65,76.78,38.22,31.65,26.14,166.43,72,36,109,46,33.29,34.21,67.3

63,15:30-15:45,6.160000,9.260000,9.750000,8.920000,168.900000,272.870000,26.190000,25.960000,35.380000,9.140000,26.190000,47.470000,8.920000,50.450000,112.5,37.5,31.65,31.06086,37.5,76.78,31.65,76.78,38.22,31.65,34.66,158.05,71,36,95,40,31.61,32.15,62.38

64,15:45-16:00,6.160000,9.260000,9.750000,8.170000,168.900000,272.870000,26.190000,25.960000,35.380000,8.380000,26.190000,47.470000,8.170000,50.450000,112.5,37.5,31.65,27.13564,37.5,76.78,31.65,76.78,38.26,31.65,35.19,147.3,69,34,95,40,29.46,29.67,56.81

65,16:00-16:15,6.530000,9.640000,9.750000,7.360000,198.010000,272.870000,26.190000,27.900000,35.380000,7.540000,26.190000,47.470000,7.360000,50.450000,112.5,37.5,31.65,24.35974,37.5,76.78,31.65,76.78,38.26,31.65,35.53,154.18,19,10,88,37,30.83,27.16,51.12

66,16:15-16:30,6.530000,9.640000,9.750000,6.430000,229.280000,272.870000,26.190000,27.900000,35.380000,6.590000,26.190000,47.470000,6.430000,50.450000,112.5,37.5,31.65,21.21372,37.5,76.78,31.65,76.78,38.26,31.65,36,137.7,14,7,49,21,27.54,24.54,45.12

67,16:30-16:45,6.530000,9.640000,9.750000,5.480000,229.280000,272.870000,26.190000,29.840000,35.380000,5.620000,26.190000,47.470000,5.480000,50.450000,112.5,37.5,31.65,19.21702,37.5,76.78,31.65,76.78,38.26,31.65,36.97,120.78,11,6,49,21,24.15,21.68,38.98

68,16:45-17:00,6.530000,9.640000,9.750000,4.520000,229.280000,272.870000,26.190000,29.840000,35.380000,4.630000,26.190000,47.470000,4.520000,50.450000,112.5,37.5,33,15.2431,37.5,76.78,25,76.78,38.26,33,41.02,102.46,11,6,49,21,20.49,18.5,32.51

69,17:00-17:15,6.910000,10.030000,9.920000,3.570000,229.280000,272.870000,26.190000,29.840000,35.380000,3.670000,26.190000,65.590000,3.570000,50.450000,110,36.66,22.31,10.84062,36.67,76.78,20,76.78,36.93,30.48,41.02,84.31,13,6,39,16,16.86,15.09,25.88

70,17:15-17:30,6.910000,10.030000,9.920000,2.730000,229.280000,272.870000,26.190000,25.810000,35.380000,2.800000,26.190000,65.590000,2.730000,50.450000,110,36.66,10.4,7.05176,36.67,76.78,15,76.78,36.93,20.15,41.02,64.68,13,7,21,9,12.94,11.62,19.41

71,17:30-17:45,6.910000,10.030000,9.920000,2.020000,229.280000,272.870000,26.190000,25.810000,35.380000,2.060000,26.190000,65.590000,2.020000,50.450000,110,36.66,0.36,4.00314,36.67,76.78,8.74,76.78,36.93,14.3,41.02,45.96,16,8,21,9,9.19,8.68,12.99

72,17:45-18:00,6.910000,10.030000,9.920000,1.360000,229.280000,272.870000,26.190000,25.810000,35.380000,1.390000,26.190000,65.590000,1.360000,50.450000,110,36.66,0,1.90904,36.67,76.78,2.7,76.78,36.93,5.88,41.02,31.2,13,6,21,9,6.24,6.02,7.26

73,18:00-18:15,7.280000,10.030000,10.150000,0.810000,262.540000,272.870000,26.190000,26.780000,58.210000,0.830000,26.190000,74.000000,0.810000,79.560000,110,36.66,0,0.2922,36.67,76.78,0,76.78,36.93,0,41.02,19.66,15,7,21,9,3.93,3.95,0.95

74,18:15-18:30,7.280000,10.030000,10.150000,0.400000,262.540000,272.870000,26.190000,26.780000,58.210000,0.410000,26.190000,74.000000,0.400000,99.480000,110,36.66,0,0.02922,36.67,76.78,0,76.78,36.93,0,41.02,10.65,13,6,14,6,2.13,2.5,0.31

75,18:30-18:45,7.280000,10.030000,10.150000,0.090000,180.770000,272.870000,26.190000,26.780000,58.210000,0.090000,26.190000,56.050000,0.090000,79.560000,110,36.66,0,0,36.67,76.78,0,76.78,36.93,0,25.08,4.45,10,5,7,3,0.89,0.47,0

76,18:45-19:00,7.280000,10.030000,10.150000,0.000000,168.900000,272.870000,26.190000,26.780000,58.210000,0.000000,26.190000,56.050000,0.000000,100.380000,110,36.66,0,0,36.67,76.78,0,76.78,36.93,0,24.06,0.47,3,2,4,1,0.09,1,0

77,19:00-19:15,7.460000,10.030000,10.150000,0.000000,202.160000,272.870000,26.190000,26.780000,58.210000,0.000000,26.190000,56.050000,0.000000,100.380000,110,36.66,0,0,36.67,76.78,0,76.78,36.93,0,23.06,0,0,0,1,0,0,0,0

78,19:15-19:30,7.460000,10.030000,10.150000,0.000000,202.160000,272.870000,26.190000,26.780000,58.210000,0.000000,26.190000,56.050000,0.000000,100.380000,110,36.66,0,0,36.67,76.78,0,76.78,27.04,0,22.08,0,0,0,0,0,0,0,0

79,19:30-19:45,7.930000,10.030000,10.150000,0.000000,250.670000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,85.84,28.62,0,0,28.61,76.78,0,76.78,27.71,0,19.66,0,0,0,0,0,0,0,0

80,19:45-20:00,7.930000,10.030000,10.150000,0.000000,262.540000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,87.36,29.13,0,0,29.12,49.58,0,49.58,27.61,0,15.04,0,0,0,0,0,0,0,0

81,20:00-20:15,7.930000,9.640000,8.200000,0.000000,262.540000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,87.46,29.16,0,0,29.15,48.03,0,48.03,27.08,0,14.89,0,0,0,0,0,0,0,0

82,20:15-20:30,7.930000,9.640000,9.360000,0.000000,262.540000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,88.75,29.59,0,0,29.58,46.9,0,46.9,26.55,0,14.22,0,0,0,0,0,0,0,0

83,20:30-20:45,7.930000,9.640000,9.360000,0.000000,262.540000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,89.1,29.7,0,0,29.7,24.23,0,24.23,25.76,0,13.52,0,0,0,0,0,0,0,0

84,20:45-21:00,7.930000,9.640000,9.360000,0.000000,262.540000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,27.55,9.2,0,0,9.18,23.3,0,23.3,8.9,0,13.24,0,0,0,0,0,0,0,0

85,21:00-21:15,7.740000,9.260000,9.130000,0.000000,227.920000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,27.72,9.23,0,0,9.24,22.53,0,22.53,8.61,0,12.44,0,0,0,0,0,0,0,0

86,21:15-21:30,7.740000,9.260000,9.130000,0.000000,227.920000,272.870000,26.190000,25.810000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,27.8,9.26,0,0,9.27,21.68,0,21.68,8.02,0,20.41,0,0,0,0,0,0,0,0

87,21:30-21:45,7.740000,9.260000,9.130000,0.000000,227.920000,272.870000,26.190000,24.840000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,27.99,9.32,0,0,9.33,20.83,0,20.83,7.75,0,20.25,0,0,0,0,0,0,0,0

88,21:45-22:00,7.740000,9.260000,9.130000,0.000000,227.920000,272.870000,26.190000,24.840000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,28.76,9.58,0,0,9.59,20.26,0,20.26,7.5,0,19.81,0,0,0,0,0,0,0,0

89,22:00-22:15,7.560000,9.260000,8.970000,0.000000,227.920000,272.870000,26.190000,28.870000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,29.26,9.76,0,0,9.75,19.7,0,19.7,7.5,0,19.18,0,0,0,0,0,0,0,0

90,22:15-22:30,7.560000,9.260000,8.970000,0.000000,227.920000,272.870000,26.190000,28.870000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,29.91,9.96,0,0,9.97,20.84,0,20.84,7.5,0,18.44,0,0,0,0,0,0,0,0

91,22:30-22:45,7.560000,9.260000,8.430000,0.000000,227.920000,272.870000,26.190000,28.870000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,30.66,10.22,0,0,10.22,14.67,0,14.67,7.5,0,16.93,0,0,0,0,0,0,0,0

92,22:45-23:00,7.560000,9.260000,8.430000,0.000000,227.920000,272.870000,26.190000,28.870000,58.210000,0.000000,26.190000,65.200000,0.000000,100.380000,32.9,10.96,0,0,10.97,14.67,0,14.67,7.64,0,15.4,0,0,0,0,0,0,0,0

93,23:00-23:15,7.560000,8.880000,8.430000,0.000000,262.540000,272.870000,26.190000,28.910000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,35.19,11.74,0,0,11.73,14.67,0,14.67,7.77,0,13.69,0,0,0,0,0,0,0,0

94,23:15-23:30,7.560000,8.880000,8.430000,0.000000,262.540000,272.870000,26.190000,28.910000,58.210000,0.000000,26.190000,74.390000,0.000000,100.380000,37.52,12.5,0,0,12.51,14.67,0,14.67,7.64,0,12.04,0,0,0,0,0,0,0,0

