Block,Time Block,KKNPPU2,KOLDAM,KUDGI,KOTESHWR,KKNP,FSTPP I & II,DULHASTI,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SIMHST2,SALAL,SEWA2,SINGRAULI,SASAN,TALA,DHAULIGNGA,DADRT2,CHAMERA3,KGSU3AND4,KHSTPP-I,KHSTPP-II,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,KISHANGANGA,CHAMERA1,BSIUL,CHAMERA2,BRBCL,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,0,0,0,8.51,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,7.99,0,17.93,2.12,0,0,0,0,0,0,53.5,0,134,267.82,0,0,268.6,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

18,04:15-04:30,0,0,0,8.51,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,7.99,0,17.93,2.12,0,0,0,0,0,0,12.82,0,134,267.82,0,0,282.99,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

19,04:30-04:45,0,0,0,8.51,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,7.99,0,17.93,2.12,0,0,0,0,0,0,1.34,0,134,267.82,0,0,303.14,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

20,04:45-05:00,0,0,0,8.51,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,2.12,0,0,0,0,0,0,1.34,0,134,267.82,0,0,337.67,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

21,05:00-05:15,0,0,0,8.51,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,3.18,0,0,0,0,0,0,1.34,0,134,278.61,0,0,367.41,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

22,05:15-05:30,0,0,0,8.51,0,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,19.72,0,0,4.26,25.32,0,3.07,0,20.33,3.18,0,0,0,0,0,0,1.34,0,134,291.74,0,0,400.99,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,18.17,0,0,0,0,0,19.19,0,0,0,0,0,0

23,05:30-05:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,19.72,0,0,4.26,25.32,0,3.07,0,20.33,3.18,0,0,0,0,0,0,1.34,0,134,302.58,0,0,418.25,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,38.16,0,0,0,0,0,19.19,0,0,0,0,0,0

24,05:45-06:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,19.72,0,0,4.26,25.32,0,3.07,0,20.33,3.18,14.93,0,0,0,0,0,1.34,0,134,310.13,0,0,466.22,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,54.51,0,0,0,0,0,19.19,0,0,0,0,0,0

25,06:00-06:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,309.72,0,0,19.72,0,0,4.26,25.32,0,1.1,0,20.33,3.18,29.86,0,0,0,0,0,1.34,0,134,317.69,0,7.73,444.64,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,3.66,119.26,0,0,113.93,0,72.68,0,0,0,1.06,3.19,19.19,0,0,0,0,0,0

26,06:15-06:30,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,368.24,0,0,19.72,0,0,4.26,25.32,0,1.1,0,20.33,3.18,44.79,0,0,0,0,0,1.34,5.06,134,325.25,0,7.73,394.27,9.29,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,90.85,0,0,0,6.25,11.51,19.19,0,0,0,0,0,0

27,06:30-06:45,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,418.45,0,0,19.72,0,0,4.26,25.32,0,6.01,0,20.33,3.18,59.71,0,0,0,0,0,1.34,10.11,134,332.92,0,15.96,331.92,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,134.63,0,0,11.52,12.51,25.27,19.19,0,0,0,0,0,0

28,06:45-07:00,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,418.45,0,0,19.72,0,0,4.26,25.32,0,1.1,0,20.33,25.41,59.71,0,0,0,0,0,1.34,10.11,134,334.78,0,35.06,339.11,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,134.63,0,0,26.91,12.51,25.27,19.19,0,0,0,0,0,0

29,07:00-07:15,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,398.72,0,0,17.59,0,0,4.26,25.32,0,1.1,0,20.33,25.41,59.71,0,0,0,0,0,1.34,10.11,134,334.78,0,35.06,386.6,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

30,07:15-07:30,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,410.24,0,0,17.59,0,0,4.26,25.32,0,1.1,0,20.33,25.41,59.71,0,0,0,0,0,1.34,10.11,134,334.78,0,35.06,442.24,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,134.63,0,0,40.43,12.51,25.27,19.19,0,0,0,0,0,0

31,07:30-07:45,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,3.18,59.71,0,0,0,0,0,1.34,10.11,128.07,334.78,0,35.06,449.53,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,15.88,119.26,0,0,113.93,0,134.63,0,0,26.91,12.51,25.27,19.19,0,0,0,0,0,0

32,07:45-08:00,0,0,0,19.29,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,59.71,0,0,0,0,0,1.34,5.06,128.07,334.78,0,35.06,497.25,27.88,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,3.42,119.26,0,0,113.93,0,134.63,0,0,13.48,12.51,25.27,19.19,0,0,0,0,0,0

33,08:00-08:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,6.01,0,20.33,1.59,44.79,0,0,0,0,0,1.34,0,128.07,334.78,0,26.23,532.51,1.22,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,90.85,0,0,13.48,6.25,24.3,19.19,0,0,0,0,0,0

34,08:15-08:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,29.86,0,0,0,0,0,1.34,0,128.07,334.78,0,16.47,536.78,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,59.05,0,0,0,1.06,12.53,19.19,0,0,0,0,0,0

35,08:30-08:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,29.86,0,0,0,0,0,1.34,0,128.07,334.78,0,7.73,545.18,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,36.34,0,0,0,0,12.53,19.19,0,0,0,0,0,0

36,08:45-09:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,29.86,0,0,0,0,0,1.34,0,128.07,334.78,0,0,544.16,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,18.17,0,0,0,0,12.53,19.19,0,0,0,0,0,0

37,09:00-09:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,14.93,0,0,0,0,0,1.34,0,128.07,334.78,0,0,534.6,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,12.53,19.19,0,0,0,0,0,0

38,09:15-09:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,364.4,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,1.59,14.93,0,0,0,0,0,1.34,0,128.07,334.78,0,0,548.35,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,12.53,19.19,0,0,0,0,0,0

39,09:30-09:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,25.41,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,530.49,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,11.51,19.19,0,0,0,0,0,0

40,09:45-10:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,4.26,25.32,0,1.1,0,20.33,25.41,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,532.41,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,11.51,19.19,0,0,0,0,0,0

41,10:00-10:15,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,25.41,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,535.29,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

42,10:15-10:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,3.18,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,532.41,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

43,10:30-10:45,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,2.12,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,527.62,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

44,10:45-11:00,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,2.12,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,503.63,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

45,11:00-11:15,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,2.12,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,455.67,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,17.32,0,0,0,0,0,0

46,11:15-11:30,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,10.32,25.32,0,3.07,0,20.33,2.12,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,423.05,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,16.21,0,0,0,0,0,0

47,11:30-11:45,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,4.26,25.32,0,3.07,0,20.33,25.41,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,389.13,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

48,11:45-12:00,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,302.05,0,0,17.51,0,0,4.26,25.32,0,3.07,0,20.33,8.47,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,354.71,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

49,12:00-12:15,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,25.32,0,3.07,0,20.33,4.23,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,333.75,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

50,12:15-12:30,0,0,0,8.51,0,17.46,31.62,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,25.32,0,3.07,0,20.33,4.23,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,310.73,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

51,12:30-12:45,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,248.52,0,0,13.64,0,0,4.26,20.34,0,3.07,0,16.38,4.23,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,292.73,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

52,12:45-13:00,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,230.71,0,0,13.64,0,0,4.26,20.34,0,3.07,0,16.38,4.23,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,277.38,0,0,43.38,94.85,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

53,13:00-13:15,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,248.52,0,0,13.64,0,0,4.26,17.78,0,3.07,0,13.99,1.59,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,228.46,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

54,13:15-13:30,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,248.52,0,0,13.64,0,0,4.26,16.4,0,3.07,0,13.99,1.59,0,0,0,0,0,0,1.34,0,115.12,334.78,0,0,199.68,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

55,13:30-13:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,248.52,0,0,17.51,0,0,4.26,21.38,0,3.07,0,13.99,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,194.88,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

56,13:45-14:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,210.23,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

57,14:00-14:15,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,7.99,0,17.93,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,211.19,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

58,14:15-14:30,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,7.99,0,17.93,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,228.46,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

59,14:30-14:45,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,253.4,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

60,14:45-15:00,0,0,0,8.51,0,14.98,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.59,0,0,0,0,0,0,1.34,0,115.12,323.76,0,0,274.5,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

61,15:00-15:15,0,0,0,8.51,0,16.59,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.06,0,0,0,0,0,0,12.26,0,120.84,323.76,0,0,292.73,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

62,15:15-15:30,0,0,0,8.51,0,17.46,15.81,0,0,0,0,0,0,0,0,0,0,0,0,251.2,0,0,17.51,0,0,4.26,21.38,0,3.07,0,17.93,1.06,0,0,0,0,0,0,53.5,0,120.84,323.76,0,0,292.73,0,0,36.79,78.22,44.13,0,0,0,49.91,41.9,0,0,119.26,0,0,113.93,0,0,0,0,0,0,0,19.19,0,0,0,0,0,0

