Block,Time,DHAULIGNGA,KGSU1AND2,KHSTPP-II,KKNP,MAPS,RAPPC,SIMHST1,TEHRIPSP,URI,DADRI_RF,CHAMERA2,DULHASTI,RAPPB,TALST2,ANTA_GF,ANTA_LF,BRBCL,FSTPP I & II,RIHAND3,SEWA2,AURY_LF,KHSTPP-I,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPD,RIHAND2,RSTPSU7,SINGRAULI,TALA,UNCHAHAR1,UNCHAHAR2,ANTA_RF,AURY_RF,DADRI_GF,BSIUL,DADRT2,JHAJJAR,KUDGI,NJPC,NLCEXP,NTPL,PARBATI2,RSTPSU1TO6,SALAL,SIMHST2,TANAKPUR,KKNPPU2,KOLDAM,NAPP,NNTPP,SASAN,TEHRI,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,AURY_CRF,DADRI_CRF,CHAMERA3,KISHANGANGA,KOTESHWR,PARBATI3,TANDA2,UNCHAHAR3,URI2,VALLURNTECL,AURY_GF,CHAMERA1,KGSU3AND4,RAMPUR,RIHAND1,SINGRAULI_HYDRO,DADRI_LF
17,04:00-04:15,0,0,148.3,0,0,65.42,0,0,52.36,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,19.03,21.65,45,51.84,80,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,40.57,32.71,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

18,04:15-04:30,0,0,148.3,0,0,65.42,0,0,52.36,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,19.03,21.65,45,51.84,80,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,40.57,32.71,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

19,04:30-04:45,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.93,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,40.57,22.3,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

20,04:45-05:00,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.82,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,40.57,22.3,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

21,05:00-05:15,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.72,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,30.43,22.3,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

22,05:15-05:30,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.52,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,20.51,22.3,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

23,05:30-05:45,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.35,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,20.29,22.3,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

24,05:45-06:00,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,18.23,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,20.29,32.71,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

25,06:00-06:15,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.11,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,32.71,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

26,06:15-06:30,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.88,21.65,45,51.84,80,0,6.52,657.08,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,32.71,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

27,06:30-06:45,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.84,80,0,6.52,658.4,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,22.3,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

28,06:45-07:00,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.84,80,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,22.3,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

29,07:00-07:15,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.2,79.48,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,32.71,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

30,07:15-07:30,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.2,79.48,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,32.71,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

31,07:30-07:45,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.2,79.48,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

32,07:45-08:00,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.64,21.65,45,51.2,79.48,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,59.52,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,23.38,0,0,42.15,0,5.7,98.32,0.96,0

33,08:00-08:15,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.9,21.65,45,50.57,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,44.64,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,21.82,0,0,42.15,0,5.7,98.32,0.96,0

34,08:15-08:30,0,0,148.3,0,0,65.42,0,0,26.49,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.2,21.65,45,50.57,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,29.76,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,21.82,0,0,42.15,0,5.7,98.32,0.96,0

35,08:30-08:45,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.23,21.65,45,50.57,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,8.62,24.48,0,343.12,14.88,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

36,08:45-09:00,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.23,21.65,45,50.57,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,4.9,24.48,0,343.12,0,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,38.97,0,0,42.15,0,5.7,98.32,0.96,0

37,09:00-09:15,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.23,21.65,45,49.31,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,3.26,24.48,0,343.12,0,0,3.22,0,0,0,33.94,7.05,10.14,37.17,5.73,27.69,21.82,0,0,42.15,0,5.7,98.32,0.96,0

38,09:15-09:30,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.23,21.65,45,49.31,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,1.63,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,37.17,5.73,27.69,21.82,0,0,28.1,0,5.7,98.32,0.96,0

39,09:30-09:45,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.82,21.65,45,49.31,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,1.63,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,23.38,0,0,14.05,0,5.7,98.32,0.96,0

40,09:45-10:00,0,0,148.3,0,0,65.42,0,0,30.91,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.82,21.65,45,49.31,79.22,0,6.52,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,1.63,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,23.38,0,0,0,0,5.7,98.32,0.96,0

41,10:00-10:15,0,0,148.3,0,0,65.42,0,0,41.95,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.82,21.65,45,49.31,78.44,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,38.97,0,0,0,0,5.7,98.32,0.96,0

42,10:15-10:30,0,0,148.3,0,0,65.42,0,0,41.95,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,18.82,21.65,45,49.31,78.44,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,38.97,0,0,0,0,5.7,98.32,0.96,0

43,10:30-10:45,0,0,148.3,0,0,65.42,0,0,35.33,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.66,21.65,45,49.31,77.66,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

44,10:45-11:00,0,0,148.3,0,0,65.42,0,0,35.33,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,24.33,125.27,0,149.89,17.7,21.65,45,49.31,77.66,0,13.04,689.38,667.25,0,175.79,0,0,0,0,80.76,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

45,11:00-11:15,0,0,148.3,0,0,65.42,0,0,35.33,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.73,21.65,45,48.68,77.66,0,13.04,689.38,667.25,0,175.79,0,0,0,0,53.45,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

46,11:15-11:30,0,0,148.3,0,0,65.42,0,0,35.33,79.04,47.12,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.76,21.65,45,48.68,77.66,0,13.04,689.38,667.25,0,175.79,0,0,0,0,53.45,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,32.71,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

47,11:30-11:45,0,0,148.3,0,0,65.42,0,0,37.53,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.78,21.65,45,48.68,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,0,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

48,11:45-12:00,0,0,148.3,0,0,65.42,0,0,37.53,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.85,21.65,45,48.68,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,1.63,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

49,12:00-12:15,0,0,148.3,0,0,65.42,0,0,52.36,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.9,21.65,45,48.04,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,1.63,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,31.17,0,0,0,0,5.7,98.32,0.96,0

50,12:15-12:30,0,0,148.3,0,0,65.42,0,0,52.36,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.97,21.65,45,48.04,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,3.26,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,31.17,0,0,0,0,5.7,98.32,0.96,0

51,12:30-12:45,0,0,148.3,0,0,65.42,0,0,30.91,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.97,21.65,45,48.04,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,4.9,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

52,12:45-13:00,0,0,148.3,0,0,65.42,0,0,30.91,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,17.97,21.65,45,48.04,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,11.91,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,28.06,0,0,0,0,5.7,98.32,0.96,0

53,13:00-13:15,0,0,148.3,0,0,65.42,0,0,33.12,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.79,21.65,45,48.04,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,23.38,0,0,0,0,5.7,98.32,0.96,0

54,13:15-13:30,0,0,148.3,0,0,65.42,0,0,33.12,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.79,21.65,45,47.41,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,22.6,7.05,10.14,22.3,5.73,27.69,23.38,0,0,0,0,5.7,98.32,0.96,0

55,13:30-13:45,0,0,148.3,0,0,65.42,0,0,35.33,79.04,31.4,55.38,0,0,0,0,24.99,20.8,130.84,0,0,45.53,0,0,0,0,125.27,0,149.89,16.82,21.65,45,47.41,76.62,0,13.04,689.38,667.25,0,175.79,0,0,0,0,81.92,0,9.99,0,8.62,24.48,0,343.12,0,0,3.22,0,0,0,33.94,7.05,10.14,22.3,5.73,27.69,28.06,0,0,14.05,0,5.7,98.32,0.96,0

