Block,Time,CHAMERA1,CHAMERA3,DULHASTI,KGSU1AND2,KOLDAM,NLCIIST1,PARBATI2,RSTPSU1TO6,URI,ANTA_LF,AURY_CRF,AURY_GF,KUDGI,NJPC,RAMPUR,RAPPC,SEWA2,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,UNCHAHAR4,URI2,ANTA_CRF,KHSTPP-I,KKNPPU2,NLCEXP,NTPL,RSTPSU7,TelanganaSTPP,UNCHAHAR3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,NAPP,SIMHST1,SIMHST2,ANTA_GF,AURY_LF,KHSTPP-II,KOTESHWR,NNTPP,PARBATI3,RAPPB,RIHAND3,SALAL,ANTA_RF,KISHANGANGA,NLCIIST2,RIHAND1,RIHAND2,TEHRIPSP,DADRI_CRF,BSIUL,MAPS,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR2,AURY_RF,DADRI_LF,DADRT2,JHAJJAR,KKNP,NLCTS2EXP,RAPPD,SASAN,SINGRAULI,VALLURNTECL,DADRI_GF,DADRI_RF
6,01:15-01:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.17,0,11.15,3.22,28.06,0,45.53,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,32.71,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,79.74,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

7,01:30-01:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.17,0,11.15,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,32.71,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,79.74,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

8,01:45-02:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.32,0,11.15,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,32.71,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,79.74,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

9,02:00-02:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.32,0,11.15,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,32.71,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,80,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

10,02:15-02:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.32,0,11.15,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,32.71,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,80,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

11,02:30-02:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.32,0,11.15,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,80,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

12,02:45-03:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,18.32,0,11.15,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,72.05,51.96,7.05,0,47.02,125.27,0,0,6.52,0,5.73,59.52,21.65,45,80,0,549.38,667.25,0,0,0,337.5,150.71,0,0,79.04

13,03:00-03:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,25.75,0,9.99,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

14,03:15-03:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,25.75,0,9.99,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

15,03:30-03:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,12.22,0.96,25.75,0,9.99,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

16,03:45-04:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,25.75,0,9.99,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,40.57,0,34.19,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

17,04:00-04:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,25.75,0,10.37,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

18,04:15-04:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,25.75,0,10.37,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

19,04:30-04:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.84,0,10.37,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

20,04:45-05:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.58,0,11.27,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

21,05:00-05:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.52,0,11.27,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

22,05:15-05:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.25,0,11.27,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,37.17,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

23,05:30-05:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.2,0,11.27,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,22.3,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,689.38,667.25,0,0,23.39,331.88,150.71,0,0,79.04

24,05:45-06:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.96,28.2,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,30.43,0,22.3,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,626.46,667.25,0,0,23.39,331.88,150.71,0,0,79.04

25,06:00-06:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,27.64,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,20.51,0,22.3,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,626.46,662.35,0,0,24.8,331.88,150.71,0,0,79.04

26,06:15-06:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,27.58,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,626.46,662.35,0,0,24.8,331.88,150.71,0,0,79.04

27,06:30-06:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,28.52,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,626.46,667.25,0,0,24.8,337.5,150.71,0,0,79.04

28,06:45-07:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,28.6,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,52.59,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,80,0,626.46,667.25,0,0,24.8,337.5,150.71,0,0,79.04

29,07:00-07:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,28.79,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,51.96,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,79.48,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

30,07:15-07:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,28.75,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,51.96,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,79.48,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

31,07:30-07:45,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,29.05,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,51.96,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,79.48,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

32,07:45-08:00,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.93,29.02,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,32.71,0,130.84,66.82,51.96,7.05,0,47.02,125.27,0,0,13.04,0,5.73,59.52,21.65,45,79.48,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

33,08:00-08:15,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.9,29.11,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,66.82,51.33,7.05,0,47.02,125.27,0,0,13.04,0,5.73,44.64,21.65,45,79.22,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

34,08:15-08:30,42.15,33.94,55.38,0,8.62,0,0,0,37.53,0,0,0,0,175.79,5.7,65.42,0,0.9,29.11,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,66.82,51.33,7.05,0,47.02,125.27,0,0,13.04,0,5.73,29.76,21.65,45,79.22,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

35,08:30-08:45,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.31,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,66.82,51.33,7.05,0,47.02,125.27,0,0,13.04,0,5.73,14.88,21.65,45,79.22,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

36,08:45-09:00,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.11,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,66.82,51.33,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,79.22,0,689.38,667.25,0,0,0,337.5,150.71,0,0,79.04

37,09:00-09:15,42.15,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.14,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,66.82,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,79.22,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

38,09:15-09:30,28.1,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.19,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,66.82,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,79.22,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

39,09:30-09:45,14.05,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,29.14,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,66.82,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,79.22,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

40,09:45-10:00,0,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,29.19,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,66.82,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,79.22,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

41,10:00-10:15,0,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,30.08,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,78.44,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

42,10:15-10:30,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,30.08,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,50.06,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,78.44,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

43,10:30-10:45,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,29.78,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,50.06,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,77.66,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

44,10:45-11:00,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,29.78,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,50.06,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,77.66,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

45,11:00-11:15,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,29.81,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,49.43,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,77.66,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

46,11:15-11:30,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,49.43,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,77.66,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

47,11:30-11:45,0,33.94,55.38,0,8.62,0,0,0,30.91,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,49.43,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

48,11:45-12:00,0,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,29.81,0,11.91,3.22,24.94,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,49.43,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

49,12:00-12:15,0,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.8,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

50,12:15-12:30,0,33.94,55.38,0,8.62,0,0,0,52.36,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,38.97,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.8,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

51,12:30-12:45,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.8,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

52,12:45-13:00,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.8,7.05,0,47.02,125.27,0,0,19.56,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

53,13:00-13:15,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.8,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

54,13:15-13:30,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,29.85,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,22.3,0,130.84,68.56,48.16,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

55,13:30-13:45,0,33.94,55.38,0,8.62,0,0,0,35.33,0,0,0,0,175.79,5.7,65.42,0,0.9,28.4,0,11.91,3.22,28.06,0,45.83,0,0,0,0,0,27.69,24.99,47.12,42.46,20.8,0,24.62,0,0,0,0,98.87,10.14,0,31.22,0,130.84,68.56,48.16,7.05,0,47.02,125.27,0,0,13.04,0,5.73,0,21.65,45,76.62,0,689.38,667.25,0,0,0,343.12,150.71,0,0,79.04

