Block,Time,FSTPP I & II,KKNP,KOTESHWR,NLCIIST1,RAPPC,RIHAND1,RSTPSU7,TANAKPUR,TelanganaSTPP,UNCHAHAR2,AURY_CRF,DADRT2,JHAJJAR,KGSU3AND4,KHSTPP-I,NAPP,NJPC,NTPL,RAPPB,RIHAND2,UNCHAHAR3,AURY_LF,AURY_RF,DADRI_CRF,CHAMERA1,SALAL,TALST2,URI2,DADRI_RF,BRBCL,KUDGI,MAPS,NLCEXP,SASAN,TALA,UNCHAHAR4,URI,DADRI_GF,CHAMERA2,KHSTPP-II,PARBATI3,SIMHST1,SIMHST2,BSIUL,DULHASTI,KISHANGANGA,KKNPPU2,KOLDAM,NLCTS2EXP,TANDA2,TEHRI,ANTA_LF,ANTA_RF,DHAULIGNGA,KGSU1AND2,RSTPSU1TO6,SEWA2,SINGRAULI,VALLURNTECL,ANTA_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCIIST2,NNTPP,RAMPUR,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_GF
19,04:30-04:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,168.75,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,1.26,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

20,04:45-05:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,168.75,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.31,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

21,05:00-05:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,180,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.31,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

22,05:15-05:30,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,180,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

23,05:30-05:45,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,180,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

24,05:45-06:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,18.94,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,180,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

25,06:00-06:15,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,683.14,651.98,0,33.69,43.79,46.78,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,180,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,45.93,0,45.04,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

26,06:15-06:30,20.8,0,17.75,0,53.3,92,0,2.05,0,42.39,0,443.19,651.98,0,33.69,43.79,70.17,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,180,0,0,1.11,0,3.74,148.3,0,0,0,0,16.48,0,0,0,0,0,45.93,0,42.95,0,0,0,0,139.69,0,2.1,0,23.56,0,0,0,0,124.33,0,10.28,0

27,06:30-06:45,20.8,0,26.62,0,53.3,92,0,2.05,0,42.39,0,443.22,651.98,0,33.69,43.79,93.56,0,0,118.76,26.4,0,53.75,69.05,12.01,1.4,0,4.31,0,20,0,0,0,180,0,0,1.11,0,7.99,148.3,0,0,0,2.2,32.96,0,0,0,0,0,45.93,0,37.9,7.92,0,0,0,139.69,0,7.35,0,23.56,1.27,0,0,0,124.33,0,10.28,0

28,06:45-07:00,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,614.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,69.05,24.09,1.4,0,4.31,0,20,0,0,0,180,0,0,1.11,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,34.76,27.41,0,0,7.9,139.69,0,10.5,0,23.56,19.38,0,0,0,124.33,0,10.28,0

29,07:00-07:15,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,579.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,69.05,36.34,1.4,0,4.31,0,20,0,0,0,191.25,0,0,2.21,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,29.51,27.41,0,0,7.9,139.69,0,15.75,0,23.56,29.06,0,0,0,124.33,0,10.28,0

30,07:15-07:30,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,579.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,69.05,42.15,1.4,0,4.31,0,20,0,0,0,202.5,0,0,2.21,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,29.51,27.41,0,0,7.9,139.69,0,15.75,0,23.56,29.06,0,0,0,124.33,0,10.28,0

31,07:30-07:45,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,579.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,69.05,42.15,1.4,0,4.31,0,20,0,0,0,213.75,0,0,6.63,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,29.51,27.41,0,0,8.19,139.69,0,15.75,0,23.56,29.06,0,0,0,124.33,0,10.28,0

32,07:45-08:00,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,579.98,0,33.69,43.79,116.95,0,0,118.76,26.4,0,53.75,69.05,42.15,1.4,0,4.31,0,20,0,0,0,225,0,0,26.49,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,29.51,27.41,0,0,8.19,139.69,0,15.75,0,23.56,29.06,0,0,0,124.33,0,10.28,0

33,08:00-08:15,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,559.98,0,33.69,43.79,93.56,0,0,118.76,26.4,0,53.75,69.05,42.15,1.4,0,4.31,0,20,0,0,0,202.5,0,0,26.49,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,45.26,27.41,0,0,8.19,139.69,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

34,08:15-08:30,20.8,0,39.05,0,53.3,92,0,2.05,0,42.39,0,443.22,544.98,0,33.69,43.79,70.17,0,0,118.76,26.4,0,53.75,69.05,42.15,1.4,0,4.31,0,20,0,0,0,180,0,0,26.49,0,33.33,148.3,0,0,0,13.04,32.96,0,0,0,0,0,61.23,0,45.26,27.41,0,0,8.19,139.69,0,0,0,23.56,19.38,0,0,0,124.33,0,10.28,0

35,08:30-08:45,20.8,0,19.72,0,53.3,92,0,2.05,0,42.39,0,443.22,569.98,0,33.69,43.79,46.78,0,0,118.76,26.4,0,53.75,69.05,26.07,1.4,0,4.31,0,20,0,0,0,168.75,0,0,4.41,0,2.13,148.3,0,0,0,2.2,16.48,0,0,0,0,0,61.23,0,44.94,15.92,0,0,0,139.69,0,0,0,23.56,1.27,0,0,0,124.33,0,10.28,0

36,08:45-09:00,20.8,0,8.87,0,53.3,92,0,2.05,0,42.39,0,443.22,569.98,0,33.69,43.79,46.78,0,0,118.76,26.4,0,53.75,69.05,12.01,1.4,0,4.31,0,20,0,0,0,157.5,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,45.93,0,44.94,7.92,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

37,09:00-09:15,20.8,0,8.87,0,53.3,92,0,7.81,0,42.39,0,443.22,544.98,0,33.69,43.79,39.78,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,146.25,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,45.93,0,44.42,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

38,09:15-09:30,20.8,0,8.87,0,53.3,92,0,7.81,0,42.39,0,443.22,544.98,0,33.69,43.79,20.36,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,135,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,44.42,0,0,0,0,139.69,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

39,09:30-09:45,20.8,0,8.87,0,53.3,92,0,7.81,0,42.39,0,443.22,529.98,0,33.69,43.79,18.94,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,135,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,44.42,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

40,09:45-10:00,20.8,0,8.87,0,53.3,92,0,7.81,0,42.39,0,443.22,529.98,0,33.69,43.79,18.94,0,0,118.76,26.4,0,53.75,69.05,0,1.4,0,4.31,0,20,0,0,0,135,0,0,26.49,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,44.1,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

41,10:00-10:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,9.29,0,10.76,69.05,20,0,0,0,135,0,0,26.49,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.89,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

42,10:15-10:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,135,0,0,26.49,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.89,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

43,10:30-10:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,135,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.68,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

44,10:45-11:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,135,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.68,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

45,11:00-11:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,146.25,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.47,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

46,11:15-11:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,10.76,69.05,20,0,0,0,157.5,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.47,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

47,11:30-11:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,41.83,0,4.31,69.05,20,0,0,0,168.75,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.05,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

48,11:45-12:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,9.29,0,4.31,69.05,20,0,0,0,180,0,0,2.21,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.62,0,43.05,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

49,12:00-12:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,191.25,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.31,0,42.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

50,12:15-12:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.31,0,42.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

51,12:30-12:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.31,0,42.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

52,12:45-13:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.84,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

53,13:00-13:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.63,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

54,13:15-13:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.63,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

55,13:30-13:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.63,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

56,13:45-14:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.63,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

57,14:00-14:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.52,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

58,14:15-14:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.52,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

59,14:30-14:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,0,0,42.52,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

60,14:45-15:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,1.11,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.25,0,42.52,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

61,15:00-15:15,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.25,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

62,15:15-15:30,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.25,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

63,15:30-15:45,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,15.25,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

64,15:45-16:00,20.8,0,8.87,0,53.3,92,0,2.56,0,42.39,0,683.14,651.98,0,33.69,43.79,0,0,0,118.76,26.4,0,53.75,0,0,1.4,0,4.31,69.05,20,0,0,0,202.5,0,0,0.55,0,0,148.3,0,0,0,0,16.48,0,0,0,0,0,30.49,0,42.73,0,0,0,0,104.15,0,0,0,23.56,0,0,0,0,124.33,0,10.28,0

