Block,Time Block,KOTESHWR,KUDGI,DADRI_RF,DADRI_LF,KKNP,KHSTPP-II,KKNPPU2,KISHANGANGA,KHSTPP-I,KOLDAM,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,ANTA_LF,ANTA_GF,ANTA_CRF,VALLURNTECL,URI2,TelanganaSTPP,UNCHAHAR4,UNCHAHAR1,UNCHAHAR2,URI,UNCHAHAR3,RSTPSU7,SIMHST1,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,TALST2,TEHRI,TANAKPUR,SINGRAULI,TANDA2,TALA,SIMHST2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,CHAMERA1,NLCIIST2,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,RAPPB,RSTPSU1TO6,NLCTS2EXP,PARBATI3,RIHAND3,NTPL,RAPPC,RIHAND1,RIHAND2,NNTPP,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,8.51,0,0,0,0,122.68,0,0,37.66,0,0,0,0,0,0,0,0,0,229.45,0,0,0,10.73,0,0,0,0,30.62,0,0,8.03,35.07,34.12,21.84,0,0,24.54,15.17,394.11,0.74,0,10.76,0.24,134.07,0,0,0,12.52,0,0,19.2,552.99,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

21,05:00-05:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,248.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8.03,35.07,34.97,21.84,0,0,25.66,15.17,394.11,0.74,0,21.53,0.24,134.07,0,0,0,12.52,0,0,19.2,578.46,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

22,05:15-05:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,248.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8.03,35.07,34.97,21.84,0,0,25.66,15.17,394.11,0.74,0,33.37,0.24,134.07,0,0,0,12.52,0,0,19.2,578.46,0,0,0,0,19.08,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

23,05:30-05:45,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,8.77,11.23,0,0,0,0,30.62,0,0,8.03,35.07,34.97,21.84,0,0,25.66,15.17,394.11,0.74,0,33.37,0.24,134.07,0,0,0,12.52,0,0,19.2,581.42,0,0,0,0,41.81,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

24,05:45-06:00,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,8.77,11.23,0,0,0,0,30.62,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,394.11,0.74,0,33.37,0.24,134.07,0,0,0,12.52,0,2.55,19.2,581.42,12.51,0,0,0,67.35,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

25,06:00-06:15,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,251.16,0,0,8.77,11.23,0,0,0,0,30.62,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,394.11,0.74,0,33.37,0.24,134.07,0,0,0,12.52,9.29,12.64,19.2,581.42,12.89,0,0,0,67.35,0,19.78,0,0,0,3.67,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

26,06:15-06:30,17.04,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,31.64,251.16,0,0,17.54,11.23,0,0,0,0,30.62,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,12.52,18.57,25.28,19.2,581.42,26.92,0,0,0,89.8,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

27,06:30-06:45,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,251.16,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,635.65,40.46,0,0,0,112.25,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

28,06:45-07:00,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,251.16,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,38.15,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,651.64,40.46,0,0,0,134.71,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

29,07:00-07:15,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,306.83,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,655.68,40.46,0,0,0,134.71,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

30,07:15-07:30,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,304.12,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,655.68,40.46,0,0,0,134.71,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

31,07:30-07:45,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,304.12,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,651.71,40.46,0,0,0,134.71,0,19.78,0,0,0,15.88,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

32,07:45-08:00,37.48,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,47.44,248.45,0,0,26.31,11.23,0,0,0,0,31.89,0,0,9.32,40.69,34.97,25.34,0,0,25.66,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,18.77,27.89,37.92,19.2,571.33,40.46,0,0,0,134.71,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

33,08:00-08:15,17.04,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,31.64,229.45,0,0,17.54,10.3,0,0,0,0,30.62,0,0,6.62,27.61,34.97,17.31,0,0,68.03,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,6.26,9.29,37.92,19.2,485.8,40.46,0,0,0,112.25,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

34,08:15-08:30,8.51,0,0,0,0,142.34,0,0,43.7,0,0,0,0,0,0,0,0,15.82,229.45,0,0,17.54,10.96,0,0,0,0,30.62,0,0,6.62,27.61,38.15,17.31,0,0,68.03,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,6.26,0,12.64,19.2,437.81,40.46,0,0,0,89.8,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

35,08:30-08:45,8.51,0,0,0,0,131.78,0,0,39.27,0,0,0,0,0,0,0,0,15.82,229.45,0,0,8.77,9.1,0,0,0,0,30.62,0,0,6.62,27.61,38.15,17.31,0,0,68.03,15.17,394.11,0.74,0,44.02,0.24,134.07,0,0,0,6.26,0,12.64,19.2,389.82,40.46,0,0,0,67.35,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

36,08:45-09:00,8.51,0,0,0,0,122.68,0,0,37.66,0,0,0,0,0,0,0,0,15.82,229.45,0,0,8.77,9.62,0,0,0,0,30.62,0,0,6.62,27.61,38.15,17.31,0,0,68.03,15.17,394.11,0.74,0,43.54,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,40.46,0,0,0,41.81,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

37,09:00-09:15,8.51,0,0,0,0,122.68,0,0,33.34,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,8.86,0,0,0,0,30.62,0,0,6.37,23.45,38.15,14.9,0,0,25.66,15.17,398.76,0.74,0,32.65,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,23.51,0,0,0,19,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

38,09:15-09:30,8.51,0,0,0,0,122.68,0,0,34.92,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.98,34.97,14.79,0,0,25.66,15.17,399.52,0.74,0,21.77,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,23.51,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

39,09:30-09:45,8.51,0,0,0,0,122.68,0,0,34.92,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,7.15,23.6,34.97,15.46,0,0,25.66,10.11,399.52,0.74,0,21.77,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,11.78,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

40,09:45-10:00,8.51,0,0,0,0,122.68,0,0,33.34,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.98,34.97,14.79,0,0,25.66,10.11,399.52,0.74,0,10.76,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

41,10:00-10:15,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,5.7,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

42,10:15-10:30,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,5.7,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

43,10:30-10:45,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,5.7,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

44,10:45-11:00,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,5.7,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,17.61,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

45,11:00-11:15,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

46,11:15-11:30,8.51,0,0,0,0,122.68,0,0,32.33,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

47,11:30-11:45,8.51,0,0,0,0,110.96,0,0,28.69,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

48,11:45-12:00,8.51,0,0,0,0,110.96,0,0,28.69,0,0,0,0,0,0,0,0,0,229.45,0,0,0,9.98,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

49,12:00-12:15,8.51,0,0,0,0,94.56,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

50,12:15-12:30,8.51,0,0,0,0,94.56,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,361.03,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

51,12:30-12:45,8.51,0,0,0,0,84.44,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,306.16,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

52,12:45-13:00,8.51,0,0,0,0,84.44,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

53,13:00-13:15,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

54,13:15-13:30,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,0.24,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,0,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

55,13:30-13:45,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,0,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

56,13:45-14:00,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

57,14:00-14:15,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,6.8,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

58,14:15-14:30,8.51,0,0,0,0,78.29,0,0,24.49,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,23.24,0,0,6.37,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,0,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

59,14:30-14:45,8.51,0,0,0,0,93.16,0,0,24.49,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,11.12,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

60,14:45-15:00,8.51,0,0,0,0,93.76,0,0,24.49,0,0,0,0,0,0,0,0,15.82,229.45,0,0,0,11.23,0,0,0,0,30.62,0,0,6.37,22.37,34.97,13.94,0,0,25.66,0,399.52,0.74,0,21.77,5.53,134.07,0,0,0,6.26,0,0,19.2,303.44,0,0,0,0,0,0,19.78,0,0,0,3.43,119.33,0,24.48,88.3,113.99,0,0,0,0,0,0,0

