Block,Time Block,BRBCL,CHAMERA1,BSIUL,TANDA2,TALST2,SINGRAULI_HYDRO,SASAN,TANAKPUR,TALA,SIMHST1,SIMHST2,SINGRAULI,RSTPSU7,SALAL,SEWA2,RIHAND3,RAMPUR,RIHAND1,RSTPSU1TO6,RIHAND2,PARBATI2,PARBATI3,RAPPC,RAPPB,MAPS,NAPP,NTPL,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KOLDAM,KOTESHWR,KUDGI,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-I,JHAJJAR,ANTA_CRF,ANTA_LF,ANTA_RF,ANTA_GF,DADRI_LF,AURY_CRF,DADRI_GF,AURY_LF,DADRI_CRF,DADRI_RF,AURY_GF,AURY_RF,DHAULIGNGA,DULHASTI,FSTPP I & II,VALLURNTECL,CHAMERA3,CHAMERA2,DADRT2,URI2,URI,TelanganaSTPP,UNCHAHAR4,UNCHAHAR2,TEHRI,UNCHAHAR1,UNCHAHAR3,KISHANGANGA,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,9.93,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,68.22,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.7,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,38.14,33.48,0,1.63,19.51,0,20.82,26.63,8.24,142.74,0,0,0,0,0,0

10,02:15-02:30,11.25,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,68.22,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.7,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,38.14,33.48,0,1.63,19.51,0,20.82,26.63,8.24,142.74,0,0,0,0,0,0

11,02:30-02:45,12.61,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,68.22,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.7,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,38.14,33.48,0,1.63,19.51,0,19.39,26.63,8.24,142.74,0,0,0,0,0,0

12,02:45-03:00,15.25,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,68.22,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.7,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,38.14,33.48,0,1.63,19.51,0,19.39,26.63,8.24,142.74,0,0,0,0,0,0

13,03:00-03:15,16.14,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.76,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,33.48,0,1.63,19.51,0,19.39,26.63,8.24,142.74,0,0,0,0,0,0

14,03:15-03:30,15.08,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,33.48,0,1.63,19.51,0,19.39,26.63,8.24,142.74,0,0,0,0,0,0

15,03:30-03:45,14.87,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,489.44,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,33.48,0,1.63,21.22,0,19.39,26.63,8.24,142.74,0,0,0,0,0,0

16,03:45-04:00,19.25,27.05,12.55,5.26,0,0.91,403.07,6.03,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,33.48,0,1.63,22.83,12.49,19.39,26.63,8.24,142.74,0,0,0,0,0,0

17,04:00-04:15,19.25,13.43,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,26.15,12.49,19.39,26.63,8.24,142.74,0,0,0,0,0,0

18,04:15-04:30,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,26.3,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

19,04:30-04:45,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,28.22,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

20,04:45-05:00,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,0,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,29.64,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

21,05:00-05:15,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,32.99,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

22,05:15-05:30,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,32.99,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

23,05:30-05:45,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,40.55,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

24,05:45-06:00,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,470.19,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,32.95,0,1.63,41.54,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

25,06:00-06:15,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,441.32,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,38.26,0,1.63,19.23,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

26,06:15-06:30,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,4.43,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,441.32,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,38.26,0,1.63,18.94,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

27,06:30-06:45,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,441.32,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,31.27,663.04,36.62,38.26,0,1.63,18.94,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

28,06:45-07:00,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,1.69,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,43.06,0,0,0,0,0,10.02,0,0,0,0,44.11,441.32,0,0,12.86,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,33.67,46.91,663.04,36.62,38.26,0,1.63,18.94,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

29,07:00-07:15,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,44.11,413.61,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,33.67,46.91,583.28,36.62,32.95,0,1.63,23.77,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

30,07:15-07:30,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,44.11,373.19,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,33.67,46.91,525.53,36.62,32.95,0,1.63,26.86,24.99,19.39,26.63,8.24,142.74,0,0,0,0,0,0

31,07:30-07:45,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,44.11,593.02,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,33.67,46.91,390.27,36.62,32.95,0,1.63,28.56,24.99,17.05,23.13,8.24,142.74,0,0,0,0,0,0

32,07:45-08:00,19.25,0,18.83,5.26,0,0.91,403.07,0,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,44.11,606.72,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,14.72,0,22.43,46.91,368.49,36.62,32.95,0,2.13,15.09,12.49,11.86,14.65,8.24,142.74,0,0,0,0,0,0

33,08:00-08:15,19.25,0,18.83,4.63,0,0.91,403.07,1.97,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,36.28,539.35,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,11.35,0,0,31.27,368.49,36.62,32.95,0,2.13,15.09,12.49,11.86,14.65,8.24,123.03,0,0,0,0,0,0

34,08:15-08:30,19.25,0,18.83,3.94,0,0.91,403.07,1.97,0,0,0,144.62,0,49.21,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,539.66,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,10,0,0,15.64,368.49,36.62,38.26,0,2.13,15.09,0,11.86,14.65,8.24,123.03,0,0,0,0,0,0

35,08:30-08:45,19.25,0,18.83,3.94,0,0.91,403.07,1.97,0,0,0,144.62,0,38.59,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,539.66,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,10,0,0,15.64,368.49,36.62,38.26,0,2.13,15.09,0,11.86,14.65,8.24,123.03,0,0,0,0,0,0

36,08:45-09:00,19.25,0,18.83,3.94,0,0.91,403.07,1.97,0,0,0,144.62,0,38.59,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,539.66,0,0,12.79,0,0,0,0,0,0,17.63,0,20.35,10.52,38.13,10,0,0,0,368.49,36.62,38.26,0,2.13,15.09,0,11.86,14.65,8.24,123.03,0,0,0,0,0,0

37,09:00-09:15,19.25,0,18.83,3.94,0,0.91,403.07,0.49,0,0,0,144.62,0,38.59,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,539.66,0,0,1.37,0,0,0,0,0,0,1.44,0,2.19,10.52,38.13,10,0,0,0,291.49,33.97,38.26,0,2.13,15.09,0,12.04,17.27,8.24,105.06,0,0,0,0,0,0

38,09:15-09:30,19.25,0,18.83,3.94,0,0.91,403.07,0.49,0,0,0,144.62,0,38.59,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,33.97,32.95,0,2.13,15.09,0,12.04,17.27,8.24,105.06,0,0,0,0,0,0

39,09:30-09:45,19.25,0,12.55,3.94,0,0.91,403.07,0.49,0,0,0,144.62,0,38.59,18.17,125.85,2.1,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,53.19,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,32.95,0,2.13,15.09,0,12.04,17.27,8.24,105.06,0,0,0,0,0,0

40,09:45-10:00,19.25,0,12.55,3.94,0,0.91,403.07,0.49,0,0,0,144.62,0,38.59,18.17,125.85,0.97,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,24.77,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,32.95,0,2.13,15.09,0,12.04,17.27,8.24,105.06,0,0,0,0,0,0

41,10:00-10:15,19.25,0,12.55,3.94,0,0.59,403.07,1.11,0,0,0,144.62,0,38.59,18.17,125.85,0.97,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,24.77,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,15.09,0,12.26,17.27,8.24,105.06,0,0,0,0,0,0

42,10:15-10:30,19.25,0,12.55,3.94,0,0.59,403.07,1.11,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,15.09,0,12.26,17.27,8.24,105.06,0,0,0,0,0,0

43,10:30-10:45,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,19.36,0,13.93,18.6,8.24,105.06,0,0,0,0,0,0

44,10:45-11:00,17.26,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,13.93,18.6,8.24,105.06,0,0,0,0,0,0

45,11:00-11:15,15.42,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,32.59,424.71,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,13.93,18.6,8.24,105.06,0,0,0,0,0,0

46,11:15-11:30,17.02,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,32.59,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,13.93,18.6,8.24,105.06,0,0,0,0,0,0

47,11:30-11:45,16.47,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,13.93,18.6,8.24,105.06,0,0,0,0,0,0

48,11:45-12:00,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,38.59,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,13.93,18.6,8.24,118.01,0,0,0,0,0,0

49,12:00-12:15,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,0,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,0,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,15.53,0,12.97,17.27,8.24,123.03,0,0,0,0,0,0

50,12:15-12:30,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,0.97,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,24.77,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,15.53,0,12.97,17.27,8.24,142.74,0,0,0,0,0,0

51,12:30-12:45,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,0.97,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,24.77,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,23.51,0,15.38,20.65,8.24,142.74,0,0,0,0,0,0

52,12:45-13:00,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,2,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,50.61,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,10,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

53,13:00-13:15,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,2,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,50.61,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,12.69,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

54,13:15-13:30,19.25,0,12.55,3.94,0,0.59,403.07,1.48,0,0,0,144.62,0,25.73,18.17,125.85,2.04,93.54,0,119.86,10.82,16.23,66.51,0,0,49.03,0,0,51.68,0,0,0,0,0,10.02,0,0,0,0,38.02,386.4,0,0,0,0,0,0,0,0,0,0,0,0,10.52,38.13,12.69,0,0,0,291.49,36.62,33.48,0,2.13,29.62,0,15.99,20.65,8.24,123.03,0,0,0,0,0,0

