Block,Time Block,DULHASTI,FSTPP I & II,DHAULIGNGA,DADRT2,KISHANGANGA,KHSTPP-II,AURY_LF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,AURY_GF,UNCHAHAR4,AURY_RF,VALLURNTECL,ANTA_GF,AURY_CRF,UNCHAHAR3,URI2,ANTA_CRF,TANDA2,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,CHAMERA3,RSTPSU1TO6,NNTPP,SIMHST2,RAPPC,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,RAMPUR,TALA,SINGRAULI,TALST2,SINGRAULI_HYDRO,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KGSU3AND4,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,NLCTS2EXP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,KHSTPP-I,KKNP,KGSU1AND2,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0,11,0,362,0,94.75,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,13.98,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

17,04:00-04:15,0,11,0,362,0,94.75,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,16.27,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,21.14,0,0,229.93,0,0,0,0,0

18,04:15-04:30,0,11,0,362,0,94.75,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,14.3,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,17.49,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,21.53,0,0,229.93,0,0,0,0,0

19,04:30-04:45,0,11,0,362,0,94.75,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,14.3,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,17.44,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,21.53,0,0,229.93,0,0,0,0,0

20,04:45-05:00,0,11,0,362,0,94.75,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,14.3,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

21,05:00-05:15,0,11,0,362,0,122.94,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,0,4.15,0,0,0,14.3,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,24.32,0,0,229.93,0,0,0,0,0

22,05:15-05:30,0,11,0,362,0,122.94,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,0,4.15,0,0,0,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,24.32,0,0,229.93,0,0,0,0,0

23,05:30-05:45,15.85,11,0,428.93,0,122.94,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,0,4.15,0,0,0,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

24,05:45-06:00,15.85,11,0,515.67,0,122.94,0,0,22.5,1.07,0,5.77,0,0,0,0,0,0,0,4.15,0,0,0,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,18.22,42.32,0,0,8.53,0,0,27.92,0,0,229.93,0,0,0,0,0

25,06:00-06:15,15.85,16.72,0,467.58,0,142.63,0,0,33.16,1.07,0,6.9,0,0,0,0,0,0,0,4.15,0,0,0,42.91,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,36.43,42.32,0,0,8.53,0,0,31.52,0,0,231.09,0,0,0,0,0

26,06:15-06:30,15.85,16.72,7.62,515.67,0,142.63,0,0,40.42,1.07,0,8.97,0,0,0,0,0,0,0,4.15,0,0,0,42.91,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,3.43,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,1.92,0,0,0,0,0,0,0,55.83,42.32,0,0,17.07,0,0,32.09,0,0,231.09,0,0,0,0,0

27,06:30-06:45,31.7,17.89,15.24,515.33,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,0,4.15,0,0,0,42.91,0,0,0,0,0,2.44,0,0,0,51.87,0,0,1.35,0,3.43,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,3.85,13.51,2.12,0,0,0,0,0,82.89,42.32,0,0,25.6,0,0,32.09,0,0,268.27,0,0,0,0,0

28,06:45-07:00,31.7,18.04,26.36,583.06,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,0,4.15,0,0,0,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,3.43,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.09,0,0,337.19,0,0,0,0,0

29,07:00-07:15,31.7,18.04,26.36,655.29,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,0,4.15,0,0,0,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.6,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,404.81,0,0,0,0,0

30,07:15-07:30,31.7,18.04,26.36,656.71,0,142.63,0,0,40.77,3.18,0,9.89,0,0,0,0,0,0,0,4.15,0,0,0,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.88,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

31,07:30-07:45,31.7,18.04,26.36,656.71,0,142.63,0,0,40.77,3.18,0,9.89,0,0,0,0,0,0,1.93,4.15,0,0,0,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.88,15.91,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

32,07:45-08:00,31.7,18.04,15.24,656.71,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,4.26,4.15,0,0,0,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,1.35,7.88,3.43,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

33,08:00-08:15,31.7,18.04,15.31,656.71,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,6.58,4.15,0,0,5.54,57.2,0,0,0,0,0,18.64,0,0,0,51.87,0,0,8.94,7.88,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,38,26.98,12.54,0,0,0,0,0,109.3,42.32,0,0,37.56,0,0,32.4,0,0,418.05,0,0,0,0,0

34,08:15-08:30,31.7,18.04,7.62,656.71,0,142.63,0,0,40.77,25.48,0,9.89,0,0,0,0,0,0,9.34,4.15,0,0,5.54,57.2,0,0,0,0,0,1.22,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,3.21,26.98,2.12,0,0,0,0,0,109.3,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

35,08:30-08:45,15.85,18.04,0,656.71,0,142.63,0,0,40.77,3.18,0,9.89,0,0,0,0,0,0,11.9,4.15,0,0,5.54,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,13.51,0,0,0,0,0,0,82.97,42.32,0,0,25.6,0,0,32.4,0,0,418.05,0,0,0,0,0

36,08:45-09:00,15.85,18.04,0,594.81,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,13.87,4.15,0,0,5.54,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,13.51,0,0,0,0,0,0,60.12,42.32,0,0,17.07,0,0,32.4,0,0,418.05,0,0,0,0,0

37,09:00-09:15,15.85,18.04,0,541.91,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,17.26,4.15,0,0,5.54,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,40.08,42.32,0,0,17.07,0,0,32.4,0,0,418.05,0,0,0,0,0

38,09:15-09:30,15.85,18.04,0,503.43,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,20.59,4.15,0,0,5.54,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,18.22,42.32,0,0,17.07,0,0,32.4,0,0,418.05,0,0,0,0,0

39,09:30-09:45,15.85,18.04,0,381.02,0,142.63,0,0,40.77,1.07,0,9.89,0,0,0,0,0,0,22.78,4.15,0,0,0.49,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,40.23,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,418.05,0,0,0,0,0

40,09:45-10:00,15.85,18.04,0,361.78,0,142.63,0,0,35.96,1.07,0,8.26,0,0,0,0,0,0,25.39,10.35,0,0,0.49,57.2,0,0,0,0,0,0,0,0,0,51.87,0,0,8.94,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,344.58,0,0,0,0,0

41,10:00-10:15,0,18.04,0,361.78,0,142.63,0,0,40.74,1.07,0,9.89,0,0,0,0,0,0,25.39,10.35,0,0,1.11,42.91,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,297.46,0,0,0,0,0

42,10:15-10:30,0,14.97,0,361.78,0,142.63,0,0,35.14,25.48,0,8.52,0,0,0,0,0,0,21.88,18.11,0,0,1.11,42.91,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,241.67,0,0,0,0,0

43,10:30-10:45,0,14.97,0,361.78,0,142.63,0,0,30.56,25.48,0,6.96,0,0,0,0,0,0,19.27,18.11,0,0,1.11,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,32.4,0,0,232.05,0,0,0,0,0

44,10:45-11:00,0,12.64,0,361.78,0,142.63,0,0,30.56,25.48,0,6.96,0,0,0,0,0,0,19.27,18.11,0,0,1.11,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,28.8,0,0,232.05,0,0,0,0,0

45,11:00-11:15,0,12.64,0,361.78,0,142.63,0,0,30.56,0.63,0,6.96,0,0,0,0,0,0,19.27,18.11,0,0,1.11,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,28.8,0,0,232.05,0,0,0,0,0

46,11:15-11:30,0,12.64,0,361.78,0,142.63,0,0,30.56,0.63,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,28.8,0,0,232.05,0,0,0,0,0

47,11:30-11:45,0,12.64,0,361.78,0,122.94,0,0,30.56,0.63,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,28.6,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,25.87,0,0,232.05,0,0,0,0,0

48,11:45-12:00,0,12.64,0,361.78,0,122.94,0,0,30.56,0.63,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,14.3,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,24.51,0,0,232.05,0,0,0,0,0

49,12:00-12:15,0,12.64,0,361.78,0,122.94,0,0,30.56,2.13,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,2.24,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,24.32,0,0,232.05,0,0,0,0,0

50,12:15-12:30,0,12.64,0,361.78,0,122.94,0,0,30.56,2.13,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,24.32,0,0,232.05,0,0,0,0,0

51,12:30-12:45,0,13.22,0,361.78,0,122.94,0,0,30.56,2.13,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,232.05,0,0,0,0,0

52,12:45-13:00,0,13.22,0,361.78,0,122.94,0,0,30.56,2.13,0,6.96,0,0,0,0,0,0,19.27,4.15,0,0,1.11,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,27.92,0,0,232.05,0,0,0,0,0

53,13:00-13:15,0,11,0,361.78,0,106.83,0,0,23.32,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0.49,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

54,13:15-13:30,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0.49,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

55,13:30-13:45,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0.49,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

56,13:45-14:00,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0.49,0,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,18,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

57,14:00-14:15,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

58,14:15-14:30,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,14.23,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

59,14:30-14:45,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.29,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

60,14:45-15:00,0,11,0,361.78,0,94.75,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.29,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,18.41,0,0,229.93,0,0,0,0,0

61,15:00-15:15,0,11,0,361.78,0,114.2,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,22.58,0,0,229.93,0,0,0,0,0

62,15:15-15:30,0,11,0,361.78,0,114.44,0,0,22.5,0.63,0,5.77,0,0,0,0,0,0,14.26,4.15,0,0,0,28.48,0,0,0,0,0,0,0,0,0,51.87,0,0,1.35,0,0,58.36,0,114.22,402.77,88.49,0,0,0,134.35,0,0.54,19.24,0,0,0,0,0,0,0,0,0,42.32,0,0,8.53,0,0,22.58,0,0,229.93,0,0,0,0,0

