Block,Time,CHAMERA2,KOTESHWR,NLCIIST1,RIHAND1,RIHAND3,RSTPSU7,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,VALLURNTECL,DADRI_GF,DADRI_LF,CHAMERA3,KGSU3AND4,KOLDAM,NLCTS2EXP,NTPL,RAPPC,RSTPSU1TO6,SASAN,SIMHST1,SINGRAULI,TALA,TelanganaSTPP,FSTPP I & II,KUDGI,MAPS,NLCEXP,SALAL,SIMHST2,URI,DADRI_CRF,BRBCL,NLCIIST2,RAPPB,TANAKPUR,URI2,ANTA_RF,DADRI_RF,DHAULIGNGA,KHSTPP-I,NJPC,RAMPUR,RIHAND2,UNCHAHAR4,ANTA_CRF,ANTA_LF,BSIUL,DULHASTI,JHAJJAR,NAPP,TANDA2,TEHRI,UNCHAHAR3,ANTA_GF,AURY_LF,AURY_RF,CHAMERA1,DADRT2,KISHANGANGA,KKNP,KKNPPU2,NNTPP,AURY_CRF,KGSU1AND2,KHSTPP-II,PARBATI3,UNCHAHAR1,AURY_GF
7,01:30-01:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,11.91,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

8,01:45-02:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,11.91,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

9,02:00-02:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,5.13,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

10,02:15-02:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,5.13,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

11,02:30-02:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,5.13,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

12,02:45-03:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,1.11,0,20,0,0,11.91,4.57,42.74,66.85,1.32,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

13,03:00-03:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

14,03:15-03:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

15,03:30-03:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

16,03:45-04:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,2.33,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

17,04:00-04:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

18,04:15-04:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

19,04:30-04:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,23.39,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

20,04:45-05:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.55,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,46.78,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

21,05:00-05:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,46.78,0,118.76,0,0,0,0,32.96,429.66,42.08,0,14.93,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

22,05:15-05:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,70.17,0,118.76,0,0,0,0,32.96,429.66,42.08,0,30.87,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

23,05:30-05:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,42.74,66.85,9.11,33.99,93.56,0,118.76,0,0,0,1.1,32.96,429.66,42.08,0,30.87,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

24,05:45-06:00,4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,42.74,66.85,18.23,33.99,116.95,0,118.76,0,0,0,2.2,32.96,429.66,42.08,0,46.31,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,2.55,20.56,0

25,06:00-06:15,12,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,19.36,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,41.68,66.85,27.48,33.99,140.34,0,118.76,0,0,0,6.52,32.96,429.66,42.08,0,62.24,26.39,0,0,70.16,11.85,341.57,0,0,0,0,0,0,148.3,6.36,20.56,0

26,06:15-06:30,39.51,19.72,0,92,124.32,0,5.27,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,5.13,4.57,41.68,66.85,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.16,14.05,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

27,06:30-06:45,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.78,0,20,0,0,11.91,4.57,41.68,66.85,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.16,14.05,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

28,06:45-07:00,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.68,66.85,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.16,14.05,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

29,07:00-07:15,39.51,19.72,0,92,124.32,0,10.54,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,35.33,0,20,0,0,5.13,4.57,41.68,66.85,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.16,14.05,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

30,07:15-07:30,39.51,19.72,0,92,124.32,0,5.27,0,0,21.19,0,0,21.92,29.06,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,35.33,0,20,0,0,5.13,4.57,41.68,66.85,36.55,33.99,140.34,0,118.76,0,0,0,19.56,49.43,429.66,42.08,0,62.24,26.39,0,0,70.16,11.85,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

31,07:30-07:45,26.34,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,19.36,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,3.31,0,20,0,0,5.13,4.57,41.68,66.85,27.48,33.99,116.95,0,118.76,0,0,0,1.1,32.96,429.66,42.08,0,46.31,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,33.1,20.56,0

32,07:45-08:00,12,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,18.23,33.99,93.56,0,118.76,0,0,0,0,32.96,429.66,42.08,0,30.87,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,5.09,20.56,0

33,08:00-08:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,13.95,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,9.11,33.99,70.17,0,118.76,0,0,0,0,32.96,429.66,42.08,0,14.93,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,2.55,20.56,0

34,08:15-08:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,79.38,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,40.25,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

35,08:30-08:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,79.38,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,40.25,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

36,08:45-09:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,9.68,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,79.38,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,40.25,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

37,09:00-09:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,79.38,0,35.33,0,20,0,0,11.91,4.57,41.68,66.85,0,33.99,23.39,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

38,09:15-09:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,13.95,0,35.33,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,23.39,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

39,09:30-09:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,3.31,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

40,09:45-10:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,18.07,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.68,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

41,10:00-10:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

42,10:15-10:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

43,10:30-10:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

44,10:45-11:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.16,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

45,11:00-11:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,35.33,0,20,0,0,5.76,4.57,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

46,11:15-11:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,35.33,0,20,0,0,5.76,10.76,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

47,11:30-11:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,3.31,0,20,0,0,5.76,10.76,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

48,11:45-12:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,10.76,41.48,66.85,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

49,12:00-12:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,11.91,10.76,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

50,12:15-12:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,10.76,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

51,12:30-12:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,11.91,10.76,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

52,12:45-13:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,0.88,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

53,13:00-13:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

54,13:15-13:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

55,13:30-13:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

56,13:45-14:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

57,14:00-14:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

58,14:15-14:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,418.77,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

59,14:30-14:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,16.48,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

60,14:45-15:00,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,12.78,0,1.11,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

61,15:00-15:15,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,12.78,0,35.33,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,0,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

62,15:15-15:30,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,12.78,0,35.33,0,20,0,0,5.76,4.57,41.16,65.76,0,33.99,23.39,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.05,0,341.57,0,0,0,0,0,0,148.3,0,20.56,0

63,15:30-15:45,2.4,8.87,0,92,124.32,0,0,0,0,21.19,0,0,21.92,0,0,0,0,0,52.15,0,348.98,0,102.75,0,0,14.3,0,0,0,2.33,0,1.66,0,20,0,0,11.91,4.57,41.16,65.76,0,33.99,23.39,0,118.76,0,0,0,0,32.96,429.66,42.08,0,0,26.39,0,0,70.05,0,0,0,0,0,0,0,0,148.3,0,20.56,0

