Block,Time,KUDGI,PARBATI3,RAMPUR,SASAN,TANAKPUR,UNCHAHAR2,AURY_LF,DADRI_GF,DHAULIGNGA,KHSTPP-I,NLCIIST1,NNTPP,NTPL,RAPPB,RSTPSU7,SEWA2,SIMHST2,UNCHAHAR3,ANTA_GF,DADRI_CRF,DADRI_LF,DADRI_RF,CHAMERA2,KHSTPP-II,KOTESHWR,NJPC,NLCTS2EXP,RAPPC,RIHAND1,RIHAND2,RIHAND3,SALAL,SINGRAULI,ANTA_LF,FSTPP I & II,NAPP,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR4,AURY_CRF,DULHASTI,JHAJJAR,MAPS,NLCIIST2,TALA,ANTA_CRF,CHAMERA1,KGSU3AND4,KISHANGANGA,SIMHST1,KGSU1AND2,KKNP,KKNPPU2,NLCEXP,RSTPSU1TO6,TALST2,URI,URI2,VALLURNTECL,ANTA_RF,AURY_GF,BRBCL,BSIUL,CHAMERA3,DADRT2,KOLDAM,TelanganaSTPP,AURY_RF
6,01:15-01:30,0,17.56,3.54,376.88,10.89,39.655115681,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.423,0,0,0,79.73,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.569375,0,0,53.79,406.41,0,0,10.44,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.81,0,20.01,6.52,32.08,682.83,5.35,0,60.89

7,01:30-01:45,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.41,0,0,0,79.73,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.569375,0.01,0,53.79,406.41,0,0,10.58,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.81,0,20.01,6.52,32.08,682.83,5.35,0,60.89

8,01:45-02:00,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,11.58,0,26.41,0,0,0,79.73,44.22,148.3,38.64,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,406.41,0,0,10.58,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.81,0,20.01,6.52,32.08,682.83,5.35,0,60.89

9,02:00-02:15,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,26.41,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,406.41,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.81,0,20.01,6.52,32.08,682.83,5.35,0,60.89

10,02:15-02:30,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,26.41,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.81,0,20.01,6.52,32.08,682.83,5.35,0,60.89

11,02:30-02:45,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0.01,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.81,0,20.01,13.04,32.08,686.07,5.35,0,60.89

12,02:45-03:00,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,83.67,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.81,0,20.01,13.04,32.08,686.07,5.35,0,60.89

13,03:00-03:15,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.81,0,20.01,13.04,32.08,686.07,5.35,0,60.89

14,03:15-03:30,0,17.56,3.54,376.88,9.48,39.66,0,0,40.4,44.31,0,0,0,0,0,5.79,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

15,03:30-03:45,0,17.56,3.54,376.88,9.48,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.44,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

16,03:45-04:00,0,17.56,3.54,376.88,9.48,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.44,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

17,04:00-04:15,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.44,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

18,04:15-04:30,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.44,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

19,04:30-04:45,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.29,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

20,04:45-05:00,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.89

21,05:00-05:15,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,10,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.28

22,05:15-05:30,0,17.56,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,27.05,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,9.85,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,13.04,32.08,686.07,5.35,0,60.28

23,05:30-05:45,0,11.24,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,26.4,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,9.41,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.58,0,20.01,6.52,32.08,686.07,5.35,0,60.28

24,05:45-06:00,0,36.54,3.54,376.88,11.53,42.41,0,0,40.4,44.31,0,0,0,0,0,0,0,26.85,0,0,0,79.73,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,9.27,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,31.23,0,20.01,6.52,32.08,686.07,5.35,0,60.28

25,06:00-06:15,0,36.54,3.54,382.5,11.53,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,413.81,0,0,8.96,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,24.38,0,31.23,0,20.01,6.52,32.08,682.83,5.35,0,60.28

26,06:15-06:30,0,36.54,3.54,382.5,11.53,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,413.81,0,0,8.82,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,24.38,0,31.23,0,20.01,6.52,32.08,682.83,5.35,0,60.28

27,06:30-06:45,0,36.54,3.54,382.5,11.53,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,406.41,0,0,8.68,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.23,0,20.01,6.52,32.08,682.83,5.35,0,60.28

28,06:45-07:00,0,36.54,3.54,382.5,11.53,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,406.41,0,0,8.53,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.23,0,20.01,6.52,32.08,682.83,5.35,0,60.28

29,07:00-07:15,0,36.54,3.54,382.5,9.48,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,406.41,0,0,8.53,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,31.1,0,20.01,6.52,32.08,682.83,5.35,0,60.28

30,07:15-07:30,0,17.56,3.54,382.5,9.48,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,26.41,0,0,0,76.88,44.22,148.3,28.98,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.57,0.01,0,53.79,413.81,0,0,8.53,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,36.05,0,30.99,0,20.01,6.52,32.08,686.07,5.35,0,60.28

31,07:30-07:45,0,17.56,3.54,382.5,1.15,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,0,0,53.79,413.81,0,0,8.68,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.99,0,20.01,13.04,32.08,686.07,5.35,0,60.28

32,07:45-08:00,0,17.56,3.54,382.5,0.51,42.41,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,0.19,53.16,20.96,1.62,0,53.79,413.81,0,0,8.96,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.87,0,20.01,13.04,32.08,686.07,5.35,0,60.28

33,08:00-08:15,0,17.56,3.54,393.75,0.51,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.27,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.87,0,20.01,13.04,32.08,686.07,5.35,0,60.28

34,08:15-08:30,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,77.85,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.41,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.87,0,20.01,13.04,32.08,686.07,5.35,0,60.28

35,08:30-08:45,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.55,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.87,0,20.01,13.04,32.08,686.07,5.35,0,60.28

36,08:45-09:00,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.55,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.75,0,20.01,13.04,32.08,686.07,5.35,0,60.28

37,09:00-09:15,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,9.7,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.75,0,20.01,13.04,32.08,686.07,5.35,0,60.28

38,09:15-09:30,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,9.7,0,42.15,0,2.88,0,0,0,0,0,0,0,38.64,24.38,0,30.75,0,20.01,13.04,32.08,686.07,5.35,0,60.28

39,09:30-09:45,0,17.56,3.54,393.75,9.48,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,9.7,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,26.6,0,30.64,0,20.01,13.04,32.08,686.07,5.35,0,60.28

40,09:45-10:00,0,17.56,3.54,393.75,11.53,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,76.88,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,9.7,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,26.6,0,30.51,0,20.01,13.04,32.08,686.07,5.35,0,60.28

41,10:00-10:15,0,17.56,3.54,393.75,11.53,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.58,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,22.16,0,30.4,0,20.01,13.04,32.08,686.07,5.35,0,60.28

42,10:15-10:30,0,17.56,3.54,393.75,11.53,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.58,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,22.16,0,30.4,0,20.01,13.04,32.08,686.07,5.35,0,60.28

43,10:30-10:45,0,17.56,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,22.16,0,30.4,0,20.01,6.52,32.08,686.07,5.35,0,60.28

44,10:45-11:00,0,17.56,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,22.16,0,30.28,0,20.01,6.52,32.08,686.07,5.35,0,60.28

45,11:00-11:15,0,21.08,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,22.16,0,30.28,0,20.01,6.52,32.08,686.07,5.35,0,59.67

46,11:15-11:30,0,21.08,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,22.16,0,30.28,0,20.01,6.52,32.08,686.07,5.35,0,59.67

47,11:30-11:45,0,21.08,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,22.16,0,30.16,0,20.01,6.52,32.08,686.07,5.35,0,59.67

48,11:45-12:00,0,21.08,3.54,393.75,12.94,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,22.16,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

49,12:00-12:15,0,21.08,3.54,393.75,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,36.05,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

50,12:15-12:30,0,21.08,3.54,393.75,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,36.05,0,29.8,0,20.01,6.52,32.08,686.07,5.35,0,59.67

51,12:30-12:45,0,21.08,3.54,393.75,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,36.05,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

52,12:45-13:00,0,21.08,3.54,393.75,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

53,13:00-13:15,0,21.08,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,30.04,0,20.01,6.52,32.08,686.07,5.35,0,59.67

54,13:15-13:30,0,21.08,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,35.44,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,33.12,24.38,0,30.04,0,20.01,6.52,32.08,686.07,5.35,0,59.67

55,13:30-13:45,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,24.38,0,29.93,0,20.01,6.52,32.08,686.07,5.35,0,59.67

56,13:45-14:00,0,17.56,3.54,405,11.78,43.71,0,0,30.31,44.31,0,0,0,0,0,0,0,27.05,0,0,0,74.03,44.22,148.3,19.32,167.1,0,60.53,72.01,121.71,127.6,76.69,93.48,0,14.3,45.34,0.45,2.89,53.16,20.96,1.62,0,53.79,413.81,0,0,10.14,0,42.15,0,2.88,0,0,0,0,0,0,0,46.37,24.38,0,29.8,0,20.01,6.52,32.08,686.07,5.35,0,59.67

