Block,Time Block,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,ANTA_LF,URI,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,RAPPB,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RIHAND1,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RIHAND2,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,RSTPSU1TO6,SIMHST2,RSTPSU7,TANAKPUR,SALAL,SEWA2,SINGRAULI,TALA,RIHAND3,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,14.48,19.95,0,0,0,5.22,0,0,0,41.13,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,43.65,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.14,120.6,452.49,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

10,02:15-02:30,14.48,19.95,0,0,0,5.22,0,0,0,41.13,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,43.65,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,452.49,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

11,02:30-02:45,14.48,19.95,0,0,0,5.22,0,0,0,41.13,0,6.97,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,43.65,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,436,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

12,02:45-03:00,14.48,19.95,0,0,0,5.22,0,0,0,41.13,0,6.97,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,43.65,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,434.06,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

13,03:00-03:15,14.48,19.95,0,0,0,6.52,0,0,0,41.13,0,6.97,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,49.84,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,437.94,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

14,03:15-03:30,14.48,19.95,0,0,0,6.52,0,0,0,41.13,0,6.97,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,57.17,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,437.94,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

15,03:30-03:45,14.48,17.79,0,0,0,6.52,0,0,0,36.5,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,58.21,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,431.15,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

16,03:45-04:00,14.48,17.79,0,0,0,6.52,0,0,0,36.5,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,60.41,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,6.28,120.6,431.15,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

17,04:00-04:15,14.48,17.7,0,0,0,6.52,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,58.79,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,25.93,0,98.95,6.28,120.6,353.54,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

18,04:15-04:30,14.48,17.7,0,0,0,6.52,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,58.79,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,6.28,120.6,353.54,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

19,04:30-04:45,14.48,17.7,0,0,0,6.52,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,62.14,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,6.14,120.6,353.54,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

20,04:45-05:00,14.48,17.7,0,0,0,6.52,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,62.14,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,6.14,120.6,353.54,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

21,05:00-05:15,14.48,17.7,0,0,0,5.22,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,5.99,120.6,353.54,0,0,288.43,0,0,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

22,05:15-05:30,14.48,17.7,0,0,0,5.22,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,3.45,115.21,0,392.89,0,0,0,0,0,0,11.19,25.93,0,98.95,5.7,120.6,353.54,0,0,288.43,0,1.07,0,2.33,8.84,13.87,14.55,31.97,0,0,0,0,0

23,05:30-05:45,14.48,17.7,0,0,0,5.22,0,0,0,36.33,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,9.88,115.21,0,392.89,0,0,0,0,0,0,11.19,25.93,0,98.95,5.57,120.6,353.54,0,0,288.43,0,6.33,9.39,12.28,17.68,13.87,14.55,31.97,0,0,0,0,0

24,05:45-06:00,14.48,17.7,0,0,0,5.22,0,0,0,36.33,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,86.27,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,11.19,25.93,0,98.95,5.27,120.6,353.54,0,0,288.43,11.5,6.33,18.78,16.17,26.66,13.87,14.55,47.95,0,0,0,0,0

25,06:00-06:15,30.2,19.95,0,0,0,5.22,0,0,0,41.13,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,12.67,25.93,0,98.95,5.07,120.6,363.24,0,0,288.43,13.63,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

26,06:15-06:30,30.2,19.95,0,0,0,5.22,0,0,0,41.13,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,12.67,25.93,0,98.95,5.07,120.6,363.24,0,0,288.43,13.63,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

27,06:30-06:45,30.2,19.95,0,0,0,5.22,0,0,0,41.13,0,47.12,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,12.67,25.93,0,98.95,5.57,120.6,382.99,0,0,288.43,13.63,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

28,06:45-07:00,29.76,19.95,0,0,0,5.22,0,0,0,41.13,0,47.12,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,19.13,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,12.67,25.93,0,98.95,5.57,120.6,382.99,0,0,312.68,13.63,18.98,29.65,39.57,36.52,13.87,14.55,47.95,0,0,0,0,0

29,07:00-07:15,14.48,19.95,0,0,0,5.22,0,0,0,41.13,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,9.57,143.87,0,0,0,0,0,113.45,0,67.19,0,0,50.1,0,40.2,0,32.11,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.42,120.6,382.99,0,0,324.32,11.5,6.33,18.78,38.33,26.66,13.87,14.55,31.97,0,0,0,0,0

30,07:15-07:30,0,19.95,0,0,0,5.22,0,0,0,41.13,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,86.08,0,67.19,0,0,50.1,0,40.2,0,6.17,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.42,120.6,382.99,0,0,319.47,0,6.33,9.39,25.55,17.68,13.87,14.55,31.97,0,0,0,0,0

31,07:30-07:45,0,19.95,0,0,0,5.22,0,0,0,41.13,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,3.45,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.42,120.6,368.09,0,0,288.43,0,6.33,9.39,11.64,17.68,13.87,14.55,31.97,0,0,0,0,0

32,07:45-08:00,0,19.95,0,0,0,5.22,0,0,0,41.13,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.13,120.6,368.09,0,0,288.43,0,6.33,0,2.33,17.68,13.87,14.55,31.97,0,0,0,0,0

33,08:00-08:15,0,17.79,0,0,0,5.22,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.13,120.6,352.57,0,0,264.36,0,6.33,0,2.33,17.68,13.87,14.55,31.97,0,0,0,0,0

34,08:15-08:30,0,17.79,0,0,0,5.22,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.27,120.6,352.57,0,0,235.26,0,6.33,0,2.33,17.68,13.87,14.55,31.97,0,0,0,0,0

35,08:30-08:45,0,17.79,0,0,0,5.22,0,0,0,36.5,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.42,120.6,352.57,0,0,206.16,0,6.33,0,2.33,17.68,13.26,14.55,31.97,0,0,0,0,0

36,08:45-09:00,0,17.79,0,0,0,5.22,0,0,0,36.5,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,74.16,5.42,120.6,352.57,0,0,206.16,0,6.33,0,2.33,17.68,13.26,14.55,31.97,0,0,0,0,0

37,09:00-09:15,0,17.79,0,0,0,26.1,0,0,0,36.5,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,68.07,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,74.16,5.57,120.6,352.57,0,0,206.16,0,6.33,0,2.33,17.68,13.26,14.55,15.99,0,0,0,0,0

38,09:15-09:30,0,17.79,0,0,0,26.1,0,0,0,36.5,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,97.43,5.57,120.6,352.57,0,0,206.16,0,6.33,0,2.33,17.68,13.26,14.55,15.99,0,0,0,0,0

39,09:30-09:45,0,17.79,0,0,0,26.1,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.57,120.6,352.57,0,0,206.16,0,6.33,0,2.33,17.68,13.26,14.55,15.99,0,0,0,0,0

40,09:45-10:00,0,17.79,0,0,0,26.1,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,131.57,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,5.7,120.6,352.57,0,0,206.16,0,6.33,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

41,10:00-10:15,0,17.79,0,0,0,26.1,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,131.57,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,8.42,120.6,352.57,0,0,206.16,0,6.33,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

42,10:15-10:30,0,17.79,0,0,0,26.1,0,0,0,36.5,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,40.97,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,8.27,120.6,352.57,0,0,206.16,0,6.33,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

43,10:30-10:45,0,13.88,0,0,0,5.22,0,0,0,28.63,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,97.49,8.42,120.6,349.11,0,0,182.24,0,6.33,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

44,10:45-11:00,0,13.88,0,0,0,5.22,0,0,0,28.63,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,97.49,8.42,120.6,349.11,0,0,182.24,0,6.33,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

45,11:00-11:15,0,13.88,0,0,0,5.22,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,8.42,120.6,349.11,0,0,182.24,0,0,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

46,11:15-11:30,0,13.88,0,0,0,5.22,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,38.33,0,8.6,126.72,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,12.4,0,98.95,8.42,120.6,349.11,0,0,182.24,0,0,0,2.33,8.84,13.87,14.55,15.99,0,0,0,0,0

47,11:30-11:45,0,11.65,0,0,0,5.22,0,0,0,22.94,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,98.95,8.42,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

48,11:45-12:00,0,11.65,0,0,0,5.22,0,0,0,22.94,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,98.95,8.27,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

49,12:00-12:15,0,11.65,0,0,0,6.92,0,0,0,22.94,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,98.95,8.3,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

50,12:15-12:30,0,11.65,0,0,0,6.92,0,0,0,22.94,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,98.95,8.3,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

51,12:30-12:45,0,11.65,0,0,0,6.92,0,0,0,22.94,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,74.16,8.3,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

52,12:45-13:00,0,11.65,0,0,0,6.92,0,0,0,22.94,0,43.92,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,74.16,8.3,120.6,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

53,13:00-13:15,0,11.65,0,0,0,6.92,0,0,0,22.94,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,100.5,0,392.89,0,0,0,0,0,0,11.19,8.46,0,74.16,8.3,95.72,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

54,13:15-13:30,0,11.65,0,0,0,6.92,0,0,0,22.94,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,100.5,0,392.89,0,0,0,0,0,0,11.19,8.46,0,74.16,8.3,95.72,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

55,13:30-13:45,0,11.65,0,0,0,6.92,0,0,0,22.77,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.13,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,100.5,0,392.89,0,0,0,0,0,0,11.19,2.26,0,74.16,7.87,95.72,349.11,0,0,182.24,0,0,0,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

56,13:45-14:00,0,11.65,0,0,0,6.92,0,0,0,22.77,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,32.13,0,8.6,106.86,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,100.5,0,392.89,0,0,0,0,0,0,11.19,2.26,0,74.16,7.87,95.72,349.11,0,0,182.24,0,0,9.39,1.81,8.84,11.95,14.55,15.99,0,0,0,0,0

57,14:00-14:15,0,13.88,0,0,0,6.92,0,0,0,28.45,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,38.15,0,8.6,143.87,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,2.26,0,98.95,8.16,120.6,349.11,0,0,182.24,0,0,9.39,1.81,8.84,13.87,14.55,15.99,0,0,0,0,0

58,14:15-14:30,0,13.88,0,0,0,6.92,0,0,0,28.45,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,22.69,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,8.46,0,98.95,5.45,120.6,349.11,0,0,182.24,0,0,9.39,1.81,8.84,13.87,14.55,15.99,0,0,0,0,0

59,14:30-14:45,0,13.88,0,0,0,6.92,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,5.45,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

60,14:45-15:00,0,13.88,0,0,0,6.92,0,0,0,28.63,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,43.58,0,8.6,143.87,0,0,0,0,0,45.38,0,67.19,0,0,50.1,0,40.2,0,0,115.21,0,392.89,0,0,0,0,0,0,11.19,77.01,0,98.95,5.45,120.6,349.11,0,0,182.24,0,0,9.39,10.99,8.84,13.87,14.55,15.99,0,0,0,0,0

