Block,Time,DHAULIGNGA,NLCIIST2,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,CHAMERA1,FSTPP I & II,NLCEXP,TALST2,URI2,BSIUL,NAPP,NTPL,SALAL,TelanganaSTPP,DADRI_CRF,DADRI_RF,CHAMERA2,KHSTPP-II,RAPPB,SASAN,AURY_CRF,AURY_GF,DADRI_LF,KGSU1AND2,KKNPPU2,KOLDAM,KOTESHWR,RIHAND2,TANAKPUR,UNCHAHAR1,URI,VALLURNTECL,DADRI_GF,CHAMERA3,JHAJJAR,KUDGI,NNTPP,RAMPUR,RIHAND1,SIMHST1,SIMHST2,TANDA2,UNCHAHAR4,ANTA_RF,AURY_LF,DULHASTI,KGSU3AND4,NLCIIST1,NLCTS2EXP,PARBATI3,RAPPC,SEWA2,TEHRI,UNCHAHAR3,ANTA_CRF,AURY_RF,BRBCL,DADRT2,KHSTPP-I,KISHANGANGA,KKNP,MAPS,NJPC,RIHAND3,RSTPSU7,UNCHAHAR2,ANTA_GF,ANTA_LF

64,15:45-16:00,18.23,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

65,16:00-16:15,18.23,0,0,133.5,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,40.11,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

66,16:15-16:30,18.23,0,0,133.5,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,40.11,0,32.96,0,0,0,0,51.9,0,0,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

67,16:30-16:45,18.23,0,0,133.5,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,0,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

68,16:45-17:00,18.23,0,0,133.5,0,0,0,20.8,0,0,4.57,0,41.65,0,12.78,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,2.67,14.93,26.39,0,70.16,15,341.57,44.31,0,0,0,46.78,124.32,0,42.4,0,0

69,17:00-17:15,18.23,0,0,133.5,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,2.4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,0,654.31,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,2.67,14.93,26.39,0,70.16,13.4,341.57,44.31,0,0,0,70.17,124.32,0,42.4,0,0

70,17:15-17:30,18.23,0,0,133.5,0,0,11.85,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,4,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,9.68,654.31,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,2.67,29.87,26.39,0,70.16,11.87,341.57,44.31,0,0,0,93.56,124.32,0,42.4,0,0

71,17:30-17:45,27.48,0,0,139.68,0,0,28.1,20.8,0,0,4.57,3.3,41.65,0,2.33,0,0,65.76,23.46,148.3,0,418.77,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.33,0,0,27.38,459.81,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,7.19,46.69,26.39,0,70.16,11.87,341.57,44.31,0,0,0,116.95,124.32,0,42.4,0,0

72,17:45-18:00,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,65.76,39.51,148.3,0,418.77,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,1.33,0,0,29.06,458.81,0,0,0,92,0,0,0,0,40.11,0,49.43,0,0,0,0,51.9,15.81,62.24,26.39,0,70.16,11.87,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

73,18:00-18:15,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,13.95,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,3.31,0,0,29.06,459.81,0,0,0,92,0,0,0,0,40.63,0,49.43,0,0,0,0,51.9,15.81,62.24,26.39,0,70.16,11.87,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

74,18:15-18:30,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,79.38,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,39.19,0,0,29.06,459.81,0,0,0,92,0,0,0,0,40.63,0,49.43,0,0,0,0,51.9,15.81,62.24,26.39,0,70.16,13.4,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

75,18:30-18:45,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,79.38,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,39.19,0,0,29.06,459.81,0,0,0,92,0,0,0,0,40.63,0,49.43,0,0,0,0,51.9,15.81,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

76,18:45-19:00,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,79.38,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,3.31,0,0,29.06,459.81,0,0,0,92,0,0,0,0,40.95,0,49.43,0,0,0,2.55,51.9,15.81,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

77,19:00-19:15,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,79.38,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,1.66,0,0,29.06,459.81,0,0,0,92,0,0,0,0,41.16,0,49.43,0,0,0,6.36,51.9,15.81,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

78,19:15-19:30,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,13.95,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,1.66,0,0,29.06,459.81,0,0,0,92,0,0,0,0,41.16,0,49.43,0,0,0,33.1,51.9,15.81,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

79,19:30-19:45,37.65,0,0,139.68,0,0,42.15,20.8,0,0,4.57,19.56,41.65,0,2.33,0,0,65.76,39.51,148.3,0,407.25,0,0,21.92,0,0,0,9.86,118.76,7.68,20.56,1.66,0,0,29.06,654.31,0,0,0,92,0,0,0,0,41.16,0,49.43,0,0,0,33.1,51.9,15.81,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,140.34,124.32,0,42.4,0,0

80,19:45-20:00,27.48,0,0,139.68,0,0,28.1,20.8,0,0,4.57,1.1,41.65,0,2.33,0,0,65.76,26.34,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,7.68,20.56,1.66,0,0,19.36,654.31,0,0,0,92,0,0,0,0,41.16,0,49.43,0,0,0,33.1,51.9,8,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,116.95,124.32,0,42.4,0,0

81,20:00-20:15,18.23,0,0,139.68,0,0,28.1,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,11.91,20.56,1.66,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,33.1,51.9,8,62.24,26.39,0,70.16,15,341.57,44.31,0,0,0,93.56,124.32,0,42.4,0,0

82,20:15-20:30,9.11,0,0,139.68,0,0,12.01,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,1.66,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,33.1,51.9,8,46.69,26.39,0,70.16,15,341.57,44.31,0,0,0,70.17,124.32,0,42.4,0,0

83,20:30-20:45,9.11,0,0,139.68,0,0,12.01,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,3.31,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,33.1,51.9,8,46.69,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

84,20:45-21:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,39.19,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,5.09,51.9,8,46.69,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

85,21:00-21:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,39.19,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,2.55,51.9,7.87,46.69,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

86,21:15-21:30,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,3.31,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,2.67,46.69,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

87,21:30-21:45,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,30.81,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

88,21:45-22:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.16,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

89,22:00-22:15,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,39.78,124.32,0,42.4,0,0

90,22:15-22:30,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,12,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

91,22:30-22:45,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,2,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

92,22:45-23:00,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,2,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,6.4,20.56,2.21,0,0,9.68,654.31,0,0,0,92,0,0,0,0,41.68,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,23.39,124.32,0,42.4,0,0

93,23:00-23:15,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,2,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,3.31,0,0,9.68,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,23.29,124.32,0,42.4,0,0

94,23:15-23:30,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,1.87,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,39.19,0,0,9.68,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

95,23:30-23:45,9.11,0,0,139.68,0,0,0,20.8,0,0,18.83,0,41.65,0,2.33,0,0,65.76,1.87,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,39.19,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

96,23:45-24:00,9.11,0,0,139.68,0,0,0,20.8,0,0,4.57,0,41.65,0,2.33,0,0,65.76,1.87,148.3,0,407.25,0,0,21.92,0,0,0,8.87,118.76,7.05,20.56,4.41,0,0,0,654.31,0,0,0,92,0,0,0,0,42.74,0,32.96,0,0,0,0,51.9,0,29.87,26.39,0,70.16,15,341.57,44.31,0,0,0,21.78,124.32,0,42.4,0,0

