Block,Time Block,TALA,TALST2,BSIUL,BRBCL,CHAMERA1,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,NJPC,NAPP,MAPS,NLCEXP,NNTPP,NTPL,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,PARBATI3,RAPPB,RSTPSU1TO6,SIMHST1,RAPPC,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,RIHAND3,SALAL,SEWA2,SINGRAULI,RIHAND2,RIHAND1,SASAN,TEHRI,VALLURNTECL,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,9.95,0,12.54,15.38,40.54,10.69,38.85,34.97,659.5,30.85,42.53,397.27,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0.39,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,17.36,1.56,9.37,26.01,34.67,0,33.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,9.95,0,12.54,13.56,40.54,10.69,38.85,34.97,655.33,30.85,42.53,310.72,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,17.36,1.56,9.37,26.01,19.89,0,33.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,9.95,0,12.54,11.05,40.54,10.69,38.85,34.97,655.33,30.85,42.53,243.4,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,33.79,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,17.36,1.56,9.37,26.01,19.89,0,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,9.95,0,12.54,10.71,40.54,8.68,38.85,34.97,585.89,30.85,42.53,185.27,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,17.36,1.56,9.37,26.01,19.89,0,33.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,9.95,0,12.54,11.89,40.54,8.68,38.85,34.97,519.25,30.85,42.53,185.27,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,17.36,1.56,9.37,26.01,19.89,0,33.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,9.95,0,12.54,13.18,40.54,8.68,38.85,34.97,491.36,30.85,42.53,137.19,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,15.02,1.56,9.37,22.07,19.89,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,9.95,0,12.54,12.27,40.54,8.68,38.85,34.97,505.79,30.85,42.53,137.19,0,0,133.16,0,27.87,0,0,5.15,2.77,30.94,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,80.47,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,15.02,1.56,9.37,22.07,19.89,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,9.95,0,18.81,12.03,40.54,8.68,38.85,34.97,525.02,30.85,42.53,137.19,0,0,133.16,0,27.87,0,0,5.15,2.77,31.49,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,16.7,97.39,117.05,41.56,389.49,51.12,0,32.92,2.69,15.02,1.56,9.37,22.07,19.89,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,9.95,0,18.81,13.99,40.54,8.68,38.85,34.97,532.89,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,14.23,97.39,117.05,41.56,389.49,51.12,0,44.59,2.69,15.02,1.56,9.37,22.07,19.89,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,9.95,0,18.81,15.89,40.54,8.68,38.85,34.97,474.09,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,41.56,389.49,51.12,0,44.59,2.69,15.02,1.56,9.37,22.07,34.67,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,9.95,0,18.81,17.51,40.54,8.68,38.85,34.97,444.24,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,41.56,389.49,51.12,0,36.09,2.69,15.02,1.56,9.37,22.07,34.67,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,9.95,0,18.81,19.23,40.54,8.68,38.85,34.97,433.66,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,55.64,389.49,51.12,0,32.92,2.69,15.02,1.56,11.33,22.07,34.67,0,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,9.95,0,18.81,18.97,40.54,8.68,38.85,34.97,459.8,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,63.31,389.49,51.12,0,32.92,2.69,15.02,1.56,11.33,22.07,19.89,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,9.67,0,18.81,19.23,40.54,8.68,38.85,34.97,445.37,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,65.96,389.49,51.12,0,32.92,2.69,15.02,1.56,11.33,22.07,19.89,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,9.67,0,18.81,19.23,40.54,8.68,38.85,34.97,438.64,30.85,42.53,147.23,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,66.29,389.49,51.12,0,38.23,2.69,15.02,1.56,11.33,22.07,19.89,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,9.39,0,12.54,19.23,40.54,8.68,38.85,34.97,375,30.85,42.53,141.18,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,68.93,389.49,51.12,0,38.23,2.69,11.77,1.56,11.33,16.7,19.89,0,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,9.39,0,12.54,19.23,40.54,8.68,38.85,34.97,375,30.85,42.53,141.18,0,0,133.16,0,18.58,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,69.25,389.49,51.12,0,32.92,2.69,11.77,1.56,11.33,16.7,19.89,0,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,9.11,0,12.54,19.23,40.54,8.68,29,34.97,365.38,30.85,42.53,141.18,0,0,133.16,0,9.29,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,6.76,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,71.9,389.49,32.71,0,32.92,2.69,12.14,1.56,11.33,16.7,19.89,0,27.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,9.11,0,12.54,19.23,40.54,8.68,29,34.97,365.38,30.85,42.53,112.87,0,0,133.16,0,9.29,0,0,5.15,2.77,31.52,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,72.22,389.49,32.71,0,32.92,2.69,12.14,1.56,11.33,16.7,19.89,0,27.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,8.82,0,12.54,19.23,40.54,8.68,29,34.97,473.09,30.85,42.53,198.35,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,74.87,389.49,32.71,0,32.92,2.69,18.96,1.56,11.33,26.01,19.89,0,37.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,8.82,0,12.54,19.23,40.54,8.68,29,34.97,463.38,30.85,42.53,243.4,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,75.19,389.49,32.71,0,32.92,2.69,18.96,1.56,11.33,26.01,19.89,0,37.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,8.54,0,12.54,19.23,40.54,8.68,29,34.97,402.88,30.85,42.53,180.25,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,78.57,389.49,32.71,0,32.92,2.69,18.96,1.56,11.33,26.01,34.67,0,37.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,8.54,0,12.54,19.23,40.54,7.94,29,34.97,378.84,30.85,42.53,141.18,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,78.72,389.49,32.71,0,44.59,2.69,13.88,1.56,11.33,18.63,34.67,0,27.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,8.54,0,12.54,19.23,40.54,6.18,29,34.97,398.08,30.85,42.53,141.18,0,0,117.86,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,35.14,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,80,389.49,32.71,0,44.59,2.69,12.14,1.56,11.33,16.7,34.67,0,27.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,8.54,0,12.54,19.23,40.54,6.18,29,34.97,365.38,30.85,42.53,112.87,0,0,110.16,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,80,389.49,32.71,0,44.59,2.69,11.77,1.56,11.33,14.31,19.89,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,8.54,0,12.54,19.23,40.54,6.18,19.34,34.97,365.38,30.85,42.53,112.87,0,0,107.37,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,81.29,389.49,17.04,0,32.92,2.69,11.77,1.56,11.33,14.31,19.89,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,8.54,0,12.54,19.23,40.54,6.18,9.67,34.97,365.38,30.85,42.53,112.87,0,0,107.37,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,81.29,389.49,17.04,0,32.92,2.69,11.77,1.56,11.33,14.31,19.89,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,8.54,0,6.27,19.23,40.54,6.18,0,34.97,365.38,30.85,42.53,112.87,0,0,107.37,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,97.39,117.05,82.58,389.49,17.04,0,32.92,2.69,11.77,1.56,12.44,14.31,19.89,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,8.54,0,6.27,19.23,40.54,6.18,0,34.97,365.38,30.85,42.53,112.87,0,0,107.37,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,74.87,0,86.96,117.05,82.58,389.49,17.04,0,32.92,2.69,11.77,1.56,12.44,14.31,19.89,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,8.54,0,6.27,19.23,40.54,6.18,0,34.97,365.38,30.85,42.53,112.87,0,0,107.37,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,86.96,117.05,82.58,389.49,17.04,0,44.59,2.69,11.77,1.56,12.44,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,8.82,0,6.27,19.23,40.54,6.18,0,34.97,365.38,30.85,42.53,112.87,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,74.87,0,86.96,117.05,82.58,389.49,17.04,0,44.59,2.69,11.77,1.56,12.44,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,9.11,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,0,86.96,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,9.39,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,29.74,0,0,0,58.21,0,0,0.38,122.71,62.58,0,86.96,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,86.96,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,97.17,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,97.39,117.05,82.58,389.49,17.04,0,44.59,0,11.77,0,12.44,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,89.6,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,97.39,117.05,82.58,389.49,17.04,0,44.59,0,11.77,0,12.44,14.31,24.86,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,100.08,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,97.39,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,12.44,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,9.67,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,104.89,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,20.27,0,0,0,58.21,0,0,0.38,122.71,62.58,0,97.39,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,12.44,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,9.27,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,104.89,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,9.27,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,111.62,0,9.29,0,0,5.15,2.77,22.28,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,62.58,0,94.9,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,9.05,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,82.58,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,9.05,0,6.27,19.23,40.54,6.18,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,25.04,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,37.16,0,11.77,0,11.33,14.31,31.26,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,9.05,0,6.27,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,31.85,0,11.77,0,2.46,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,9.05,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,31.85,0,11.77,0,2.46,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,9.05,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,31.85,0,11.77,0,2.46,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,9.05,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,31.85,0,11.77,0,11.09,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,8.76,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,44.59,0,11.77,0,11.09,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,8.76,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,17.04,0,44.59,0,11.77,0,11.09,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,8.76,0,12.54,19.23,40.54,7.94,0,34.97,362.89,30.85,42.53,110.69,0,0,133.16,0,9.29,0,0,5.15,2.77,31.2,160.7,43.14,0,0,0,0,0,0,0,3.4,16.89,0,0,0,58.21,0,0,0.38,122.71,50.28,0,94.9,117.05,91.02,389.49,16.97,0,37.16,0,11.77,0,11.09,14.31,28.43,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

