Column1,Time,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/2868,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/4973,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06
7,01:30-01:45,116.04,0,0,0,17.41,7.84,15.34,100.78,10.35,130.89,7.1,16.39,26.93,76.71,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,28.27,26.93

8,01:45-02:00,94.81,0,0,0,17.41,7.84,15.34,100.78,10.35,130.89,7.1,16.39,26.93,76.71,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,0,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,28.27,26.93

9,02:00-02:15,70.53,0,0,0,17.41,7.69,7.78,75.46,3.24,81.11,4.02,16.29,26.93,58.69,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,27.75,26.93

10,02:15-02:30,70.53,0,0,0,17.41,7.69,7.78,53.21,3.24,81.11,4.02,16.29,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,27.25,26.93

11,02:30-02:45,70.53,0,0,0,17.41,7.69,8.09,53.21,3.24,53.21,4.02,16.29,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,42.22,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,27.25,26.93

12,02:45-03:00,70.53,0,0,0,17.41,7.69,8.09,53.21,3.24,53.21,4.02,16.29,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,41.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.46,273.53,27.25,26.93

13,03:00-03:15,70.53,0,0,0,17.41,7.51,8.3,53.21,3.24,53.21,4.02,16.11,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,38.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.36,232.18,27.25,26.93

14,03:15-03:30,70.53,0,0,0,17.41,7.51,8.3,53.21,3.24,53.21,4.02,16.11,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,37.62,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,232.18,27.25,26.93

15,03:30-03:45,70.53,0,0,0,17.41,7.51,8.3,53.21,3.24,53.21,3.94,16.11,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,37.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,232.18,27.25,26.93

16,03:45-04:00,70.53,0,0,0,17.41,7.51,8.3,53.21,3.24,53.21,3.95,16.11,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,36.62,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,232.18,27.25,26.93

17,04:00-04:15,70.53,0,0,0,17.41,7.18,8.3,53.21,3.24,53.21,3.96,15.84,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,37.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,193.48,27.25,26.93

18,04:15-04:30,70.53,0,0,0,17.41,7.18,8.3,53.21,3.24,53.21,3.97,15.84,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,37.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,193.48,27.25,26.93

19,04:30-04:45,70.53,0,0,0,17.41,7.18,8.3,53.21,3.24,53.21,3.98,15.84,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,38.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,193.48,27.25,26.93

20,04:45-05:00,70.53,0,0,0,17.41,7.18,8.3,53.21,3.24,53.21,4,15.84,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,38.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.56,41.11,11.93,15.33,41.11,9.98,193.48,27.25,26.93

21,05:00-05:15,70.53,0,0,0,17.41,6.57,8.09,53.21,3.24,53.21,4.01,15.56,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.25,41.11,11.93,15.33,41.11,9.36,174.13,27.25,26.93

22,05:15-05:30,70.53,0,0,0,17.41,6.57,8.09,53.21,3.24,53.21,4.02,15.56,26.93,39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.25,41.11,11.93,15.33,41.11,9.36,174.13,26.25,26.93

23,05:30-05:45,70.53,0,0,0,17.41,6.57,8.09,53.21,3.24,53.21,4.02,15.56,26.93,39.66,0,0,0,0,0,0,0,0,0,0.86,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.25,41.11,11.93,15.33,41.11,9.36,174.13,27.25,26.93

24,05:45-06:00,70.53,0,0,0,17.41,6.57,8.09,53.21,3.24,53.21,4.02,15.56,26.93,39.66,0.67,0,1,0.14,1.82,0,0,0,0,1.92,0,0,0,40,38,0,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.25,41.11,11.93,15.33,41.11,9.36,174.13,27.25,26.93

25,06:00-06:15,70.53,0,0,0,17.41,6.38,8.09,53.21,3.24,53.21,4.02,15.37,26.93,39.66,5.43,1,1,1.09,3.77,1,0,0,1,3.38,0,15.15,0,40,38,4.82,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,174.13,27.25,26.93

26,06:15-06:30,70.53,0.85,1.1,1.1,17.41,6.38,8.09,53.21,3.24,53.21,4.02,15.37,26.93,39.66,10.97,2,1,2.2,5.51,2,1,0,2,5.2,0,22.74,0,40,38,13.31,38,0,114,42.42,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,174.13,27.25,26.93

27,06:30-06:45,70.53,1.2,1.57,1.57,17.41,6.38,8.3,53.21,3.24,53.21,4.02,15.37,26.93,39.66,17.16,3,3,3.43,5.9,3,2,0,3,7.37,0,31.68,3,40,38,29.89,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,174.13,26.25,26.93

28,06:45-07:00,70.53,1.57,2.02,2.02,17.41,6.38,8.3,53.21,3.24,53.21,4.02,15.37,26.93,39.66,22.67,7,6,4.54,9.57,6,3,0,4,9.86,0,33,6,40,38,33,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,174.13,27.25,26.93

29,07:00-07:15,70.53,2.02,2.61,2.61,17.41,6.19,8.01,53.21,5.82,53.21,4.02,15.28,26.93,39.66,34.32,13,10,6.86,14.02,10,7,0,5,12.67,0,33,10,40,38,33,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.8,41.11,11.93,15.33,41.11,9.05,193.48,27.25,26.93

30,07:15-07:30,70.53,2.79,3.61,3.61,17.41,6.19,8.01,53.21,5.73,53.21,4.02,15.28,26.93,39.66,45.79,17,15,9.16,19.25,15,8,0,7,15.6,0,33,16,40,38,33,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.8,41.11,11.93,15.33,41.11,9.05,193.48,27.25,26.93

31,07:30-07:45,70.53,3.4,4.4,4.4,17.41,6.19,8.01,53.21,4.74,53.21,4.02,15.28,26.93,39.66,58.51,27,21,11.7,25.04,23,13,0,12,18.53,0,33,24,40,38,33,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.8,41.11,11.93,15.33,41.11,9.05,193.48,28.26,26.93

32,07:45-08:00,70.53,4.02,5.2,5.2,17.41,6.19,8.01,53.21,4.74,53.21,4.02,15.28,26.93,39.66,72.09,33,27,14.42,31.41,27,17,0,16,22.09,0,32.6,32.6,40,38,32.6,38,0,114,40.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.8,41.11,11.93,15.33,41.11,9.05,193.48,28.26,26.93

33,08:00-08:15,70.53,4.79,6.21,6.21,17.41,6.19,8.33,53.21,4.74,53.21,4.02,15.19,26.93,39.66,86.24,40,33,17.25,38.19,32,20,0,20,24.63,0,33,33,40,38,33,38,0,114,41.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,193.48,27.25,26.93

34,08:15-08:30,70.53,5.57,7.21,7.21,17.41,6.19,8.33,53.21,4.74,53.21,4.02,15.19,26.93,39.66,100.97,47,39,20.19,45.27,36,23,0,23,27.08,0,33,33,40,38,33,38,0,114,41.62,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,193.48,28.26,26.93

35,08:30-08:45,70.53,6.34,8.21,8.21,17.41,6.19,8.33,53.21,4.74,53.21,4.02,15.19,26.93,39.66,116.02,53,43,23.2,52.36,44,27,0,26,30.8,0,33,33,40,37.67,33,37.67,0,112.99,43.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,193.48,28.27,26.93

36,08:45-09:00,70.53,7.11,9.22,9.22,17.41,6.19,8.33,53.21,4.74,53.21,4.02,15.19,26.93,39.66,130.19,59,49,26.04,59.19,51,29,0,29,29.4,0,33,33,40,37.5,33,37.5,0,112.5,43.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,193.48,28.27,26.93

37,09:00-09:15,70.53,7.75,10.03,10.03,17.41,6.75,8.33,53.21,4.74,53.21,4.02,15.09,26.95,39.66,144.72,63,55,28.95,65.43,57,32,0,31,33.5,0,33,33,40,37.5,33,37.5,0,112.5,43.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,193.48,28.27,26.95

38,09:15-09:30,70.53,8.31,10.74,10.74,17.41,6.75,8.33,53.21,4.74,53.21,4.02,15.09,26.95,39.66,159.43,69,60,31.89,71.28,63,35,0,34,38.92,0,33,33,40,37.5,33,37.5,0,112.5,43.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,28.27,26.95

39,09:30-09:45,70.53,8.84,11.45,11.45,17.41,6.75,8.33,53.21,4.74,53.21,4.02,15.09,26.95,39.66,173.63,77,63,34.73,76.62,68,38,0,36,42.62,0,33,33,40,37.5,33,37.5,0,112.5,40.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,27.25,26.95

40,09:45-10:00,70.53,9.38,12.14,12.14,17.41,6.75,8.33,53.21,4.74,53.21,4.02,15.09,26.95,39.66,187.04,81,66,37.41,81.7,73,41,0,38,44.82,0,33,33,40,37.5,33,37.5,0,112.5,40.42,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,27.25,26.95

41,10:00-10:15,70.53,11.48,14.86,14.86,17.41,6.57,8.33,53.21,4.74,53.21,4.02,14.91,26.95,39.66,190.67,85,69,38.14,86.42,73,43,0,40,47.12,0,33,33,40,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,27.25,26.95

42,10:15-10:30,70.53,11.82,15.3,15.3,17.41,6.57,8.33,53.21,4.74,53.21,4.02,14.91,26.95,39.66,201.67,90,73,40.33,90.68,77,45,0,41,43.88,0,33,33,40,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,28.26,26.95

43,10:30-10:45,70.53,12.21,15.81,15.81,17.41,6.57,8.33,53.21,4.74,53.21,4.02,14.91,26.95,39.66,209.77,91,76,41.95,94.42,78,46,0,39,43.88,0,33,33,35,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,28.26,26.95

44,10:45-11:00,70.53,12.62,16.32,16.32,17.41,6.57,8.33,53.21,4.74,53.21,4.02,14.91,26.95,39.66,217.27,93,79,43.46,97.13,80,47,0,40,43.88,0,33,33,35,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.26,41.11,11.93,15.33,41.11,8.89,232.18,28.26,26.95

45,11:00-11:15,70.53,12.8,16.56,16.56,17.41,5.63,8.33,53.21,4.74,53.21,4.02,14.81,26.95,39.66,223.22,95,84,44.64,100,82,47,0,41,43.88,0,33,33,35,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,251.52,28.26,26.95

46,11:15-11:30,70.53,13,16.82,16.82,17.41,5.63,8.33,53.21,4.74,53.21,4.02,14.81,26.95,39.66,227.46,95,87,45.49,100,85,48,0,42,43.88,0,33,33,35,37.5,33,37.5,0,112.5,41.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,273.53,29.26,26.95

47,11:30-11:45,70.53,13,16.82,16.82,17.41,5.63,8.33,53.21,5.55,81.11,4.02,14.81,26.95,39.66,228.72,99,88,45.74,100,91,49,0,43,43.88,0,33,33,40,37.5,33,37.5,0,112.5,42.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,273.53,29.26,26.95

48,11:45-12:00,70.53,13,16.82,16.82,17.41,5.63,8.33,53.21,5.55,81.11,4.02,14.81,26.95,58.69,230.83,99,88,46.17,100,91,49,0,43,43.88,0,33,33,40,37.5,33,37.5,0,112.5,42.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,9.41,41.11,11.93,15.33,41.11,8.89,273.53,29.26,26.95

49,12:00-12:15,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,5.55,81.11,4.02,14.72,26.97,58.69,233.22,99,88,46.64,100,91,49,0,43,43.88,0,33,33,40,37.5,33,37.5,0,112.5,43.22,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,273.53,29.26,26.97

50,12:15-12:30,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,5.55,81.11,4.02,14.72,26.97,58.69,233.91,99,88,46.78,100,91,49,0,43,43.88,0,33,33,40,37.5,33,37.5,0,112.5,43.62,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,273.53,29.26,26.97

51,12:30-12:45,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,5.55,81.11,4.02,14.72,26.97,58.69,234.37,99,88,46.88,100,91,49,0,42,43.88,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,273.53,29.26,26.97

52,12:45-13:00,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,5.55,81.11,4.02,14.72,26.97,58.69,234.97,99,88,46.99,100,91,49,0,42,43.88,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.03,41.11,11.93,15.33,41.11,9.05,273.53,29.26,26.97

53,13:00-13:15,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,3.24,53.21,4.02,14.63,26.97,39.66,235.67,99,88,47.13,100,93,49,0,42,43.88,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.41,41.11,11.93,15.33,41.11,9.36,251.52,29.26,26.97

54,13:15-13:30,70.53,13,16.82,16.82,17.41,6.14,8.33,53.21,3.24,53.21,4.02,14.63,26.97,39.66,235.35,99,88,47.07,100,93,49,0,42,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-77.39,41.11,20.56,164.46,53.45,10.41,41.11,11.93,15.33,41.11,9.36,251.52,29.26,26.97

55,13:30-13:45,70.53,11.43,14.8,14.8,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,39.66,234.9,99,88,46.98,100,93,49,0,40,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.41,41.11,11.93,15.33,41.11,9.75,273.53,29.77,26.97

56,13:45-14:00,70.53,11.43,14.8,14.8,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,58.69,233.84,99,87,46.77,100,92,49,0,39,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.41,41.11,11.93,15.33,41.11,9.75,273.53,29.77,26.97

57,14:00-14:15,116.04,11.43,14.8,14.8,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,58.69,231.24,93,85,46.25,100,91,47,0,38,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.14,273.53,29.77,26.97

58,14:15-14:30,116.04,11.3,14.61,14.61,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,58.69,224.4,91,81,44.88,100,90,45,0,37,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.14,273.53,27.25,26.97

59,14:30-14:45,116.04,11.16,14.44,14.44,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,58.69,215.21,87,75,43.04,95.14,88,44,0,36,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.14,273.53,27.25,26.97

60,14:45-15:00,116.04,11.06,14.32,14.32,17.41,6.14,8.33,53.21,3.24,81.11,4.02,14.63,26.97,58.69,204.96,84,70,40.99,92.04,86,42,0,35,39.01,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.14,273.53,27.75,26.97

61,15:00-15:15,116.04,10.75,13.92,13.92,17.41,6.38,8.33,53.21,5.82,81.11,4.02,14.99,26.97,58.69,194.16,79,66,38.83,88.5,68,39,0,32,50.47,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.26,26.97

62,15:15-15:30,116.04,10.09,13.05,13.05,17.41,6.38,8.33,53.21,5.73,81.11,4.02,14.99,26.97,58.69,184.62,73,63,36.93,84.04,65,37,0,31,50.63,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.26,26.97

63,15:30-15:45,116.04,9.43,12.2,12.2,17.41,6.38,8.33,53.21,5.51,81.11,4.02,14.99,26.97,58.69,173.07,63,60,34.62,79.33,57,32,0,28,49.47,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.26,26.97

64,15:45-16:00,116.04,8.77,11.35,11.35,17.41,6.38,8.33,53.21,5.51,81.11,4.02,14.99,26.97,58.69,160.62,60,57,32.12,74.53,52,30,0,27,47.92,0,33,33,40,37.5,33,37.5,0,112.5,44.02,19.35,20.56,11.92,20.56,-0,41.11,20.56,164.46,53.45,10.8,41.11,11.93,15.33,41.11,10.53,273.53,28.76,26.97

