Block,Time Block,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,NTPL,PARBATI3,NLCEXP,RAMPUR,PARBATI2,NLCIIST1,NJPC,RAPPB,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,CHAMERA3,CHAMERA2,KHSTPP-II,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,CHAMERA1,BRBCL,BSIUL,KKNPPU2,KUDGI,KKNP,KOLDAM,MAPS,KISHANGANGA,KOTESHWR,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,TALST2,URI2,TANAKPUR,UNCHAHAR3,TEHRI,TelanganaSTPP,SIMHST2,RSTPSU7,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALA,SINGRAULI,RIHAND3,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,493.64,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,11.88,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,2.15,0,0,0,38.88,11.76,27.05,43.53,0,0,0,82.54,18.29,337.25,1.09,0,21.03,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

10,02:15-02:30,493.64,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,11.92,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,2.15,0,0,0,38.88,11.76,27.05,43.53,0,0,0,82.54,18.29,337.25,1.09,0,21,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

11,02:30-02:45,493.64,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,11.47,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,2.15,0,0,0,38.88,11.76,27.05,43.53,0,0,0,82.54,18.29,337.25,1.09,0,21,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

12,02:45-03:00,493.64,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,12.62,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,2.15,0,0,0,38.88,11.76,27.05,43.53,0,0,0,82.54,18.03,337.25,1.09,0,21,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

13,03:00-03:15,440.29,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,14.91,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,1.24,0,0,0,31.1,11.51,27.05,43.53,0,0,0,79.17,12.2,337.25,1.09,0,21.08,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

14,03:15-03:30,411.3,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.65,12.6,0,0,0,10.29,0,8.42,10.09,43.31,37.34,5.07,21.1,2.36,0,0,0,31.1,11.51,27.05,43.53,0,0,0,79.17,6.1,337.25,1.09,0,21.08,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

15,03:30-03:45,382.31,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.14,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,31.1,11.51,27.05,43.53,0,0,0,79.17,0,337.25,1.07,0,21.08,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

16,03:45-04:00,362.98,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,16.97,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,31.1,11.51,27.05,43.53,0,0,0,79.17,0,337.25,1.07,0,20.93,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

17,04:00-04:15,333.99,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,15.68,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,38.88,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,20.91,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

18,04:15-04:30,285.67,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.53,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,38.88,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,20.78,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

19,04:30-04:45,285.67,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.54,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,38.88,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,20.28,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

20,04:45-05:00,218.02,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.6,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,5.07,21.1,2.15,0,0,0,38.88,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,20.02,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

21,05:00-05:15,176.95,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.62,12.6,0,0,0,10.29,0,8.42,10.09,37.49,34.14,5.07,18.26,2.15,0,0,0,31.1,11.51,23.44,32.64,0,0,0,79.17,0,337.25,1.07,0,19.77,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

22,05:15-05:30,169.7,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,24.01,12.6,0,0,0,10.29,0,8.42,10.09,37.49,34.14,5.07,18.26,2.15,0,0,0,31.1,11.51,23.44,32.64,0,0,0,79.17,0,337.25,1.07,0,19.57,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

23,05:30-05:45,160.04,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.98,12.6,0,0,0,10.29,0,8.42,10.09,41.06,34.14,4.26,21.1,1.56,0,0,0,27.21,11.51,26.28,32.64,0,0,0,79.17,0,337.25,1.07,0,21.25,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

24,05:45-06:00,111.72,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.58,12.6,0,0,0,10.29,0,8.42,10.09,43.31,34.14,4.26,21.1,2.15,0,0,0,27.21,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,21.12,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

25,06:00-06:15,92.39,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.98,12.6,0,0,0,10.29,0,8.42,10.09,42.56,34.14,4.26,21.1,2.15,0,0,0,27.21,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,21.05,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

26,06:15-06:30,92.39,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.03,12.6,0,0,0,10.29,0,8.42,10.09,42.56,34.14,4.26,21.1,2.15,0,0,0,27.21,11.51,27.05,32.64,0,0,0,79.17,0,337.25,1.07,0,20.97,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

27,06:30-06:45,92.39,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,132.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.1,12.6,0,0,0,10.29,0,8.42,10.09,34.04,34.14,4.26,16.88,2.15,0,0,0,27.21,11.51,23.91,32.64,0,0,0,79.17,0,337.25,1.07,0,21.12,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

28,06:45-07:00,92.39,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,132.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.09,12.6,0,0,0,10.29,0,8.42,10.09,34.45,34.14,5.08,16.88,3.11,0,0,0,27.21,11.51,21.63,21.76,0,0,0,79.17,0,337.25,1.07,0,21.23,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

29,07:00-07:15,49.87,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,20.84,12.6,0,0,0,10.29,0,8.42,10.09,30.42,34.14,5.07,14.75,1.4,0,0,0,27.21,11.51,18.92,10.87,0,0,0,79.17,0,337.25,1.07,0,22.61,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

30,07:15-07:30,49.87,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.21,12.6,0,0,0,10.29,0,8.42,10.09,30.42,34.14,5.07,14.75,0.91,0,0,0,27.21,11.51,18.92,0,0,0,0,79.17,0,337.25,1.07,0,22.61,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

31,07:30-07:45,49.87,42.38,20.1,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.34,12.6,0,0,0,10.29,0,8.42,10.09,30.42,34.14,5.07,14.75,0.91,0,0,0,27.21,11.51,18.92,0,0,0,0,79.17,0,337.25,1.07,0,22.64,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

32,07:45-08:00,49.87,42.38,14.16,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,127.1,37.92,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.09,12.6,0,0,0,10.29,0,8.42,10.09,24.59,34.14,5.07,12.01,0.91,0,0,0,27.21,11.51,16.67,0,0,0,0,79.17,0,337.25,1.07,0,22.71,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

33,08:00-08:15,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.46,12.6,0,0,0,10.29,0,8.42,10.09,23.7,37.34,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,22.79,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

34,08:15-08:30,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.32,12.6,0,0,0,10.29,0,8.42,10.09,23.7,37.34,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,22.79,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

35,08:30-08:45,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.7,12.6,0,0,0,10.29,0,8.42,10.09,23.7,37.34,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,22.79,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

36,08:45-09:00,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.14,12.6,0,0,0,10.29,0,8.42,10.09,23.7,37.34,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,22.79,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

37,09:00-09:15,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.09,12.6,0,0,0,10.29,0,8.42,10.09,23.7,50.6,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,21.88,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

38,09:15-09:30,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.93,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.34,12.6,0,0,0,10.29,0,8.42,10.09,23.7,50.6,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,21.88,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

39,09:30-09:45,45.03,42.38,10.51,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,29.22,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.21,12.6,0,0,0,10.29,0,8.42,10.09,23.7,50.6,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,24.41,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

40,09:45-10:00,45.03,42.38,12.95,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,35.3,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,20.68,12.6,0,0,0,10.29,0,8.42,10.09,23.7,50.6,3.01,10.81,0.91,0,0,0,27.21,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,24.41,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

41,10:00-10:15,45.03,42.38,12.95,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,35.3,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.76,12.6,0,0,0,10.29,0,8.42,10.09,23.7,34.14,3.01,10.81,0.91,0,0,0,38.88,11.51,14.37,0,0,0,0,79.17,0,337.25,1.07,0,24.68,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

42,10:15-10:30,45.03,42.38,12.95,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,114.99,35.3,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,16.66,12.6,0,0,0,10.29,0,8.42,10.09,28.73,34.14,3.01,13.54,0.91,0,0,0,38.88,11.51,17.8,0,0,0,0,79.17,0,337.25,1.07,0,24.68,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

43,10:30-10:45,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,16.4,12.6,0,0,0,10.29,0,8.42,10.09,28.73,34.14,5.07,13.54,0.91,0,0,0,38.88,11.51,17.8,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

44,10:45-11:00,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,14.59,12.6,0,0,0,10.29,0,8.42,10.09,28.73,34.14,5.07,13.54,0.91,0,0,0,38.88,11.51,17.8,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

45,11:00-11:15,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,15.71,12.6,0,0,0,10.29,0,8.42,10.09,37.59,45.88,5.07,17.75,2.15,0,0,0,27.21,11.51,23.22,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

46,11:15-11:30,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,15.75,12.6,0,0,0,10.29,0,8.42,10.09,37.59,45.88,5.07,17.75,2.15,0,0,0,27.21,11.51,23.22,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

47,11:30-11:45,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,17.48,12.6,0,0,0,10.29,0,8.42,10.09,37.59,34.14,5.07,17.75,2.15,0,0,0,27.21,11.51,23.22,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

48,11:45-12:00,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,19.87,12.6,0,0,0,10.29,0,8.42,10.09,37.59,34.14,5.07,17.75,2.15,0,0,0,27.21,11.51,23.22,0,0,0,0,79.17,0,337.25,1.07,0,23.81,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

49,12:00-12:15,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,22.02,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.15,0,0,0,27.21,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

50,12:15-12:30,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.73,12.6,0,0,0,10.29,0,8.42,10.09,31.77,34.14,5.07,14.92,2.15,0,0,0,27.21,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

51,12:30-12:45,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,18.11,12.6,0,0,0,10.29,0,8.42,10.09,31.77,42.68,5.07,14.92,2.15,0,0,0,27.21,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

52,12:45-13:00,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.89,12.6,0,0,0,10.29,0,8.42,10.09,31.77,42.68,5.07,14.92,2.15,0,0,0,27.21,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

53,13:00-13:15,45.03,42.38,16.93,56.06,0,0,0,6.8,0,0,175.07,0,0,0,24.31,0,33.91,47.26,143.32,44,122.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.73,21.02,12.6,0,0,0,10.29,0,8.42,10.09,31.77,42.68,5.07,14.92,2.41,0,0,0,31.1,11.51,19.62,0,0,0,0,79.17,0,337.25,1.07,0,25.2,150.35,127.92,66.26,121.91,90.17,0,25.26,0,0,0,0,0

