Time,Block,NR/2023/12053/A,NR/2023/16555/C,NR/2023/12168/A,NR/2023/14898/A,NR/2023/12148/A,NR/2023/16534/C,NR/2023/12347/A,NR/2023/16519/D,NR/2023/16528/D,NR/2023/12592/A,NR/2023/12591/A,NR/2023/12422/A,NR/2023/16540/C,NR/2023/15057/F,NR/2023/16539/C,NR/2023/16541/C,NR/2023/12052/A,NR/2023/13635/A,NR/2023/16190/F,NR/2023/15402/F,NR/2023/14737/A,NR/2023/12167/A,NR/2023/14746/A,NR/2023/13862/A,NR/2023/15309/F,NR/2023/16542/C,NR/2023/12431/A,NR/2023/14745/A,NR/2023/14895/A,NR/2023/16532/C,SR/2023/9108/C,NR/2023/16546/C,ER/2023/10290/C,NR/2023/16530/D,Total
10,02:15-02:30,36.500000,0.000000,46.620000,77.380000,22.250000,13.530000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,35.000000,0.580000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1571.8

11,02:30-02:45,36.500000,0.000000,46.620000,77.380000,22.250000,13.530000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,35.000000,0.580000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1571.8

12,02:45-03:00,36.500000,0.000000,46.620000,77.380000,22.250000,13.530000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,35.000000,0.580000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,23.150000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1571.8

13,03:00-03:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.440000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1542.01

14,03:15-03:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.440000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1542.01

15,03:30-03:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.440000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1542.01

16,03:45-04:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.440000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,125.110000,24.180000,95.760000,5.040000,50.00,0,50.000000,0,1542.01

17,04:00-04:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.340000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1551.34

18,04:15-04:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.340000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1551.34

19,04:30-04:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.340000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1551.34

20,04:45-05:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.340000,98.660000,72.550000,0.000000,100.120000,50.060000,38.010000,65.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1551.34

21,05:00-05:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.250000,0.000000,72.550000,0.000000,100.120000,50.060000,38.010000,30.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1417.59

22,05:15-05:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.250000,0.000000,72.550000,0.000000,100.120000,50.060000,38.010000,30.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1417.59

23,05:30-05:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.250000,0.000000,72.550000,0.000000,100.120000,50.060000,38.010000,30.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1417.59

24,05:45-06:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.250000,0.000000,72.550000,0.000000,100.120000,50.060000,38.010000,30.000000,0.530000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,88.700000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1417.59

25,06:00-06:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1260.94

26,06:15-06:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0,1260.94

27,06:30-06:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0.41,1261.35

28,06:45-07:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,0.69,1261.63

29,07:00-07:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,1.02,1261.96

30,07:15-07:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,1.35,1262.29

31,07:30-07:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,1.99,1262.93

32,07:45:08:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.680000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,100.00,0,50.000000,2.58,1263.52

33,08:00-08:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,150.00,0,50.000000,2.81,1314.04

34,08:15-08:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,150.00,0,50.000000,3.39,1332.03

35,08:30-08:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,150.00,0,0.000000,4.01,1282.65

36,08:45:09:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,0.000000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,5.040000,150.00,0,0.000000,4.23,1282.87

37,09:00:09:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,4.35,1313.22

38,09:15-09:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,4.64,1313.51

39,09:30-09:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,4.74,1313.61

40,09:45-10:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,0.000000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,5.03,1313.9

41,10:00-10:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,5.32,1405.12

42,10:15-10:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,5.42,1405.22

43,10:30-10:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,5.51,1405.31

44,10:45-11:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,5.8,1405.6

45,11:00-11:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6,1405.8

46,11:15-11:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.09,1405.89

47,11:30-11:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.19,1405.99

48,11:45-12:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.38,1406.18

49,12:00-12:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.48,1406.28

50,12:15-12:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,25.030000,193.460000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.540000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.67,1406.47

51,12:30-12:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,84.500000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,6.87,1355.44

52,12:45-13:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,83.870000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,7.35,1355.29

53,13:00-13:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,82.950000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,7.74,1354.76

54,13:15-13:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,81.920000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,7.93,1353.92

55,13:30-13:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,81.350000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,8.13,1353.55

56,13:45-14:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,90.930000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,0.000000,4.840000,0.000000,80.550000,24.180000,95.760000,11.090000,150.00,17.41,0.000000,7.09,1351.71

57,14:00-14:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.920000,24.180000,95.760000,11.090000,70.00,17.41,0.000000,6.29,1309.9

58,14:15-14:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.790000,24.180000,95.760000,11.090000,70.00,17.41,0.000000,5.8,1309.28

59,14:30-14:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.420000,24.180000,95.760000,11.090000,70.00,17.41,0.000000,5.71,1308.82

60,14:45-15:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,17.410000,100.120000,50.060000,0.000000,0.000000,0.970000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.610000,24.180000,95.760000,11.090000,70.00,17.41,0.000000,5.32,1308.62

61,15:00-15:15,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.150000,24.180000,95.760000,11.090000,70.00,0,0.000000,5.22,1273.19

62,15:15-15:30,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,80.630000,24.180000,95.760000,11.090000,70.00,0,0.000000,4.84,1273.29

63,15:30-15:45,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,81.670000,24.180000,95.760000,11.090000,70.00,0,0.000000,4.06,1273.55

64,15:45-16:00,0.000000,0.000000,46.620000,77.380000,22.250000,13.160000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.920000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,81.780000,24.180000,95.760000,11.090000,70.00,0,0.000000,3.4,1273

65,16:00-16:15,0.000000,96.730000,46.620000,77.380000,22.250000,13.340000,106.400000,72.550000,0.000000,100.120000,50.060000,0.000000,0.000000,0.820000,72.550000,72.550000,63.120000,19.170000,148.130000,6.770000,62.870000,24.180000,0.000000,23.150000,4.840000,0.000000,82.580000,24.180000,95.760000,11.090000,70.00,0,0.000000,2.81,1370.02

