Block,Time,DADRT2,KGSU3AND4,NNTPP,RAPPD,SALAL,SASAN,SIMHST1,SIMHST2,VALLURNTECL,ANTA_CRF,DADRI_CRF,KOTESHWR,MAPS,NLCIIST2,NLCTS2EXP,NTPL,RIHAND2,RIHAND3,RSTPSU7,UNCHAHAR2,ANTA_LF,KKNPPU2,NLCIIST1,PARBATI2,RAMPUR,RIHAND1,SEWA2,TALA,URI,AURY_LF,BRBCL,DHAULIGNGA,KGSU1AND2,KISHANGANGA,KKNP,NJPC,RSTPSU1TO6,UNCHAHAR1,KHSTPP-II,TelanganaSTPP,UNCHAHAR4,DADRI_GF,CHAMERA3,FSTPP I & II,JHAJJAR,KUDGI,PARBATI3,RAPPB,SINGRAULI,TALST2,TEHRI,TEHRIPSP,UNCHAHAR3,DADRI_LF,CHAMERA1,CHAMERA2,KHSTPP-I,KOLDAM,NAPP,NLCEXP,RAPPC,TANDA2,URI2,AURY_CRF,AURY_GF,AURY_RF,DADRI_RF,BSIUL,DULHASTI,SINGRAULI_HYDRO,TANAKPUR,ANTA_GF,ANTA_RF
6,01:15-01:30,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,20.29,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.26,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,140.88,0,52.43,70.71,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

7,01:30-01:45,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,140.88,0,52.43,70.71,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

8,01:45-02:00,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,140.88,0,52.43,70.71,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

9,02:00-02:15,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

10,02:15-02:30,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,37.17,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

11,02:30-02:45,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

12,02:45-03:00,549.38,0,0,24.61,85.41,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,6.52,55.38,1.08,12.81,0,51.2

13,03:00-03:15,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,6.52,55.38,1.08,11.91,0,51.84

14,03:15-03:30,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.69,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,6.52,55.38,1.08,11.91,0,51.84

15,03:30-03:45,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.42,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

16,03:45-04:00,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.28,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

17,04:00-04:15,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.14,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

18,04:15-04:30,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.02,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

19,04:30-04:45,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.11,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

20,04:45-05:00,549.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.11,35.88,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

21,05:00-05:15,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.07,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

22,05:15-05:30,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.07,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,13.04,55.38,1.08,11.91,0,51.84

23,05:30-05:45,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.79,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,51.84

24,05:45-06:00,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.79,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,19.56,55.38,1.08,11.91,0,51.84

25,06:00-06:15,626.46,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.6,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.84

26,06:15-06:30,626.46,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.55,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,125.32,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.84

27,06:30-06:45,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.37,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,134.33,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.84

28,06:45-07:00,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.52,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,52.43,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.84

29,07:00-07:15,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.58,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,39.33,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.2

30,07:15-07:30,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.58,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,143.34,0,26.21,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.2

31,07:30-07:45,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.58,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,143.34,0,13.11,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.2

32,07:45-08:00,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.58,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,32.71,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,51.2

33,08:00-08:15,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.22,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,50.57

34,08:15-08:30,689.38,0,0,24.61,82.5,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.93,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,50.57

35,08:30-08:45,689.38,0,0,24.61,81.92,326.25,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.79,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,50.57

36,08:45-09:00,689.38,0,0,24.61,81.92,331.88,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,28.72,37.53,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,28.1,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,50.57

37,09:00-09:15,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.28,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,14.05,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

38,09:15-09:30,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,29.61,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,22.3,0,143.34,0,0,0,27.69,0,0,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

39,09:30-09:45,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.34,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,0,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

40,09:45-10:00,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.34,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,0,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

41,10:00-10:15,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.85,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,0,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

42,10:15-10:30,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.85,52.36,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,0,47.12,45.53,8.62,24.36,0,65.42,5.73,38.97,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

43,10:30-10:45,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,14.05,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

44,10:45-11:00,689.38,0,0,24.61,81.92,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,28.1,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,49.31

45,11:00-11:15,689.38,0,0,24.61,81.34,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.68

46,11:15-11:30,689.38,0,0,24.61,81.34,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,33.12,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.68

47,11:30-11:45,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.68

48,11:45-12:00,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,35.33,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.68

49,12:00-12:15,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.04

50,12:15-12:30,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,30.91,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.04

51,12:30-12:45,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,22.08,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.04

52,12:45-13:00,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,10.14,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,22.08,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,8.62,24.36,0,65.42,5.73,24.94,0,0,75.32,79.04,0,55.38,1.08,11.91,0,48.04

53,13:00-13:15,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,5.52,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,22.08,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,7.92,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,49.84,1.08,11.91,0,48.04

54,13:15-13:30,689.38,0,0,24.61,80.76,337.5,0,0,0,0,0,0,0,0,0,0,125.27,130.84,0,45,0,0,0,0,5.7,98.32,0,31.69,22.08,0,24.99,42.46,0,7.05,0,175.79,0,21.65,148.3,0,3.22,0,33.94,20.8,667.25,0,20.82,0,143.34,0,0,0,27.69,0,42.15,47.12,45.53,7.92,24.36,0,65.42,5.73,24.16,0,0,75.32,79.04,0,49.84,1.08,11.91,0,47.41

