Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5126,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5784,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6209,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/3698,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19
23,05:30-05:45,10.46,72.49,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,26.58,20.4,20.71,0,19.2,86.57,0,-0,14.54,3.22,15.21,81.58,0,14.54,0,0,7,0,0,0,0,9.58,28.73,0,33.1,0,0,13.59,0,9.58,33.09,0,0,0

24,05:45-06:00,10.46,80.96,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,26.58,20.4,20.71,0,19.2,86.57,0,-0,14.54,3.22,15.21,81.58,0,14.54,0,0.03,7,0,0,0.23,0,8.99,26.97,0,30.74,0.13,0,12.75,0,8.99,30.73,0,0,0

25,06:00-06:15,10.46,89.43,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,23.61,20.4,20.71,0,19.2,86.57,0,-0,14.54,3.22,15.21,81.58,0,14.54,1,0.29,7,1,1,1.8,1,9.2,27.61,0,33.34,1.46,0,11.93,5.1,9.2,33.33,3.2,0,1.32

26,06:15-06:30,10.46,115.17,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,23.61,20.4,20.71,0,19.2,86.57,0,-0,14.54,3.22,15.21,81.58,0,14.54,2,0.56,7,2,2,3.51,2,8.81,26.4,1,33.34,2.77,0,11.1,9.3,8.81,33.33,15.6,0,3.78

27,06:30-06:45,10.46,115.17,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,23.61,20.4,20.71,0.53,19.2,86.57,0.4,-0,14.54,3.22,15.21,81.58,0.53,14.54,3,0.82,7,4,4,5.42,5,11.26,33.77,2,33.34,4.09,0,10.3,14.9,11.26,33.33,30.8,3,7.84

28,06:45-07:00,10.46,115.17,129.86,3.99,20.4,14.33,26.24,81.58,10.71,30,99.99,40.79,12.62,28.86,269.94,0,23.61,20.4,20.71,1.15,19.2,86.57,0.88,-0,14.54,3.22,15.21,81.58,1.15,14.54,4,3.5,7,7,7,7.59,7,10.6,31.81,4,33.34,17.5,0,9.88,22.1,10.6,33.33,33,5,13.48

29,07:00-07:15,10.46,106.7,129.86,3.99,20.4,14.33,25.23,81.58,10.71,26.12,99.99,40.79,12.62,28.86,269.94,0,26.12,20.4,20.71,1.89,19.2,86.57,1.46,-0,14.54,3.22,15.21,81.58,1.89,14.54,5,5.28,7,11,10,11.8,11,11.07,33.19,6,33.34,26.39,0,10.51,30.4,11.07,33.33,33,8,20.56

30,07:15-07:30,10.46,98.23,129.86,3.99,20.4,14.33,25.23,81.58,10.71,26.12,99.99,40.79,12.62,28.86,269.94,0,26.12,20.4,20.71,2.79,19.2,86.57,2.15,-0,14.54,3.22,15.21,81.58,2.79,14.54,7,7.14,7,13,15,16.2,16,11.65,34.94,8,33.34,35.7,0,11.6,33,11.65,33.33,33,13,28.42

31,07:30-07:45,10.46,89.76,100,4.67,20.4,14.33,26.24,81.58,10.71,26.94,99.99,40.79,12.62,28.86,269.94,0,26.94,20.4,20.71,3.47,19.2,68.7,2.68,-0,14.54,3.17,15.21,81.58,3.47,14.54,12,9.21,7,22,19,20.88,21,12.37,37.1,11,35.13,46.02,0,13.02,33,12.37,35.14,33,20,36.56

32,07:45-08:00,10.46,81.3,72.31,4.66,20.4,14.33,26.24,81.58,10.71,26.94,99.99,40.79,9.75,28.86,229.39,0,26.94,20.4,20.71,4.45,19.2,48.86,3.44,-0,14.54,3.17,15.21,81.58,4.45,14.54,16,11.46,7,28,25,25.87,28,13.24,39.73,14,37.09,57.32,0,14.59,33,13.24,37.1,33,26,45.14

33,08:00-08:15,10.46,72.83,72.31,4.39,20.4,14.33,27.25,81.58,10.71,26.94,99.99,40.79,9.75,28.86,189.08,0,26.94,20.4,20.71,5.63,19.2,48.86,4.35,-0,14.54,3.19,15.21,81.58,5.63,14.54,20,14.03,7.2,35,31,31.37,36,14.37,43.11,18,39.31,70.12,0,15.84,33,14.37,39.32,33,33,53.8

34,08:15-08:30,10.46,70,72.31,4.39,20.4,14.33,27.25,81.58,10.71,26.94,99.99,40.79,9.75,28.86,149.26,0,26.94,20.4,20.71,6.8,19.2,48.86,5.25,-0,14.54,3.19,15.21,81.58,6.8,14.54,23,16.75,7.2,39,37,36.96,43,14.56,43.67,22,41.21,83.75,0,16.97,33,14.56,41.2,33,33,62.57

35,08:30-08:45,10.46,70,72.31,4.39,20.4,14.33,25.23,81.58,10.71,26.94,99.99,40.79,9.75,28.86,149.26,0,26.94,20.4,20.71,7.96,19.2,48.86,6.16,-0,14.54,3.19,15.21,81.58,7.96,14.54,26,19.58,7.2,45,43,42.64,53,15.52,46.55,27,43.11,97.9,0,12.61,33,15.52,43.11,33,33,70.95

36,08:45-09:00,10.46,70,72.31,4.39,20.4,14.33,26.24,81.58,10.71,26.94,99.99,40.79,9.75,28.86,149.26,0,26.94,20.4,20.71,9.12,19.2,48.86,7.04,-0,14.54,3.19,15.21,81.58,9.12,14.54,29,22.39,7.4,53,49,48.25,58,15.55,46.65,29,45.01,111.96,0,13.02,33,15.55,45.02,33,33,86.05

37,09:00-09:15,10.46,70,72.31,4.39,20.4,14.33,27.25,81.58,10.71,26.95,99.99,40.79,9.75,28.86,149.26,0,26.95,20.4,20.71,10.29,19.2,38.39,7.95,-0,14.54,3.19,15.21,81.58,10.29,14.54,31,27.06,7.6,59,55,55.21,65,13.83,41.51,32,42,135.29,0,13.52,33,13.83,42,33,33,94.13

38,09:15-09:30,10.46,70,72.31,4.32,20.4,14.33,28.27,81.58,10.71,26.95,99.99,40.79,9.56,28.86,149.26,0,26.95,20.4,20.71,11.35,19.2,38.39,8.78,-0,14.54,3.19,15.21,81.58,11.35,14.54,34,30.02,7.8,66,61,59.63,71,14.33,43.01,35,43.66,150.09,0,14.06,33,14.33,43.67,33,33,101.48

39,09:30-09:45,10.46,70,72.31,4.32,20.4,14.33,28.27,81.58,10.71,26.95,99.99,40.79,9.56,28.86,189.08,0,26.95,20.4,20.71,12.16,19.2,38.39,9.39,-108.33,14.54,3.19,15.21,81.58,12.16,14.54,36,35.21,8,72,67,63.83,77,15.83,47.51,39,40,176.06,0,14.68,33,15.83,40,33,33,108.49

40,09:45-10:00,10.46,70,72.31,4.34,20.4,14.33,28.27,81.58,10.71,26.95,99.99,40.79,9.56,28.86,221.59,0,26.95,20.4,20.71,12.94,19.2,38.39,10,-108.33,14.54,3.19,15.21,81.58,12.94,14.54,38,37.9,8.2,77,73,68.06,82,16.67,49.99,41,40.66,189.52,0,15.36,33,16.67,40.67,33,33,115.27

41,10:00-10:15,10.46,70,72.31,4.34,20.4,14.33,27.25,81.58,10.71,26.95,99.99,40.79,9.56,28.86,194.71,0,26.95,20.4,20.71,13.63,19.2,38.39,10.54,-108.33,14.54,3.19,15.21,81.58,13.63,14.54,40,40.47,6.6,82,79,76.97,87,17.5,52.5,43,52.66,202.33,0,15.93,33,17.5,52.67,33,33,120.54

42,10:15-10:30,10.46,70,72.31,4.34,20.4,14.33,26.24,81.58,10.71,26.95,99.99,40.79,9.56,28.86,217.96,0,26.95,20.4,20.71,14.24,19.2,38.39,11.01,-108.33,14.54,3.19,15.21,81.58,14.24,14.54,41,42.81,6.6,87,84,82.65,91,18.33,55.01,45,53,214.03,0,16.44,33,18.33,53,33,33,117.37

43,10:30-10:45,10.46,70,99.8,4.61,20.4,14.33,26.24,81.58,10.71,26.95,99.99,40.79,9.56,28.86,256.35,0,26.95,20.4,20.71,14.86,19.2,38.39,11.49,-108.33,14.54,3.19,15.21,81.58,14.86,14.54,42,44.06,6.6,92,87,88.33,97,22.05,66.16,48,53.34,220.31,0,16.58,33,22.05,53.33,33,33,116.03

44,10:45-11:00,10.46,70,72.31,4.61,20.4,14.33,26.24,81.58,10.71,26.95,99.99,40.79,9.56,28.86,269.94,0,26.95,20.4,20.71,15.44,19.2,38.39,11.93,-108.33,14.54,3.19,15.21,81.58,15.44,14.54,43,45.78,6.6,93,87,93.71,97,22.53,67.6,48,53.66,228.91,0,16.69,33,22.53,53.67,33,33,113.16

45,11:00-11:15,10.46,70,72.31,1.92,20.4,11.3,26.24,81.58,10.71,26.95,99.99,40.79,12.62,28.86,269.94,0,26.95,20.4,20.71,15.79,19.2,38.39,12.2,-108.33,14.54,3.19,15.21,81.58,15.79,14.54,45,46.08,6.6,97,87,96.81,97,22.96,68.89,48,55.59,230.42,0,16.77,33,22.96,55.59,33,33,109.42

46,11:15-11:30,10.46,70,72.31,1.92,20.4,11.3,26.75,81.58,10.71,26.95,99.99,40.79,12.62,28.86,269.94,0,26.95,20.4,20.71,16.08,19.2,38.39,12.42,-108.33,14.54,3.19,15.21,81.58,16.08,14.54,45,46.5,6.6,98,87,98.33,97,23.74,71.19,48,54.99,232.5,0,16.84,33,23.74,55,33,33,104.96

47,11:30-11:45,10.46,70,72.31,3.99,20.4,11.3,26.75,81.58,10.71,26.95,99.99,40.79,12.62,28.86,269.94,0,26.95,20.4,20.71,16.08,19.2,38.39,12.43,-108.33,14.54,3.19,15.21,81.58,16.08,14.54,45,44.17,6.6,97,87,98.33,99,24.67,74,49,54.55,220.83,0,18.12,33,24.67,54.54,33,33,109.21

48,11:45-12:00,10.46,70,77,3.99,20.4,11.3,26.75,81.58,10.71,26.95,99.99,40.79,12.62,28.86,269.94,0,26.95,20.4,20.71,16.08,19.2,38.39,12.43,-108.33,14.54,3.19,15.21,81.58,16.08,14.54,45,44.5,6.6,97,87,98.33,99,25.13,75.38,49,53.84,222.5,0,18.35,33,25.13,53.83,33,33,121.8

49,12:00-12:15,10.46,70,101,3.99,20.4,11.3,26.75,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,45,43.33,6.6,93,90,93.33,99,26.8,80.42,49,63.02,216.67,0,18.88,33,26.8,63.03,33,33,121.8

50,12:15-12:30,10.46,70,120.51,3.99,20.4,11.3,26.24,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,45,43.33,6.6,93,90,93.33,99,28.24,84.74,49,63.98,216.67,0,19.59,33,28.24,63.97,33,33,121.8

51,12:30-12:45,10.46,70,123.01,3.99,20.4,11.3,26.24,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,45,40,8.4,86,90,86.67,99,29.76,89.29,49,70,200,0,28.19,33,29.76,70,33,33,121.8

52,12:45-13:00,10.46,70,104.93,3.99,20.4,11.3,26.24,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,45,40,10,86,90,86.67,99,31.2,93.6,49,69.34,200,0,29.32,33,31.2,69.33,33,33,97.44

53,13:00-13:15,10.46,70,102.18,4.67,20.4,11.3,27.25,81.58,10.71,26.96,99.99,40.79,12.62,28.86,231.55,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,43,40,10.4,84,90,91.53,97,25.24,75.71,48,68.66,200,0,27.77,33,25.24,68.67,33,33,97.44

54,13:15-13:30,10.46,70,102.18,4.62,20.4,11.3,27.25,81.58,10.71,26.96,99.99,40.79,12.62,28.86,193.16,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-108.33,14.54,3.22,15.21,81.58,16.08,14.54,43,40,11.61,84,88,91.17,97,25.46,76.39,48,68,200,0,27.88,33,25.46,68,33,33,97.44

55,13:30-13:45,10.46,70,102.18,4.62,20.4,11.3,27.25,81.58,10.71,26.96,99.99,40.79,12.62,28.86,208.57,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-216.67,14.54,3.22,15.21,81.58,16.08,14.54,38,45,12.01,83,81,91,90,23.33,70.01,45,60,225,0,27.79,33,23.33,60,33,33,97.44

56,13:45-14:00,10.46,70,120.85,4.62,20.4,11.3,26.75,81.58,10.71,26.96,99.99,40.79,12.62,28.86,246.97,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-216.67,14.54,3.22,15.21,81.58,16.08,14.54,37,45,13.01,82,79,90.47,90,23.67,70.99,45,60.66,225,0,27.56,33,23.67,60.67,33,33,97.44

57,14:00-14:15,10.46,70,102.18,3.99,20.4,11.3,26.75,81.58,10.71,26.96,99.99,40.79,12.62,28.86,208.57,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-216.67,14.54,3.22,15.21,81.58,16.08,14.54,38,44.63,15.01,82,73,92.89,81,24,72,41,61.34,223.17,0,23.33,33,24,61.33,33,33,97.44

58,14:15-14:30,10.46,70,102.18,3.99,20.4,11.3,27.76,81.58,10.71,26.96,99.99,40.79,12.62,28.86,170.18,0,26.96,20.4,20.71,16.08,19.2,56.26,12.43,-216.67,14.54,3.22,15.21,81.58,16.08,14.54,37,43.93,16.01,81,73,89.04,80,24.17,72.49,40,61.66,219.66,0,23.67,33,24.17,61.67,33,33,97.44

59,14:30-14:45,10.46,70,102.18,8.49,20.4,11.3,27.76,81.58,10.71,26.96,99.99,40.79,12.62,28.86,199.57,0,26.96,20.4,20.71,15.9,19.2,56.26,12.28,-216.67,14.54,3.22,15.21,81.58,15.9,14.54,36,44.82,16.41,81,72,85.02,78,24.15,72.47,39,62,224.08,0,24,33,24.15,62,33,33,96.87

60,14:45-15:00,10.46,70,126.18,8.49,20.4,11.3,28.27,81.58,10.71,26.96,99.99,40.79,12.62,28.86,237.96,0,26.96,20.4,20.71,15.23,19.2,56.26,11.77,-216.67,14.54,3.22,15.21,81.58,15.23,14.54,35,43.72,17.41,80,70,80.76,77,24.06,72.19,38,61.34,218.58,0,24.33,33,24.06,61.33,33,33,92.89

61,15:00-15:15,10.46,70,129.86,8.49,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,14.63,19.2,56.26,11.3,-216.67,14.54,3.22,15.21,81.58,14.63,14.54,37,43.05,24.01,71,67,76.42,75,21.59,64.74,37,54,215.25,0,22.16,33,21.59,54,33,33,82.92

62,15:15-15:30,10.46,70,129.86,8.49,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,13.96,19.2,66.8,10.79,-216.67,14.54,3.22,15.21,81.58,13.96,14.54,36,40.97,25.01,67,63,71.96,70,21.28,63.83,35,54.66,204.83,0,22.22,33,21.28,54.67,33,33,78.26

63,15:30-15:45,10.46,70,129.86,8.49,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,13.23,19.2,76.1,10.22,-216.67,14.54,3.22,15.21,81.58,13.23,14.54,35,37.48,27.01,63,58,67.99,67,26.67,79.99,33,55.34,187.37,0,22.37,33,26.67,55.33,33,33,72.89

64,15:45-16:00,10.46,70,129.86,8.49,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,12.62,28.86,269.94,0,26.96,20.4,20.71,12.38,19.2,75.91,9.56,-216.67,14.54,3.22,15.21,81.58,12.38,14.54,34,34.71,26.81,58,54,60.37,61,26.67,79.99,31,56.34,173.53,0,22.59,33,26.67,56.33,33,33,67.29

65,16:00-16:15,10.46,70,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,10.76,19.2,86.56,8.32,-216.67,14.54,3.19,15.21,81.58,10.76,14.54,25,30.97,26.81,53,49,53.55,57,26.67,79.99,28,58.34,154.85,0,22.73,33,26.67,58.33,33,24,66.31

66,16:15-16:30,10.46,70,129.86,6.61,20.4,14.33,28.27,81.58,10.71,26.96,99.99,40.79,9.75,28.86,269.94,0,26.96,20.4,20.71,10.22,19.2,85.22,7.89,-108.33,14.54,3.19,15.21,81.58,10.22,14.54,23,28.22,27.41,49,45,48.15,52,26.67,79.99,26,60,141.12,0,22.85,33,26.67,60,33,16,60.23

