Block,Time,KOLDAM,MAPS,NNTPP,PARBATI3,RAPPB,RIHAND2,TANAKPUR,UNCHAHAR1,UNCHAHAR4,AURY_LF,DADRI_CRF,DADRT2,KHSTPP-II,KUDGI,NLCIIST2,RSTPSU1TO6,TEHRI,AURY_CRF,BSIUL,KGSU1AND2,PARBATI2,RIHAND1,TANDA2,ANTA_LF,CHAMERA3,DULHASTI,KISHANGANGA,KKNPPU2,NAPP,NLCTS2EXP,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_RF,DADRI_GF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,NLCEXP,NLCIIST1,SASAN,TALA,UNCHAHAR2,ANTA_GF,AURY_GF,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,RIHAND3,SALAL,SIMHST2,UNCHAHAR3,URI,KOTESHWR,NJPC,NTPL,RAPPC,SIMHST1,TALST2,VALLURNTECL,CHAMERA2,KKNP,RAMPUR,RSTPSU7,SEWA2,URI2,ANTA_CRF,AURY_RF,DADRI_RF
61,15:00-15:15,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,0,38.05,0,85.35,74.38

62,15:15-15:30,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,0,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,11.15,38.05,0,85.35,74.38

63,15:30-15:45,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,7.49,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,11.3,38.05,0,85.35,74.38

64,15:45-16:00,0,0,0,0,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,0,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,11.79,38.05,0,85.35,74.38

65,16:00-16:15,0,0,0,4.29,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,0,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,13.7,0,45.83,130.75,13.36,0,27.67,35.33,10.41,0,0,70.28,0,0,0,0,0,0,0,18.88,38.05,0,85.35,74.38

66,16:15-16:30,0,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,13.3,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.09,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,28.13,0,45.83,130.75,13.36,0,27.67,35.33,10.41,25.73,0,70.28,0,0,0,0,0,1.01,0,18.88,38.05,0,85.35,74.38

67,16:30-16:45,0,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,13.3,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,50.83,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,35.33,10.41,25.73,0,70.28,0,0,0,0,0,1.01,0,18.88,38.05,0,85.35,74.38

68,16:45-17:00,0,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,26.6,0,6.52,0,22.47,88.98,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,50.83,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,35.33,10.41,25.73,0,70.28,0,0,0,0,0,1.01,0,18.88,38.05,0,85.35,74.38

69,17:00-17:15,0,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,26.6,0,13.04,0,22.47,92.98,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,50.83,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,35.33,10.41,50.34,0,70.28,0,0,0,0,0,1.99,0,18.88,38.05,0,85.35,74.38

70,17:15-17:30,0,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,39.9,0,13.04,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,50.83,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,35.33,10.41,50.34,0,70.28,0,0,0,0,0,1.99,0,18.88,38.05,0,85.35,74.38

71,17:30-17:45,1.92,0,0,19.15,0,124.53,0,21.63,3.18,0,0,344.43,148.3,0,0,0,39.9,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.74,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,34.78,10.41,50.34,0,70.28,0,0,0,4.11,0,1.99,0,18.88,38.05,0,85.35,74.38

72,17:45-18:00,3.85,0,0,19.15,0,124.53,0,21.63,1.88,0,0,344.43,148.3,0,0,0,39.9,0,6.52,0,22.47,97.18,5.65,0,0,19.81,8.45,0,52.68,0,112.04,0.71,0,51.61,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,34.78,10.41,50.34,0,70.28,0,0,0,16.25,0,1.99,0,18.88,38.05,0,85.35,74.38

73,18:00-18:15,5.76,0,0,19.15,0,124.53,2.05,21.63,1.88,0,0,344.43,148.3,0,0,0,39.9,0,6.52,0,22.47,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,0,15.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,34.78,10.41,82.55,0,70.28,0,0,0,16.25,0,3.26,0,18.88,38.05,0,85.35,74.38

74,18:15-18:30,7.69,0,0,22.99,0,124.53,2.05,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,6.52,0,22.47,97.18,5.65,0,13.79,39.62,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,21.81,15.6,593.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,39.75,10.41,110.53,0,70.28,0,0,0,32.49,0,4.36,0,18.88,38.05,0,85.35,74.38

75,18:30-18:45,7.69,0,0,39.84,0,124.53,2.05,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,32.79,15.6,593.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,39.75,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

76,18:45-19:00,7.69,0,0,39.84,0,124.53,2.05,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,43.72,15.6,593.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,13.36,0,27.67,39.75,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

77,19:00-19:15,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,43.72,15.6,593.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,39.75,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

78,19:15-19:30,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,43.72,15.6,593.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

79,19:30-19:45,7.69,0,0,39.84,0,107.13,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,90.98,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,32.79,13.9,643.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

80,19:45-20:00,7.69,0,0,39.84,0,107.13,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,90.98,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,32.79,13.9,643.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

81,20:00-20:15,5.76,0,0,39.84,0,123.13,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,32.79,13.9,643.21,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

82,20:15-20:30,5.76,0,0,39.84,0,107.13,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,32.79,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,117.46,0,70.28,0,0,0,48.74,0,4.63,0,20.07,38.05,0,85.35,74.38

83,20:30-20:45,5.76,0,0,27.58,0,107.13,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,3.3,0,7.49,97.18,5.65,0,11.65,51.36,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,21.86,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,117.46,0,70.28,0,0,0,37,0,4.63,0,18.88,38.05,0,85.35,74.38

84,20:45-21:00,5.76,0,0,22.99,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,3.3,0,7.49,90.98,5.65,0,11.65,51.36,8.45,0,52.68,0,112.04,0.71,0,52.14,0,0,21.86,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,117.46,0,70.28,0,0,0,37,0,4.63,0,18.88,38.05,0,85.35,74.38

85,21:00-21:15,5.76,0,0,22.99,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,3.3,0,7.49,97.18,5.65,0,19.92,51.36,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,21.86,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,117.46,0,70.28,0,0,0,37,0,4.63,0,18.88,38.05,0,85.35,74.38

86,21:15-21:30,5.76,0,0,27.58,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,3.3,0,7.49,97.18,5.65,0,19.92,51.36,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,21.86,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,117.46,0,70.28,0,0,0,37,0,4.63,0,18.88,38.05,0,85.35,74.38

87,21:30-21:45,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,32.79,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,117.46,0,70.28,0,0,0,48.74,0,4.63,0,20.07,38.05,0,85.35,74.38

88,21:45-22:00,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,53.05,0,0,32.79,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

89,22:00-22:15,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.06,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,32.79,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,138.15,0,70.28,0,0,0,48.74,0,5.37,0,20.07,38.05,0,85.35,74.38

90,22:15-22:30,7.69,0,0,39.84,0,124.53,1.15,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,19.56,0,29.98,97.18,5.65,0,34.98,59.43,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,21.86,13.9,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,11.57,110.53,0,70.28,0,0,0,48.74,0,4.36,0,20.07,38.05,0,85.35,74.38

91,22:30-22:45,5.76,0,0,33.71,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,6.52,0,7.49,97.18,5.65,0,23.3,39.62,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,10.93,14.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,81.21,0,70.28,0,0,0,48.74,0,3.2,0,18.88,38.05,0,85.35,74.38

92,22:45-23:00,3.85,0,0,33.71,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,6.52,0,7.49,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,10.93,14.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,52.01,0,70.28,0,0,0,48.74,0,2.05,0,18.88,38.05,0,85.35,74.38

93,23:00-23:15,1.92,0,0,19.92,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,6.52,0,7.49,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,10.93,14.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,27.63,0,70.28,0,0,0,48.74,0,1.09,0,18.88,38.05,0,85.35,74.38

94,23:15-23:30,1.92,0,0,19.92,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,39.9,0,6.52,0,7.49,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,0,14.6,670.51,0,0,418.77,0,44.97,0,0,20,42.15,0,45.83,130.75,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,48.74,0,0,0,18.88,38.05,0,85.35,74.38

95,23:30-23:45,0,0,0,19.92,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,26.6,0,6.52,0,7.49,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,0,14.6,670.51,0,0,418.77,0,44.97,0,0,20,28.05,0,45.83,130.75,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,32.49,0,0,0,18.88,38.05,0,85.35,74.38

96,23:45-24:00,0,0,0,19.92,0,124.53,0,21.63,1.88,0,0,344.07,148.3,0,0,0,26.6,0,6.52,0,7.49,97.18,5.65,0,11.65,19.81,8.45,0,52.68,0,112.04,0.71,0,53.31,0,0,0,14.6,670.51,0,0,418.77,0,44.97,0,0,20,13.99,0,45.83,130.75,2.33,0,27.67,34.78,10.41,0,0,70.28,0,0,0,32.49,0,0,0,18.88,38.05,0,85.35,74.38

