Block,Time Block,SALAL,SEWA2,SASAN,UNCHAHAR1,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,TANAKPUR,SINGRAULI,TelanganaSTPP,UNCHAHAR3,TALA,UNCHAHAR2,TEHRI,TANDA2,VALLURNTECL,UNCHAHAR4,DADRI_CRF,ANTA_GF,AURY_CRF,URI2,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,URI,DADRI_GF,ANTA_LF,AURY_GF,KOLDAM,KKNPPU2,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,KOTESHWR,NLCIIST2,NAPP,NLCTS2EXP,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RSTPSU7,RAPPC,NNTPP,JHAJJAR,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,FSTPP I & II,DULHASTI,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,80.8,0,398.72,6.84,0,0,0,0,10.88,86.52,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,6.3,30.98,42.7,39.01,14.06,509.96,0,17.88,51.95,0,0,0,0,0,0

11,02:30-02:45,80.8,0,385.68,6.84,0,0,0,0,10.88,86.52,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,6.3,30.98,42.7,39.01,16.5,509.96,0,14.5,51.95,0,0,0,0,0,0

12,02:45-03:00,80.8,0,385.68,6.84,0,0,0,0,10.88,86.52,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,44.78,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,6.3,30.98,42.7,39.01,15.66,480.99,0,14.5,51.95,0,0,0,0,0,0

13,03:00-03:15,76.3,0,385.68,6.84,0,0,0,0,10.88,86.52,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,40.51,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,6.3,30.98,42.7,39.01,15.59,480.99,0,14.5,51.95,0,0,0,0,0,0

14,03:15-03:30,76.3,0,385.68,6.84,0,0,0,0,10.88,86.52,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,27.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,30.98,42.7,39.01,15.81,480.99,0,14.5,51.95,0,0,0,0,0,0

15,03:30-03:45,76.3,0,385.68,6.84,0,0,0,0,10.88,95.59,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,30.98,42.7,39.01,16.26,480.99,0,14.5,51.95,0,0,0,0,0,0

16,03:45-04:00,76.3,0,385.68,6.84,0,0,0,0,10.88,103.47,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,42.65,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,30.98,42.7,39.01,17,480.99,0,14.5,51.95,0,0,0,0,0,0

17,04:00-04:15,76.3,0,385.68,6.84,0,0,0,0,10.88,105.27,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,42.65,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,42.7,39.01,16.93,432.7,12.71,14.5,51.95,0,0,0,0,0,0

18,04:15-04:30,76.3,0,385.68,6.84,0,0,0,0,10.88,105.32,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,34.81,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,432.7,13.57,14.5,51.95,0,0,0,0,0,0

19,04:30-04:45,76.3,0,385.68,6.84,0,0,0,0,10.88,106.77,0,20,10.05,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,432.7,13.57,14.5,51.95,0,0,0,0,0,0

20,04:45-05:00,76.3,0,385.68,6.84,0,0,0,0,10.88,108.95,0,20,9.91,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,42.65,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.39,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,384.42,13.57,14.5,51.95,0,0,0,0,0,0

21,05:00-05:15,76.3,0,385.68,6.84,0,0,0,0,11.38,103.08,0,20,9.74,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,42.65,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.8,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,13.57,14.5,51.95,0,0,0,0,0,0

22,05:15-05:30,76.3,0,385.68,6.84,0,0,0,0,11.38,104.59,0,20,9.34,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.8,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,13.57,14.5,51.95,0,0,0,0,0,0

23,05:30-05:45,76.3,0,365.03,6.84,0,0,0,0,11.38,105.59,0,20,9.06,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,13.57,14.5,51.95,0,0,0,0,0,0

24,05:45-06:00,76.3,0,365.03,6.84,0,0,0,0,11.38,107.1,0,20,8.77,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,13.57,14.5,51.95,0,0,0,0,0,0

25,06:00-06:15,76.3,0,365.03,6.84,0,0,0,0,5.56,107.1,0,20,8.63,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,25.58,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,27.14,16.44,51.95,0,0,0,0,0,0

26,06:15-06:30,76.3,0,365.03,6.84,0,0,0,0,4.69,107.1,0,20,8.34,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,25.58,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,27.14,16.44,51.95,0,0,0,0,0,0

27,06:30-06:45,76.3,0,365.03,6.84,0,0,0,0,4.69,107.1,0,20,8.34,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,27.14,16.44,51.95,0,0,0,0,0,0

28,06:45-07:00,76.3,0,365.03,6.84,0,0,0,0,5.56,107.1,0,20,8.52,31.33,34.22,2.7,0,1.56,0,0,0,22.84,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,42.79,0,0,95.48,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,117.5,12.59,20.64,30.26,39.01,19.31,367.03,27.14,16.44,51.95,0,0,0,0,0,0

29,07:00-07:15,76.3,0,365.03,5.91,0,0,0,0,11.38,107.1,0,15.56,8.6,23.97,34.22,2.7,0,1.56,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,42.14,0,0,94.04,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,35.29,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,19.31,367.03,27.14,12.89,51.95,0,0,0,0,0,0

30,07:15-07:30,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,8.65,23.97,34.22,2.7,0,1.56,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,36.23,0,0,80.87,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,3.8,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,19.31,367.03,27.14,11.12,51.95,0,0,0,0,0,0

31,07:30-07:45,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,8.91,23.97,17.11,2.7,0,1.56,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,36.23,0,0,80.87,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,19.31,367.03,27.14,11.05,51.95,0,0,0,0,0,0

32,07:45-08:00,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,9.03,23.97,17.11,2.7,0,1.56,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,28.71,0,0,63.55,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,14.93,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,18.85,367.03,27.14,11.05,51.95,0,0,0,0,0,0

33,08:00-08:15,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,9.03,23.97,17.11,2.7,0,1.56,0,0,0,25.69,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,19.31,367.03,27.14,11.05,51.95,0,0,0,0,0,0

34,08:15-08:30,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,8.99,23.97,17.11,2.7,0,1.56,0,0,0,25.69,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,112.38,12.59,20.64,30.26,39.01,19.31,367.03,27.14,11.05,51.95,0,0,0,0,0,0

35,08:30-08:45,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,11.64,23.97,17.11,2.7,0,1.56,0,0,0,21.4,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,112.38,6.3,20.64,30.26,39.01,19.31,367.03,27.14,11.05,51.95,0,0,0,0,0,0

36,08:45-09:00,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,15.56,11.56,23.97,17.11,2.7,0,1.56,0,0,0,21.4,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,9.33,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,112.38,6.3,20.64,30.26,39.01,19.31,367.03,27.14,11.05,51.95,0,0,0,0,0,0

37,09:00-09:15,76.3,0,365.03,5.91,0,0,0,0,12,107.1,0,14.93,11.59,23.33,17.11,1.49,0,0,0,0,0,21.4,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,0,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,30.26,39.01,19.31,364.4,27.14,11.05,51.95,0,0,0,0,0,0

38,09:15-09:30,76.3,0,365.03,5.91,0,0,0,0,11.38,107.1,0,14.93,11.56,23.33,17.11,1.49,0,0,0,0,0,21.4,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,24.64,0,0,53.79,0,0,0,0,0,161.37,0,0,43.32,0,0,123.22,16.29,0,117.54,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,30.26,39.01,19.31,364.4,27.14,11.05,51.95,0,0,0,0,0,0

39,09:30-09:45,76.3,0,365.03,5.91,0,0,0,0,11.38,79.31,0,14.93,12.47,23.33,16.42,1.49,0,0,0,0,0,21.4,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,29.54,0,0,66.95,0,0,0,0,0,161.37,0,0,43.32,0,0,116.55,16.29,0,105.3,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,11.05,51.95,0,0,0,0,0,0

40,09:45-10:00,76.3,0,365.03,5.91,0,0,0,0,11.38,78.49,0,14.93,12.6,23.33,16.42,1.49,0,0,0,0,0,21.4,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,29.54,0,0,66.95,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,11.05,51.95,0,0,0,0,0,0

41,10:00-10:15,76.3,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.93,12.35,23.33,0,1.49,0,0,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,14.5,51.95,0,0,0,0,0,0

42,10:15-10:30,76.3,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.93,12.6,23.33,0,1.49,0,0,0,0,0,28.55,0,0,0,0,0,12.8,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,14.5,51.95,0,0,0,0,0,0

43,10:30-10:45,76.3,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.93,12.6,23.33,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,14.5,51.95,0,0,0,0,0,0

44,10:45-11:00,76.3,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.93,12.47,23.33,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,364.4,27.14,14.5,51.95,0,0,0,0,0,0

45,11:00-11:15,44.89,0,365.03,5.91,0,0,0,0,12,78.49,0,14.92,12.47,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

46,11:15-11:30,44.89,0,365.03,5.91,0,0,0,0,12,78.49,0,14.92,11.72,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

47,11:30-11:45,44.89,0,365.03,5.91,0,0,0,0,12,78.49,0,14.92,11.72,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,18.36,381.59,27.14,14.65,51.95,0,0,0,0,0,0

48,11:45-12:00,44.89,0,365.03,5.91,0,0,0,0,12,78.49,0,14.92,11.72,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,11.73,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,0,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

49,12:00-12:15,44.89,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.92,12.21,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,3.2,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

50,12:15-12:30,44.89,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.92,12.21,23.32,0,1.49,0,0,0,0,0,31.39,0,0,0,0,0,3.2,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,16.29,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

51,12:30-12:45,61.73,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.92,12.26,23.32,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,3.2,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

52,12:45-13:00,76.3,0,365.03,5.91,0,0,0,0,11.13,78.49,0,14.92,12.4,23.32,0,1.49,0,0,0,0,0,25.69,0,0,0,0,0,15.99,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

53,13:00-13:15,76.3,0,365.03,5.91,0,0,0,0,11.13,80.07,0,14.92,12.35,23.32,0,1.49,0,0,0,0,0,21.4,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

54,13:15-13:30,76.3,0,365.03,5.91,0,0,0,0,11.13,80.07,0,14.92,12.38,23.32,0,1.49,0,0,0,0,0,21.4,0,0,0,0,0,29.85,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

55,13:30-13:45,76.3,0,365.03,5.91,0,0,0,0,11.13,80.07,0,14.92,12.5,23.32,0,1.49,0,0,0,0,0,21.4,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

56,13:45-14:00,76.3,0,365.03,5.91,0,0,0,0,11.13,80.07,0,14.92,12.32,23.32,0,1.49,0,0,0,0,0,21.4,0,0,0,0,0,19.19,0,0,0,5.17,0,1.39,37.72,0,0,85.72,0,0,0,0,0,161.37,9.33,0,43.32,0,0,100.39,14.93,0,103.86,87.43,3.42,0,0,58.16,0,111.15,6.3,20.64,27.37,39.01,19.31,381.59,27.14,14.65,51.95,0,0,0,0,0,0

