Block,Time,L_NR_2012_04,SH-06,LT-36,L_NR_2019_19,SH-07,LT-31,L_NR_2012_01,LT_MEJA_Delhi,LT-59,LT-05,LT-35,L_NR_2012_07,L_NR_2020_02,L_NR_2019_11,L_NR_2018_61,L_NR_2012_02,L_NR_2020_05,L_NR_2020_07,L_NR_2021_17,L_NR_2022_09,L_NR_2022_08,L_NR_2019_07,L_NR_2021_14,L_NR_2020_06,L_NR_2022_10,L_NR_2021_16,L_NR_2019_06,L_NR_2021_13,L_NR_2019_05,L_NR_2021_15,L_NR_2021_12
25,06:00-06:15,271.270000,0.000000,0.020000,3.760000,0.000000,0.020000,101.030000,11.440000,3.490000,66.220000,0.020000,31.830000,3.940000,3.530000,5.49,200.970000,8.91,2.98,0.55,12.59,4.12,1.36,0.03,2.97,12.59,1.09,6.11,0.1,2.58,0,0.52

26,06:15-06:30,271.270000,0.000000,0.130000,6.950000,0.000000,0.130000,101.030000,11.440000,3.490000,70.390000,0.130000,31.830000,3.940000,3.530000,5.53,200.970000,8.9,2.96,1.86,12.65,4.17,3.78,0.03,2.97,12.65,3.72,12.96,0.51,7.45,0.73,2.55

27,06:30-06:45,271.270000,0.000000,0.480000,10.140000,0.000000,0.470000,90.280000,6.380000,3.490000,70.390000,0.470000,31.830000,3.940000,3.530000,5.5,200.970000,8.89,2.97,3.68,12.69,4.26,10.95,3.69,2.96,12.69,7.37,18.1,1.47,14.45,1.7,7.35

28,06:45-07:00,271.270000,0.000000,1.010000,13.760000,0.000000,0.980000,90.280000,6.380000,3.490000,70.390000,0.980000,31.830000,3.940000,3.530000,5.52,200.970000,8.85,2.95,5.96,12.72,4.26,14.5,7.23,2.95,12.72,11.93,14.5,2.77,14.5,3.46,13.85

29,07:00-07:15,231.480000,0.000000,1.730000,17.900000,0.000000,1.690000,61.340000,6.380000,3.490000,70.390000,1.690000,31.830000,3.940000,3.530000,5.53,152.750000,8.85,2.95,10,12.75,4.12,14.5,12.05,2.95,12.75,20,14.5,5.04,14.5,5.89,25.22

30,07:15-07:30,231.480000,0.000000,2.660000,22.310000,0.000000,2.600000,60.180000,6.380000,3.490000,70.390000,2.600000,31.830000,3.940000,3.530000,5.56,140.510000,8.85,2.95,13.33,12.79,4.23,14.5,18.01,2.95,12.79,26.67,14.5,8.49,14.5,8.8,42.46

31,07:30-07:45,231.480000,0.000000,3.870000,26.840000,0.000000,3.770000,60.180000,6.380000,3.490000,70.390000,3.770000,31.830000,3.940000,3.530000,5.53,140.510000,8.85,2.95,19.66,12.63,4.04,14.5,24.79,2.95,12.63,39.34,14.5,12.2,14.5,11.78,61.01

32,07:45:08:00,231.480000,0.000000,5.050000,31.270000,0.000000,4.930000,60.180000,6.380000,3.490000,70.390000,4.930000,31.830000,3.940000,3.530000,5.52,140.510000,8.85,2.95,25,12.38,4.2,14.5,32.3,2.95,12.38,50,14.5,16.18,14.5,14.92,80.88

33,08:00-08:15,192.900000,0.000000,6.190000,36.450000,0.000000,6.040000,48.370000,6.350000,3.340000,70.390000,6.040000,31.830000,3.940000,3.530000,5.49,140.510000,8.85,2.95,28,12.45,4.09,26.85,40.5,2.95,12.45,56,26.85,20.59,26.85,21.24,102.98

34,08:15-08:30,192.900000,0.000000,7.340000,42.920000,0.000000,7.160000,48.370000,6.350000,3.340000,70.390000,7.160000,31.830000,3.940000,3.530000,5.53,101.370000,8.85,2.95,30.33,12.52,4.04,26.85,46.49,2.95,12.52,60.67,26.85,25.06,26.85,24.89,125.29

35,08:30-08:45,192.900000,0.000000,8.330000,50.930000,0.000000,8.120000,48.370000,6.350000,3.340000,70.390000,8.120000,31.830000,3.940000,3.530000,5.5,101.370000,8.85,2.95,32.66,12.59,4.28,26.85,53.68,2.95,12.59,65.34,26.85,29.17,26.85,28.77,145.87

36,08:45:09:00,192.900000,0.000000,9.520000,60.460000,0.000000,9.290000,48.370000,6.350000,3.340000,70.390000,9.290000,31.830000,3.940000,3.530000,5.52,101.370000,8.85,2.95,34.33,12.65,4.3,26.85,59.5,2.95,12.65,68.67,26.85,33.08,26.85,32.37,165.4

37,09:00:09:15,231.480000,0.000000,10.520000,67.830000,0.000000,10.270000,48.370000,6.350000,3.570000,66.220000,10.270000,31.830000,3.850000,3.530000,5.53,101.370000,8.85,2.95,35.66,12.38,4.33,26.85,65.65,2.95,12.38,71.34,26.85,33.06,26.85,35.24,165.3

38,09:15-09:30,271.270000,0.000000,11.260000,75.110000,0.000000,10.990000,48.370000,6.350000,3.570000,66.220000,10.990000,31.830000,3.850000,3.530000,5.56,101.370000,8.85,2.95,37.66,12.69,4.04,26.85,71.13,2.95,12.69,75.34,26.85,36.73,26.85,37.68,183.63

39,09:30-09:45,271.270000,0.000000,12.060000,80.950000,0.000000,11.770000,48.370000,6.350000,3.570000,66.220000,11.770000,31.830000,3.850000,3.530000,5.53,101.370000,8.85,2.95,38,12.72,4.28,26.85,75.89,2.95,12.72,76,26.85,39.23,26.85,45.77,196.13

40,09:45-10:00,271.270000,0.000000,12.870000,86.610000,0.000000,12.560000,48.370000,6.350000,3.570000,66.220000,12.560000,31.830000,3.850000,3.530000,5.52,101.370000,8.85,2.95,38.33,12.75,4.3,26.85,80.49,2.95,12.75,76.67,26.85,43.33,26.85,48.53,216.67

41,10:00-10:15,271.270000,0.000000,13.590000,92.120000,0.000000,13.270000,48.370000,6.350000,3.570000,66.220000,13.270000,31.830000,3.850000,3.530000,6.49,149.590000,8.85,2.95,31.66,12.79,4.33,26.85,84.8,2.95,12.79,63.34,26.85,45.83,26.85,50,229.17

42,10:15-10:30,271.270000,0.000000,14.220000,97.570000,0.000000,13.870000,48.370000,6.350000,3.570000,66.220000,13.870000,31.830000,3.850000,3.530000,6.53,161.820000,8.89,2.97,30.33,12.63,4.19,26.85,87.74,2.96,12.63,60.67,26.85,45.83,26.85,50,229.17

43,10:30-10:45,271.270000,0.000000,14.750000,103.110000,0.000000,14.380000,48.370000,6.350000,3.570000,66.220000,14.380000,47.460000,3.850000,3.530000,6.5,161.820000,8.9,2.96,27.33,12.38,4.22,26.85,89.17,2.97,12.38,54.67,26.85,45.83,26.85,47.14,229.17

44,10:45-11:00,271.270000,0.000000,15.210000,107.890000,0.000000,14.830000,48.370000,6.350000,3.570000,66.220000,14.830000,47.460000,3.850000,3.530000,6.5,161.820000,8.9,2.97,26.33,12.45,4.09,26.85,90.21,2.97,12.45,52.67,26.85,45.83,26.85,41.93,229.17

45,11:00-11:15,271.270000,0.000000,15.600000,110.720000,0.000000,15.220000,48.370000,6.350000,3.490000,66.220000,15.220000,30.860000,3.800000,3.450000,6.45,161.820000,8.92,2.98,26,12.52,4.27,26.85,90.73,2.97,12.52,52,26.85,45.83,26.85,41.1,229.17

46,11:15-11:30,271.270000,0.000000,15.920000,111.210000,0.000000,15.540000,48.370000,6.350000,3.490000,66.220000,15.540000,30.860000,3.800000,3.450000,6.55,161.820000,8.94,2.98,2.67,12.34,4.04,26.85,90.8,2.98,12.34,5.33,26.85,45.44,26.85,33.23,227.2

47,11:30-11:45,271.270000,0.000000,16.140000,109.250000,0.000000,15.750000,48.370000,6.350000,3.490000,66.220000,15.750000,30.860000,3.800000,3.450000,6.41,161.820000,9.1,3.04,3.33,12.44,4.2,26.85,90.79,3.03,12.44,6.67,26.85,44.85,26.85,38.89,224.23

48,11:45-12:00,271.270000,0.000000,15.000000,106.730000,0.000000,14.630000,48.370000,6.350000,3.490000,66.220000,14.630000,30.860000,3.800000,3.450000,6.41,161.820000,9.36,3.12,4.67,12.4,4.07,26.85,90.77,3.12,12.4,9.33,26.85,44.17,26.85,43.31,220.87

49,12:00-12:15,271.270000,0.000000,15.030000,100.630000,0.000000,14.660000,48.370000,6.380000,3.490000,66.220000,14.660000,30.860000,3.800000,3.680000,6.46,161.820000,9.9,3.3,7.67,12.38,4.21,26.85,90.8,3.3,12.38,15.33,26.85,44.85,26.85,46.12,224.25

50,12:15-12:30,271.270000,0.000000,15.060000,96.300000,0.000000,14.680000,48.370000,6.380000,3.490000,66.220000,14.680000,30.860000,3.800000,3.680000,6.6,161.820000,10.97,3.65,10.67,12.45,4.02,26.85,90.78,3.66,12.45,21.33,26.85,43.22,26.85,47.9,216.13

51,12:30-12:45,271.270000,0.000000,15.040000,93.690000,0.000000,14.660000,48.370000,6.380000,3.490000,66.220000,14.660000,30.860000,3.800000,3.680000,6.5,161.820000,25.26,8.42,13.33,12.52,4.05,26.85,90.75,8.42,12.52,26.67,26.85,43.3,26.85,50,216.49

52,12:45-13:00,271.270000,0.000000,15.070000,92.590000,0.000000,14.710000,48.370000,6.380000,3.490000,66.220000,14.710000,30.860000,3.800000,3.680000,7.05,161.820000,26.26,8.76,16,12.51,4.28,26.85,90.66,8.75,12.51,32,26.85,43.45,26.85,50,217.28

53,13:00-13:15,271.270000,0.000000,15.010000,92.040000,0.000000,14.640000,48.370000,6.380000,3.490000,70.390000,14.640000,30.860000,3.900000,3.680000,7.65,113.600000,27.26,9.08,17.66,12.65,4.12,26.85,90.61,9.09,12.65,35.34,26.85,43.94,26.85,50,219.71

54,13:15-13:30,271.270000,0.000000,14.910000,92.100000,0.000000,14.550000,48.370000,6.380000,3.490000,70.390000,14.550000,30.860000,3.900000,3.680000,8.05,101.370000,28.76,9.58,28,12.38,10.08,26.85,36.67,9.59,12.38,56,26.85,44.12,26.85,50,220.61

55,13:30-13:45,271.270000,0.000000,14.730000,92.720000,0.000000,14.370000,48.370000,6.380000,3.490000,70.390000,14.370000,30.860000,3.900000,3.680000,8.65,101.370000,30.26,10.08,20,12.69,10.01,26.85,40,10.09,12.69,40,26.85,44.45,26.85,50,222.25

56,13:45-14:00,271.270000,0.000000,14.360000,89.860000,0.000000,14.020000,48.370000,6.380000,3.490000,70.390000,14.020000,30.860000,3.900000,3.680000,8.87,149.590000,32.26,10.76,22,14.22,9.88,26.85,46.67,10.75,14.22,44,26.85,30.62,26.85,48.16,153.13

57,14:00-14:15,271.270000,0.000000,10.180000,85.210000,0.000000,9.930000,48.370000,6.380000,3.570000,70.390000,9.930000,30.500000,3.990000,3.840000,9.05,165.600000,34.26,11.42,22.66,14.99,9.67,26.85,53.33,11.42,14.99,45.34,26.85,30.39,26.85,28.12,151.97

58,14:15-14:30,271.270000,0.000000,9.990000,77.500000,0.000000,9.750000,48.370000,6.380000,3.570000,70.390000,9.750000,30.500000,3.990000,3.840000,8.85,165.600000,37.26,12.42,22.66,15.85,5.33,26.85,60,12.42,15.85,45.34,26.85,30.23,26.85,26.38,151.13

59,14:30-14:45,271.270000,0.000000,9.520000,69.090000,0.000000,9.290000,48.370000,6.380000,3.570000,70.390000,9.290000,30.500000,3.990000,3.840000,8.65,165.600000,22.82,7.61,33,16.75,6.22,26.85,63.38,7.61,16.75,66,26.85,30.06,26.85,25.68,150.3

60,14:45-15:00,271.270000,0.000000,9.200000,61.450000,0.000000,8.970000,48.370000,6.380000,3.570000,70.390000,8.970000,30.500000,3.990000,3.840000,8.45,165.600000,22.94,7.65,31,17.72,6.54,26.85,60.37,7.65,17.72,62,26.85,30.2,26.85,25.37,151.01

61,15:00-15:15,271.270000,0.000000,8.780000,66.630000,0.000000,8.570000,48.370000,6.380000,3.650000,70.390000,8.570000,47.460000,4.130000,3.840000,8.07,165.600000,24.38,8.13,28.33,18.9,7.21,26.85,33.33,8.12,18.9,56.67,26.85,28.77,26.85,24.81,143.88

62,15:15-15:30,271.270000,0.000000,8.250000,62.420000,0.000000,8.050000,48.370000,6.380000,3.650000,70.390000,8.050000,47.460000,4.130000,3.840000,7.89,165.600000,25.96,8.66,26.67,20.2,7.61,26.85,35,8.65,20.2,53.33,26.85,29.02,26.85,24.16,145.13

63,15:30-15:45,271.270000,0.000000,7.840000,57.940000,0.000000,7.650000,48.370000,6.380000,3.650000,70.390000,7.650000,30.500000,4.130000,3.840000,7.78,200.970000,28.87,9.63,25,40.17,8.6,26.85,36.67,9.62,40.17,50,26.85,36.35,26.85,23.57,181.76

64,15:45-16:00,271.270000,0.000000,7.270000,53.510000,0.000000,7.100000,48.370000,6.380000,3.650000,70.390000,7.100000,30.500000,4.130000,3.840000,7.38,200.970000,29.34,9.79,22.33,39.7,9.27,26.85,16.67,9.78,39.7,44.67,26.85,35.05,26.85,22.28,175.26

65,16:00-16:15,271.270000,0.000000,6.570000,48.200000,0.000000,6.420000,48.370000,6.380000,3.650000,70.390000,6.420000,30.500000,4.310000,3.990000,7.18,200.970000,28.81,9.6,28.33,39.16,9.77,26.85,18.33,9.6,39.16,56.67,26.85,31.54,26.85,21.03,157.68

66,16:15-16:30,271.270000,0.000000,6.110000,41.180000,0.000000,5.950000,48.370000,6.380000,3.650000,70.390000,5.950000,30.500000,4.310000,3.990000,7.01,200.970000,67.76,22.58,29,38.22,16.15,26.85,20,22.59,38.22,58,26.85,27.9,26.85,19.62,139.51

67,16:30-16:45,271.270000,0.000000,5.300000,33.570000,0.000000,5.180000,48.370000,6.380000,3.650000,70.390000,5.180000,30.500000,4.310000,3.990000,7.05,200.970000,65.76,21.92,25,18.45,15.4,26.85,18.33,21.92,18.45,50,26.85,24.47,26.85,17.57,122.38

68,16:45-17:00,271.270000,0.000000,4.580000,26.390000,0.000000,4.460000,48.370000,6.380000,3.650000,70.390000,4.460000,30.500000,4.310000,3.990000,6.69,200.970000,64.26,21.42,23.33,18.42,14.82,26.85,16.67,21.42,18.42,46.67,26.85,19.87,26.85,15.47,99.34

69,17:00-17:15,271.270000,0.000000,3.850000,20.790000,0.000000,3.760000,53.050000,6.380000,3.730000,70.390000,3.760000,47.460000,4.540000,3.990000,6.69,165.600000,57.76,19.26,17.66,18.21,14.74,23.52,15,19.25,18.21,35.34,28.51,15.62,28.52,11.12,78.13

70,17:15-17:30,271.270000,0.000000,3.120000,16.510000,0.000000,3.040000,53.050000,6.380000,3.730000,70.390000,3.040000,47.460000,4.540000,3.990000,6.63,165.600000,51.65,17.2,14.67,18.01,14.55,14.11,13.33,17.22,18.01,29.33,33,13.29,21.59,9.03,66.46

71,17:30-17:45,271.270000,0.000000,2.410000,12.520000,0.000000,2.360000,53.050000,6.380000,3.730000,70.390000,2.360000,47.460000,4.540000,3.990000,6.78,165.600000,21.16,7.06,11.67,17.8,4.42,8.22,11.41,7.05,17.8,23.33,18.97,10.97,9.51,7.53,54.84

72,17:45-18:00,271.270000,0.000000,1.780000,8.540000,0.000000,1.730000,53.050000,6.380000,3.730000,70.390000,1.730000,47.460000,4.540000,3.990000,6.63,165.600000,21.16,7.06,8.33,17.58,4.27,2.54,7.32,7.05,17.58,16.67,12.03,9.77,4.76,6.01,48.86

73,18:00-18:15,271.270000,0.000000,1.190000,4.860000,0.000000,1.160000,53.050000,6.380000,3.730000,70.390000,1.160000,47.460000,4.640000,3.840000,6.8,165.600000,21.86,7.29,5,17.32,4.23,0,4.22,7.29,17.32,10,0,7.67,0,4.58,38.38

74,18:15-18:30,271.270000,0.000000,0.840000,2.260000,0.000000,0.820000,53.050000,6.380000,3.730000,70.390000,0.820000,47.460000,4.640000,3.840000,6.62,165.600000,21.78,7.27,1.67,17.06,4.2,0,2.1,7.26,17.06,3.33,0,5.58,0,3.17,27.89

75,18:30-18:45,271.270000,0.000000,0.000000,0.790000,0.000000,0.000000,53.050000,6.350000,3.730000,70.390000,0.000000,47.460000,4.640000,3.840000,6.6,165.600000,21.7,7.24,0.67,16.8,4.25,0,0.65,7.23,16.8,1.33,0,3.48,0,1.42,17.41

76,18:45-19:00,271.270000,0.000000,0.000000,0.030000,0.000000,0.000000,53.050000,6.350000,3.730000,70.390000,0.000000,47.460000,4.640000,3.840000,6.63,165.600000,21.81,7.27,0.42,16.58,4.31,0,0.02,7.27,16.58,0.85,0,1.38,0,0.34,6.93

77,19:00-19:15,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,6.350000,3.890000,70.390000,0.000000,47.460000,4.640000,3.840000,6.78,200.970000,21.82,7.28,0.09,16.39,4.2,0,0,7.27,16.39,0.18,0,0.78,0,0,3.89

78,19:15-19:30,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,6.350000,3.890000,70.390000,0.000000,31.830000,4.640000,3.840000,6.7,200.970000,21.56,7.18,0,16.2,4.28,0,0,7.19,16.2,0,0,0.35,0,0,1.73

79,19:30-19:45,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,6.970000,3.890000,70.390000,0.000000,47.460000,4.640000,3.840000,6.66,200.970000,21.93,7.32,0,16.01,4.3,0,0,7.31,16.01,0,0,0.09,0,0,0.43

80,19:45-20:00,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,7.620000,3.890000,70.390000,0.000000,47.460000,4.640000,3.840000,6.66,200.970000,21.57,7.19,0,15.79,4.18,0,0,7.19,15.79,0,0,0,0,0,0

81,20:00-20:15,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,8.290000,3.890000,70.390000,0.000000,47.460000,4.460000,3.840000,6.6,200.970000,21.93,7.32,0,15.73,4.47,0,0,7.31,15.73,0,0,0,0,0,0

82,20:15-20:30,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,9.040000,3.890000,70.390000,0.000000,31.830000,4.460000,3.840000,6.72,200.970000,21.89,7.3,0,15.66,4.33,0,0,7.29,15.66,0,0,0,0,0,0

83,20:30-20:45,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,11.440000,3.410000,70.390000,0.000000,31.830000,4.460000,3.840000,6.69,200.970000,22,7.34,0,15.59,4.3,0,0,7.33,15.59,0,0,0,0,0,0

84,20:45-21:00,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,11.440000,3.410000,70.390000,0.000000,31.830000,4.460000,3.840000,6.62,200.970000,21.81,7.26,0,22.41,4.31,0,0,7.27,22.41,0,0,0,0,0,0

85,21:00-21:15,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,11.440000,3.410000,70.390000,0.000000,47.460000,4.460000,3.680000,6.62,199.040000,22,7.33,0,22.43,6.77,0,0,7.33,22.43,0,0,0,0,0,0

86,21:15-21:30,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,11.440000,3.410000,70.390000,0.000000,47.460000,4.460000,3.680000,6.63,199.040000,29.33,9.78,0,22.46,6.71,0,0,9.77,22.46,0,0,0,0,0,0

87,21:30-21:45,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,62.690000,11.440000,3.570000,70.390000,0.000000,47.460000,4.460000,3.680000,6.71,202.900000,28.12,9.37,0,21.36,6.54,0,0,9.38,21.36,0,0,0,0,0,0

88,21:45-22:00,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,11.440000,3.570000,70.390000,0.000000,47.460000,4.460000,3.680000,6.6,218.330000,28.03,9.34,0,20.35,6.36,0,0,9.35,20.35,0,0,0,0,0,0

89,22:00-22:15,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,11.440000,3.570000,70.390000,0.000000,47.460000,4.310000,3.680000,6.7,210.620000,27.42,9.14,0,19.42,6.1,0,0,9.14,19.42,0,0,0,0,0,0

90,22:15-22:30,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,72.340000,11.440000,3.570000,70.390000,0.000000,47.460000,4.310000,3.680000,6.62,217.370000,27.38,9.13,0,18.53,5.87,0,0,9.12,18.53,0,0,0,0,0,0

91,22:30-22:45,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,57.870000,11.440000,3.570000,70.390000,0.000000,31.480000,4.310000,3.680000,6.79,222.190000,26.41,8.81,0,18.91,5.68,0,0,8.8,18.91,0,0,0,0,0,0

92,22:45-23:00,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,53.050000,11.440000,3.570000,70.390000,0.000000,31.480000,4.310000,3.680000,6.73,228.940000,25.33,8.45,0,19.35,5.48,0,0,8.44,19.35,0,0,0,0,0,0

93,23:00-23:15,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,53.050000,11.440000,3.570000,70.390000,0.000000,31.830000,4.310000,3.680000,6.64,260.990000,24.44,8.14,0,19.78,5.27,0,0,8.15,19.78,0,0,0,0,0,0

94,23:15-23:30,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,53.050000,11.440000,3.570000,70.390000,0.000000,31.830000,4.310000,3.680000,6.7,260.990000,24.04,8.02,0,20.17,5.02,0,0,8.01,20.17,0,0,0,0,0,0

95,23:30-23:45,271.270000,0.000000,0.000000,0.000000,0.000000,0.000000,53.050000,11.440000,3.570000,70.390000,0.000000,40.510000,4.310000,3.680000,6.72,260.990000,23.99,7.98,0,21.31,4.88,0,0,8,21.31,0,0,0,0,0,0

