Column1,Time,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/1868,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/3646,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5444,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07
81,20:00-20:15,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.6,25.94,17.29,8.65,1.24,0,0,260.83,1.76,27.26,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,80.7,2.48,22.01,0,13.21,0,0,0,7.33

82,20:15-20:30,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.6,25.94,17.29,8.65,1.24,0,0,260.83,1.76,27.26,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,100.09,2.48,22.01,0,13.21,0,0,0,7.33

83,20:30-20:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.6,25.94,17.29,8.65,1.24,0,0,260.83,1.76,27.26,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,100.09,2.48,22.01,0,12.61,0,0,0,7.33

84,20:45-21:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.6,25.94,17.29,8.65,1.24,0,0,260.83,1.76,27.26,25.94,8.65,76.17,0,133.3,50,0,0,70.04,0,25.94,100.09,2.48,22.01,0,12.21,0,0,0,7.33

85,21:00-21:15,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.53,25.94,17.29,8.65,1.24,0,0,260.83,1.76,26.24,25.94,8.65,86.66,0,133.3,50,0,0,70.04,0,25.94,100.09,2.57,22.01,0,11.61,0,0,0,7.33

86,21:15-21:30,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.53,25.94,17.29,8.65,1.24,0,0,212.8,1.76,26.24,25.94,8.65,67.76,0,133.3,50,0,0,70.04,0,25.94,100.09,2.57,22.01,0,11,0,0,0,7.33

87,21:30-21:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.53,25.94,17.29,8.65,1.24,0,0,205.16,1.76,26.24,25.94,8.65,67.76,0,133.3,50,0,0,70.04,0,25.94,100.09,2.57,22.01,0,11.21,0,0,0,7.33

88,21:45-22:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.53,25.94,17.29,8.65,1.24,0,0,205.16,1.76,26.24,25.94,8.65,67.76,0,133.3,50,0,0,70.04,0,25.94,100.09,2.57,22.01,0,10.2,0,0,0,7.33

89,22:00-22:15,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.45,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.57,22.01,0,10.2,0,0,0,7.33

90,22:15-22:30,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.45,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.57,22.01,0,10.4,0,0,0,7.33

91,22:30-22:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.45,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.57,22.01,0,13.21,0,0,0,7.33

92,22:45-23:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.45,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.57,22.01,0,13.41,0,0,0,7.33

93,23:00-23:15,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.37,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.48,22.01,0,13.41,0,0,0,7.33

94,23:15-23:30,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.37,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,133.3,50,0,0,70.04,142.69,25.94,100.09,2.48,22.01,0,13.41,0,0,0,7.33

95,23:30-23:45,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.37,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,115.28,50,0,0,70.04,142.69,25.94,100.09,2.48,22.01,0,13.41,0,0,0,7.33

96,23:45-24:00,7.33,0,14,0,0,0,0,0,14,0,0,6.66,0,200,1.37,25.94,17.29,8.65,1.16,0,0,205.16,1.76,26.24,25.94,8.65,67.76,47.56,105.68,50,0,0,70.04,142.69,25.94,100.09,2.48,22.01,0,13.81,0,0,0,7.33

