Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/06/01/2868,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7663,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/7782,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/9719,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/7786,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/2569,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/7762,GNA/NR/2025/04/01/8964,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/5280,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,L_NR_2019_19
26,06:15-06:30,0,1.29,14.56,16.65,43.7,22.65,7,8.61,14.56,36.67,36.67,2,1,0.7,1,2,3.5,2,0,28.96,0.42,272.91,2.95,3.7,10.53,20.75,41.02,41.02,70.37,1.87,0.32,8.62,100.55,11.89,87.06,20.75,130.59,41.02,0.42,53.57,10.28,20.75,7.07,26.93,164.08,11.9,23.21,26.93,6.01

27,06:30-06:45,3,4.31,15.31,29.65,45.9,32.99,7,9.06,15.31,36.67,36.67,3,3,2,2,3,9.97,3,0,28.96,0.78,272.91,2.95,3.7,10.53,20.75,41.02,41.02,70.37,1.87,0.61,8.62,100.55,11.89,87.06,20.75,130.59,41.02,0.78,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.7,26.93,9.48

28,06:45-07:00,6,7.19,16,33,47.99,33,7,9.49,16,36.67,36.67,7,6,3.4,3,5,16.99,6,0,28.96,1.23,272.91,2.95,3.7,10.53,20.75,41.02,41.02,70.37,1.87,0.96,8.62,100.55,11.89,87.06,20.75,130.59,41.02,1.23,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.7,26.93,13.7

29,07:00-07:15,10,10.81,15.48,33,46.41,33,7,12.9,15.48,36.67,36.67,15,10,5.39,7,7,26.93,9,0,17.37,1.78,234.3,2.95,3.62,10.53,20.75,41.02,41.02,70.37,1.78,1.37,8.62,100.55,11.89,67.11,20.75,106.46,41.02,1.78,53.57,10.28,20.75,7.07,26.5,164.08,11.9,22.2,26.5,18.74

30,07:15-07:30,16,15.5,15.09,33,45.25,33,7,12.6,15.09,36.67,36.67,19,15,7.73,9,9,38.67,13,0,17.37,2.42,195.69,2.95,3.62,10.53,20.75,41.02,41.02,70.37,1.78,1.86,8.62,100.55,11.89,67.11,20.75,102.76,41.02,2.42,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.2,26.93,24.46

31,07:30-07:45,26,21.08,14.67,33,43.99,33,7,12.3,14.67,36.67,36.67,27,21,10.35,13,14,51.72,19,0,17.37,3.15,157.09,2.95,3.62,10.53,20.75,41.02,41.02,70.37,1.78,2.44,8.62,100.55,11.89,67.11,20.75,102.76,41.02,3.15,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.2,26.93,32.42

32,07:45-08:00,32.6,27.27,14.17,32.6,42.49,32.6,7,12,14.17,36.67,36.67,33,27,13.48,17,18,67.38,25,0,17.37,4.48,150.1,2.95,3.62,10.53,20.75,41.02,41.02,70.37,1.78,3.47,8.62,100.55,11.89,67.11,20.75,102.76,41.02,4.48,53.57,10.28,20.75,7.07,26.93,164.08,11.9,23.21,26.93,39.35

33,08:00-08:15,33,33.94,16.83,33,50.51,33,7,11.7,16.83,36.67,36.67,40,33,17.14,20,21,85.7,36,0,17.37,5.84,150.1,2.95,3.62,10.43,20.75,41.02,41.02,70.37,1.78,4.51,8.62,100.55,11.89,49.14,20.75,78.63,41.02,5.84,53.57,10.28,20.75,7.07,26.93,164.08,11.9,23.21,26.93,46.52

34,08:15-08:30,33,40.65,16.83,33,50.51,33,7,11.4,16.83,36.67,36.67,47,39,20.64,23,25,103.18,43,0,17.37,6.89,150.1,2.95,3.62,10.43,20.75,41.02,41.02,70.37,1.78,5.32,8.62,100.55,11.89,38.2,20.75,70.79,41.02,6.89,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.21,26.93,53.98

35,08:30-08:45,33,47.35,16.67,33,49.99,33,7,11.1,16.67,36.67,36.67,53,43,23.88,27,27,119.41,47,0,17.37,7.91,150.1,2.95,3.62,10.43,20.75,41.02,41.02,70.37,1.78,6.11,8.62,100.55,11.89,38.2,20.75,70.79,41.02,7.91,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.21,26.93,61.32

36,08:45-09:00,33,54.18,16.5,33,49.5,33,7,10.8,16.5,36.67,36.67,65,49,26.94,32,30,134.69,54,0,17.37,8.94,150.1,2.95,3.62,10.43,20.75,41.02,41.02,70.37,1.78,6.9,8.62,100.55,11.89,38.2,20.75,70.79,41.02,8.94,53.57,10.28,20.75,7.07,26.93,164.08,11.9,22.21,26.93,68.76

37,09:00-09:15,33,60.82,14.17,33,42.49,33,7,10.5,14.17,36.67,36.67,63,54,29.7,32,32,148.5,60,0,17.37,9.9,150.1,2.95,3.54,10.35,20.75,41.02,41.02,70.37,1.78,7.66,8.62,100.55,11.89,38.2,20.75,54.05,41.02,9.9,53.57,10.28,20.75,7.07,26.94,164.08,11.9,22.21,26.94,89.03

38,09:15-09:30,33,66.48,14.17,33,42.49,33,7,10.5,14.17,36.67,36.67,70,60,32.23,35,34,161.15,63,0,17.37,10.83,150.1,2.95,3.54,10.35,20.75,41.02,41.02,70.37,1.78,8.37,8.62,100.55,11.89,38.2,20.75,54.05,41.02,10.83,53.57,10.28,20.75,7.07,26.94,164.08,11.9,21.2,26.94,97.23

39,09:30-09:45,33,74.3,14.17,33,42.49,33,7,10.5,14.17,36.67,36.67,73,64,34.5,37,36,172.48,68,0,17.37,11.7,150.1,3.12,3.54,10.35,20.75,41.02,41.02,70.37,1.78,9.04,8.62,71.6,11.89,38.2,20.75,54.05,41.02,11.7,53.57,10.28,20.75,7.07,26.94,164.08,11.9,22.2,26.94,103.36

40,09:45-10:00,33,79.61,14.17,33,42.49,33,7,10.8,14.17,36.67,36.67,78,69,36.61,39,38,183.06,73,0,17.37,12.5,150.1,3.12,3.54,10.35,20.75,41.02,41.02,70.37,1.78,9.66,8.62,51.24,11.89,38.2,20.75,54.05,41.02,12.5,53.57,10.28,20.75,7.07,26.94,164.08,11.9,22.2,26.94,108.74

41,10:00-10:15,33,84.37,16.67,33,49.99,33,7,14,16.67,36.67,36.67,82,72,38.59,41,40,192.97,78,0,17.37,13.24,172.66,3.12,3.54,10.35,20.75,41.02,41.02,70.37,1.69,10.23,4.34,80.2,11.89,38.2,20.75,54.05,41.02,13.24,53.57,10.28,20.75,5.28,26.94,164.08,11.9,22.2,26.94,112.35

42,10:15-10:30,33,88.8,16.33,33,49.01,33,7,13.67,16.33,36.67,36.67,85,75,40.56,43,41,202.82,83,0,17.37,13.92,190.19,3.12,3.54,10.35,20.75,41.02,41.02,70.37,1.69,10.75,4.34,100.55,11.89,38.2,20.75,54.05,41.02,13.92,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,115.5

43,10:30-10:45,33,92.76,18.97,33,56.93,33,7,13.67,18.97,36.67,36.67,90,78,42.42,45,42,212.09,87,0,17.37,14.54,208.75,3.12,3.7,10.35,20.75,41.02,41.02,70.37,1.69,11.23,4.34,100.55,11.89,38.2,20.75,54.05,41.02,14.54,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,119.72

44,10:45-11:00,33,96.67,18.13,33,54.37,33,7,14,18.13,36.67,36.67,93,79,44.16,47,43,220.8,92,0,17.37,15.07,219.97,3.12,3.7,10.35,20.75,41.02,41.02,70.37,1.69,11.65,4.34,100.55,11.89,38.2,20.75,54.05,41.02,15.07,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,122.43

45,11:00-11:15,33,100,18.04,33,54.09,33,7,13.67,18.04,36.67,36.67,95,81,46,47,44,230,95,0,17.37,15.53,225.81,3.12,3.7,10.25,20.75,41.02,41.02,70.37,1.87,12,4.34,100.55,11.89,38.2,20.75,54.05,41.02,15.53,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,123.55

46,11:15-11:30,33,100,18.06,33,54.18,33,7,13,18.06,36.67,36.67,97,84,49.17,48,44,245.83,96,0,17.37,15.91,245.19,3.12,3.7,10.25,20.75,41.02,41.02,70.37,1.87,12.3,4.34,100.55,11.89,38.2,20.75,54.05,41.02,15.91,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,123.84

47,11:30-11:45,33,100,18.21,33,54.64,33,7,13.67,18.21,36.67,36.67,97,85,49.17,49,45,245.83,98,0,17.37,16.23,252.91,3.12,3.7,10.25,20.75,41.02,41.02,70.37,1.87,12.54,4.34,100.55,11.89,38.2,20.75,54.05,41.02,16.23,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,123.92

48,11:45-12:00,33,100,18.42,33,55.23,33,7,14.67,18.42,36.67,36.67,97,85,49.17,49,45,245.83,98,0,17.37,16.46,263.27,3.12,3.7,10.25,20.75,41.02,41.02,70.37,1.87,12.72,4.34,100.55,11.89,38.2,20.75,54.05,41.02,16.46,53.57,10.28,20.75,5.28,26.94,164.08,11.9,21.7,26.94,131.67

49,12:00-12:15,33,100,14.17,33,42.49,33,7,11.67,14.17,36.67,36.67,97,85,49.17,49,45,245.83,98,0,17.37,16.65,272.91,3.27,3.7,10.16,20.75,41.02,41.02,70.37,2.06,12.86,4.34,71.6,11.89,38.2,20.75,54.05,41.02,16.65,53.57,7.71,20.75,5.28,26.95,164.08,11.9,24.22,26.95,130.69

50,12:15-12:30,33,100,14.33,33,43.01,33,7,12.67,14.33,36.67,36.67,97,85,49.17,49,45,245.83,98,0,17.37,16.76,272.91,3.27,3.7,10.16,20.75,41.02,41.02,70.37,2.06,12.95,4.34,51.24,11.89,38.2,20.75,55.98,41.02,16.76,53.57,7.71,20.75,5.28,26.95,164.08,11.9,24.22,26.95,129.71

51,12:30-12:45,33,100,12.5,33,37.5,33,6.4,10.67,12.5,33.33,33.33,97,85,49.17,49,45,245.83,98,0,17.37,16.82,272.91,3.27,3.7,10.16,20.75,41.02,41.02,70.37,2.06,12.99,8.97,51.24,11.89,38.2,20.75,68.53,41.02,16.82,53.57,10.28,20.75,7.07,26.95,164.08,11.9,24.22,26.95,129.71

52,12:45-13:00,33,100,12.67,33,37.99,33,6.4,10.67,12.67,33.33,33.33,97,85,49.17,49,45,245.83,98,0,17.37,16.76,272.91,3.27,3.7,10.16,20.75,41.02,41.02,70.37,2.06,12.95,8.97,51.24,11.89,38.2,20.75,59.84,41.02,16.76,53.57,10.28,20.75,7.07,26.95,164.08,11.9,24.22,26.95,129.71

53,13:00-13:15,33,100,13,33,39,33,6.4,11,13,33.33,33.33,95,85,49.17,48,45,245.83,97,0,17.37,16.66,234.3,3.27,3.85,10.16,20.75,41.02,41.02,70.37,2.06,12.87,8.97,51.24,11.89,38.2,20.75,54.05,41.02,16.66,53.57,10.28,20.75,7.07,26.95,164.08,11.9,24.22,26.95,129.71

54,13:15-13:30,33,100,13.33,33,40.01,33,6.4,11.67,13.33,33.33,33.33,93,85,49.17,47,44,245.83,96,0,17.37,16.49,195.69,3.27,3.85,10.16,20.75,41.02,41.02,70.37,2.06,12.75,8.97,51.24,11.89,38.2,20.75,54.05,41.02,16.49,53.57,10.28,20.75,7.07,26.95,164.08,11.9,23.21,26.95,118.02

55,13:30-13:45,33,100,13.83,33,41.51,33,6.4,12,13.83,33.33,33.33,93,84,49.17,47,44,245.83,95,0,17.37,16.24,234.3,3.12,3.85,10.16,20.75,41.02,41.02,70.37,2.06,12.54,8.97,51.24,11.89,38.2,20.75,54.05,41.02,16.24,53.57,10.28,20.75,7.07,26.95,164.08,11.9,23.21,26.95,119.78

56,13:45-14:00,33,100,14.83,33,44.51,33,6.8,12.67,14.83,33.33,33.33,91,82,49.17,46,44,245.83,93,0,17.37,15.9,272.91,3.12,3.85,10.16,20.75,41.02,41.02,70.37,2.06,12.28,8.97,51.24,11.89,38.2,20.75,79.15,41.02,15.9,53.57,10.28,20.75,7.07,26.95,164.08,11.9,23.21,26.95,117.41

57,14:00-14:15,33,100,16,33,48,33,9.6,13.33,16,33.33,33.33,83,75,48.96,42,44,244.8,92,0,17.37,15.47,234.3,3.12,4.01,10.16,20.75,41.02,41.02,70.37,2.15,11.96,8.97,51.24,11.89,38.2,20.75,54.05,41.02,15.47,53.57,10.28,20.75,7.07,26.7,164.08,11.9,23.21,26.7,113.37

58,14:15-14:30,33,100,17.5,33,52.5,33,10,14,17.5,33.33,33.33,81,72,47.06,41,43,235.31,90,0,17.37,14.99,195.69,3.12,4.01,10.16,20.75,41.02,41.02,70.37,2.15,11.58,8.97,51.24,11.89,38.2,20.75,54.05,41.02,14.99,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,107.43

59,14:30-14:45,33,91.01,19.17,33,57.49,33,10.6,17.33,19.17,34,34,79,69,46.15,39,41,230.72,90,0,17.37,14.42,234.3,3.12,4.01,10.16,20.75,41.02,41.02,63.47,2.15,11.14,8.97,100.55,11.89,49.14,20.75,70.79,41.02,14.42,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,100.99

60,14:45-15:00,33,87.42,20.83,33,62.51,33,12.81,18,20.83,35,35,77,66,44.73,38,40,223.63,88,0,17.37,13.68,234.3,3.12,4.01,10.16,20.75,41.02,41.02,63.47,2.15,10.57,8.97,100.55,11.89,49.14,20.75,101.67,41.02,13.68,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,92.91

61,15:00-15:15,33,83.44,22.67,33,67.99,33,18.01,19,22.67,36,36,71,63,42.79,36,38,213.94,85,0,17.37,12.99,272.91,3.35,4.24,10.43,20.75,41.02,41.02,63.47,2.15,10.04,8.97,100.55,11.89,67.11,20.75,102.76,41.02,12.99,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,72.23

62,15:15-15:30,33,79.17,23.17,33,69.49,33,19.61,20.67,23.17,36.67,36.67,65,58,41.76,33,35,208.8,80,0,17.37,12.28,272.91,3.35,4.24,10.43,20.75,41.02,41.02,63.47,2.15,9.48,8.97,100.55,11.89,67.11,20.75,102.76,41.02,12.28,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.23,26.7,67.68

63,15:30-15:45,33,74.22,23.67,33,70.99,33,19.61,22.33,23.67,36.67,36.67,60,52,38.86,30,32,194.31,73,0,17.37,11.46,272.91,3.35,4.61,10.43,20.75,41.02,41.02,63.47,2.15,8.86,8.97,100.55,11.89,67.11,20.75,102.76,41.02,11.46,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.73,26.7,62.89

64,15:45-16:00,33,69.28,24.17,33,72.49,33,19.81,24,24.17,36.67,36.67,55,48,35.76,27,30,178.79,68,0,17.37,10.6,272.91,3.35,4.61,10.43,20.75,41.02,41.02,63.47,2.15,8.19,8.97,100.55,11.89,67.11,20.75,102.76,41.02,10.6,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.73,26.7,57.83

65,16:00-16:15,25,61.58,24,33,72,33,20.01,20,24,36.67,36.67,48,43,30.94,24,28,154.72,63,0,17.37,9.82,272.91,4.52,5,10.71,20.75,41.02,41.02,63.47,2.25,7.58,8.97,100.55,11.89,87.06,20.75,130.59,41.02,9.82,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.73,26.7,52.11

66,16:15-16:30,20,54.43,24.17,33,72.49,33,20.01,20.67,24.17,36.67,36.67,41,39,28.33,21,24,141.64,58,0,17.37,8.66,272.91,4.52,5,10.71,20.75,41.02,41.02,63.47,2.25,6.69,8.97,100.55,11.89,87.06,20.75,130.59,41.02,8.66,53.57,10.28,20.75,7.07,26.7,164.08,11.9,24.73,26.7,50.92

