Block,Time Block,TALST2,TALA,SINGRAULI,RSTPSU1TO6,RAPPC,RSTPSU7,SIMHST1,SALAL,RIHAND3,RAPPB,SEWA2,SIMHST2,RAMPUR,RIHAND2,SINGRAULI_HYDRO,RIHAND1,SASAN,DHAULIGNGA,FSTPP I & II,DULHASTI,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_RF,AURY_CRF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KOTESHWR,KGSU1AND2,MAPS,NAPP,NLCEXP,NJPC,KUDGI,BSIUL,DADRT2,BRBCL,CHAMERA1,CHAMERA2,CHAMERA3,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,394.11,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,414.47,8.51,0,0,19.89,0,0,0,6.26,619.57,12.9,0,0,0,40.69,33.38,0,0,13.34,0,0,0,30.62,25.34,0,0,0,0,0,0

7,01:30-01:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,394.11,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,414.47,8.51,0,0,19.89,0,0,0,6.26,604.2,13.62,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

8,01:45-02:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,394.11,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,414.47,8.51,0,0,19.89,0,0,0,6.26,594.67,12.48,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

9,02:00-02:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,400.36,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,414.47,8.51,0,0,19.89,0,0,0,6.26,516.72,12.41,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

10,02:15-02:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,401.94,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,8.51,0,0,19.89,0,0,0,6.26,531.87,13.19,0,0,0,35.07,33.38,0,0,14.77,0,0,0,30.62,21.84,0,0,0,0,0,0

11,02:30-02:45,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,401.94,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,294.52,8.51,0,0,19.89,0,0,0,6.26,546.13,10.92,0,0,0,35.07,33.38,0,0,14.77,0,0,0,30.62,21.84,0.24,0,0,0,0,0

12,02:45-03:00,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,401.94,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,257.29,8.51,0,0,19.89,0,0,0,6.26,542.33,11.82,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.33,0.24,0,0,0,0,0

13,03:00-03:15,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,401.94,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,248.45,8.51,0,0,19.89,0,0,0,6.26,539.5,12.47,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0.24,0,0,0,0,0

14,03:15-03:30,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,401.94,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,248.45,8.51,0,0,19.89,0,0,0,6.26,540.44,11.6,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0.24,0,0,0,0,0

15,03:30-03:45,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,248.45,8.51,0,0,19.89,0,0,0,6.26,542.33,14.7,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

16,03:45-04:00,0,0,134.07,0,24.61,0,0,68.03,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,304.12,8.51,0,0,19.89,0,0,0,6.26,555.77,15.98,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

17,04:00-04:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,8.95,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,346.13,8.51,0,0,19.89,0,0,0,6.26,553.89,19.2,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

18,04:15-04:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,8.95,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,407.76,8.51,0,0,19.89,0,0,0,6.26,608.73,18.55,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

19,04:30-04:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,14.07,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,414.47,8.51,0,0,19.89,0,0,0,6.26,651.24,19.09,0,0,0,40.69,33.38,0,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

20,04:45-05:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,6.26,655.68,19.2,0,0,0,40.69,33.38,10.76,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

21,05:00-05:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,11.23,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,0,0,1.06,655.68,19.2,0,0,0,40.69,38.15,21.53,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

22,05:15-05:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,11.23,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,19.08,0,1.06,655.68,19.2,0,0,0,40.69,38.15,21.53,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

23,05:30-05:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,8.77,11.23,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,41.81,0,1.06,655.68,19.2,0,0,0,40.69,33.38,32.65,0,15.98,0,0,0,30.62,25.34,5.53,0,0,0,0,0

24,05:45-06:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,8.77,11.23,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,41.81,0,1.06,655.68,19.2,11.76,2.55,9.29,40.69,33.38,32.65,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

25,06:00-06:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,8.77,11.23,15.82,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,8.51,0,0,19.89,0,67.35,0,1.06,655.68,19.2,12.89,12.64,9.29,40.69,33.38,32.65,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

26,06:15-06:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,17.54,11.23,31.64,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,17.04,0,0,19.89,0,89.8,0,6.26,655.68,19.2,26.92,25.28,18.57,40.69,33.38,43.54,0,15.98,0,0,0,30.62,25.34,0,0,0,0,0,0

27,06:30-06:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,11.23,47.44,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,112.25,0,18.77,655.68,19.2,40.46,37.92,27.89,40.69,38.15,43.54,0,15.98,0,0,0,31.89,25.34,0,0,0,0,0,0

28,06:45-07:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,11.23,47.44,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,112.25,0,18.77,655.68,19.2,40.46,37.92,27.89,40.69,38.15,43.54,0,15.98,0,0,0,31.89,25.34,0,0,0,0,0,0

29,07:00-07:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,11.89,47.44,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,112.25,0,18.77,655.68,19.2,40.46,37.92,27.89,40.69,33.38,43.54,0,15.98,0,0,0,31.89,25.34,0,0,0,0,0,0

30,07:15-07:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,12.59,47.44,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,417.18,37.48,0,0,19.89,0,112.25,0,18.77,655.68,19.2,40.46,37.92,27.89,40.69,33.38,43.54,0,15.98,0,0,0,31.89,25.34,0,0,0,0,0,0

31,07:30-07:45,0,0,134.07,0,24.61,0,0,68.03,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,11.77,47.44,0,15.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,352.11,37.48,0,0,19.89,0,112.25,0,18.77,651.64,19.2,40.46,37.92,27.89,40.69,33.38,43.54,0,19.18,0,0,0,31.89,25.34,0,0,0,0,0,0

32,07:45-08:00,0,0,134.07,0,24.61,0,0,68.03,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,26.31,11.77,47.44,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,294.52,37.48,0,0,19.89,0,112.25,0,18.77,651.64,19.2,40.46,37.92,27.89,40.69,33.38,43.54,0,19.18,0,0,0,31.89,25.34,0,0,0,0,0,0

33,08:00-08:15,0,0,134.07,0,24.61,0,0,68.03,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,17.54,10.39,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,17.04,0,0,19.89,0,112.25,0,6.26,524.19,19.2,40.46,37.92,9.29,27.61,33.38,43.54,0,11.25,0,0,0,30.62,17.51,0,0,0,0,0,0

34,08:15-08:30,0,0,134.07,0,24.61,0,0,14.5,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,17.54,10.39,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,89.8,0,6.26,481,19.2,40.46,12.64,0,27.61,38.15,43.54,0,11.25,0,0,0,30.62,17.51,0,0,0,0,0,0

35,08:30-08:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,8.77,10.72,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,67.35,0,6.26,440.69,19.2,40.46,0,0,27.61,38.15,43.54,0,11.25,0,0,0,30.62,17.51,0,0,0,0,0,0

36,08:45-09:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,10.72,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,41.81,0,6.26,434.93,19.2,40.46,0,0,27.61,33.38,43.54,0,11.25,0,0,0,30.62,17.51,0,0,0,0,0,0

37,09:00-09:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,10.39,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,19,0,6.26,426.3,19.2,23.51,0,0,27.61,33.38,32.65,0,11.25,0,0,0,30.62,17.51,0.24,0,0,0,0,0

38,09:15-09:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,10.36,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,0,0,6.26,430.13,19.2,23.51,0,0,27.61,33.38,21.77,0,11.25,0,0,0,30.62,17.51,0.24,0,0,0,0,0

39,09:30-09:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,8.19,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,6.26,409.02,19.2,11.78,0,0,27.61,33.38,21.64,0,11.25,0,0,0,30.62,17.51,0,0,0,0,0,0

40,09:45-10:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,8.19,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,19.2,0,0,0,22.37,38.15,10.76,0,5.7,0,0,0,30.62,13.94,0,0,0,0,0,0

41,10:00-10:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,15.17,0,0,113.99,0.77,43.19,332.57,0,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,19.2,0,0,0,22.37,38.15,0,0,7.6,0,0,0,30.62,19.41,0,0,0,0,0,0

42,10:15-10:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,10.11,0,0,113.99,0.77,43.19,332.57,0,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,19.15,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.41,0,0,0,0,0,0

43,10:30-10:45,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,43.7,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,17.71,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

44,10:45-11:00,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,18.03,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

45,11:00-11:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,18.77,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

46,11:15-11:30,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34,0,0,0,37.66,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,18.6,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

47,11:30-11:45,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

48,11:45-12:00,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,6.26,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

49,12:00-12:15,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

50,12:15-12:30,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,5.53,0,0,0,0,0

51,12:30-12:45,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

52,12:45-13:00,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,361.03,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

53,13:00-13:15,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,291.44,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

54,13:15-13:30,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

55,13:30-13:45,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,0,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

56,13:45-14:00,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,24.49,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,10.58,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

57,14:00-14:15,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,10.58,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

58,14:15-14:30,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,10.58,0,7.6,0,0,0,30.62,19.4,0,0,0,0,0,0

59,14:30-14:45,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,33.38,10.58,0,7.6,0,0,0,30.62,20.76,0,0,0,0,0,0

60,14:45-15:00,0,0,134.07,0,24.61,0,0,24.54,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,34.97,21.16,0,7.6,0,0,0,30.62,20.76,0,0,0,0,0,0

61,15:00-15:15,0,0,134.07,0,24.61,0,0,12.82,119.33,0,0,0,0,113.99,0.77,43.19,332.57,0,10.39,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.68,0,0,0,29.02,228.86,8.51,0,0,19.89,0,0,0,0,284.24,19.2,0,0,0,22.37,34.97,21.16,0,7.6,0,0,0,30.62,20.76,0,0,0,0,0,0

