Block,Time,CHAMERA2,RIHAND1,RAMPUR,NAPP,TEHRI,RIHAND3,DADRT2,DULHASTI,SINGRAULI,URI,KOLDAM,SINGRAULI_HYDRO,CHAMERA3,RIHAND2,RAPPC,NJPC,UNCHAHAR1,DHAULIGNGA,SALAL,JHAJJAR,URI2,KOTESHWR,TANAKPUR,BSIUL,PARBATI3,UNCHAHAR2,SEWA2,KISHANGANGA,TANDA2,CHAMERA1,UNCHAHAR3,UNCHAHAR4,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,FSTPP I & II,BRBCL,TALA,KHSTPP-II,SASAN
60,14:45-15:00,0,92,0,0,9.261,123.665625,683.129127,2.566,112.5,3.312,0,0.59303,0,57.96,54.0594,0,0,0,55.776,435.435,4.84272,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

61,15:00-15:15,0,92,0,0,15.561,123.665625,683.129127,2.566,114.375,3.312,0,0.59303,0,57.96,54.0594,0,0,0,6.972,435.435,4.84272,8.874,0.7686,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

62,15:15-15:30,0,92,0,0,15.561,123.665625,683.129127,2.566,116.25,3.312,0,0.59303,0,57.96,54.0594,0,0,0,1.3944,435.435,4.84272,8.874,0.7686,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

63,15:30-15:45,0,92,0,0,15.561,123.665625,682.829127,2.566,118.5,3.312,0,0.59303,0,57.96,54.0594,0,0,0,1.3944,435.435,6.726,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

64,15:45-16:00,0,92,0,0,15.561,123.665625,682.829127,2.566,118.5,3.312,0,0.59303,0,57.96,54.0594,0,0,0,1.3944,435.435,6.726,8.874,0.2562,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

65,16:00-16:15,0,92,0,0,31.122,123.665625,682.829127,2.566,118.5,3.312,0,0.59303,0,57.96,54.0594,0,0,0,1.3944,435.435,6.726,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

66,16:15-16:30,0,92,0,0,31.122,123.665625,682.829127,2.566,118.5,4.416,0,0.59303,0,57.96,54.0594,0,0,0,1.3944,435.435,6.726,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

67,16:30-16:45,0,92,0,0,46.683,123.665625,682.829127,2.566,118.5,35.328,0,0.59303,0,57.96,54.0594,20.834,0,0,1.3944,435.435,6.726,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

68,16:45-17:00,0,92,0,0,46.683,123.665625,682.829127,2.566,118.5,35.328,0,0.59303,0,57.96,54.0594,44.9825,0,0,1.3944,435.435,6.726,8.874,6.2769,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

69,17:00-17:15,13.17004,92,0,0,46.683,123.665625,682.829127,16.478852,118.5,4.968,0,0.59303,0,57.96,54.0594,70.1727,0,0,1.3944,435.435,6.726,8.874,0.5124,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

70,17:15-17:30,13.17004,92,0,0,46.683,123.665625,682.829127,16.478852,118.5,3.312,0,0.59303,0,57.96,54.0594,93.5636,0,0,1.3944,435.435,6.726,17.748,0.5124,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

71,17:30-17:45,13.17004,92,0,0,46.683,123.665625,682.829127,32.957704,118.5,3.312,0,0.59303,9.67784,57.96,54.0594,111.746,0,9.136036,1.3944,435.435,6.726,26.622,0.5124,1.1,3.819,42.392196,4.5322,0,0,7.031,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

72,17:45-18:00,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.59303,29.062808,57.96,54.0594,111.746,0,18.272072,1.3944,435.435,6.726,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,13.904,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,91.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

73,18:00-18:15,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.86085,29.062808,57.96,54.0594,140.3454,0,27.408108,6.972,435.435,6.726,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,22.12,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

74,18:15-18:30,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.86085,29.062808,57.96,54.0594,140.3454,0,36.544144,66.815,435.435,6.726,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,26.07,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

75,18:30-18:45,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.86085,29.062808,57.96,54.0594,140.3454,0,36.544144,66.815,435.435,7.3986,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,26.07,26.39091,0,0,0,0,14.805,29.4,0,0,0,70.9158,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

76,18:45-19:00,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.86085,29.062808,57.96,54.0594,132.58,0,36.544144,66.815,435.435,7.3986,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,26.07,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

77,19:00-19:15,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.7652,29.062808,57.96,54.0594,113.64,0,36.544144,66.815,435.435,7.3986,35.496,0.5124,13.0416,16.350412,42.392196,10.536032,0,0,26.07,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

78,19:15-19:30,26.34008,92,0,0,46.683,123.665625,682.829127,49.436556,118.5,3.312,0,0.7652,9.67784,57.96,54.0594,74.813,0,18.272072,6.972,435.435,7.3986,17.748,0.5124,6.5208,3.819,42.392196,3.8657,0,0,14.04936,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

79,19:30-19:45,26.34008,92,0,0,46.683,123.665625,682.829127,32.957704,118.5,3.312,0,0.7652,0,57.96,54.0594,41.668,0,9.136036,1.3944,435.435,7.3986,8.874,0.1281,6.5208,0,42.392196,0,0,0,6.32,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

80,19:45-20:00,26.34008,92,0,0,46.683,123.665625,682.829127,32.957704,118.5,4.416,0,0.7652,0,57.96,54.0594,30.304,0,0,1.3944,435.435,7.3986,8.874,0.1281,6.5208,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

81,20:00-20:15,13.17004,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,35.328,0,0.7652,0,57.96,54.0594,18.94,0,0,1.3944,435.435,7.3986,8.874,0.1281,6.5208,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

82,20:15-20:30,0,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,35.328,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

83,20:30-20:45,0,92,0,0,46.683,123.665625,682.829127,16.478852,125.5875,4.968,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

84,20:45-21:00,0,92,0,0,46.683,123.665625,683.129127,16.478852,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

85,21:00-21:15,0,92,0,0,46.683,123.665625,683.129127,16.478852,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

86,21:15-21:30,0,92,0,0,46.683,123.665625,683.129127,16.478852,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

87,21:30-21:45,0,92,0,0,46.683,123.665625,683.129127,16.478852,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

88,21:45-22:00,0,92,0,0,31.122,123.665625,683.129127,16.478852,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,7.3986,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

89,22:00-22:15,0,92,0,0,31.122,123.665625,683.129127,0,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

90,22:15-22:30,0,92,0,0,31.122,123.665625,683.129127,0,125.5875,4.416,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

91,22:30-22:45,0,92,0,0,31.122,123.665625,683.129127,0,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

92,22:45-23:00,0,92,0,0,18.774,123.665625,683.129127,0,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0.1281,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

93,23:00-23:15,0,92,0,0,15.561,123.665625,683.129127,0,125.5875,4.416,0,0.7652,0,57.96,54.0594,0,0,0,1.3944,435.435,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

94,23:15-23:30,0,92,0,0,15.12,123.665625,683.129127,0,125.5875,35.328,0,0.7652,0,57.96,54.0594,0,0,0,6.972,435.435,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

95,23:30-23:45,0,92,0,0,9.261,123.665625,683.129127,0,125.5875,35.328,0,0.7652,0,57.96,54.0594,0,0,0,55.776,435.435,4.7082,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

96,23:45-24:00,0,92,0,0,0,123.665625,683.129127,0,125.5875,3.312,0,0.7652,0,57.96,54.0594,0,0,0,55.776,435.435,5.3808,8.874,0,0,0,42.392196,0,0,0,0,26.39091,0,0,0,0,14.805,29.4,0,0,0,71.4588,0,0,0,92.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,18.140334,15.00135,0,147.515625,418.77

