Block,Time Block,KHSTPP-I,KGSU3AND4,KHSTPP-II,KGSU1AND2,KUDGI,FSTPP I & II,DADRT2,BSIUL,JHAJJAR,CHAMERA3,DHAULIGNGA,CHAMERA2,DULHASTI,CHAMERA1,BRBCL,ANTA_RF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,DADRI_LF,AURY_RF,AURY_LF,DADRI_GF,KOTESHWR,KKNPPU2,KOLDAM,TelanganaSTPP,ANTA_GF,UNCHAHAR4,ANTA_CRF,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,ANTA_LF,UNCHAHAR1,URI,TEHRI,MAPS,RIHAND1,RIHAND3,RSTPSU7,SIMHST1,SALAL,SEWA2,SIMHST2,TALST2,TALA,SINGRAULI_HYDRO,TANAKPUR,TANDA2,SASAN,SINGRAULI,RIHAND2,RSTPSU1TO6,KISHANGANGA,KKNP,NAPP,NJPC,NLCIIST1,NLCEXP,RAPPB,NTPL,RAPPC,NNTPP,PARBATI3,RAMPUR,NLCTS2EXP,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,32.58,0,123.18,0,0,11.26,304.67,6.28,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,24.18,32.02,0,11.45,33.52,21.12,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0.24,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,38.64,0,142.92,0,0,11.62,304.67,1.06,230.38,0,8.81,0,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,25.92,0,11.45,12.77,21.12,0,88.66,119.82,0,0,12.32,0,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,38.64,0,142.92,0,0,14.05,304.67,1.06,230.38,0,8.81,3.22,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,16.63,0,22.97,25.92,0,11.45,12.77,21.12,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,22.37,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,44,0,142.92,0,0,14.05,362.5,0,230.38,0,8.81,12.69,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,17.39,0,27.73,25.92,0,13.12,29.79,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,22.37,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,44,0,142.92,0,0,14.05,409.64,0,230.38,9.33,8.81,12.69,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,20.9,0,33.36,25.92,0,15.95,29.79,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,0,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,44,0,142.92,0,0,14.05,409.07,0,256.78,9.33,8.81,12.69,0,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,20.9,0,33.36,25.92,0,15.95,33.52,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,1.98,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,44,0,142.92,0,0,14.05,407.24,0,285.69,9.33,8.81,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,20.9,0,33.36,25.92,0,15.95,33.52,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,1.98,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,44,0,142.92,0,0,17.36,405.02,0,294.53,9.33,8.81,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,20.9,0,33.36,25.92,0,15.95,33.52,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,1.98,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,44,0,142.92,0,0,17.54,404.82,0,304.15,9.33,8.81,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,20.9,0,33.36,25.92,0,15.95,33.52,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,1.98,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,44,0,142.92,0,0,17.54,442.77,1.06,304.15,9.33,8.81,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,33.52,31.7,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.77,1.48,0,396.8,134.62,114.45,0,0,0,40.66,67.72,0,0,0,0,24.82,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,44,0,142.92,0,0,17.54,513.67,6.28,333.06,9.33,7.63,25.38,15.88,12.72,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,33.52,31.7,0,88.66,119.82,0,0,15.68,15.24,0,0,0,0.77,1.48,0,396.8,134.62,114.45,0,0,0,40.66,90.16,0,0,0,0,24.82,0,3.44,0,0,0,0,0,0,0,0

73,18:00-18:15,44,0,142.92,0,0,17.54,586.87,6.28,412.83,18.65,15.27,25.38,31.76,23.68,19.27,0,0,0,0,0,0,0,0,0,17.11,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,33.52,31.7,0,88.66,119.82,0,0,68.31,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,112.7,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

74,18:15-18:30,44,0,142.92,0,0,17.54,658.34,18.85,485.9,28.01,17.61,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,38.31,42.25,0,88.66,119.82,0,0,68.31,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,112.7,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

75,18:30-18:45,44,0,142.92,0,0,17.54,658.28,18.85,489.65,28.01,35.22,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,38.31,42.25,0,88.66,119.82,0,0,68.31,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,112.7,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

76,18:45-19:00,44,0,142.92,0,0,17.54,658.28,18.85,500.56,28.01,35.22,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,25.92,0,20.09,38.31,42.25,0,88.66,119.82,0,0,68.31,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,135.26,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

77,19:00-19:15,44,0,142.92,0,0,17.54,658.34,18.85,500.56,28.01,35.22,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,38.31,42.25,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,135.26,0,0,0,0,24.82,0,18.41,0,0,0,0,0,0,0,0

78,19:15-19:30,44,0,142.92,0,0,17.54,658.34,18.85,500.56,28.01,35.22,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,42.25,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,135.26,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

79,19:30-19:45,44,0,142.92,0,0,17.54,658.34,18.85,500.56,28.01,26.42,38.08,47.64,40.62,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,42.25,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,112.7,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

80,19:45-20:00,44,0,142.92,0,0,17.54,658.34,18.85,500.56,28.01,17.61,38.08,47.64,39.78,19.27,0,0,0,0,0,0,0,0,0,37.63,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,42.25,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,90.16,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

81,20:00-20:15,44,0,142.92,0,0,17.54,658.34,1.06,500.56,9.33,17.61,38.08,31.76,22.84,19.27,0,0,0,0,0,0,0,0,0,17.11,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,67.62,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

82,20:15-20:30,44,0,142.92,0,0,17.54,658.34,1.06,500.56,9.33,15.27,38.08,15.88,22.84,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,45.08,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

83,20:30-20:45,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,8.81,38.08,15.88,12.72,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,22.54,0,0,0,0,24.82,0,31.9,0,0,0,0,0,0,0,0

84,20:45-21:00,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,8.81,38.08,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

85,21:00-21:15,44,0,142.92,0,0,17.54,658.28,6.28,500.56,9.33,8.81,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

86,21:15-21:30,44,0,142.92,0,0,17.54,658.28,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,31.7,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

87,21:30-21:45,44,0,142.92,0,0,17.54,658.28,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,21.12,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

88,21:45-22:00,44,0,142.92,0,0,17.54,658.28,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,20.77,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

89,22:00-22:15,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,20.64,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

90,22:15-22:30,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,20.64,0,88.66,119.82,0,0,25.76,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

91,22:30-22:45,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,20.64,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

92,22:45-23:00,44,0,142.92,0,0,17.54,658.34,6.28,500.56,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,10.57,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,15.94,0,0,0,0,0,0,0,0

93,23:00-23:15,44,0,142.92,0,0,17.54,654.28,6.28,428.28,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,10.57,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,13.49,0,0,0,0,0,0,0,0

94,23:15-23:30,44,0,142.92,0,0,17.54,654.28,6.28,327.09,9.33,0,0,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,10.44,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,13.49,0,0,0,0,0,0,0,0

95,23:30-23:45,44,0,142.92,0,0,17.54,587.84,6.28,298.18,9.33,0,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,0,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,13.49,0,0,0,0,0,0,0,0

96,23:45-24:00,44,0,142.92,0,0,17.54,587.84,6.28,298.18,0,0,12.69,15.88,0,19.27,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,0,0,25.44,0,40.85,23.33,0,20.09,33.52,0,0,88.66,119.82,0,0,12.32,15.24,0,0,0,0.76,1.48,0,396.8,134.62,114.45,0,0,0,40.66,0,0,0,0,0,24.82,0,13.49,0,0,0,0,0,0,0,0

