Block,Time,CHAMERA1,DULHASTI,MAPS,NLCEXP,RAMPUR,SALAL,SINGRAULI,TALST2,ANTA_LF,FSTPP I & II,KUDGI,NLCTS2EXP,RAPPC,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_CRF,DADRI_GF,CHAMERA3,DADRT2,NNTPP,PARBATI3,RIHAND1,ANTA_RF,AURY_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,KOTESHWR,NAPP,NLCIIST2,RIHAND2,SASAN,TEHRI,TelanganaSTPP,URI,KKNPPU2,KOLDAM,NLCIIST1,NTPL,TALA,ANTA_GF,AURY_GF,KGSU1AND2,KHSTPP-II,NJPC,RAPPB,RIHAND3,RSTPSU1TO6,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,BRBCL,CHAMERA2,KISHANGANGA,SEWA2,UNCHAHAR1,URI2,AURY_RF,DADRI_CRF,DADRI_LF,DADRI_RF,BSIUL,JHAJJAR,KKNP,SIMHST2,TANAKPUR,TANDA2,AURY_CRF
22,05:15-05:30,0,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,2.55,92,42.74,0,9.11,0,45.53,8.87,41.44,0,118.76,319.5,14.93,0,4.41,0,0,0,0,0,0,0,0,148.3,44.51,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.57,69.5,0,21.92,66.85,1.1,472.31,0,0,9.99,0,0

23,05:30-05:45,0,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,6.36,92,42.74,0,18.23,0,45.53,8.87,41.44,0,118.76,299.25,14.93,0,4.41,0,0,0,0,0,0,0,0,148.3,70.17,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.57,69.5,0,21.92,66.85,6.52,472.31,0,0,9.99,0,0

24,05:45-06:00,11.85,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,33.1,92,42.74,0,27.48,0,45.53,17.95,41.44,0,118.76,292.5,14.93,0,4.41,0,0,0,0,0,0,0,0,148.3,88.93,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.57,69.5,0,21.92,66.85,6.52,472.31,0,0,9.99,0,0

25,06:00-06:15,14.05,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,33.1,92,41.68,0,37.65,0,45.53,29.58,41.44,0,118.76,292.5,31.13,0,4.41,0,0,0,0,0,0,0,0,148.3,116.95,0,124.32,0,0,0,0,14.06,40.79,0,0,20.56,7.4,69.5,0,21.92,66.85,19.56,472.31,0,0,13.06,0,0

26,06:15-06:30,14.05,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,33.1,92,41.68,0,37.65,0,45.53,29.58,41.44,0,118.76,292.5,31.13,0,4.41,0,0,0,0,0,0,0,0,148.3,116.95,0,124.32,0,0,0,0,14.06,40.79,0,0,20.56,7.4,69.5,0,21.92,66.85,19.56,472.31,0,0,13.06,0,0

27,06:30-06:45,14.05,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,33.1,92,41.68,0,37.65,0,45.53,29.58,41.44,0,118.76,292.5,31.13,0,4.41,0,0,0,0,0,0,0,0,148.3,116.95,0,124.32,0,0,0,0,14.06,40.79,0,0,20.56,4.84,69.5,0,21.92,66.85,19.56,472.31,0,0,10.89,0,0

28,06:45-07:00,14.05,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,30.56,341.57,0,33.1,92,41.68,0,37.65,0,45.53,29.58,41.44,0,118.76,292.5,30.68,0,4.41,0,0,0,0,0,0,0,0,148.3,116.95,0,124.32,0,0,0,0,14.06,40.79,0,0,20.56,4.84,69.5,0,21.92,66.85,19.56,472.31,0,0,10.89,0,0

29,07:00-07:15,11.85,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,33.1,92,41.68,0,27.48,0,45.53,9.86,41.44,0,118.76,292.5,14.93,0,5.52,0,0,0,0,0,0,0,0,148.3,116.95,0,124.32,0,0,0,0,14.06,39.51,0,0,20.56,4.84,69.5,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

30,07:15-07:30,0,49.43,0,0,0,12.78,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,6.36,92,41.68,0,18.23,0,45.53,8.87,41.44,0,118.76,292.5,0,0,5.52,0,0,0,0,0,0,0,0,148.3,88.73,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.84,69.5,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

31,07:30-07:45,0,49.43,0,0,0,30.21,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,2.55,92,41.68,0,18.23,0,45.53,8.87,41.44,0,118.76,292.5,0,0,5.52,0,0,0,0,0,0,0,0,148.3,88.73,0,124.32,0,0,0,0,14.06,39.51,0,0,20.56,4.84,69.5,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

32,07:45-08:00,0,49.43,0,0,0,79.38,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,19.36,341.57,0,0,92,41.68,0,18.23,0,45.53,8.87,41.44,0,118.76,292.5,0,0,5.52,0,0,0,0,0,0,0,0,148.3,70.17,0,124.32,0,0,0,0,14.06,39.51,0,0,20.56,4.84,69.5,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

33,08:00-08:15,0,49.43,0,0,0,79.38,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,303.75,0,0,29.81,0,0,0,0,0,0,0,0,148.3,70.17,0,124.32,0,0,0,0,14.06,39.51,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

34,08:15-08:30,0,49.43,0,0,0,79.38,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,9.68,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,311.62,0,0,29.81,0,0,0,0,0,0,0,0,148.3,46.78,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

35,08:30-08:45,0,49.43,0,0,0,79.38,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,319.5,0,0,7.73,0,0,0,0,0,0,0,0,148.3,46.78,0,124.32,0,0,0,0,14.06,26.34,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

36,08:45-09:00,0,49.43,0,0,0,26.73,138.75,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,327.38,0,0,6.63,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,9.99,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

37,09:00-09:15,0,49.43,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,338.62,0,0,6.63,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

38,09:15-09:30,0,49.43,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,349.88,0,0,6.63,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

39,09:30-09:45,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,360,0,0,5.52,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

40,09:45-10:00,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.68,0,9.11,0,45.53,8.87,41.44,0,118.76,360,0,0,5.52,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

41,10:00-10:15,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,15.45,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

42,10:15-10:30,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,15.45,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,6.52,472.31,0,0,9.61,0,0

43,10:30-10:45,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,7.18,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,9.61,0,0

44,10:45-11:00,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,7.18,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,9.61,0,0

45,11:00-11:15,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,5.52,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,13.06,0,0

46,11:15-11:30,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,5.52,0,0,0,0,0,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,13.06,0,0

47,11:30-11:45,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,0.45,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,10.25,0,0

48,11:45-12:00,0,32.96,0,0,0,25.57,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.48,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,0.45,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,69.29,0,21.92,66.85,0,472.31,0,0,10.25,0,0

49,12:00-12:15,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,0.45,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

50,12:15-12:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,0.45,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

51,12:30-12:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,0,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

52,12:45-13:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,0,0,45.53,0,41.44,0,118.76,360,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

53,13:00-13:15,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,0,0,45.53,8.87,41.44,0,118.76,360,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

54,13:15-13:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,0,0,45.53,8.87,41.44,0,118.76,360,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

55,13:30-13:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,376.88,0,0,27.6,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

56,13:45-14:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,27.6,0,0,0,0,2.94,0,0,0,148.3,23.39,0,124.32,0,0,0,0,14.06,2,0,0,20.56,26.9,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

57,14:00-14:15,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,4.41,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

58,14:15-14:30,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

59,14:30-14:45,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

60,14:45-15:00,0,32.96,0,0,0,12.78,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

61,15:00-15:15,0,32.96,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

62,15:15-15:30,0,32.96,0,0,0,2.33,139.68,0,0,20.8,0,0,51.9,0,0,0,42.4,0,0,0,341.57,0,0,92,41.16,0,9.11,0,45.53,8.87,41.44,0,118.76,388.12,0,0,3.31,0,0,0,0,2.94,0,0,0,148.3,20.83,0,124.32,0,0,0,0,14.06,2,0,0,20.56,4.84,68.96,0,21.92,65.76,0,472.31,0,0,10.25,0,0

