Block,Time Block,KUDGI,MAPS,KOTESHWR,KHSTPP-I,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,DHAULIGNGA,DULHASTI,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,ANTA_CRF,AURY_CRF,ANTA_RF,ANTA_GF,ANTA_LF,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,DADRT2,BSIUL,URI,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,TEHRI,UNCHAHAR1,URI2,UNCHAHAR3,VALLURNTECL,NNTPP,RIHAND3,NAPP,NTPL,RAPPC,PARBATI3,NLCEXP,RAPPB,NLCIIST1,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,TANDA2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TALA,TANAKPUR,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
29,07:00-07:15,0,0,9.84,32.91,10.47,0,0,111.64,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,32.84,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,35.29,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,77.43,11.18,97.8,8.5,6.18,396.54,0,0,0,0,0

30,07:15-07:30,0,0,9.84,32.91,10.37,0,0,111.64,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,32.84,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,87.43,0,0,0,0,0,2.7,0,77.43,11.18,97.8,8.54,6.18,396.54,0,0,0,0,0

31,07:30-07:45,0,0,9.84,32.91,10.37,0,0,111.64,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,45.84,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,6.79,0,0,0,117.54,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,88.85,8.69,6.18,396.54,0,0,0,0,0

32,07:45-08:00,0,0,9.84,32.91,10.37,0,0,111.64,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,45.84,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,88.85,8.8,6.18,396.54,0,0,0,0,0

33,08:00-08:15,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,88.85,8.84,9.9,396.54,0,0,0,0,0

34,08:15-08:30,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,123.22,43.09,0,58.16,20.36,0,0,0,117.54,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,88.85,8.84,9.9,396.54,0,0,0,0,0

35,08:30-08:45,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,99.43,43.09,0,58.16,20.36,0,0,0,102.9,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,69.48,8.72,9.9,396.54,0,0,0,0,0

36,08:45-09:00,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,114.72,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,365.12,12.59,37.31,0,23.22,1.56,16.42,11.82,31.39,14.81,0,0,99.43,43.09,0,58.16,20.36,0,0,0,102.9,161.37,0,0,3.42,57.49,0,0,0,0,0,2.7,0,77.43,11.18,69.48,8.72,9.9,396.54,0,0,0,0,0

37,09:00-09:15,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,364.4,12.59,34.12,0,23.22,0,16.42,11.82,31.39,14.37,0,0,85.36,43.09,0,58.16,20.36,0,0,0,89.57,161.37,0,0,3.42,57.49,0,0,0,0,0,0,0,77.43,11.18,69.48,9.09,9.9,396.54,0,0,0,0,0

38,09:15-09:30,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,364.4,12.59,34.12,0,23.22,0,16.42,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,57.49,0,0,0,0,0,0,0,77.43,11.18,69.48,9.09,9.9,396.54,0,0,0,0,0

39,09:30-09:45,0,0,9.84,27.83,8.39,0,0,94.58,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,364.4,12.59,37.31,0,23.22,0,16.42,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,57.49,0,0,0,0,0,0,0,77.43,11.18,69.48,9.11,9.9,396.54,0,0,0,0,0

40,09:45-10:00,0,0,9.84,27.83,8.39,0,0,94.58,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,40.7,364.4,12.59,37.31,0,23.22,0,16.42,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,57.49,0,0,0,0,0,0,0,77.43,11.18,69.48,9.06,9.9,396.54,0,0,0,0,0

41,10:00-10:15,0,0,9.84,27.83,8.39,0,0,94.58,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,45.84,0,23.22,0,0,11.82,34.81,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,56.52,0,0,0,0,0,0,0,76.3,11.18,69.48,9.29,3.72,396.54,0,0,0,0,0

42,10:15-10:30,0,0,9.84,27.83,8.39,0,0,94.58,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,45.84,0,23.22,0,0,11.82,34.81,14.37,0,0,98.94,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,56.52,0,0,0,0,0,0,0,76.3,11.18,69.48,9.54,3.72,396.54,0,0,0,0,0

43,10:30-10:45,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,37.31,0,23.22,0,0,11.82,34.81,14.37,0,0,99.43,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,56.52,0,0,0,0,0,0,0,76.3,11.18,69.48,9.43,9.9,396.54,0,0,0,0,0

44,10:45-11:00,0,0,9.84,24.64,8.39,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,37.31,0,23.22,0,0,11.82,31.39,14.37,0,0,99.43,43.09,0,58.16,20.36,0,0,0,76.67,161.37,0,0,3.42,56.52,0,0,0,0,0,0,0,76.3,11.18,69.48,9.48,9.9,396.54,0,0,0,0,0

45,11:00-11:15,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,91.66,43.09,0,58.16,20.36,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.41,12.5,396.54,0,0,0,0,0

46,11:15-11:30,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,91.66,43.09,0,58.16,20.36,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.22,12.5,396.54,0,0,0,0,0

47,11:30-11:45,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,45.84,0,23.22,0,0,11.82,25.69,14.37,0,0,91.66,43.09,0,58.16,6.79,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.15,12.5,396.54,0,0,0,0,0

48,11:45-12:00,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,27.14,364.4,12.59,45.84,0,23.22,0,0,11.82,25.69,14.37,0,0,91.66,43.09,0,58.16,6.79,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.09,12.5,396.54,0,0,0,0,0

49,12:00-12:15,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,12.59,38.39,0,23.22,0,0,11.82,25.69,14.37,0,0,91.66,43.09,0,58.16,6.79,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.09,10.52,396.54,0,0,0,0,0

50,12:15-12:30,0,0,9.84,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,12.59,38.39,0,23.22,0,0,11.82,25.69,14.37,0,0,91.66,43.09,0,58.16,20.36,0,0,0,95.17,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,100.2,9.09,10.52,396.54,0,0,0,0,0

51,12:30-12:45,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.17,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,25.69,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.17,10.52,396.54,0,0,0,0,0

52,12:45-13:00,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.17,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,25.69,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.15,10.52,396.54,0,0,0,0,0

53,13:00-13:15,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,45.84,0,23.22,0,0,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.29,10.52,396.54,0,0,0,0,0

54,13:15-13:30,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,45.84,0,23.22,0,0,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.51,10.52,396.54,0,0,0,0,0

55,13:30-13:45,0,0,9.33,24.64,8.92,0,0,78.77,0,0,5.17,2.78,111.15,39.01,51.95,0,0,0,0,0,0,0,0,0,0,0,0,30.98,19.31,42.7,13.57,364.4,6.3,38.39,0,23.22,0,0,11.82,31.39,14.37,0,0,67.77,43.09,0,58.16,20.36,0,0,0,80.53,161.37,0,0,3.42,62.32,0,0,0,0,0,0,0,76.3,11.18,69.48,9.37,10.52,396.54,0,0,0,0,0

