Block,Time,NR/01022024/29022024/SJVN010224NR1469,NR/05022024/05022024/HPX-TAMCTG-040224-06068,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/79,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,NR/01022024/15022024/HP-44,NR/01022024/15022024/HP-37,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/25122043/GNA_MEJA_DELHI,NR/22102023/11042047/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,NR/30092023/26122029/SH-06,NR/26072023/25122043/L_NR_2023_10,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30092023/31122025/SH-07,NR/05022024/05022024/IEX_240204_06280,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,WR/01102023/16072048/L_NR_2022_08,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/02122045/L_NR_2021_13,NR/01022024/15022024/HP-39,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/05022024/05022024/DD20240205NR22615,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01022024/15022024/HP-35,NR/05022024/05022024/DD20240205NR22607,NR/01102023/06022042/L_NR_2012_07
17,04:00-04:15,0,0.000000,0,6.33,0,1.470000,0.000000,0.000000,0.690000,0,0,1.340000,8.080000,152.540000,0,0,5.780000,0.000000,0,70.180000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,9.56,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

18,04:15-04:30,0,0.000000,0,6.33,0,1.470000,0.000000,0.000000,0.690000,0,0,1.340000,8.080000,152.540000,0,0,5.780000,0.000000,0,70.180000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,9.45,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

19,04:30-04:45,0,0.000000,0,6.33,0,1.470000,0.000000,0.000000,0.690000,0,0,1.340000,8.080000,152.540000,0,0,5.780000,0.000000,0,70.180000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,11.18,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

20,04:45-05:00,0,0.000000,0,6.33,0,1.470000,0.000000,0.000000,0.690000,0,0,1.340000,8.080000,152.540000,0,0,5.780000,0.000000,0,70.180000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,11.38,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

21,05:00-05:15,0,0.000000,0,6.33,0,1.560000,0.000000,0.000000,0.650000,0,0,1.300000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,11.68,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

22,05:15-05:30,0,0.000000,0,6.33,0,1.560000,0.000000,0.000000,0.650000,0,0,1.300000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,11.83,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

23,05:30-05:45,0,0.000000,0,6.33,0,1.560000,0.000000,0.000000,0.650000,0,0,1.300000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,148.880000,11.67,11.86,53.900000,19,0,113.580000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,38.500000

24,05:45-06:00,0,0.000000,0,6.33,0,1.560000,0.000000,0.000000,0.650000,0,0,1.300000,8.080000,152.540000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,25.900000,0,11.550000,25.900000,144.380000,96.250000,18.290000,5.66,0,0,0.000000,22.140000,0.000000,192.500000,11.67,12.45,53.900000,19,0,161.700000,0.000000,11.67,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,18.950000,0.000000,57.380000

25,06:00-06:15,0,0.000000,0,6.33,0,1.470000,96.250000,0.000000,0.650000,0,0,1.300000,0.000000,0.000000,0,0,5.780000,0.000000,0,66.030000,0.000000,8.180000,30.800000,0,11.550000,25.260000,144.380000,96.250000,18.290000,5.66,0,0,51.580000,22.140000,0.000000,231.000000,13.33,13.07,53.900000,19,0,173.470000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,0.000000,0.000000,57.380000

26,06:15-06:30,0,0.000000,0,6.33,0,1.470000,96.250000,0.000000,0.650000,0,0,1.300000,0.000000,0.000000,0,0,5.780000,0.000000,0,84.890000,0.000000,8.180000,30.800000,0,11.550000,25.260000,144.380000,96.250000,18.290000,5.66,0,0,51.580000,22.140000,0.000000,231.000000,13.33,13.51,82.780000,19,0,221.600000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,0.000000,0.000000,67.890000

27,06:30-06:45,0,0.000000,0,6.33,0,1.470000,96.250000,0.000000,0.650000,0,0,1.300000,0.000000,0.000000,0,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,0,51.580000,22.140000,0.000000,270.700000,13.33,13.05,99.730000,19,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,0.000000,0.000000,84.830000

28,06:45-07:00,0,0.000000,0,6.33,0,1.470000,96.250000,0.000000,0.650000,0,0,1.300000,0.000000,0.000000,2,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,0,51.580000,22.140000,0.000000,270.700000,13.33,12.77,99.730000,19,0,254.980000,0.000000,13.33,0,6.740000,4.810000,0.950000,0,6.740000,6.34,0,0,0.000000,0.000000,84.830000

29,07:00-07:15,0,0.000000,1,6.33,0,1.560000,96.250000,0.000000,0.650000,0.808254,0,1.300000,0.000000,0.000000,7,0,5.780000,0.000000,0,115.080000,0.000000,8.180000,30.800000,0,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,0.05,51.580000,22.140000,0.000000,270.700000,13.33,14.53,99.730000,19,0.25,254.980000,0.000000,13.33,0,6.740000,4.810000,0.950000,1,6.740000,6.34,0,0,0.000000,77.000000,84.830000

30,07:15-07:30,0,0.000000,7,6.33,0,1.560000,96.250000,0.000000,0.650000,3.94389,0,1.300000,0.000000,0.000000,15,0,5.780000,0.000000,1,115.080000,0.000000,8.180000,30.800000,0,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,0.3,51.580000,22.140000,144.380000,270.700000,13.33,14.51,99.730000,19,1.48,254.980000,0.000000,13.33,0,6.740000,4.810000,0.950000,5,6.740000,6.34,0,0,0.000000,77.000000,84.830000

31,07:30-07:45,0,0.000000,12.5,6.33,0,1.560000,96.250000,0.090000,0.650000,8.218872,0.88,1.300000,0.000000,0.000000,24,0,5.780000,0.000000,3,115.080000,0.090000,8.180000,30.800000,1,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,0.89,51.580000,22.140000,144.380000,270.700000,13.33,14.24,99.730000,19,4.46,254.980000,0.090000,13.33,1,6.740000,4.810000,0.950000,11,6.740000,6.34,2,0,0.000000,77.000000,84.830000

32,07:45:08:00,0,0.000000,31.27,6.33,0,1.560000,96.250000,0.340000,0.650000,12.70809,3.06,1.300000,0.000000,0.000000,32,2,5.780000,0.000000,5,115.080000,0.350000,8.180000,30.800000,3,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,5.06,51.580000,22.140000,144.380000,270.700000,13.33,13.79,99.730000,19,25.29,254.980000,0.340000,13.33,3,6.740000,4.810000,0.950000,14.67,6.740000,6.34,7,0,0.000000,77.000000,84.830000

33,08:00-08:15,0,136.680000,30.33,6.33,0,1.470000,48.120000,2.870000,0.650000,17.586828,6.94,1.300000,0.000000,0.000000,30.34,3,5.780000,0.000000,7,115.080000,2.940000,8.180000,30.800000,4,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,6.39,51.580000,22.140000,144.380000,270.700000,13.33,13.1,99.730000,19,31.96,254.980000,2.870000,13.33,3,6.740000,4.810000,0.950000,30.33,6.740000,6.34,11,0,0.000000,77.000000,84.830000

34,08:15-08:30,0,136.680000,30.33,6.33,0,1.470000,48.120000,2.870000,0.650000,23.22513,12.76,1.300000,0.000000,0.000000,30.34,5,5.780000,0.000000,9,115.080000,2.940000,8.180000,30.800000,7,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,7.06,51.580000,22.140000,144.380000,270.700000,13.33,12.95,99.730000,19,35.29,254.980000,2.870000,13.33,5,6.740000,4.810000,0.950000,30.33,6.740000,6.34,18,0,0.000000,77.000000,84.830000

35,08:30-08:45,0,136.680000,32,6.33,0,1.470000,48.120000,2.870000,0.650000,29.437974,21.44,1.300000,0.000000,0.000000,32,5.5,5.780000,0.000000,10,115.080000,2.940000,8.180000,30.800000,9,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,8.72,51.580000,22.140000,144.380000,270.700000,13.33,12.28,99.730000,19,43.63,254.980000,2.870000,13.33,5,6.740000,4.810000,0.950000,32,6.740000,6.34,21,0,0.000000,77.000000,84.830000

36,08:45:09:00,0,136.680000,32,6.33,0,1.470000,48.120000,3.220000,0.650000,35.611866,29.01,1.300000,0.000000,0.000000,32,6,5.780000,0.000000,13,115.080000,3.290000,8.180000,30.800000,12,11.550000,30.800000,144.380000,96.250000,18.290000,5.66,0,9.39,51.580000,22.140000,144.380000,270.700000,13.33,12.18,99.730000,19,46.96,254.980000,3.220000,13.33,7,6.740000,4.810000,0.950000,32,6.740000,6.34,28,0,0.000000,77.000000,84.830000

37,09:00:09:15,0,136.680000,32,6.67,0,1.560000,48.120000,3.310000,0.650000,42.048684,21.67,1.300000,0.000000,0.000000,32,7,5.780000,0.000000,17,115.080000,3.400000,8.180000,30.800000,13,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,10.22,51.580000,22.140000,144.380000,270.700000,11.67,12.16,99.730000,20,51.12,254.980000,3.310000,11.67,9,6.740000,4.810000,0.950000,32,6.740000,6.66,32,0,0.000000,77.000000,84.830000

38,09:15-09:30,0,136.680000,32,6.67,0,1.560000,48.120000,3.790000,0.650000,48.144672,23.33,1.300000,0.000000,0.000000,32,8,5.780000,0.000000,21,115.080000,3.890000,8.180000,30.800000,16,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,12.69,51.580000,22.140000,144.380000,270.700000,11.67,12.05,99.730000,20,63.44,254.980000,3.790000,11.67,10,6.740000,4.810000,0.950000,32,6.740000,6.66,39,0,0.000000,77.000000,84.830000

39,09:30-09:45,0,136.680000,32,6.67,0,1.560000,48.120000,4.670000,0.810000,54.415944,47.01,1.300000,0.000000,0.000000,32,22,5.780000,0.000000,25,115.080000,4.780000,8.180000,30.800000,22,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,22.97,51.580000,22.140000,144.380000,270.700000,11.67,11.74,99.730000,20,114.87,254.980000,4.670000,11.67,13,6.740000,4.810000,0.950000,32,6.740000,6.66,53,0,0.000000,77.000000,84.830000

40,09:45-10:00,0,136.680000,32.5,6.67,0,1.560000,48.120000,2.910000,0.810000,60.404814,53.82,1.300000,0.000000,0.000000,32.5,26,5.780000,0.000000,30,115.080000,2.990000,8.180000,30.800000,27,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,26.37,51.580000,21.180000,144.380000,270.700000,11.67,11.25,99.730000,20,131.83,254.980000,2.910000,11.67,15,6.740000,4.810000,0.950000,32.5,6.740000,6.66,63,0,0.000000,77.000000,84.830000

41,10:00-10:15,0,136.680000,32.5,6.67,0,1.470000,48.120000,3.600000,0.810000,65.14722,60.23,1.300000,0.000000,0.000000,32.5,30,5.780000,0.000000,55,115.080000,3.690000,8.180000,30.800000,51,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,30.36,51.580000,21.180000,144.380000,270.700000,11.67,9.2,99.730000,20,151.82,254.980000,3.600000,11.67,27,6.740000,4.810000,0.950000,32.5,6.740000,6.66,119,0,0.000000,77.000000,84.830000

42,10:15-10:30,0,136.680000,32.5,6.67,0,1.470000,48.120000,4.360000,0.810000,69.363774,66.32,1.300000,0.000000,0.000000,32.5,34,5.780000,0.000000,67,115.080000,4.470000,8.180000,30.800000,60,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,0,33.71,51.580000,21.180000,144.380000,270.700000,11.67,9.2,99.730000,20,168.57,254.980000,4.360000,11.67,33,6.740000,4.810000,0.950000,32.5,6.740000,6.66,140,0,0.000000,77.000000,84.830000

43,10:30-10:45,28.78,0.000000,32.5,6.67,0,1.470000,48.120000,4.950000,0.810000,71.52561,71.63,1.300000,0.000000,0.000000,32.5,38,5.780000,0.000000,83,115.080000,5.070000,8.180000,30.800000,69,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,22.14,42.88,51.580000,20.210000,144.380000,270.700000,11.67,9.2,99.730000,20,214.38,254.980000,4.950000,11.67,42,6.740000,4.810000,0.990000,32.5,6.740000,6.66,161,0,0.000000,0.000000,84.830000

44,10:45-11:00,28.88,0.000000,32.5,6.67,0,1.470000,48.120000,5.730000,0.810000,77.495004,76.03,1.300000,0.000000,0.000000,32.5,41,5.780000,0.000000,87,115.080000,5.870000,8.180000,30.800000,73,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,24.06,45.06,51.580000,20.210000,144.380000,270.700000,11.67,9.2,99.730000,20,225.33,254.980000,5.730000,11.67,43,6.740000,4.810000,0.990000,32.5,6.740000,6.66,172,0,0.000000,0.000000,84.830000

45,11:00-11:15,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,12.640000,0.810000,82.792476,79.47,1.300000,0.000000,0.000000,32.5,43,5.780000,0.000000,87,115.080000,12.960000,8.180000,30.800000,76,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,24.06,45.86,51.580000,0.000000,144.380000,270.700000,10,9.2,99.730000,20,229.29,254.980000,12.640000,10,43,6.740000,4.810000,0.990000,32.5,6.740000,6.66,179,0,0.000000,0.000000,84.830000

46,11:15-11:30,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,13.260000,0.810000,88.03152,82.36,1.300000,0.000000,0.000000,32.5,44,5.780000,0.000000,89,115.080000,13.600000,8.180000,30.800000,79,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,144.380000,270.700000,10,9.2,99.730000,20,230.83,254.980000,13.260000,10,44,6.740000,4.810000,0.990000,32.5,6.740000,6.66,186,0,0.000000,0.000000,84.830000

47,11:30-11:45,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,13.370000,0.810000,92.092266,89.78,1.300000,0.000000,0.000000,32.5,44.5,5.780000,0.000000,91,115.080000,13.700000,8.180000,19.790000,78,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,144.380000,270.700000,10,9.21,99.730000,20,230.83,254.980000,13.370000,10,46,6.740000,4.810000,0.990000,32.5,6.740000,6.66,182,0,0.000000,0.000000,84.830000

48,11:45-12:00,28.88,0.000000,32.5,6.67,0,1.470000,96.250000,13.660000,0.810000,95.646636,91.65,1.300000,0.000000,0.000000,32.5,44.5,5.780000,0.000000,92,115.080000,14.000000,8.180000,19.790000,79,11.550000,30.800000,144.380000,96.250000,18.290000,6.34,24.06,46.17,51.580000,0.000000,144.380000,270.700000,10,9.41,99.730000,20,230.83,254.980000,13.660000,10,46,6.740000,4.810000,0.990000,32.5,6.740000,6.66,186,0,0.000000,0.000000,84.830000

