Block,Time Block,KGSU1AND2,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,TEHRI,TelanganaSTPP,UNCHAHAR1,RIHAND2,TANDA2,SASAN,TALST2,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,TALA,RIHAND3,KGSU3AND4,RAPPB,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND1,NLCTS2EXP,NNTPP,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,NLCEXP,NJPC,NLCIIST1,MAPS,NLCIIST2,NAPP,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_RF,ANTA_CRF,AURY_RF,UNCHAHAR2,URI,AURY_LF,ANTA_LF,VALLURNTECL,UNCHAHAR4,AURY_GF,AURY_CRF,URI2,ANTA_GF,DADRI_CRF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,1.27,20.05,2.31,14.46,31.77,327.59,0,202.43,0,0,14.39,0,20.09,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,18.15,0,0,0,0,0,0,0,0

7,01:30-01:45,0,1.27,20.05,2.31,14.46,31.77,327.59,0,202.43,0,0,14.39,0,20.09,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

8,01:45-02:00,0,1.27,20.05,2.31,14.46,31.77,327.59,0,202.43,0,0,14.39,0,20.09,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,25.76,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

9,02:00-02:15,0,1.27,20.05,2.31,14.46,31.77,296.85,0,173.82,0,0,14.39,0,20.09,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,40.87,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

10,02:15-02:30,0,1.27,20.05,2.31,14.46,31.77,267.94,0,173.82,0,0,14.39,0,17.88,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,36.27,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

11,02:30-02:45,0,1.27,20.05,2.31,14.46,31.77,234.2,0,173.82,0,0,14.39,0,17.88,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,36.27,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

12,02:45-03:00,0,1.27,20.05,2.31,14.46,31.77,210.11,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

13,03:00-03:15,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

14,03:15-03:30,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

15,03:30-03:45,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

16,03:45-04:00,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

17,04:00-04:15,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

18,04:15-04:30,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

19,04:30-04:45,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,0,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

20,04:45-05:00,0,8.78,17.27,2.31,14.46,31.77,181.06,0,173.82,0,9.33,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

21,05:00-05:15,0,8.78,20.05,2.31,14.46,47.64,181.06,0,173.82,0,9.33,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

22,05:15-05:30,0,8.78,20.05,2.31,14.46,47.64,181.06,0,173.82,1.06,9.33,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

23,05:30-05:45,0,17.57,20.05,12.69,14.46,47.64,181.06,0,173.82,6.28,9.33,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,67.63,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

24,05:45-06:00,0,26.49,20.05,16.07,14.46,47.64,181.06,11.42,173.82,6.28,18.66,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,9.26,0,134.62,12.32,0,0,57.85,0,0,0,2.46,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,85.71,0,0,0,40.25,0,0,0,0,0,0,30.67,2.13,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

25,06:00-06:15,0,36.29,17.85,39.31,14.46,48.12,181.06,13.54,173.82,18.85,29.45,30,0,15.26,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,4.91,0,50.15,88.67,0,0,0,0,38.52,0,9.5,139.39,0,0,0,112.72,0,0,0,40.25,0,0,0,0,0,0,30.67,6.39,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

26,06:15-06:30,0,36.29,17.85,39.31,14.46,48.12,181.06,13.54,173.82,18.85,29.45,30,0,15.26,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,9.5,130.72,0,0,0,112.72,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

27,06:30-06:45,0,36.29,17.85,39.31,14.46,48.12,181.06,13.54,173.82,18.85,29.45,30,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,9.5,125.9,0,0,0,112.72,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

28,06:45-07:00,0,36.29,17.85,39.31,14.46,48.12,181.06,13.54,173.82,18.85,29.45,29.57,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,9.5,139.39,0,0,0,112.72,0,0,0,40.25,0,0,0,0,0,0,30.67,5.32,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

29,07:00-07:15,0,26.49,17.85,38.08,14.46,47.64,205.29,11.42,173.82,6.28,18.66,14.39,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,112.72,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

30,07:15-07:30,0,17.57,17.85,25.39,14.46,47.64,205.29,0,173.82,6.28,18.66,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,85.52,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

31,07:30-07:45,0,8.78,17.85,25.39,14.46,47.64,195.65,0,173.82,6.28,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,31.9,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,85.52,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

32,07:45-08:00,0,8.78,15.07,11.57,14.46,47.64,221.19,0,173.82,6.28,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,4.91,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,67.63,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

33,08:00-08:15,0,8.78,15.07,11.57,14.46,47.64,224.57,0,173.82,6.28,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,2.46,0,50.15,88.67,0,0,0,0,38.52,0,8.55,141.62,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,6.39,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

34,08:15-08:30,0,8.78,14.78,11.57,14.46,47.64,214.93,0,173.82,6.26,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

35,08:30-08:45,0,8.78,14.78,11.57,14.46,47.64,224.57,0,173.82,6.26,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,25.76,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,41.08,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

36,08:45-09:00,0,8.78,14.78,11.57,14.46,47.64,199.02,0,173.82,6.26,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,40.34,0,0,0,40.25,0,0,0,0,0,0,30.67,6.39,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

37,09:00-09:15,0,8.78,14.78,2.31,14.46,47.64,186.01,0,173.82,6.26,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

38,09:15-09:30,0,8.78,15.07,2.31,14.46,47.64,195.65,0,173.82,0,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

39,09:30-09:45,0,8.78,15.07,2.31,14.46,31.77,234.2,0,173.82,0,9.33,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,76.51,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,38.52,0,8.55,125.9,0,0,0,38.34,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

40,09:45-10:00,0,8.78,17.27,2.31,14.46,31.77,272.76,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,25.76,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

41,10:00-10:15,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,4.25,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

42,10:15-10:30,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

43,10:30-10:45,0,8.78,17.27,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,39.37,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

44,10:45-11:00,0,8.78,17.27,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,6.39,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

45,11:00-11:15,0,8.78,15.07,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

46,11:15-11:30,0,8.78,15.07,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

47,11:30-11:45,0,8.78,15.07,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,25.93,0,0,0,0,0,0,0,0

48,11:45-12:00,0,8.78,17.27,2.31,14.46,31.77,282.39,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,12.59,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

49,12:00-12:15,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

50,12:15-12:30,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

51,12:30-12:45,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

52,12:45-13:00,0,8.78,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

53,13:00-13:15,0,1.27,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

54,13:15-13:30,0,1.27,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,0,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

55,13:30-13:45,0,1.27,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,15.26,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

56,13:45-14:00,0,1.27,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,17.88,114.46,0,387.63,0,0,0,0,0,8.64,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,17.77,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.46,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,17.27,2.31,14.46,31.77,287.03,0,173.82,0,0,0,0,17.88,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,17.27,2.31,14.46,31.77,287.03,0,174.79,0,0,0,0,17.88,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,30.67,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,17.27,2.31,14.46,31.77,287.03,0,176.71,0,0,0,0,20.09,114.46,0,387.63,0,0,0,0,0,8.03,0,134.62,12.32,0,0,57.85,0,0,0,0,0,50.15,88.67,0,0,0,0,43.88,0,8.55,142.93,0,0,0,22.54,0,0,0,40.25,0,0,0,0,0,0,35.27,3.19,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0

