Block,Time Block,MAPS,KUDGI,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,FSTPP I & II,DULHASTI,JHAJJAR,CHAMERA3,DHAULIGNGA,DADRT2,KGSU1AND2,KHSTPP-I,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NAPP,CHAMERA2,CHAMERA1,VALLURNTECL,URI2,URI,UNCHAHAR4,UNCHAHAR3,TALA,TEHRI,TANDA2,TALST2,TANAKPUR,BSIUL,BRBCL,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,RIHAND3,PARBATI3,NLCIIST1,NLCIIST2,RAPPB,NJPC,RIHAND2,NLCTS2EXP,RSTPSU1TO6,RIHAND1,RAMPUR,NNTPP,RAPPC,NTPL,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,15.01,0,30.24,20.15,52.12,111.52,31.08,39.14,431.29,0,21.17,0,9.36,95.8,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,43.86,0,19.42,5.01,34.34,0,0,8.44,12.63,12.59,400.04,0,0,0,0,76.91,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

7,01:30-01:45,0,0,15.01,0,30.24,20.15,52.12,111.52,31.08,39.14,407.06,0,21.17,0,9.36,95.8,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,43.86,0,19.42,5.01,34.34,0,0,8.44,12.63,12.47,400.04,0,0,0,0,76.91,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

8,01:45-02:00,0,0,15.01,0,30.24,20.15,52.12,111.52,31.08,39.14,365.6,0,21.17,0,9.36,95.8,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,43.86,0,19.42,5.15,34.34,0,0,8.44,12.63,11.6,400.04,0,0,0,0,76.91,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

9,02:00-02:15,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,18.7,0,9.36,84.06,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,26.74,0,14.49,5.15,34.34,0,0,8.44,12.63,14.23,400.04,0,0,0,0,76.91,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

10,02:15-02:30,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,18.7,0,9.36,84.06,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,26.74,0,14.49,5.3,34.34,0,0,8.44,12.63,14.43,400.04,0,0,0,0,76.91,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

11,02:30-02:45,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,18.7,0,9.36,84.06,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,43.86,0,14.49,5.3,34.34,0,0,8.44,12.63,15.07,400.04,0,0,0,0,75.43,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

12,02:45-03:00,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,18.7,0,9.36,84.06,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,43.86,0,14.49,5.36,34.34,0,0,8.44,12.63,14.16,400.04,0,0,0,0,75.43,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

13,03:00-03:15,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,26.74,0,14.49,5.36,34.34,0,0,8.07,12.63,14.71,400.04,0,0,0,0,75.43,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

14,03:15-03:30,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,5.36,34.34,0,0,8.07,12.63,15.07,400.04,0,0,0,0,75.43,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

15,03:30-03:45,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,34.34,0,0,8.07,12.63,15.86,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

16,03:45-04:00,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,34.34,0,0,8.07,12.63,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

17,04:00-04:15,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,34.34,0,0,8.07,12.63,17.13,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,17.01,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

18,04:15-04:30,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,34.34,0,0,8.07,12.63,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,17.01,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

19,04:30-04:45,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,26.74,0,14.49,4.99,34.34,0,0,8.07,18.95,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,3.4,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

20,04:45-05:00,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,25.77,26.74,0,14.49,4.99,34.34,0,0,8.07,18.95,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,3.4,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

21,05:00-05:15,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,33.64,0,0,8.07,18.95,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,3.4,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

22,05:15-05:30,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,14.24,0,9.36,65.24,0,0,5.18,4.19,44.05,42.84,40.84,0,28.64,26.74,0,14.49,4.99,33.64,0,0,8.07,18.95,19.38,400.04,0,0,0,0,75.43,17.18,113.8,0,0,0,0,0,0,0,0,0,0,0,0,91.97,3.4,0,0,0,161.9,95.49,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

23,05:30-05:45,0,0,11.86,0,23.29,13.35,52.12,111.52,31.08,39.14,365.6,0,22.98,0,9.36,76.98,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,31.01,0,14.49,8.11,33.64,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,10.89,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

24,05:45-06:00,0,0,11.86,0,23.29,13.35,52.12,111.52,31.08,39.14,365.6,0,22.98,0,9.36,76.98,0,0,5.18,4.19,44.05,42.84,40.84,0,34.93,31.01,0,14.49,8.11,33.64,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

25,06:00-06:15,0,0,11.86,0,23.29,15.3,52.12,111.52,31.08,39.14,365.6,0,29.76,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,28.64,28.88,0,14.49,8.03,33.64,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

26,06:15-06:30,0,0,13.25,0,27.22,17.36,52.12,135.28,31.08,39.14,389.62,0,29.76,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,28.64,28.88,0,17.11,8.03,16.47,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

27,06:30-06:45,0,0,13.25,0,27.22,17.36,52.12,135.28,31.08,39.14,389.62,0,29.76,0,9.36,95.8,0,0,5.18,4.23,44.05,42.84,40.84,0,22.91,31.01,0,17.11,7.46,16.47,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

28,06:45-07:00,0,0,13.25,0,27.22,14.26,52.12,135.28,31.08,39.14,389.62,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,22.91,31.01,0,17.11,7.46,16.47,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,89.71,3.43,0,58.65,0,0,0,0,0,0,0

29,07:00-07:15,0,0,13.25,0,27.22,13.35,52.12,135.28,31.08,39.14,389.62,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,28.64,37.44,0,17.11,7.58,16.47,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,52.43,0,0,0,161.9,117.92,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

30,07:15-07:30,0,0,13.25,0,27.22,13.35,52.12,135.28,31.08,39.14,389.62,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,28.64,37.44,0,17.11,7.58,16.47,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,62.69,3.43,0,58.65,0,0,0,0,0,0,0

31,07:30-07:45,0,0,11.86,0,23.29,13.35,52.12,111.52,31.08,39.14,365.6,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,30.06,21.39,0,14.49,7.01,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

32,07:45-08:00,0,0,11.86,0,23.29,13.35,52.12,111.52,31.08,39.14,365.6,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,34.93,21.39,0,14.49,7.01,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,95.49,0,0,61.07,3.43,0,58.65,0,0,0,0,0,0,0

33,08:00-08:15,0,0,11.86,0,23.29,13.35,52.12,111.52,31.08,39.14,365.6,0,22.98,0,9.36,76.98,0,0,5.18,4.23,44.05,42.84,40.84,0,30.06,4.27,0,14.49,6.59,0,0,0,8.07,0,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,95.49,0,0,61.07,3.43,0,58.65,0,0,0,0,0,0,0

34,08:15-08:30,0,0,11.86,0,23.29,11.14,52.12,111.52,31.08,39.14,365.6,0,16.63,0,9.36,63.74,0,0,5.18,4.23,44.05,42.84,40.84,0,30.06,4.27,0,14.49,6.59,0,0,0,8.07,0,19.38,400.04,0,0,0,0,73.17,17.18,113.31,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,95.49,0,0,61.07,3.43,0,58.65,0,0,0,0,0,0,0

35,08:30-08:45,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,25.99,0,9.36,76.77,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,4.27,0,14.49,6.59,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

36,08:45-09:00,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,25.99,0,9.36,82.57,0,0,5.18,4.23,44.05,42.84,40.84,0,31.5,4.27,0,14.49,6.4,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

37,09:00-09:15,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,74.09,0,0,5.13,4.23,44.05,42.84,40.84,0,30.06,16.04,0,14.49,6.4,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

38,09:15-09:30,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,5.13,4.23,44.05,42.84,40.84,0,30.06,16.04,0,14.49,6.4,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

39,09:30-09:45,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,5.13,4.23,44.05,42.84,40.84,0,30.06,26.74,0,14.49,6.27,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

40,09:45-10:00,0,0,11.86,0,23.29,15.15,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,5.13,4.23,44.05,42.84,40.84,0,30.06,26.74,0,14.49,6.27,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

41,10:00-10:15,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,5.98,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,73.17,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

42,10:15-10:30,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,5.98,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,45.03,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

43,10:30-10:45,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,5.98,0,0,0,8.07,18.95,19.14,400.04,0,0,0,0,45.03,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

44,10:45-11:00,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,22.61,0,9.36,70.83,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,5.7,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,45.03,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

45,11:00-11:15,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,28.97,0,9.36,84.06,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,6.13,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,50.65,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

46,11:15-11:30,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,28.97,0,9.36,84.06,0,0,2.59,4.23,44.05,42.84,40.84,0,30.06,34.23,0,14.49,7.4,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,50.65,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

47,11:30-11:45,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,28.97,0,9.36,83.65,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,34.23,0,14.42,9.25,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,50.65,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

48,11:45-12:00,0,0,11.86,0,23.29,15.07,52.12,111.52,31.08,39.14,365.6,0,28.97,0,9.36,83.65,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,34.23,0,14.42,9.25,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,50.65,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

49,12:00-12:15,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,22.52,0,9.36,69.24,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,34.23,0,14.42,9.37,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,50.65,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

50,12:15-12:30,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,22.52,0,9.36,74.08,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,34.23,0,14.42,9.51,0,0,0,8.07,18.95,19.38,400.04,0,0,0,0,61.93,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

51,12:30-12:45,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,25.89,0,9.36,82.92,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,43.86,0,14.42,9.59,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,76.55,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

52,12:45-13:00,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,25.89,0,9.36,80.98,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,43.86,0,14.42,9.66,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

53,13:00-13:15,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,25.89,0,9.36,76.98,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,14.42,9.37,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,14.98,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

54,13:15-13:30,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,25.89,0,9.36,76.98,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,14.42,9.37,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,17.01,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

55,13:30-13:45,0,0,11.86,0,23.29,11.08,52.12,111.52,31.08,39.14,365.6,0,32.34,0,9.36,95.8,0,0,2.59,4.23,44.05,42.84,40.84,0,31.5,37.44,0,14.42,9.09,0,0,0,8.07,18.95,19.38,331.36,0,0,0,0,81.07,17.18,123.78,0,0,0,0,0,0,0,0,0,0,0,0,123.63,3.4,0,0,0,161.9,117.92,0,0,84.73,3.43,0,58.65,0,0,0,0,0,0,0

