Block,Time,NAPP,NLCTS2EXP,NNTPP,SINGRAULI,UNCHAHAR2,URI,CHAMERA1,DADRT2,MAPS,RAPPB,RAPPC,RIHAND1,RSTPSU1TO6,SIMHST2,TANDA2,TelanganaSTPP,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,NLCEXP,PARBATI3,SEWA2,TEHRI,URI2,VALLURNTECL,AURY_LF,DULHASTI,JHAJJAR,KHSTPP-I,KHSTPP-II,KKNPPU2,PARBATI2,DADRI_GF,DADRI_RF,BSIUL,KGSU3AND4,KISHANGANGA,KOTESHWR,NTPL,SINGRAULI_HYDRO,TALST2,ANTA_RF,AURY_GF,FSTPP I & II,KOLDAM,KUDGI,NLCIIST1,NLCIIST2,RIHAND2,SIMHST1,TALA,TANAKPUR,UNCHAHAR3,UNCHAHAR4,DHAULIGNGA,KGSU1AND2,KKNP,RAMPUR,RIHAND3,RSTPSU7,SALAL,UNCHAHAR1,BRBCL,NJPC,SASAN,ANTA_GF
18,04:15-04:30,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,26.11,38.05,0,0,19.81,532.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,0,129.05,0,38.35,21.33,20,0,346.5,0

19,04:30-04:45,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,532.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,0,129.05,0,70.88,21.33,20,0,346.5,0

20,04:45-05:00,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,1.09,129.05,0,70.88,21.33,20,27.63,346.5,0

21,05:00-05:15,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,70.88,21.33,20,55.26,346.5,0

22,05:15-05:30,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,70.88,21.33,20,55.26,346.5,0

23,05:30-05:45,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,70.88,21.33,20,55.26,346.5,0

24,05:45-06:00,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,19.81,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,70.88,21.33,20,55.26,346.5,0

25,06:00-06:15,51.86,0,0,143.25,43.87,39.75,0,682.06,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,39.62,516.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,40.09,21.33,20,55.26,346.5,0

26,06:15-06:30,51.86,0,0,143.25,43.87,39.75,0,682.06,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,18.88,26.11,38.05,0,0,39.62,512.21,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,40.09,21.33,20,55.26,346.5,0

27,06:30-06:45,51.86,0,0,143.25,43.87,39.75,0,682.06,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,4.11,11.81,0,0,18.88,26.11,38.05,0,0,39.62,484.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,40.09,21.33,20,55.26,346.5,0

28,06:45-07:00,51.86,0,0,143.25,43.87,39.75,0,688.87,0,0,69.1,92.78,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,18.88,26.11,38.05,0,0,39.62,484.51,45.83,148.3,0,0,0,74.38,19.56,0,8.45,10.41,0,0.94,0,54.37,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,40.09,21.33,20,55.26,346.5,0

29,07:00-07:15,51.86,0,0,143.25,43.87,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,18.88,26.11,38.05,0,0,39.62,484.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.17,1.88,0,0,0,2.18,129.05,0,40.09,21.33,20,55.26,346.5,0

30,07:15-07:30,51.86,0,0,143.25,44.97,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,18.88,26.11,38.05,0,0,39.62,484.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,2.18,129.05,0,40.09,21.63,20,55.26,346.5,0

31,07:30-07:45,51.86,0,0,143.25,44.97,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,18.88,26.11,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,2.18,129.05,0,40.09,21.63,20,55.26,346.5,0

32,07:45-08:00,51.86,0,0,143.25,44.97,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,18.88,13.06,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,2.18,129.05,0,40.09,21.63,20,55.26,346.5,0

33,08:00-08:15,51.86,0,0,143.25,44.97,35.88,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,13.06,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,2.18,129.05,0,40.09,21.63,20,55.26,348.98,0

34,08:15-08:30,51.86,0,0,143.25,44.97,39.75,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,1.76,129.05,0,40.09,21.63,20,44.74,348.98,0

35,08:30-08:45,51.86,0,0,143.25,44.97,39.75,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,1.76,129.05,0,40.09,21.63,20,44.74,348.98,0

36,08:45-09:00,51.86,0,0,143.25,44.97,39.75,0,688.87,0,0,69.1,95.98,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,123.03,0,0,0,27.67,3.18,0,0,0,1.76,129.05,0,40.09,21.63,20,44.74,348.98,0

37,09:00-09:15,51.86,0,0,146.15,44.97,39.75,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,1.76,130.65,0,40.09,21.63,20,44.74,348.98,0

38,09:15-09:30,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,54.11,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,1.76,130.75,0,40.09,21.63,20,44.74,348.98,0

39,09:30-09:45,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,11.81,0,0,0,0,38.05,0,0,39.62,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.97,0,13.9,0,0,0,0,124.53,0,0,2.05,27.67,3.18,0,0,0,1.76,130.75,0,40.09,21.63,20,44.74,348.98,0

40,09:45-10:00,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.97,0,13.9,0,0,0,0,124.53,0,0,2.05,27.67,3.18,0,0,0,1.76,130.75,0,40.09,21.63,20,44.74,348.98,0

41,10:00-10:15,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.44,0,13.9,0,0,0,0,124.53,0,0,2.05,27.67,3.18,0,0,0,1.76,130.75,0,26.73,21.63,20,44.74,348.98,0

42,10:15-10:30,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.44,0,13.9,0,0,0,0,124.53,0,0,2.05,27.67,3.18,0,0,0,1.09,130.75,0,26.73,21.63,20,27.63,348.98,0

43,10:30-10:45,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.44,0,13.9,0,0,0,0,124.53,0,0,0.77,27.67,3.18,0,0,0,0,130.75,0,13.36,21.63,20,0,348.98,0

44,10:45-11:00,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.44,0,13.9,0,0,0,0,124.53,0,0,0.77,27.67,3.18,0,0,0,0,130.75,0,13.36,21.63,20,0,348.98,0

45,11:00-11:15,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,16.25,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.05,0,13.9,0,0,0,0,124.53,0,0,0.77,27.67,3.18,0,0,0,0,130.75,0,13.36,21.63,20,0,348.98,0

46,11:15-11:30,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.05,0,13.9,0,0,0,0,124.53,0,0,0.77,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

47,11:30-11:45,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,53.05,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

48,11:45-12:00,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,52.66,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

49,12:00-12:15,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,52.66,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

50,12:15-12:30,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

51,12:30-12:45,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

52,12:45-13:00,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,13.04,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

53,13:00-13:15,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,5.4,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

54,13:15-13:30,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,5.4,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,7.52,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

55,13:30-13:45,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,5.4,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,7.52,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

56,13:45-14:00,51.86,0,0,150.25,44.97,35.88,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,5.4,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,7.52,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

57,14:00-14:15,51.86,0,0,150.25,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,0,130.75,0,26.73,21.63,20,0,348.98,0

58,14:15-14:30,51.86,0,0,150.25,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,1.09,130.75,0,26.73,21.63,20,27.63,348.98,0

59,14:30-14:45,51.86,0,0,150.25,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.61,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,1.09,130.75,0,26.73,21.63,20,27.63,348.98,0

60,14:45-15:00,51.86,0,0,150.25,44.97,35.33,0,688.87,0,0,69.1,97.18,0,0,5.65,0,0,0,0,85.35,0,0,0,0,0,0,0,0,38.05,0,0,19.81,670.51,45.83,148.3,0,0,0,74.38,6.52,0,8.45,10.41,0,0.94,0,51.09,0,13.9,0,0,0,0,124.53,0,0,0.25,27.67,3.18,0,0,0,1.09,130.75,0,26.73,21.63,20,27.63,348.98,0

