Block,Time Block,BRBCL,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,FSTPP I & II,DADRT2,CHAMERA2,DULHASTI,JHAJJAR,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TEHRIPSP,TALA,TEHRI,TelanganaSTPP,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SINGRAULI,TANAKPUR,SALAL,SEWA2,AURY_CRF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR2,URI,ANTA_LF,AURY_RF,AURY_GF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_GF,RAPPC,RIHAND2,NTPL,PARBATI3,RSTPSU1TO6,PARBATI2,RIHAND1,RSTPSU7,RAPPB,RAPPD,RAMPUR,RIHAND3,NAPP,NNTPP,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,10.38,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,497.85,45.29,53.23,392.84,40.51,18.8,32.62,40.81,0,0,0,0,0,25.42,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,35.96,25.95,0,0,0,41.91,46.68,0,0,0,20.4,0,1.7,0,62.57,119.97,0,37.15,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

7,01:30-01:45,11.15,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,403.66,45.29,53.23,391.88,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,29.21,25.95,0,0,0,41.91,46.68,0,0,0,20.4,0,1.7,0,62.57,119.97,0,37.15,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

8,01:45-02:00,10.48,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,331.58,45.29,53.23,353.43,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,29.21,25.95,0,0,0,41.91,46.68,0,0,0,20.4,0,1.7,0,62.57,119.97,0,37.15,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

9,02:00-02:15,11.81,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,316.22,45.29,53.23,297.57,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,35.96,21.36,0,0,0,34.34,46.68,0,0,0,16.23,0,1.7,0,62.57,119.97,0,34.29,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

10,02:15-02:30,14.88,43.76,0,38.99,0,93.75,0,0,8.28,6.69,18.03,293.14,45.29,53.23,258.16,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,35.96,21.36,0,0,0,34.34,46.68,0,0,0,16.23,0,1.7,0,62.57,119.97,0,34.29,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

11,02:30-02:45,16.21,43.76,0,21.66,0,93.75,0,0,8.28,6.69,18.03,293.14,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,29.21,21.36,0,0,0,34.34,46.68,0,0,0,16.23,0,1.7,0,62.57,119.97,0,21.43,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

12,02:45-03:00,14.43,43.76,0,19.71,0,93.75,0,0,8.28,6.69,18.03,293.14,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,12.55,67.01,11.74,0,29.21,21.36,0,0,0,34.34,46.68,0,0,0,16.23,0,1.7,0,62.57,119.97,0,21.43,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

13,03:00-03:15,14.83,43.76,0,19.5,0,93.75,0,0,8.28,6.69,18.03,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,19.35,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,21.43,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

14,03:15-03:30,16.39,43.76,0,19.5,0,93.75,0,0,8.28,6.69,16.34,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,31.44,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

15,03:30-03:45,16.39,43.76,0,19.5,0,93.75,0,0,8.28,6.69,17.3,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

16,03:45-04:00,14.79,43.76,0,19.5,0,93.75,0,0,8.28,6.69,18.03,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

17,04:00-04:15,13.45,43.76,0,19.5,0,93.75,0,0,8.28,6.69,18.03,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,21.36,0,0,0,34.34,46.68,0,0,0,16.23,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

18,04:15-04:30,16.29,43.76,0,19.5,0,93.75,0,0,8.28,6.69,18.03,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.01,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,21.36,0,0,0,34.33,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

19,04:30-04:45,17.21,43.76,0,19.5,0,93.75,0,0,8.28,6.69,18.03,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.29,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

20,04:45-05:00,21.37,43.76,0,19.5,0,93.75,0,0,8.28,6.69,17.3,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.29,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

21,05:00-05:15,24.02,43.76,0,19.5,0,93.75,0,0,8.28,6.69,17.3,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.14,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

22,05:15-05:30,21.87,43.76,0,19.5,0,93.75,0,0,8.28,6.69,16.34,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.14,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,35.96,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,94.27,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

23,05:30-05:45,23.88,43.76,0,19.5,0,93.75,0,0,8.28,6.69,16.34,293.86,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.86,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

24,05:45-06:00,20.29,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,245.8,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.72,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

25,06:00-06:15,19.31,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,216.97,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.72,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

26,06:15-06:30,24.02,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,197.75,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,24.57,62.84,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,50.93,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

27,06:30-06:45,24.02,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,149.69,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,23.31,47.13,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,50.93,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

28,06:45-07:00,18.79,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,149.69,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,23.17,31.42,0,256.25,2.93,0,0,0,0,72.02,9.6,63.65,11.74,0,29.21,17.42,0,0,0,28.56,50.93,0,0,0,13.93,0,1.7,0,62.57,119.97,0,36.58,0,12.17,89.47,0,0,22.94,5.48,125.75,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

29,07:00-07:15,18.91,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,101.64,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,23.57,15.71,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,20.81,0,1.7,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

30,07:15-07:30,19.82,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,72.8,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.77,0,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,20.81,0,1.7,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

31,07:30-07:45,17.06,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,24.75,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,25.9,0,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,17.42,0,0,0,28.56,46.68,0,0,0,20.81,0,1.7,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

32,07:45-08:00,18.18,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,26.06,0,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.24,0,0,0,28.56,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

33,08:00-08:15,19.17,38.02,0,9.75,0,83.8,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,20.91,0,0,196.79,2.93,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

34,08:15-08:30,18.73,29.16,0,9.75,0,62.46,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,21.08,0,0,196.79,2.93,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

35,08:30-08:45,18.67,29.16,0,9.75,0,62.46,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,21.76,0,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

36,08:45-09:00,20.24,29.77,0,9.75,0,62.46,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,21.76,0,0,196.79,2.93,0,0,0,0,68.81,11.45,63.65,11.74,0,29.21,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

37,09:00-09:15,18.47,29.77,0,9.75,0,67.59,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,21.76,0,0,196.79,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

38,09:15-09:30,19.61,29.77,0,9.75,0,67.59,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,21.92,0,0,196.79,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

39,09:30-09:45,20.38,34.9,0,9.75,0,74.96,0,0,8.28,6.69,13.74,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,221.65,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

40,09:45-10:00,20.35,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,227.74,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,29.21,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,36.58,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

41,10:00-10:15,19.33,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,240.08,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

42,10:15-10:30,17.54,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,254.1,5.33,0,0,0,0,68.81,9.6,63.65,11.74,0,22.47,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

43,10:30-10:45,16.66,43.76,0,9.75,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,50.93,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

44,10:45-11:00,16.56,43.76,0,4.55,0,93.75,0,0,8.28,6.69,16.34,8.11,45.29,53.23,245.15,40.51,18.8,32.62,40.81,0,0,0,0,0,22.07,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

45,11:00-11:15,14.02,38.23,0,0,0,83.19,0,0,8.28,6.69,15.36,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.07,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

46,11:15-11:30,14.81,38.23,0,0,0,83.19,0,0,8.28,6.69,15.36,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.07,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

47,11:30-11:45,17.52,38.23,0,0,0,83.19,0,0,8.28,6.69,15.36,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.12,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

48,11:45-12:00,21.78,38.23,0,0,0,83.19,0,0,8.28,6.69,15.36,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.12,0,0,262.75,5.33,0,0,0,0,68.81,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,116.66,0,30.01,0,12.17,86.26,0,0,22.94,5.48,122.43,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

49,12:00-12:15,23.08,29.77,0,0,0,67.59,0,0,8.28,6.69,12.27,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.12,0,0,262.75,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,30.01,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

50,12:15-12:30,21.85,29.77,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,22.12,0,0,262.75,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,30.01,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

51,12:30-12:45,19.45,29.77,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,45.29,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.12,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,30.01,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

52,12:45-13:00,19.89,29.77,0,9.75,0,67.59,0,0,8.28,6.69,12.27,8.11,30.18,53.23,245.15,40.51,18.8,20,40.81,0,0,0,0,0,27.12,0,0,268.32,5.33,0,0,0,0,60.61,9.48,63.65,11.74,0,22.47,21.24,0,0,0,43.25,46.68,0,0,0,20.81,0,3.09,0,62.57,92.42,0,30.01,0,12.17,55.74,0,0,22.94,5.48,89.25,23.05,0,0,0,0,0,168.95,0,0,0,0,0,0,0

